RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,34046,Jordan Spieth,69.33,2981,43
2,0,25364,Paul Casey,69.38,3261,47
3,0,35450,Patrick Cantlay,69.56,1739,25
4,0,28252,Seamus Power,69.65,3343,48
5,0,32102,Rickie Fowler,69.68,2787,40
6,0,26851,Marc Leishman,69.73,3347,48
7,0,21961,Charles Howell III,69.76,3139,45
8,0,46970,Jon Rahm,69.78,3210,46
9,0,33448,Justin Thomas,69.80,3211,46
10,0,32839,Hideki Matsuyama,69.83,2793,40
11,0,30110,Kyle Stanley,69.88,3913,56
12,0,22405,Justin Rose,69.91,2447,35
13,0,25686,Jason Dufner,69.98,3149,45
13,0,29461,Jamie Lovemark,69.98,3849,55
15,0,29725,Tony Finau,70.00,3990,57
16,0,34098,Russell Henley,70.02,3711,53
17,0,25900,Lucas Glover,70.06,3573,51
18,0,29478,Kevin Kisner,70.09,3785,54
18,0,26476,Chez Reavie,70.09,3925,56
20,0,24138,Ian Poulter,70.11,2664,38
20,0,29221,Webb Simpson,70.11,3926,56
22,0,12510,Chad Campbell,70.12,4137,59
23,0,20229,Stewart Cink,70.13,3787,54
23,0,21209,Sergio Garcia,70.13,2244,32
25,0,27649,Brandt Snedeker,70.17,2035,29
26,0,23497,Tag Ridings,70.24,2669,38
26,0,23325,Vaughn Taylor,70.24,3442,49
28,0,40026,Daniel Berger,70.25,3372,48
28,0,33141,Keegan Bradley,70.25,4004,57
28,0,27129,Luke List,70.25,4285,61
31,0,23541,Ben Crane,70.27,3373,48
32,0,26300,Matt Jones,70.30,2601,37
33,0,34021,Bud Cauley,70.31,3867,55
34,0,23108,Matt Kuchar,70.33,3587,51
34,0,46601,Trey Mullinax,70.33,3798,54
34,0,22056,Cameron Percy,70.33,2954,42
34,0,24361,Pat Perez,70.33,3446,49
38,0,27974,Sung Kang,70.34,4502,64
39,0,27436,Graham DeLaet,70.35,3236,46
40,0,31323,Gary Woodland,70.37,3448,49
41,0,25493,Nick Taylor,70.38,4082,58
42,0,34264,Hudson Swafford,70.40,3872,55
43,0,33399,Adam Hadwin,70.41,4084,58
44,0,01810,Phil Mickelson,70.43,3099,44
44,0,39324,J.J. Spaun,70.43,3733,53
46,0,19846,Brian Gay,70.44,3522,50
46,0,30925,Dustin Johnson,70.44,2747,39
48,0,24924,Bill Haas,70.45,3452,49
49,0,40058,Zac Blair,70.47,4369,62
49,0,31420,Anirban Lahiri,70.47,3171,45
51,0,27936,Martin Laird,70.49,3595,51
51,0,29518,Brendan Steele,70.49,3313,47
53,0,36689,Brooks Koepka,70.52,3103,44
53,0,32333,Kevin Tway,70.52,3667,52
55,0,25198,Francesco Molinari,70.54,2892,41
55,0,47128,Richy Werenski,70.54,3527,50
57,0,28420,Ryan Brehm,70.56,3387,48
58,0,48081,Xander Schauffele,70.57,3952,56
59,0,34174,John Huh,70.58,3882,55
59,0,34409,David Lingmerth,70.58,3176,45
61,0,27958,Ryan Blaum,70.59,4094,58
62,0,19803,Ryan Armour,70.60,2824,40
62,0,46501,Ollie Schniederjans,70.60,3671,52
64,0,27644,Brian Harman,70.61,4166,59
64,0,35532,Tom Hoge,70.61,2189,31
64,0,25834,Daniel Summerhays,70.61,3954,56
67,0,28089,Jason Day,70.62,2613,37
68,0,37189,Harold Varner III,70.64,4309,61
69,0,46550,Brandon Hagy,70.66,3533,50
70,0,12716,Charley Hoffman,70.68,4382,62
71,0,28500,Martin Flores,70.69,3676,52
71,0,39975,Michael Kim,70.69,3888,55
71,0,27214,Kevin Streelman,70.69,3676,52
74,0,24358,Robert Garrigus,70.70,3535,50
75,0,29479,Scott Brown,70.71,4101,58
75,0,30692,Scott Stallings,70.71,3606,51
77,0,49771,J.T. Poston,70.72,3819,54
78,0,33418,Shawn Stefani,70.73,3466,49
78,0,25349,Tim Wilkinson,70.73,2829,40
80,0,20771,Steven Alker,70.74,3042,43
80,0,30926,Chris Kirk,70.74,3820,54
82,0,29289,S.Y. Noh,70.75,4174,59
82,0,27095,Nick Watney,70.75,3113,44
84,0,29720,Andres Gonzales,70.76,3255,46
84,0,48822,Sebastián Muñoz,70.76,2406,34
86,0,26758,David Hearn,70.77,3963,56
86,0,28237,Rory McIlroy,70.77,1840,26
86,0,28132,Tyrone Van Aswegen,70.77,4388,62
89,0,26596,Ryan Moore,70.78,3185,45
90,0,23353,J.J. Henry,70.80,3823,54
91,0,34213,Grayson Murray,70.81,4107,58
91,0,34431,Robert Streb,70.81,4178,59
91,0,27770,Camilo Villegas,70.81,3399,48
94,0,33122,Russell Knox,70.82,3116,44
95,0,34358,Jonathan Randolph,70.83,2975,42
95,0,33419,Cameron Tringale,70.83,3825,54
97,0,25396,Kevin Na,70.84,3471,49
98,0,24846,Ricky Barnes,70.85,4251,60
98,0,29223,Sam Saunders,70.85,3259,46
100,0,25191,Gonzalo Fernandez-Castaño,70.86,2976,42
100,0,23621,Rory Sabbatini,70.86,3047,43
102,0,30944,Jason Kokrak,70.88,4040,57
102,0,25572,Graeme McDowell,70.88,2410,34
104,0,32448,James Hahn,70.89,4041,57
104,0,24024,Zach Johnson,70.89,3190,45
106,0,23983,Luke Donald,70.91,2482,35
107,0,33413,Ben Martin,70.94,3618,51
108,0,34360,Patrick Reed,70.96,3974,56
109,0,35506,Mackenzie Hughes,70.98,4330,61
109,0,27963,Chris Stroud,70.98,2910,41
111,0,20472,Alex Cejka,71.00,3692,52
111,0,30191,Julián Etulain,71.00,2982,42
111,0,25818,Scott Piercy,71.00,3124,44
111,0,25240,D.A. Points,71.00,3266,46
111,0,35891,Cameron Smith,71.00,3692,52
116,0,47959,Bryson DeChambeau,71.03,4333,61
117,0,34099,Harris English,71.04,3552,50
117,0,31202,William McGirt,71.04,3765,53
119,0,35545,Blayne Barber,71.06,3340,47
119,0,29740,Brad Fritsch,71.06,2558,36
121,0,33461,Morgan Hoffmann,71.07,4051,57
122,0,20104,Ken Duke,71.10,3555,50
122,0,37454,Whee Kim,71.10,3697,52
124,0,34466,Peter Malnati,71.11,3982,56
125,0,29908,C.T. Pan,71.12,4125,58
126,0,31557,Jim Herman,71.14,3486,49
127,0,33120,Mark Anderson,71.15,2846,40
128,0,27141,J.B. Holmes,71.16,3060,43
129,0,31646,Emiliano Grillo,71.18,3488,49
129,0,26331,Charl Schwartzel,71.18,2420,34
129,0,26289,Boo Weekley,71.18,3630,51
132,0,22046,Geoff Ogilvy,71.19,3417,48
133,0,27895,Jonas Blixt,71.22,3561,50
133,0,32640,Troy Merritt,71.22,3846,54
135,0,31416,Derek Fathauer,71.25,3634,51
135,0,29476,Kyle Reifers,71.25,4346,61
137,0,32366,Kevin Chappell,71.27,3635,51
137,0,36801,Mark Hubbard,71.27,3706,52
137,0,29222,Billy Hurley III,71.27,3635,51
137,0,27466,Spencer Levin,71.27,4276,60
137,0,24140,Sean O'Hair,71.27,3706,52
142,0,22371,Aaron Baddeley,71.28,2780,39
142,0,26329,Louis Oosthuizen,71.28,2281,32
144,0,29926,Danny Lee,71.29,4135,58
144,0,26951,Johnson Wagner,71.29,3493,49
146,0,48084,Wesley Bryan,71.33,3923,55
147,0,33948,Byeong Hun An,71.35,2854,40
147,0,28679,Fabián Gómez,71.35,2854,40
149,0,40009,Dominic Bozzelli,71.38,3426,48
149,0,20593,Greg Chalmers,71.38,3783,53
149,0,46440,Smylie Kaufman,71.38,3569,50
152,0,23320,Ryan Palmer,71.39,2713,38
153,0,24502,Adam Scott,71.44,2286,32
154,0,24781,Hunter Mahan,71.46,3716,52
155,0,24357,K.J. Choi,71.47,3359,47
155,0,33204,Shane Lowry,71.47,2144,30
155,0,31560,Brian Stuard,71.47,4288,60
158,0,20157,Retief Goosen,71.53,2432,34
158,0,32150,Michael Thompson,71.53,2861,40
160,0,25720,Chad Collins,71.54,3577,50
161,0,27064,Jhonattan Vegas,71.55,3935,55
162,0,39954,Cody Gribble,71.58,3937,55
162,0,32757,Patton Kizzire,71.58,3794,53
164,0,23800,Bryce Molder,71.60,3795,53
165,0,46732,Rick Lamb,71.61,2721,38
166,0,10809,Jim Furyk,71.63,2507,35
167,0,25804,Bubba Watson,71.64,2794,39
168,0,25632,Jimmy Walker,71.66,2938,41
169,0,26499,Rafa Cabrera Bello,71.67,2580,36
169,0,37278,Nicholas Lindheim,71.67,2795,39
171,0,25892,Steve Wheatcroft,71.72,2295,32
