RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,33399,Adam Hadwin,59,CareerBuilder/L,3
1,0,33448,Justin Thomas,59,Sony Open/Waial,1
3,0,25720,Chad Collins,60,Barbasol Champ/,2
3,0,29478,Kevin Kisner,60,Sony Open/Waial,3
3,0,20572,Rod Pampling,60,Shriners Hosp./,1
3,0,30692,Scott Stallings,60,Barbasol Champ/,3
7,0,19803,Ryan Armour,61,Wyndham Champ/S,2
7,0,28307,Matt Every,61,Wyndham Champ/S,1
7,0,35506,Mackenzie Hughes,61,The RSM Classic,1
7,0,24024,Zach Johnson,61,Sony Open/Waial,2
7,0,32839,Hideki Matsuyama,61,WGC-Bridgestone,4
7,0,23800,Bryce Molder,61,Sony Open/Waial,2
7,0,25198,Francesco Molinari,61,Shriners Hosp./,4
7,0,48822,Sebastián Muñoz,61,The Greenbrier/,1
7,0,26476,Chez Reavie,61,Sony Open/Waial,4
16,0,24925,Jonathan Byrd,62,The RSM Classic,1
16,0,12510,Chad Campbell,62,Sony Open/Waial,2
16,0,20229,Stewart Cink,62,The RSM Classic,1
16,0,35110,Brett Drewitt,62,Barbasol Champ/,4
16,0,24358,Robert Garrigus,62,Canadian Open/G,3
16,0,29974,Branden Grace,62,The Open/Royal,3
16,0,31557,Jim Herman,62,Valspar Champ/I,1
16,0,34174,John Huh,62,Shriners Hosp./,1
16,0,36689,Brooks Koepka,62,Shriners Hosp./,1
16,0,30944,Jason Kokrak,62,Byron Nelson/TP,2
16,0,26851,Marc Leishman,62,BMW Champ/Conwa,1
16,0,24361,Pat Perez,62,Mayakoba/El Cam,3
16,0,25818,Scott Piercy,62,Safeway Open/Si,1
16,0,23621,Rory Sabbatini,62,Barbasol Champ/,3
16,0,21528,Henrik Stenson,62,Wyndham Champ/S,1
16,0,34264,Hudson Swafford,62,Sony Open/Waial,1
32,0,35545,Blayne Barber,63,The RSM Classic,1
32,0,40026,Daniel Berger,63,John Deere/TPC,3
32,0,48084,Wesley Bryan,63,Genesis Open/Ri,3
32,0,46443,Brian Campbell,63,Wyndham Champ/S,1
32,0,34021,Bud Cauley,63,RBC Heritage/Ha,1
32,0,28089,Jason Day,63,Byron Nelson/TP,3
32,0,28500,Martin Flores,63,Wyndham Champ/S,4
32,0,19846,Brian Gay,63,Barbasol Champ/,2
32,0,39954,Cody Gribble,63,Sanderson Farms,2
32,0,27644,Brian Harman,63,John Deere/TPC,3
32,0,23063,Scott Hend,63,WGC-Bridgestone,3
32,0,34098,Russell Henley,63,Shriners Hosp./,3
32,0,23353,J.J. Henry,63,Puerto Rico/Coc,4
32,0,21961,Charles Howell III,63,John Deere/TPC,1
32,0,27974,Sung Kang,63,Shell Houston/G,2
32,0,37454,Whee Kim,63,CareerBuilder/L,3
32,0,30926,Chris Kirk,63,Mayakoba/El Cam,1
32,0,22986,Søren Kjeldsen,63,Wyndham Champ/S,2
32,0,33122,Russell Knox,63,CIMB Classic/TP,2
32,0,31420,Anirban Lahiri,63,Travelers Champ,2
32,0,46732,Rick Lamb,63,John Deere/TPC,3
32,0,35296,Haotong Li,63,The Open/Royal,4
32,0,01706,Davis Love III,63,The Greenbrier/,1
32,0,46601,Trey Mullinax,63,Puerto Rico/Coc,1
32,0,34213,Grayson Murray,63,Byron Nelson/TP,2
32,0,25396,Kevin Na,63,BMW Champ/Conwa,4
32,0,35541,John Peterson,63,Phoenix Open/TP,3
32,0,33293,Thomas Pieters,63,Genesis Open/Ri,4
32,0,23497,Tag Ridings,63,Barbasol Champ/,3
32,0,29223,Sam Saunders,63,Wyndham Champ/S,1
32,0,48081,Xander Schauffele,63,Mayakoba/El Cam,2
32,0,46501,Ollie Schniederjans,63,Wyndham Champ/S,2
32,0,29221,Webb Simpson,63,Wyndham Champ/S,1
32,0,35891,Cameron Smith,63,Wyndham Champ/S,4
32,0,39324,J.J. Spaun,63,Wyndham Champ/S,4
32,0,34046,Jordan Spieth,63,Travelers Champ,1
32,0,27214,Kevin Streelman,63,Sanderson Farms,1
32,0,06527,Steve Stricker,63,DEAN & DELUCA/C,4
32,0,23325,Vaughn Taylor,63,Wyndham Champ/S,1
32,0,32150,Michael Thompson,63,Sony Open/Waial,4
32,0,32333,Kevin Tway,63,John Deere/TPC,2
32,0,37189,Harold Varner III,63,Wyndham Champ/S,1
32,0,25349,Tim Wilkinson,63,Wyndham Champ/S,1
32,0,31323,Gary Woodland,63,Canadian Open/G,2
76,0,20771,Steven Alker,64,The RSM Classic,1
76,0,20098,Stuart Appleby,64,John Deere/TPC,3
76,0,21407,Arjun Atwal,64,Barbasol Champ/,3
76,0,22371,Aaron Baddeley,64,The Open/Royal,4
76,0,24846,Ricky Barnes,64,Byron Nelson/TP,1
76,0,27958,Ryan Blaum,64,Barbasol Champ/,4
76,0,27895,Jonas Blixt,64,Phoenix Open/TP,2
76,0,40009,Dominic Bozzelli,64,CareerBuilder/S,1
76,0,33141,Keegan Bradley,64,CIMB Classic/TP,1
76,0,28420,Ryan Brehm,64,Sony Open/Waial,3
76,0,29479,Scott Brown,64,St. Jude/TPC So,1
76,0,25364,Paul Casey,64,Safeway Open/Si,1
76,0,20472,Alex Cejka,64,The Greenbrier/,4
76,0,32366,Kevin Chappell,64,NORTHERN TRUST/,3
76,0,23541,Ben Crane,64,Wyndham Champ/S,2
76,0,27436,Graham DeLaet,64,The Greenbrier/,1
76,0,30191,Julián Etulain,64,Puerto Rico/Coc,4
76,0,31416,Derek Fathauer,64,AT&T Pebble/Peb,2
76,0,29725,Tony Finau,64,BMW Champ/Conwa,4
76,0,32102,Rickie Fowler,64,BMW Champ/Conwa,2
76,0,29740,Brad Fritsch,64,The RSM Classic,2
76,0,10809,Jim Furyk,64,The RSM Classic,1
76,0,21209,Sergio Garcia,64,Byron Nelson/TP,3
76,0,25900,Lucas Glover,64,John Deere/TPC,3
76,0,20157,Retief Goosen,64,Puerto Rico/Coc,4
76,0,24924,Bill Haas,64,Wyndham Champ/S,2
76,0,34563,Chesson Hadley,64,John Deere/TPC,2
76,0,46550,Brandon Hagy,64,Honda Classic/P,3
76,0,32448,James Hahn,64,The Greenbrier/,2
76,0,12716,Charley Hoffman,64,BMW Champ/Conwa,1
76,0,33461,Morgan Hoffmann,64,Dell Tech Champ,2
76,0,27141,J.B. Holmes,64,St. Jude/TPC So,2
76,0,29420,Billy Horschel,64,St. Jude/TPC So,4
76,0,29222,Billy Hurley III,64,Sony Open/Waial,1
76,0,30925,Dustin Johnson,64,BMW Champ/Conwa,4
76,0,27899,Rikard Karlberg,64,WGC-HSBC Champ.,1
76,0,39975,Michael Kim,64,The RSM Classic,1
76,0,32757,Patton Kizzire,64,Wyndham Champ/S,3
76,0,23108,Matt Kuchar,64,NORTHERN TRUST/,2
76,0,33904,Grant Leaver,64,Barbasol Champ/,3
76,0,29926,Danny Lee,64,The Greenbrier/,1
76,0,34409,David Lingmerth,64,The Greenbrier/,1
76,0,27129,Luke List,64,Sony Open/Waial,2
76,0,29461,Jamie Lovemark,64,BMW Champ/Conwa,1
76,0,33204,Shane Lowry,64,Wyndham Champ/S,2
76,0,28158,Steve Marino,64,Mayakoba/El Cam,2
76,0,33413,Ben Martin,64,Barbasol Champ/,3
76,0,28237,Rory McIlroy,64,Travelers Champ,4
76,0,32640,Troy Merritt,64,Barbasol Champ/,4
76,0,01810,Phil Mickelson,64,The Greenbrier/,4
76,0,45486,Joaquin Niemann,64,The Greenbrier/,4
76,0,24140,Sean O'Hair,64,Sony Open/Waial,4
76,0,29908,C.T. Pan,64,Travelers Champ,3
76,0,25240,D.A. Points,64,Puerto Rico/Coc,1
76,0,49771,J.T. Poston,64,Mayakoba/El Cam,3
76,0,24138,Ian Poulter,64,Canadian Open/G,4
76,0,28252,Seamus Power,64,Barbasol Champ/,3
76,0,36699,Patrick Rodgers,64,John Deere/TPC,2
76,0,25562,Andres Romero,64,The RSM Classic,1
76,0,22405,Justin Rose,64,Sony Open/Waial,4
76,0,24502,Adam Scott,64,St. Jude/TPC So,2
76,0,27649,Brandt Snedeker,64,Travelers Champ,4
76,0,30110,Kyle Stanley,64,TOUR Champ/East,1
76,0,29518,Brendan Steele,64,CareerBuilder/N,2
76,0,33418,Shawn Stefani,64,Sony Open/Waial,1
76,0,29485,Brett Stegmaier,64,Travelers Champ,1
76,0,25493,Nick Taylor,64,The Greenbrier/,1
76,0,33419,Cameron Tringale,64,Genesis Open/Ri,2
76,0,27064,Jhonattan Vegas,64,Honda Classic/P,4
76,0,27770,Camilo Villegas,64,The RSM Classic,3
