RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,06567,Vijay Singh,20.34,238,1170
2,0,01810,Phil Mickelson,19.52,163,835
3,0,22405,Justin Rose,19.41,146,752
4,0,08793,Tiger Woods,19.17,148,772
5,0,01945,Kenny Perry,18.67,151,809
6,0,02206,David Toms,18.65,147,788
7,0,20229,Stewart Cink,18.59,190,1022
8,0,01161,Mark Calcavecchia,18.58,149,802
9,0,02239,Scott Verplank,18.41,178,967
10,0,02010,Loren Roberts,18.38,154,838
10,0,26287,Roland Thatcher,18.38,127,691
12,0,02246,Duffy Waldorf,18.32,140,764
13,0,23320,Ryan Palmer,18.28,191,1045
14,0,01388,Robert Gamez,18.26,197,1079
14,0,23325,Vaughn Taylor,18.26,157,860
16,0,23621,Rory Sabbatini,18.19,167,918
17,0,02214,Kirk Triplett,18.16,160,881
18,0,02104,Jeff Sluman,18.10,183,1011
19,0,01142,Bart Bryant,18.08,134,741
20,0,21949,Joe Ogilvie,18.06,194,1074
21,0,01677,Tom Lehman,18.03,126,699
22,0,23552,Hank Kuehne,17.98,169,940
23,0,21959,Ted Purdy,17.93,211,1177
24,0,19825,Darren Clarke,17.88,93,520
24,0,22548,Patrick Sheehan,17.88,207,1158
26,0,24781,Hunter Mahan,17.82,177,993
27,0,11032,Frank Lickliter II,17.81,163,915
28,0,23623,Bo Van Pelt,17.68,195,1103
29,0,01249,John Daly,17.67,147,832
30,0,24507,Jason Bohn,17.65,176,997
31,0,24361,Pat Perez,17.64,188,1066
32,0,12680,Shigeki Maruyama,17.61,175,994
32,0,21878,Mark Wilson,17.61,115,653
34,0,10585,Scott McCarron,17.59,156,887
35,0,22046,Geoff Ogilvy,17.58,157,893
36,0,01139,Olin Browne,17.53,162,924
37,0,25686,Jason Dufner,17.45,145,831
38,0,21731,Freddie Jacobson,17.42,146,838
39,0,20433,Mark Hensby,17.38,171,984
40,0,21209,Sergio Garcia,17.29,120,694
41,0,01320,Bob Estes,17.27,129,747
42,0,24925,Jonathan Byrd,17.23,152,882
43,0,20098,Stuart Appleby,17.21,143,831
44,0,25345,Carl Pettersson,17.18,173,1007
45,0,06332,Neal Lancaster,17.13,183,1068
46,0,01619,Skip Kendall,17.10,177,1035
47,0,20572,Rod Pampling,17.04,168,986
48,0,06527,Steve Stricker,17.02,138,811
49,0,20029,Notah Begay III,17.00,120,706
50,0,21805,Harrison Frazar,16.92,143,845
50,0,19846,Brian Gay,16.92,168,993
52,0,10425,Jay Williamson,16.91,174,1029
53,0,12660,Jesper Parnevik,16.90,154,911
54,0,24024,Zach Johnson,16.84,192,1140
54,0,24502,Adam Scott,16.84,95,564
56,0,08075,Jerry Kelly,16.81,194,1154
56,0,20645,John Senden,16.81,172,1023
58,0,20498,Briny Baird,16.80,172,1024
59,0,06621,Joe Durant,16.78,149,888
60,0,01707,Steve Lowery,16.72,155,927
61,0,01024,Billy Andrade,16.71,180,1077
62,0,10885,Robert Allenby,16.65,155,931
62,0,23541,Ben Crane,16.65,161,967
62,0,01685,J.L. Lewis,16.65,186,1117
65,0,06004,Stephen Ames,16.63,167,1004
65,0,23497,Tag Ridings,16.63,85,511
67,0,10733,Kent Jones,16.62,168,1011
68,0,07867,Woody Austin,16.55,162,979
68,0,20593,Greg Chalmers,16.55,121,731
70,0,25900,Lucas Glover,16.54,158,955
71,0,12602,Dean Wilson,16.52,170,1029
72,0,24357,K.J. Choi,16.51,141,854
72,0,01577,Lee Janzen,16.51,142,860
74,0,19881,Robert Damron,16.49,158,958
75,0,01527,Scott Hoch,16.48,89,540
76,0,01938,David Peoples,16.43,138,840
77,0,20628,Arron Oberholser,16.40,123,750
78,0,01553,John Huston,16.35,95,581
79,0,20121,Todd Fischer,16.34,176,1077
80,0,23983,Luke Donald,16.32,126,772
81,0,08931,Glen Day,16.30,169,1037
82,0,12645,Brent Geiberger,16.27,157,965
83,0,06251,Chris DiMarco,16.22,169,1042
84,0,06522,Ernie Els,16.19,103,636
84,0,20580,Andre Stolz,16.19,91,562
86,0,20663,Brenden Pappas,16.18,182,1125
86,0,01927,Dennis Paulson,16.18,121,748
88,0,01042,Paul Azinger,16.17,125,773
89,0,07223,Brian Bateman,16.15,135,836
90,0,10201,Matt Gogel,16.12,143,887
91,0,06809,Bob Burns,16.10,146,907
92,0,24290,D.J. Brigman,16.06,129,803
92,0,07457,Steve Flesch,16.06,178,1108
94,0,12652,Cameron Beckman,16.04,162,1010
94,0,23135,Tim Clark,16.04,144,898
96,0,19824,Craig Barlow,16.03,130,811
97,0,01666,Bernhard Langer,16.01,90,562
98,0,06515,Shaun Micheel,16.00,155,969
