RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,06567,Vijay Singh,2.02,501,248
2,0,20157,Retief Goosen,1.95,226,116
3,0,01810,Phil Mickelson,1.73,339,196
4,0,08793,Tiger Woods,1.72,319,186
5,0,06522,Ernie Els,1.65,243,147
6,0,20229,Stewart Cink,1.62,381,235
7,0,02239,Scott Verplank,1.60,363,227
8,0,01677,Tom Lehman,1.56,266,170
8,0,02214,Kirk Triplett,1.56,322,206
10,0,06004,Stephen Ames,1.55,382,247
11,0,02010,Loren Roberts,1.53,302,197
12,0,01457,Jay Haas,1.50,288,192
12,0,08075,Jerry Kelly,1.50,415,277
12,0,12660,Jesper Parnevik,1.50,329,220
15,0,22046,Geoff Ogilvy,1.49,362,243
16,0,06621,Joe Durant,1.46,313,215
17,0,06251,Chris DiMarco,1.43,373,261
17,0,02246,Duffy Waldorf,1.43,285,200
19,0,25345,Carl Pettersson,1.41,399,283
20,0,22405,Justin Rose,1.40,282,202
21,0,12652,Cameron Beckman,1.39,369,266
21,0,23623,Bo Van Pelt,1.39,413,297
23,0,24024,Zach Johnson,1.38,409,297
24,0,20098,Stuart Appleby,1.37,300,219
24,0,20572,Rod Pampling,1.37,361,263
26,0,12823,Carlos Franco,1.36,367,269
26,0,21805,Harrison Frazar,1.36,334,245
28,0,01706,Davis Love III,1.35,287,213
28,0,12680,Shigeki Maruyama,1.35,348,257
28,0,01941,Tom Pernice Jr.,1.35,351,260
31,0,01139,Olin Browne,1.34,317,237
31,0,23541,Ben Crane,1.34,349,260
31,0,01249,John Daly,1.34,330,247
34,0,21959,Ted Purdy,1.33,436,327
34,0,02104,Jeff Sluman,1.33,364,273
34,0,23325,Vaughn Taylor,1.33,337,254
37,0,19824,Craig Barlow,1.32,295,223
37,0,01142,Bart Bryant,1.32,254,193
37,0,19972,José Coceres,1.32,233,176
37,0,23983,Luke Donald,1.32,254,193
37,0,10860,Justin Leonard,1.32,296,225
37,0,20645,John Senden,1.32,362,274
43,0,20498,Briny Baird,1.30,357,275
43,0,07223,Brian Bateman,1.30,299,230
43,0,19825,Darren Clarke,1.30,186,143
43,0,12645,Brent Geiberger,1.30,333,257
43,0,21731,Freddie Jacobson,1.30,317,243
43,0,23621,Rory Sabbatini,1.30,324,250
49,0,01527,Scott Hoch,1.29,184,143
49,0,24502,Adam Scott,1.29,207,161
49,0,02206,David Toms,1.29,291,225
52,0,01320,Bob Estes,1.28,253,198
52,0,01381,Fred Funk,1.28,344,268
52,0,20433,Mark Hensby,1.28,358,280
52,0,25396,Kevin Na,1.28,340,265
52,0,06373,José María Olazábal,1.28,179,140
52,0,22548,Patrick Sheehan,1.28,418,327
58,0,10885,Robert Allenby,1.27,326,256
58,0,20850,Daniel Chopra,1.27,412,325
58,0,23135,Tim Clark,1.27,309,243
58,0,01388,Robert Gamez,1.27,386,305
58,0,21949,Joe Ogilvie,1.27,394,310
58,0,10423,Mike Weir,1.27,280,220
64,0,24507,Jason Bohn,1.26,374,296
64,0,01938,David Peoples,1.26,284,226
64,0,01945,Kenny Perry,1.26,300,239
67,0,07867,Woody Austin,1.25,378,302
67,0,10201,Matt Gogel,1.25,310,248
67,0,01577,Lee Janzen,1.25,316,252
67,0,10585,Scott McCarron,1.25,328,262
71,0,01042,Paul Azinger,1.24,287,232
71,0,01161,Mark Calcavecchia,1.24,302,243
71,0,20593,Greg Chalmers,1.24,266,214
71,0,19846,Brian Gay,1.24,342,275
71,0,01553,John Huston,1.24,217,175
71,0,01685,J.L. Lewis,1.24,392,316
71,0,23320,Ryan Palmer,1.24,397,321
71,0,23497,Tag Ridings,1.24,195,157
79,0,21633,Steve Allan,1.23,361,294
79,0,06197,Michael Allen,1.23,310,252
79,0,20628,Arron Oberholser,1.23,251,204
79,0,01928,Corey Pavin,1.23,286,232
83,0,01157,Tom Byrum,1.22,282,232
83,0,20121,Todd Fischer,1.22,363,297
83,0,07457,Steve Flesch,1.22,398,327
83,0,21209,Sergio Garcia,1.22,250,205
83,0,10733,Kent Jones,1.22,355,291
83,0,01666,Bernhard Langer,1.22,193,158
83,0,11032,Frank Lickliter II,1.22,338,278
90,0,12510,Chad Campbell,1.21,318,262
90,0,24357,K.J. Choi,1.21,298,247
90,0,26420,Richard Johnson,1.21,377,312
90,0,06595,Kevin Sutherland,1.21,275,228
90,0,21878,Mark Wilson,1.21,219,181
95,0,23353,J.J. Henry,1.20,365,305
95,0,01927,Dennis Paulson,1.20,268,224
95,0,02101,Joey Sindelar,1.20,346,289
95,0,22293,Heath Slocum,1.20,312,259
95,0,12602,Dean Wilson,1.20,370,309
100,0,07749,Brett Quigley,1.19,356,300
100,0,02002,John Riegger,1.19,183,154
102,0,24925,Jonathan Byrd,1.18,323,274
102,0,06332,Neal Lancaster,1.18,372,314
102,0,20663,Brenden Pappas,1.18,407,345
105,0,01024,Billy Andrade,1.17,380,325
105,0,20029,Notah Begay III,1.17,251,214
105,0,01127,Danny Briggs,1.17,290,247
105,0,12760,Danny Ellis,1.17,279,238
105,0,23552,Hank Kuehne,1.17,329,281
105,0,01724,Jeff Maggert,1.17,217,186
105,0,10425,Jay Williamson,1.17,343,294
112,0,25686,Jason Dufner,1.16,290,250
112,0,21961,Charles Howell III,1.16,337,290
112,0,01619,Skip Kendall,1.16,350,301
112,0,10107,Deane Pappas,1.16,258,223
116,0,01219,John Cook,1.15,171,149
116,0,08931,Glen Day,1.15,358,312
116,0,01948,Tim Petrovic,1.15,370,321
116,0,02106,Chris Smith,1.15,399,348
120,0,01329,Brad Faxon,1.14,302,265
120,0,25900,Lucas Glover,1.14,352,310
120,0,06515,Shaun Micheel,1.14,318,279
120,0,24361,Pat Perez,1.14,386,338
120,0,20127,Chris Riley,1.14,252,222
120,0,02223,Bob Tway,1.14,277,243
126,0,01707,Steve Lowery,1.13,328,290
126,0,20548,Hidemichi Tanaka,1.13,300,266
128,0,06809,Bob Burns,1.12,292,260
128,0,12782,Tim Herron,1.12,281,251
128,0,24781,Hunter Mahan,1.12,340,303
131,0,01313,Steve Elkington,1.11,210,189
131,0,23108,Matt Kuchar,1.11,291,263
133,0,20094,Jonathan Kaye,1.10,267,242
133,0,06527,Steve Stricker,1.10,277,251
135,0,01226,Fred Couples,1.09,202,185
135,0,01261,Jay Delsing,1.09,246,226
135,0,06575,Dudley Hart,1.09,205,188
135,0,08537,J.P. Hayes,1.09,250,230
135,0,01887,Mark O'Meara,1.09,193,177
135,0,08385,Omar Uresti,1.09,272,250
141,0,07721,Pat Bates,1.08,324,300
141,0,19881,Robert Damron,1.08,318,294
141,0,26287,Roland Thatcher,1.08,240,223
144,0,01378,David Frost,1.07,255,239
144,0,01473,Todd Hamilton,1.07,293,273
144,0,01926,Steve Pate,1.07,237,221
144,0,01968,Nick Price,1.07,169,158
144,0,22913,John Rollins,1.07,303,283
149,0,21407,Arjun Atwal,1.06,291,274
150,0,01035,Tommy Armour III,1.05,291,276
150,0,08123,Jeff Brehaut,1.05,354,338
150,0,20472,Alex Cejka,1.05,247,235
150,0,01203,Russ Cochran,1.05,203,194
154,0,07363,Craig Bowden,1.04,273,263
154,0,21646,David Branshaw,1.04,281,271
154,0,24290,D.J. Brigman,1.04,270,260
157,0,20382,Stephen Leaney,1.03,231,225
158,0,20378,Mathias Grönberg,1.02,285,280
158,0,01797,Rocco Mediate,1.02,165,162
160,0,01361,Dan Forsman,1.01,238,236
161,0,10912,Craig Perks,1.00,240,239
162,0,01766,Billy Mayfair,.99,341,344
163,0,08337,Mike Heinen,.98,193,196
163,0,08339,Spike McRoy,.98,296,303
165,0,23613,Rich Barcelo,.97,216,222
166,0,06613,Tommy Tolles,.96,245,254
167,0,23614,Rich Beem,.95,270,285
167,0,22621,Ben Curtis,.95,166,175
167,0,02099,Scott Simpson,.95,181,190
170,0,22371,Aaron Baddeley,.94,290,308
170,0,20104,Ken Duke,.94,299,317
170,0,23307,Roger Tambellini,.94,266,282
173,0,12394,Tom Carter,.93,364,391
174,0,23063,Scott Hend,.92,303,329
175,0,21893,Brian Kortan,.91,182,200
175,0,07939,Dan Olsen,.91,246,271
175,0,20580,Andre Stolz,.91,178,196
175,0,02245,Grant Waite,.91,252,277
179,0,20585,Niclas Fasth,.90,194,215
179,0,01771,Blaine McCallister,.90,203,226
179,0,01920,Craig Parry,.90,152,168
179,0,02049,Gene Sauers,.90,266,294
183,0,12705,Cliff Kresge,.89,274,309
183,0,06078,Esteban Toledo,.89,279,315
185,0,08835,Kris Cox,.88,231,262
185,0,20634,Peter Lonard,.88,190,217
187,0,12753,David Morland IV,.87,240,275
188,0,08881,Tripp Isenhour,.86,172,201
188,0,01761,Len Mattiace,.86,226,262
190,0,06214,Guy Boros,.84,205,245
190,0,01132,Mark Brooks,.84,214,254
192,0,10213,Dicky Pride,.81,182,226
193,0,11123,Chris Couch,.79,199,251
194,0,12682,Hirofumi Miyase,.78,188,242
195,0,25237,Kevin Muncrief,.69,149,217
196,0,23338,David Gossett,.50,141,280
