RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,22046,Geoff Ogilvy,16,319,2
1,0,06567,Vijay Singh,16,369,5
3,0,20645,John Senden,15,318,3
4,0,02106,Chris Smith,14,371,2
5,0,21805,Harrison Frazar,13,292,1
5,0,23552,Hank Kuehne,13,303,1
5,0,21959,Ted Purdy,13,384,1
5,0,23325,Vaughn Taylor,13,281,6
9,0,12652,Cameron Beckman,12,326,4
9,0,01249,John Daly,12,272,3
9,0,06332,Neal Lancaster,12,365,3
12,0,12394,Tom Carter,11,373,1
12,0,07457,Steve Flesch,11,364,1
12,0,23063,Scott Hend,11,263,1
12,0,01685,J.L. Lewis,11,360,5
12,0,20572,Rod Pampling,11,323,2
17,0,12760,Danny Ellis,10,273,0
17,0,12823,Carlos Franco,10,340,0
17,0,25900,Lucas Glover,10,312,1
17,0,12705,Cliff Kresge,10,300,1
17,0,20663,Brenden Pappas,10,377,1
17,0,25345,Carl Pettersson,10,344,1
17,0,23307,Roger Tambellini,10,272,3
17,0,12602,Dean Wilson,10,347,4
25,0,07223,Brian Bateman,9,277,0
25,0,20378,Mathias Grönberg,9,314,3
25,0,08337,Mike Heinen,9,185,0
25,0,01577,Lee Janzen,9,282,1
25,0,10733,Kent Jones,9,336,1
25,0,20628,Arron Oberholser,9,267,0
25,0,23320,Ryan Palmer,9,345,1
25,0,01948,Tim Petrovic,9,364,1
25,0,02246,Duffy Waldorf,9,252,0
34,0,21633,Steve Allan,8,347,1
34,0,01024,Billy Andrade,8,370,1
34,0,19824,Craig Barlow,8,275,0
34,0,23614,Rich Beem,8,269,0
34,0,01161,Mark Calcavecchia,8,279,1
34,0,20850,Daniel Chopra,8,361,2
34,0,25686,Jason Dufner,8,270,1
34,0,21209,Sergio Garcia,8,202,1
34,0,01457,Jay Haas,8,274,2
34,0,20433,Mark Hensby,8,314,2
34,0,21961,Charles Howell III,8,351,2
34,0,21731,Freddie Jacobson,8,278,1
34,0,20382,Stephen Leaney,8,254,1
34,0,01677,Tom Lehman,8,224,2
34,0,01706,Davis Love III,8,253,2
34,0,06515,Shaun Micheel,8,305,2
34,0,07939,Dan Olsen,8,252,1
34,0,01926,Steve Pate,8,248,3
34,0,01928,Corey Pavin,8,258,1
34,0,01968,Nick Price,8,158,1
34,0,06613,Tommy Tolles,8,232,2
34,0,02245,Grant Waite,8,274,2
56,0,20098,Stuart Appleby,7,263,0
56,0,01042,Paul Azinger,7,269,1
56,0,01127,Danny Briggs,7,280,4
56,0,24925,Jonathan Byrd,7,271,0
56,0,12510,Chad Campbell,7,314,0
56,0,11123,Chris Couch,7,192,3
56,0,01226,Fred Couples,7,183,3
56,0,06621,Joe Durant,7,292,1
