RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,06251,Chris DiMarco,14
2,0,12680,Shigeki Maruyama,12
2,0,01948,Tim Petrovic,12
4,0,06621,Joe Durant,10
5,0,20098,Stuart Appleby,9
5,0,12652,Cameron Beckman,9
5,0,06643,Paul Goydos,9
5,0,10860,Justin Leonard,9
5,0,10423,Mike Weir,9
10,0,12510,Chad Campbell,8
10,0,06522,Ernie Els,8
10,0,01381,Fred Funk,8
10,0,10809,Jim Furyk,8
10,0,01928,Corey Pavin,8
10,0,06567,Vijay Singh,8
16,0,24357,K.J. Choi,7
16,0,20229,Stewart Cink,7
16,0,08931,Glen Day,7
16,0,01320,Bob Estes,7
16,0,01361,Dan Forsman,7
16,0,21961,Charles Howell III,7
16,0,01553,John Huston,7
16,0,26420,Richard Johnson,7
16,0,11032,Frank Lickliter II,7
16,0,01797,Rocco Mediate,7
16,0,01938,David Peoples,7
16,0,01945,Kenny Perry,7
16,0,20127,Chris Riley,7
16,0,23621,Rory Sabbatini,7
16,0,02206,David Toms,7
16,0,02214,Kirk Triplett,7
16,0,02246,Duffy Waldorf,7
33,0,21633,Steve Allan,6
33,0,06004,Stephen Ames,6
33,0,20498,Briny Baird,6
33,0,08123,Jeff Brehaut,6
33,0,23135,Tim Clark,6
33,0,12823,Carlos Franco,6
33,0,21805,Harrison Frazar,6
33,0,01418,Bill Glasson,6
33,0,10201,Matt Gogel,6
33,0,21806,Paul Gow,6
33,0,10733,Kent Jones,6
33,0,01706,Davis Love III,6
33,0,22046,Geoff Ogilvy,6
33,0,12660,Jesper Parnevik,6
33,0,02101,Joey Sindelar,6
33,0,22293,Heath Slocum,6
33,0,02223,Bob Tway,6
33,0,08793,Tiger Woods,6
51,0,10885,Robert Allenby,5
51,0,21739,Aaron Barber,5
51,0,19824,Craig Barlow,5
51,0,01161,Mark Calcavecchia,5
51,0,20472,Alex Cejka,5
51,0,19825,Darren Clarke,5
51,0,01203,Russ Cochran,5
51,0,01226,Fred Couples,5
51,0,23541,Ben Crane,5
51,0,19881,Robert Damron,5
51,0,20121,Todd Fischer,5
51,0,07457,Steve Flesch,5
51,0,08725,Tom Gillis,5
51,0,20157,Retief Goosen,5
51,0,23338,David Gossett,5
51,0,01457,Jay Haas,5
51,0,01475,Donnie Hammond,5
51,0,06575,Dudley Hart,5
51,0,08537,J.P. Hayes,5
51,0,08337,Mike Heinen,5
51,0,01569,Peter Jacobsen,5
51,0,21731,Freddie Jacobson,5
51,0,08633,Per-Ulrik Johansson,5
51,0,08075,Jerry Kelly,5
51,0,01619,Skip Kendall,5
51,0,23552,Hank Kuehne,5
