RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,01928,Corey Pavin,66.45,305,459
2,0,06527,Steve Stricker,65.55,234,357
3,0,23983,Luke Donald,65.45,252,385
4,0,10809,Jim Furyk,64.66,300,464
5,0,19846,Brian Gay,64.60,458,709
6,0,01313,Steve Elkington,64.52,180,279
7,0,08385,Omar Uresti,63.59,227,357
8,0,01042,Paul Azinger,63.16,372,589
9,0,20812,Tjaart van der Walt,62.91,229,364
10,0,08793,Tiger Woods,62.81,152,242
11,0,20691,Greg Owen,62.61,273,436
12,0,02239,Scott Verplank,62.55,329,526
13,0,24507,Jason Bohn,61.97,396,639
14,0,07749,Brett Quigley,61.84,376,608
15,0,27095,Nick Watney,61.15,362,592
16,0,11032,Frank Lickliter II,61.00,341,559
17,0,23718,Nathan Green,60.98,422,692
17,0,08075,Jerry Kelly,60.98,361,592
19,0,20382,Stephen Leaney,60.97,303,497
20,0,24925,Jonathan Byrd,60.94,220,361
21,0,12680,Shigeki Maruyama,60.86,367,603
22,0,07457,Steve Flesch,60.80,428,704
23,0,20099,Doug Barron,60.77,316,520
24,0,21350,Ryuji Imada,60.68,392,646
25,0,06643,Paul Goydos,60.67,273,450
26,0,20127,Chris Riley,60.65,336,554
27,0,20229,Stewart Cink,60.61,337,556
28,0,01219,John Cook,60.59,246,406
28,0,12660,Jesper Parnevik,60.59,326,538
30,0,06595,Kevin Sutherland,60.58,332,548
31,0,01948,Tim Petrovic,60.57,384,634
32,0,22378,Trevor Immelman,60.54,290,479
33,0,01823,Larry Mize,60.49,199,329
34,0,12645,Brent Geiberger,60.46,370,612
35,0,01766,Billy Mayfair,60.42,342,566
36,0,20766,Padraig Harrington,60.38,189,313
36,0,24138,Ian Poulter,60.38,192,318
38,0,21646,David Branshaw,60.37,323,535
39,0,06567,Vijay Singh,60.28,349,579
40,0,01320,Bob Estes,60.12,306,509
41,0,02110,Jerry Smith,60.11,333,554
42,0,01381,Fred Funk,60.06,382,636
43,0,07867,Woody Austin,59.94,431,719
44,0,26420,Richard Johnson,59.83,344,575
45,0,21949,Joe Ogilvie,59.79,342,572
46,0,26596,Ryan Moore,59.77,257,430
47,0,11011,Mike Sposa,59.63,257,431
48,0,24924,Bill Haas,59.55,368,618
49,0,21753,Brian Davis,59.54,334,561
50,0,23621,Rory Sabbatini,59.43,315,530
51,0,22371,Aaron Baddeley,59.37,339,571
51,0,12602,Dean Wilson,59.37,412,694
53,0,06522,Ernie Els,59.33,248,418
54,0,02206,David Toms,59.29,249,420
55,0,28475,Jeff Overton,59.21,344,581
56,0,20098,Stuart Appleby,59.18,303,512
57,0,01666,Bernhard Langer,59.10,263,445
58,0,06004,Stephen Ames,59.09,221,374
58,0,23135,Tim Clark,59.09,286,484
60,0,22548,Patrick Sheehan,59.08,384,650
61,0,02246,Duffy Waldorf,59.03,330,559
62,0,06251,Chris DiMarco,59.02,278,471
63,0,01553,John Huston,58.97,286,485
64,0,06575,Dudley Hart,58.96,319,541
64,0,23349,Charles Warren,58.96,306,519
66,0,25345,Carl Pettersson,58.95,372,631
67,0,24357,K.J. Choi,58.90,311,528
67,0,01887,Mark O'Meara,58.90,215,365
69,0,22046,Geoff Ogilvy,58.89,275,467
70,0,06197,Michael Allen,58.87,332,564
