RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,06527,Steve Stricker,65.18,73,112
2,0,08537,J.P. Hayes,64.93,87,134
3,0,08385,Omar Uresti,64.29,90,140
4,0,10809,Jim Furyk,63.96,71,111
5,0,23983,Luke Donald,63.55,68,107
6,0,24138,Ian Poulter,62.07,54,87
7,0,02239,Scott Verplank,61.70,87,141
8,0,20628,Arron Oberholser,61.54,72,117
9,0,01928,Corey Pavin,61.44,94,153
10,0,01666,Bernhard Langer,61.24,79,129
11,0,24507,Jason Bohn,61.23,139,227
12,0,22371,Aaron Baddeley,61.00,122,200
13,0,12645,Brent Geiberger,60.30,120,199
14,0,19846,Brian Gay,60.16,154,256
15,0,01219,John Cook,60.14,86,143
16,0,20098,Stuart Appleby,60.11,107,178
17,0,24925,Jonathan Byrd,59.83,70,117
18,0,10505,Shane Bertsch,59.82,131,219
19,0,06643,Paul Goydos,59.75,95,159
19,0,27095,Nick Watney,59.75,141,236
21,0,20766,Padraig Harrington,59.26,48,81
22,0,01042,Paul Azinger,59.20,119,201
23,0,06004,Stephen Ames,59.09,52,88
24,0,01823,Larry Mize,58.96,79,134
25,0,11032,Frank Lickliter II,58.88,116,197
26,0,01685,J.L. Lewis,58.82,80,136
27,0,01619,Skip Kendall,58.78,77,131
28,0,01313,Steve Elkington,58.76,57,97
29,0,23623,Bo Van Pelt,58.74,121,206
30,0,22548,Patrick Sheehan,58.63,146,249
31,0,07867,Woody Austin,58.52,158,270
32,0,07457,Steve Flesch,58.51,141,241
33,0,22913,John Rollins,58.46,114,195
34,0,20229,Stewart Cink,58.38,101,173
35,0,01887,Mark O'Meara,58.06,72,124
36,0,21731,Freddie Jacobson,57.97,80,138
37,0,01132,Mark Brooks,57.87,125,216
38,0,23349,Charles Warren,57.81,111,192
39,0,24924,Bill Haas,57.68,139,241
40,0,12680,Shigeki Maruyama,57.66,128,222
41,0,10885,Robert Allenby,57.63,68,118
42,0,23048,Eric Axley,57.56,118,205
43,0,06515,Shaun Micheel,57.50,115,200
43,0,02101,Joey Sindelar,57.50,92,160
45,0,01553,John Huston,57.49,96,167
46,0,01161,Mark Calcavecchia,57.42,120,209
47,0,06522,Ernie Els,57.26,71,124
48,0,12760,Danny Ellis,57.23,91,159
49,0,01024,Billy Andrade,57.22,103,180
50,0,23718,Nathan Green,57.21,131,229
51,0,20812,Tjaart van der Walt,57.14,76,133
52,0,23621,Rory Sabbatini,57.07,109,191
52,0,06567,Vijay Singh,57.07,105,184
54,0,06373,José María Olazábal,57.00,57,100
55,0,07223,Brian Bateman,56.96,90,158
56,0,20094,Jonathan Kaye,56.93,115,202
57,0,01473,Todd Hamilton,56.84,108,190
58,0,01677,Tom Lehman,56.78,67,118
58,0,21959,Ted Purdy,56.78,113,199
60,0,01035,Tommy Armour III,56.62,77,136
61,0,20382,Stephen Leaney,56.54,108,191
62,0,20645,John Senden,56.40,97,172
63,0,01381,Fred Funk,56.38,106,188
64,0,12782,Tim Herron,56.36,93,165
65,0,20634,Peter Lonard,56.25,99,176
66,0,27120,Troy Matteson,56.18,141,251
67,0,22378,Trevor Immelman,56.03,79,141
68,0,20127,Chris Riley,55.94,113,202
69,0,01142,Bart Bryant,55.92,85,152
70,0,12660,Jesper Parnevik,55.71,117,210
71,0,01941,Tom Pernice Jr.,55.70,132,237
72,0,25345,Carl Pettersson,55.67,108,194
73,0,02206,David Toms,55.64,74,133
74,0,10860,Justin Leonard,55.63,89,160
74,0,25842,Jon Mills,55.63,89,160
76,0,26420,Richard Johnson,55.61,124,223
76,0,02246,Duffy Waldorf,55.61,114,205
78,0,22405,Justin Rose,55.56,110,198
79,0,22046,Geoff Ogilvy,55.47,71,128
80,0,08075,Jerry Kelly,55.38,108,195
81,0,21660,Jason Schultz,55.19,101,183
