RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
99,0,32839,Hideki Matsuyama,9.98,857.86,86
100,0,21528,Henrik Stenson,9.97,189.34,19
101,0,37455,Si Woo Kim,9.94,755.66,76
102,0,47990,Kyle Jones,9.93,1261.27,127
103,0,45609,Tyler Duncan,9.87,1342.09,136
104,0,39546,Keith Mitchell,9.86,907.15,92
105,0,23621,Rory Sabbatini,9.85,1201.47,122
106,0,29970,Dylan Frittelli,9.80,1303.36,133
106,0,24924,Bill Haas,9.80,1039.24,106
108,0,32058,José de Jesús Rodríguez,9.74,828.30,85
108,0,29518,Brendan Steele,9.74,1304.85,134
110,0,34466,Peter Malnati,9.69,1627.74,168
111,0,51766,Wyndham Clark,9.68,1006.26,104
112,0,45526,Abraham Ancer,9.67,860.28,89
112,0,27936,Martin Laird,9.67,1401.82,145
114,0,28259,Sangmoon Bae,9.62,865.49,90
115,0,49771,J.T. Poston,9.61,1191.59,124
115,0,33418,Shawn Stefani,9.61,806.92,84
117,0,26329,Louis Oosthuizen,9.58,325.62,34
118,0,25686,Jason Dufner,9.52,837.57,88
118,0,34264,Hudson Swafford,9.52,723.76,76
120,0,35617,Martin Trainer,9.50,930.68,98
121,0,48081,Xander Schauffele,9.46,274.33,29
122,0,30911,Tommy Fleetwood,9.42,395.58,42
122,0,33399,Adam Hadwin,9.42,706.31,75
124,0,26851,Marc Leishman,9.38,459.70,49
125,0,33419,Cameron Tringale,9.36,1178.80,126
126,0,27129,Luke List,9.34,756.44,81
127,0,36852,Jim Knous,9.29,641.14,69
127,0,33667,Carlos Ortiz,9.29,1114.80,120
129,0,33448,Justin Thomas,9.28,538.48,58
130,0,31646,Emiliano Grillo,9.24,674.75,73
130,0,30692,Scott Stallings,9.24,1007.29,109
132,0,29725,Tony Finau,9.14,795.48,87
133,0,46402,Talor Gooch,9.13,794.73,87
134,0,35450,Patrick Cantlay,9.12,437.82,48
134,0,34098,Russell Henley,9.12,1003.37,110
136,0,32791,K.H. Lee,9.10,1255.62,138
137,0,25804,Bubba Watson,9.03,316.05,35
138,0,26596,Ryan Moore,9.01,1153.43,128
139,0,34099,Harris English,8.99,1133.30,126
140,0,10809,Jim Furyk,8.98,628.41,70
141,0,49766,Hank Lebioda,8.92,883.10,99
142,0,19803,Ryan Armour,8.91,1033.19,116
142,0,39971,Sungjae Im,8.91,1729.00,194
144,0,35421,Brandon Harkins,8.90,1129.97,127
145,0,48822,Sebastián Muñoz,8.89,977.99,110
146,0,27141,J.B. Holmes,8.88,559.75,63
147,0,37380,Curtis Luck,8.87,859.97,97
147,0,27556,Ted Potter Jr.,8.87,976.04,110
149,0,40026,Daniel Berger,8.77,1034.83,118
150,0,36699,Patrick Rodgers,8.76,332.79,38
151,0,31323,Gary Woodland,8.75,542.34,62
152,0,34306,John Chin,8.73,497.59,57
153,0,29974,Branden Grace,8.71,409.39,47
154,0,27349,Alex Noren,8.69,530.39,61
155,0,34261,Scott Langley,8.68,928.34,107
156,0,49303,Anders Albertson,8.64,976.51,113
157,0,28252,Seamus Power,8.62,1016.84,118
158,0,24138,Ian Poulter,8.57,351.44,41
159,0,25900,Lucas Glover,8.55,897.81,105
160,0,34360,Patrick Reed,8.29,845.09,102
161,0,32200,Roberto Castro,8.26,1066.13,129
162,0,25364,Paul Casey,8.23,386.80,47
163,0,34256,Andrew Putnam,8.20,417.99,51
164,0,27064,Jhonattan Vegas,8.19,524.23,64
165,0,33122,Russell Knox,8.18,711.51,87
166,0,21209,Sergio Garcia,8.17,359.64,44
167,0,31557,Jim Herman,8.14,570.09,70
168,0,40115,Adam Svensson,8.03,794.91,99
169,0,45486,Joaquin Niemann,8.00,1223.54,153
170,0,39977,Max Homa,7.99,774.70,97
170,0,37275,Sam Ryder,7.99,927.15,116
172,0,40098,Matt Fitzpatrick,7.95,357.88,45
173,0,30110,Kyle Stanley,7.87,779.47,99
174,0,27095,Nick Watney,7.79,919.26,118
175,0,32333,Kevin Tway,7.78,645.58,83
176,0,25396,Kevin Na,7.76,310.36,40
177,0,26300,Matt Jones,7.75,728.89,94
178,0,21731,Freddie Jacobson,7.68,721.68,94
179,0,21961,Charles Howell III,7.67,697.71,91
180,0,24502,Adam Scott,7.39,162.57,22
181,0,22371,Aaron Baddeley,7.37,434.81,59
181,0,20572,Rod Pampling,7.37,685.74,93
183,0,46501,Ollie Schniederjans,7.32,644.14,88
183,0,34431,Robert Streb,7.32,739.32,101
185,0,47856,Seth Reeves,7.16,601.17,84
186,0,52372,Cameron Champ,7.14,571.37,80
187,0,47347,Adam Schenk,6.94,964.76,139
188,0,29484,Peter Uihlein,6.46,555.41,86
