RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,19803,Ryan Armour,32' 5",20301.167,627,58
2,0,33204,Shane Lowry,32' 9",28068.917,857,T50
3,0,50525,Collin Morikawa,32' 11",28082.833,854,30
4,0,23325,Vaughn Taylor,33' 5",23928.250,716,88
5,0,33122,Russell Knox,33' 6",44396.667,1326,4
6,0,39997,Corey Conners,33' 10",42808.917,1266,2
6,0,22405,Justin Rose,33' 10",22878.000,676,142
8,0,39953,Chase Seiffert,34' 0",22421.583,660,109
9,0,34098,Russell Henley,34' 1",38306.333,1123,7
10,0,45522,Christiaan Bezuidenhout,34' 2",33497.583,981,T107
11,0,45609,Tyler Duncan,34' 3",39615.917,1158,54
11,0,25900,Lucas Glover,34' 3",50020.167,1461,T37
11,0,47483,Will Zalatoris,34' 3",35036.167,1024,8
14,0,22056,Cameron Percy,34' 4",19547.583,569,T81
15,0,34076,Joel Dahmen,34' 5",45227.917,1315,T50
16,0,26476,Chez Reavie,34' 6",46330.167,1342,91
17,0,50095,Austin Smotherman,34' 7",38920.750,1126,32
18,0,27644,Brian Harman,34' 8",46837.917,1350,71
18,0,46717,Viktor Hovland,34' 8",34685.833,1001,74
18,0,33448,Justin Thomas,34' 8",37758.417,1088,34
21,0,35532,Tom Hoge,34' 9",45848.500,1318,101
21,0,57366,Cameron Young,34' 9",43384.167,1247,143
23,0,29518,Brendan Steele,34' 10",38698.000,1111,T16
24,0,24980,Scott Gutschewski,34' 11",23671.000,678,33
25,0,33141,Keegan Bradley,35' 0",41333.000,1182,T103
25,0,47529,Mito Pereira,35' 0",47048.667,1345,14
27,0,46435,Austin Cook,35' 1",33106.583,943,161
27,0,29725,Tony Finau,35' 1",44278.833,1262,5
27,0,29221,Webb Simpson,35' 1",32491.333,927,150
27,0,46340,Alex Smalley,35' 1",47107.417,1342,T37
27,0,27214,Kevin Streelman,35' 1",50081.250,1427,94
27,0,49964,Aaron Wise,35' 1",48165.083,1373,21
33,0,32816,Satoshi Kodaira,35' 2",25612.917,729,73
33,0,40162,Justin Lower,35' 2",33721.167,958,63
33,0,37189,Harold Varner III,35' 2",35732.750,1015,93
36,0,31646,Emiliano Grillo,35' 3",43925.417,1246,T48
36,0,39971,Sungjae Im,35' 3",47159.250,1339,9
36,0,45486,Joaquin Niemann,35' 3",36514.667,1036,T48
39,0,20229,Stewart Cink,35' 4",41331.750,1171,T39
39,0,32640,Troy Merritt,35' 4",46596.583,1319,176
39,0,40115,Adam Svensson,35' 4",52946.333,1499,61
42,0,55708,Hayden Buckley,35' 5",48343.917,1365,15
42,0,33399,Adam Hadwin,35' 5",48013.667,1357,52
42,0,32839,Hideki Matsuyama,35' 5",36011.500,1017,36
45,0,48117,Kurt Kitayama,35' 6",29053.167,819,116
45,0,27936,Martin Laird,35' 6",38670.333,1089,24
45,0,40250,Taylor Pendrith,35' 6",37318.000,1051,10
45,0,48081,Xander Schauffele,35' 6",36069.333,1017,11
49,0,23983,Luke Donald,35' 7",33155.583,931,137
49,0,52375,Doug Ghim,35' 7",43099.000,1212,T95
49,0,36801,Mark Hubbard,35' 7",35000.000,984,35
49,0,36884,Ben Kohles,35' 7",28710.667,807,59
53,0,31557,Jim Herman,35' 8",27528.000,772,56
53,0,54628,Lee Hodges,35' 8",52953.333,1484,20
55,0,47983,Chad Ramey,35' 9",35201.250,984,113
55,0,24502,Adam Scott,35' 9",40039.750,1120,55
57,0,39977,Max Homa,35' 10",44799.833,1249,110
57,0,46970,Jon Rahm,35' 10",35340.917,987,3
57,0,46046,Scottie Scheffler,35' 10",42082.583,1174,1
60,0,32662,Michael Gligic,35' 11",36471.583,1015,65
60,0,36326,David Lipsky,35' 11",46230.250,1287,44
60,0,47995,Davis Riley,35' 11",52345.833,1458,75
60,0,35891,Cameron Smith,35' 11",31443.917,876,47
60,0,48699,Callum Tarren,35' 11",34530.583,962,76
60,0,40006,Erik van Rooyen,35' 11",25649.750,714,139
66,0,30978,Kiradech Aphibarnrat,36' 0",22957.000,638,T162
66,0,35450,Patrick Cantlay,36' 0",33487.667,930,18
68,0,34563,Chesson Hadley,36' 1",41176.167,1141,130
68,0,34174,John Huh,36' 1",39396.167,1093,79
68,0,30163,Henrik Norlander,36' 1",38420.333,1064,43
68,0,46414,Aaron Rai,36' 1",44425.500,1232,23
68,0,27095,Nick Watney,36' 1",39858.000,1104,80
68,0,31323,Gary Woodland,36' 1",35972.167,998,106
74,0,24024,Zach Johnson,36' 2",35498.250,981,151
74,0,34610,Matthias Schwab,36' 2",35590.417,983,28
74,0,39324,J.J. Spaun,36' 2",47197.250,1304,72
77,0,28775,Nate Lashley,36' 3",39451.917,1089,53
77,0,28237,Rory McIlroy,36' 3",33700.083,929,12
77,0,23621,Rory Sabbatini,36' 3",32362.917,892,T162
77,0,30692,Scott Stallings,36' 3",54396.917,1502,128
77,0,32150,Michael Thompson,36' 3",47667.417,1316,158
82,0,36852,Jim Knous,36' 4",23258.000,640,177
82,0,49947,Taylor Moore,36' 4",50345.833,1386,T39
82,0,48822,Sebastián Muñoz,36' 4",44788.833,1232,T95
82,0,23320,Ryan Palmer,36' 4",32187.667,885,T83
82,0,29908,C.T. Pan,36' 4",45975.167,1266,92
82,0,37275,Sam Ryder,36' 4",50443.250,1388,119
88,0,25686,Jason Dufner,36' 5",25389.667,697,157
88,0,12716,Charley Hoffman,36' 5",37721.583,1037,135
90,0,30926,Chris Kirk,36' 6",40886.583,1120,105
90,0,46601,Trey Mullinax,36' 6",43066.500,1181,T85
90,0,27770,Camilo Villegas,36' 6",33104.417,907,121
93,0,35879,Kelly Kraft,36' 7",37136.417,1014,173
93,0,34046,Jordan Spieth,36' 7",39867.750,1091,62
93,0,31560,Brian Stuard,36' 7",45071.500,1233,141
96,0,32366,Kevin Chappell,36' 8",28605.167,780,98
96,0,51890,Greyson Sigg,36' 8",47162.500,1287,46
