RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,07457,Steve Flesch,80.71,728,902
2,0,01677,Tom Lehman,80.03,637,796
3,0,09011,David Duval,79.85,634,794
4,0,20229,Stewart Cink,79.84,721,903
5,0,01706,Davis Love III,78.97,537,680
6,0,01361,Dan Forsman,78.92,614,778
7,0,01226,Fred Couples,78.56,436,555
8,0,01599,Steve Jones,78.42,574,732
9,0,19824,Craig Barlow,78.40,559,713
10,0,02106,Chris Smith,78.29,631,806
11,0,08375,Paul Stankowski,78.23,575,735
12,0,02246,Duffy Waldorf,78.07,655,839
13,0,01723,Andrew Magee,78.04,693,888
14,0,07101,Dave Stockton Jr.,77.91,462,593
15,0,01553,John Huston,77.89,701,900
16,0,02245,Grant Waite,77.86,721,926
17,0,06567,Vijay Singh,77.79,648,833
18,0,06613,Tommy Tolles,77.61,468,603
19,0,01320,Bob Estes,77.56,781,1007
20,0,01771,Blaine McCallister,77.44,841,1086
21,0,01042,Paul Azinger,77.43,494,638
22,0,01161,Mark Calcavecchia,77.39,695,898
23,0,07749,Brett Quigley,77.38,633,818
24,0,01334,Keith Fergus,77.35,379,490
25,0,01475,Donnie Hammond,77.34,652,843
26,0,01577,Lee Janzen,77.28,585,757
27,0,10962,Bradley Hughes,77.27,493,638
28,0,02170,Hal Sutton,77.19,883,1144
29,0,01468,Gary Hallberg,77.16,419,543
30,0,01945,Kenny Perry,77.10,596,773
30,0,08793,Tiger Woods,77.10,505,655
32,0,02206,David Toms,77.04,614,797
33,0,08537,J.P. Hayes,76.97,458,595
34,0,01619,Skip Kendall,76.96,805,1046
35,0,01035,Tommy Armour III,76.70,632,824
36,0,01098,Jay Don Blake,76.65,591,771
37,0,02101,Joey Sindelar,76.57,719,939
37,0,02104,Jeff Sluman,76.57,804,1050
39,0,10809,Jim Furyk,76.46,786,1028
40,0,01797,Rocco Mediate,76.35,623,816
41,0,01943,Chris Perry,76.29,801,1050
42,0,12782,Tim Herron,76.28,656,860
43,0,01203,Russ Cochran,76.26,668,876
44,0,08931,Glen Day,76.20,685,899
45,0,02223,Bob Tway,76.16,706,927
46,0,06581,David Sutherland,76.15,648,851
47,0,01219,John Cook,76.14,715,939
48,0,10860,Justin Leonard,76.12,762,1001
49,0,06332,Neal Lancaster,76.09,611,803
50,0,06078,Esteban Toledo,76.06,753,990
51,0,01549,Mike Hulbert,76.05,600,789
52,0,12755,Vance Veazey,76.01,415,546
53,0,01510,Nolan Henke,75.98,680,895
54,0,02131,Mike Springer,75.84,703,927
55,0,06527,Steve Stricker,75.83,549,724
56,0,01569,Peter Jacobsen,75.79,454,599
57,0,01060,Dave Barr,75.78,435,574
58,0,01707,Steve Lowery,75.72,605,799
59,0,01068,Andy Bean,75.66,317,419
60,0,01527,Scott Hoch,75.63,776,1026
61,0,06251,Chris DiMarco,75.49,690,914
62,0,10585,Scott McCarron,75.43,568,753
63,0,02146,Payne Stewart,75.37,508,674
64,0,01385,Jim Gallagher Jr.,75.33,461,612
65,0,01249,John Daly,75.29,448,595
66,0,01685,J.L. Lewis,75.26,642,853
67,0,02239,Scott Verplank,75.24,714,949
68,0,02241,Bobby Wadkins,75.23,662,880
69,0,01941,Tom Pernice Jr.,75.20,552,734
70,0,01157,Tom Byrum,75.03,748,997
70,0,06621,Joe Durant,75.03,631,841
70,0,02023,Clarence Rose,75.03,736,981
73,0,02214,Kirk Triplett,75.00,657,876
74,0,01891,David Ogrin,74.95,739,986
75,0,01323,Brad Fabel,74.91,636,849
75,0,01457,Jay Haas,74.91,609,813
77,0,01905,Joe Ozaki,74.90,388,518
78,0,06595,Kevin Sutherland,74.81,677,905
79,0,01823,Larry Mize,74.80,647,865
80,0,01926,Steve Pate,74.78,593,793
81,0,06575,Dudley Hart,74.75,610,816
82,0,08993,Franklin Langham,74.64,674,903
83,0,02002,John Riegger,74.59,631,846
84,0,01175,Jim Carter,74.58,798,1070
85,0,01191,Barry Cheesman,74.45,609,818
86,0,01887,Mark O'Meara,74.38,447,601
87,0,06090,Jim McGovern,74.34,594,799
88,0,10423,Mike Weir,74.33,524,705
89,0,01705,Tim Loustalot,74.32,521,701
90,0,08545,Glen Hnatiuk,74.24,611,823
91,0,20099,Doug Barron,74.23,654,881
91,0,01761,Len Mattiace,74.23,720,970
93,0,01810,Phil Mickelson,74.18,523,705
94,0,01116,Michael Bradley,74.16,462,623
94,0,12660,Jesper Parnevik,74.16,485,654
96,0,08075,Jerry Kelly,74.13,642,866
97,0,06044,Scott Gump,74.10,784,1058
98,0,06012,Greg Kraft,74.00,595,804
99,0,01093,Ronnie Black,73.99,515,696
100,0,02008,Lee Rinker,73.96,784,1060
100,0,02133,Craig Stadler,73.96,446,603
102,0,06617,Brian Henninger,73.95,633,856
103,0,01024,Billy Andrade,73.94,647,875
103,0,06064,Jeff Gallagher,73.94,610,825
105,0,11032,Frank Lickliter II,73.87,831,1125
106,0,02010,Loren Roberts,73.84,587,795
107,0,06004,Stephen Ames,73.71,356,483
108,0,01408,Kelly Gibson,73.59,755,1026
109,0,12645,Brent Geiberger,73.54,653,888
110,0,01282,Trevor Dodds,73.50,574,781
111,0,01633,Tom Kite,73.49,449,611
111,0,21631,Iain Steel,73.49,377,513
113,0,01133,Billy Ray Brown,73.45,426,580
114,0,21805,Harrison Frazar,73.44,553,753
114,0,01533,P.H. Horgan III,73.44,802,1092
116,0,19881,Robert Damron,73.40,629,857
117,0,01381,Fred Funk,73.35,911,1242
117,0,10733,Kent Jones,73.35,633,863
119,0,01920,Craig Parry,73.32,327,446
120,0,01766,Billy Mayfair,73.29,653,891
121,0,21584,Richie Coughlan,73.27,677,924
122,0,02218,Ted Tryba,73.23,703,960
123,0,01376,Bob Friend,73.20,661,903
124,0,02007,Larry Rinker,73.10,655,896
125,0,06522,Ernie Els,73.08,304,416
126,0,01388,Robert Gamez,73.04,504,690
127,0,01185,Brandel Chamblee,72.95,588,806
128,0,01063,Ben Bates,72.81,747,1026
128,0,07087,Hugh Royer III,72.81,533,732
130,0,01139,Olin Browne,72.80,586,805
131,0,01266,Clark Dennis,72.78,591,812
132,0,02279,Mark Wiebe,72.70,570,784
133,0,01302,R.W. Eaks,72.59,490,675
134,0,08385,Omar Uresti,72.54,790,1089
135,0,06643,Paul Goydos,72.52,752,1037
136,0,01996,Mike Reid,72.51,583,804
137,0,01306,David Edwards,72.50,588,811
138,0,01748,Doug Martin,72.48,811,1119
138,0,07753,Kevin Wentworth,72.48,482,665
