RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,07363,Craig Bowden,35,6,2,7,2010330
1,0,01797,Rocco Mediate,35,1,4,11,2010330
3,0,21878,Mark Wilson,34,0,2,10,2010460
4,0,23349,Charles Warren,32,4,1,13,2010490
5,0,08075,Jerry Kelly,31,0,2,8,2010340
5,0,23621,Rory Sabbatini,31,0,4,13,2010230
7,0,29285,Brent Delahoussaye,30,7,4,9,2010330
8,0,26851,Marc Leishman,29,0,2,9,2010330
8,0,01766,Billy Mayfair,29,0,4,4,2010340
8,0,20572,Rod Pampling,29,0,1,7,2010290
8,0,25632,Jimmy Walker,29,1,3,4,2010330
12,0,06621,Joe Durant,28,2,1,5,2010370
13,0,30946,Alex Prugh,27,1,2,2,2010370
13,0,20160,Charlie Wi,27,0,2,8,2010100
15,0,12510,Chad Campbell,26,12,1,10,2010150
15,0,23638,Brendon de Jonge,26,1,3,8,2010330
15,0,25900,Lucas Glover,26,9,2,9,2010010
15,0,12782,Tim Herron,26,0,2,3,2010330
15,0,24024,Zach Johnson,26,5,1,4,2010230
15,0,20645,John Senden,26,0,4,13,2010440
15,0,06595,Kevin Sutherland,26,1,4,8,2010140
15,0,23307,Roger Tambellini,26,4,3,12,2010330
23,0,08537,J.P. Hayes,25,3,2,12,2010060
23,0,21961,Charles Howell III,25,5,1,8,2010330
23,0,10860,Justin Leonard,25,1,1,1,2010370
23,0,01707,Steve Lowery,25,0,3,5,2010440
23,0,23814,Edoardo Molinari,25,2,2,18,2010310
28,0,23541,Ben Crane,24,1,1,3,2010040
28,0,22621,Ben Curtis,24,0,4,18,2010260
28,0,08931,Glen Day,24,2,1,13,2010330
28,0,27120,Troy Matteson,24,0,1,8,2010010
28,0,25572,Graeme McDowell,24,0,3,18,2010310
28,0,24361,Pat Perez,24,0,4,4,2010330
34,0,28087,Kris Blanks,23,2,2,18,2010220
34,0,21731,Freddie Jacobson,23,1,3,4,2010030
34,0,07749,Brett Quigley,23,0,1,16,2010460
34,0,27214,Kevin Streelman,23,0,2,8,2010340
34,0,23788,D.J. Trahan,23,1,2,14,2010370
39,0,10885,Robert Allenby,22,0,1,11,2010440
39,0,24846,Ricky Barnes,22,15,1,7,2010330
39,0,20574,Mathew Goggin,22,1,1,1,2010290
39,0,23353,J.J. Henry,22,0,4,8,2010370
39,0,26695,Michael Letzig,22,0,2,5,2010370
