RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,10423,Mike Weir,2.97,911,307
1,0,08793,Tiger Woods,2.97,807,272
3,0,06251,Chris DiMarco,2.98,1102,370
3,0,01938,David Peoples,2.98,1176,395
5,0,20229,Stewart Cink,2.99,1214,406
5,0,01320,Bob Estes,2.99,1088,364
5,0,02010,Loren Roberts,2.99,1043,349
5,0,08375,Paul Stankowski,2.99,809,271
5,0,02239,Scott Verplank,2.99,1156,386
10,0,10809,Jim Furyk,3.00,1205,401
10,0,20157,Retief Goosen,3.00,768,256
10,0,01457,Jay Haas,3.00,1002,334
10,0,06575,Dudley Hart,3.00,802,267
10,0,01706,Davis Love III,3.00,969,323
10,0,01968,Nick Price,3.00,733,244
10,0,02002,John Riegger,3.00,628,209
10,0,20127,Chris Riley,3.00,1085,362
10,0,20548,Hidemichi Tanaka,3.00,1359,453
19,0,01161,Mark Calcavecchia,3.01,1041,346
19,0,01381,Fred Funk,3.01,1326,440
19,0,06643,Paul Goydos,3.01,1013,337
19,0,01677,Tom Lehman,3.01,1001,333
19,0,07749,Brett Quigley,3.01,1088,361
24,0,01226,Fred Couples,3.02,818,271
24,0,23541,Ben Crane,3.02,1124,372
24,0,06522,Ernie Els,3.02,725,240
24,0,06617,Brian Henninger,3.02,691,229
24,0,01553,John Huston,3.02,925,306
24,0,20573,Scott Laycock,3.02,837,277
24,0,12680,Shigeki Maruyama,3.02,1027,340
24,0,10213,Dicky Pride,3.02,902,299
24,0,20645,John Senden,3.02,1314,435
24,0,06567,Vijay Singh,3.02,1235,409
24,0,02104,Jeff Sluman,3.02,1269,420
24,0,06527,Steve Stricker,3.02,686,227
24,0,02206,David Toms,3.02,984,326
37,0,20498,Briny Baird,3.03,1341,442
37,0,06621,Joe Durant,3.03,1187,392
37,0,01361,Dan Forsman,3.03,1204,398
37,0,01378,David Frost,3.03,978,323
37,0,08537,J.P. Hayes,3.03,960,317
37,0,25345,Carl Pettersson,3.03,967,319
37,0,06595,Kevin Sutherland,3.03,1138,375
37,0,02170,Hal Sutton,3.03,1002,331
45,0,01157,Tom Byrum,3.04,1194,393
45,0,23983,Luke Donald,3.04,1071,352
45,0,07457,Steve Flesch,3.04,1331,438
45,0,19846,Brian Gay,3.04,1187,391
45,0,01475,Donnie Hammond,3.04,1152,379
45,0,08337,Mike Heinen,3.04,1092,359
45,0,01577,Lee Janzen,3.04,991,326
45,0,06573,Brandt Jobe,3.04,951,313
45,0,20572,Rod Pampling,3.04,1018,335
45,0,22293,Heath Slocum,3.04,1213,399
45,0,06078,Esteban Toledo,3.04,1303,429
56,0,06004,Stephen Ames,3.05,1118,366
56,0,01024,Billy Andrade,3.05,1252,410
56,0,07223,Brian Bateman,3.05,834,273
56,0,01098,Jay Don Blake,3.05,932,306
56,0,23125,Brad Elder,3.05,604,198
56,0,01329,Brad Faxon,3.05,1174,385
56,0,10201,Matt Gogel,3.05,895,293
56,0,12782,Tim Herron,3.05,1240,407
56,0,21961,Charles Howell III,3.05,1405,461
56,0,20094,Jonathan Kaye,3.05,1079,354
56,0,20940,Kenichi Kuboya,3.05,1113,365
56,0,10585,Scott McCarron,3.05,996,327
56,0,08339,Spike McRoy,3.05,1245,408
56,0,01797,Rocco Mediate,3.05,961,315
56,0,20628,Arron Oberholser,3.05,992,325
56,0,01945,Kenny Perry,3.05,1215,399
56,0,22548,Patrick Sheehan,3.05,1230,403
56,0,02223,Bob Tway,3.05,1041,341
56,0,12602,Dean Wilson,3.05,1010,331
75,0,10885,Robert Allenby,3.06,980,320
75,0,20098,Stuart Appleby,3.06,1041,340
75,0,07721,Pat Bates,3.06,1354,442
75,0,01132,Mark Brooks,3.06,1090,356
75,0,01175,Jim Carter,3.06,1160,379
75,0,24357,K.J. Choi,3.06,1314,429
75,0,22621,Ben Curtis,3.06,853,279
75,0,06034,Marco Dawson,3.06,1039,340
75,0,08931,Glen Day,3.06,1253,410
75,0,20121,Todd Fischer,3.06,1190,389
75,0,01388,Robert Gamez,3.06,1428,467
75,0,12645,Brent Geiberger,3.06,627,205
75,0,10565,Ian Leggatt,3.06,833,272
75,0,06515,Shaun Micheel,3.06,1161,380
75,0,01810,Phil Mickelson,3.06,996,325
75,0,20663,Brenden Pappas,3.06,1293,422
75,0,23621,Rory Sabbatini,3.06,1155,377
75,0,02101,Joey Sindelar,3.06,1138,372
93,0,12652,Cameron Beckman,3.07,1026,334
93,0,01139,Olin Browne,3.07,1385,451
93,0,12510,Chad Campbell,3.07,1270,414
93,0,19972,José Coceres,3.07,774,252
93,0,01249,John Daly,3.07,698,227
93,0,19881,Robert Damron,3.07,1202,392
93,0,12823,Carlos Franco,3.07,1211,394
93,0,23338,David Gossett,3.07,1153,375
93,0,08633,Per-Ulrik Johansson,3.07,1193,388
93,0,26420,Richard Johnson,3.07,1113,363
93,0,01619,Skip Kendall,3.07,1384,451
93,0,10860,Justin Leonard,3.07,926,302
93,0,01685,J.L. Lewis,3.07,1207,393
