RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,23983,Luke Donald,14,2,2,2
2,0,29221,Webb Simpson,12,2,3
3,0,28089,Jason Day,10,2,1
3,0,27095,Nick Watney,10,2,1
5,0,23108,Matt Kuchar,9,2,1
5,0,24781,Hunter Mahan,9,2
7,0,24357,K.J. Choi,8,1,1,2
8,0,30750,Tommy Gainey,7,4
8,0,24924,Bill Haas,7,1,2
8,0,21961,Charles Howell III,7,2
8,0,01810,Phil Mickelson,7,1,2
8,0,24502,Adam Scott,7,1,1,1
8,0,27649,Brandt Snedeker,7,1,2
8,0,02206,David Toms,7,1,1,1
15,0,25686,Jason Dufner,6,2,1
15,0,30925,Dustin Johnson,6,1,2,1
15,0,27936,Martin Laird,6,1,1
15,0,27466,Spencer Levin,6,1
15,0,23800,Bryce Molder,6,1
15,0,25396,Kevin Na,6,1,1
15,0,31323,Gary Woodland,6,1,1
22,0,22371,Aaron Baddeley,5,1,1
22,0,24925,Jonathan Byrd,5,1,1
22,0,25345,Carl Pettersson,5
22,0,26476,Chez Reavie,5,1
22,0,22405,Justin Rose,5,1,1
22,0,06567,Vijay Singh,5,1,2
22,0,06527,Steve Stricker,5,2
22,0,23623,Bo Van Pelt,5,1
22,0,24663,Y.E. Yang,5,1,1
31,0,29910,Blake Adams,4,1
31,0,33141,Keegan Bradley,4,2
31,0,23541,Ben Crane,4,1
31,0,32102,Rickie Fowler,4,1
31,0,10809,Jim Furyk,4
31,0,06643,Paul Goydos,4,2
31,0,24604,Hunter Haas,4,1
31,0,27141,J.B. Holmes,4
31,0,06573,Brandt Jobe,4,1
31,0,24024,Zach Johnson,4,1
31,0,08075,Jerry Kelly,4,1
31,0,30926,Chris Kirk,4,1,1
31,0,28237,Rory McIlroy,4,1
31,0,24490,George McNeill,4,2
31,0,26596,Ryan Moore,4,1
31,0,22348,Nick O'Hern,4
31,0,22046,Geoff Ogilvy,4,1
31,0,28475,Jeff Overton,4,1
31,0,24361,Pat Perez,4,1
31,0,22913,John Rollins,4,1
31,0,25562,Andres Romero,4,1
31,0,30110,Kyle Stanley,4,1
31,0,27214,Kevin Streelman,4
31,0,33419,Cameron Tringale,4
31,0,27770,Camilo Villegas,4,1
31,0,25632,Jimmy Walker,4
31,0,21878,Mark Wilson,4,2
58,0,10885,Robert Allenby,3
58,0,20498,Briny Baird,3,1
58,0,28087,Kris Blanks,3,1
58,0,20848,Ángel Cabrera,3
58,0,32366,Kevin Chappell,3,1,2
58,0,11123,Chris Couch,3
58,0,23638,Brendon de Jonge,3
58,0,21209,Sergio Garcia,3
58,0,24358,Robert Garrigus,3,1,1
58,0,32698,Bobby Gates,3
58,0,19846,Brian Gay,3
58,0,20766,Padraig Harrington,3
58,0,26758,David Hearn,3
58,0,12782,Tim Herron,3,1
58,0,21731,Freddie Jacobson,3,1
58,0,19970,Robert Karlsson,3,1
58,0,28158,Steve Marino,3,2
58,0,25572,Graeme McDowell,3,1
58,0,27939,Matt McQuillan,3,1
58,0,23320,Ryan Palmer,3,1
58,0,25818,Scott Piercy,3,1
58,0,25240,D.A. Points,3,1
58,0,23621,Rory Sabbatini,3,1,1
58,0,26331,Charl Schwartzel,3,1
58,0,20645,John Senden,3,1
58,0,29518,Brendan Steele,3,1
58,0,27064,Jhonattan Vegas,3,1,1
58,0,02239,Scott Verplank,3,1
58,0,25804,Bubba Watson,3,2
58,0,20396,Lee Westwood,3,1
88,0,06004,Stephen Ames,2,1
88,0,24846,Ricky Barnes,2
88,0,10505,Shane Bertsch,2
88,0,20070,Matt Bettencourt,2
88,0,34021,Bud Cauley,2,1
88,0,20593,Greg Chalmers,2
88,0,21753,Brian Davis,2
88,0,23409,James Driscoll,2
88,0,08725,Tom Gillis,2,1
88,0,33399,Adam Hadwin,2
88,0,20859,Anders Hansen,2,2
88,0,12716,Charley Hoffman,2,1
88,0,29420,Billy Horschel,2
88,0,21350,Ryuji Imada,2,2
88,0,22378,Trevor Immelman,2
88,0,27974,Sung Kang,2,1
88,0,29718,Anthony Kim,2
88,0,28258,K.T. Kim,2
88,0,26851,Marc Leishman,2,1
88,0,01706,Davis Love III,2
88,0,27120,Troy Matteson,2,1
88,0,01766,Billy Mayfair,2
88,0,26329,Louis Oosthuizen,2
88,0,20572,Rod Pampling,2
88,0,01941,Tom Pernice Jr.,2,1,1
88,0,31193,Jim Renner,2
88,0,30692,Scott Stallings,2,1,1
88,0,27963,Chris Stroud,2
88,0,27330,Josh Teater,2
88,0,26287,Roland Thatcher,2
88,0,32150,Michael Thompson,2,1
88,0,08793,Tiger Woods,2
120,0,20098,Stuart Appleby,1
120,0,21407,Arjun Atwal,1
120,0,07867,Woody Austin,1
120,0,10944,Thomas Bjørn,1
120,0,25274,Steven Bowditch,1
120,0,01116,Michael Bradley,1,1
120,0,12510,Chad Campbell,1
120,0,35450,Patrick Cantlay,1
120,0,25364,Paul Casey,1
120,0,20229,Stewart Cink,1
120,0,23135,Tim Clark,1,1
120,0,19825,Darren Clarke,1,1
120,0,01219,John Cook,1,1
120,0,01226,Fred Couples,1
120,0,01249,John Daly,1
120,0,09011,David Duval,1
120,0,24512,Simon Dyson,1
120,0,01313,Steve Elkington,1
120,0,06522,Ernie Els,1
120,0,01320,Bob Estes,1,1
120,0,07457,Steve Flesch,1,1
120,0,21805,Harrison Frazar,1,1
120,0,21284,Hiroyuki Fujita,1
120,0,25900,Lucas Glover,1,1
120,0,28679,Fabián Gómez,1
120,0,20157,Retief Goosen,1,1
120,0,22792,Peter Hanson,1
120,0,23353,J.J. Henry,1
120,0,30852,Ryo Ishikawa,1
120,0,20832,Raphael Jacquelin,1
120,0,19958,Miguel Angel Jiménez,1
120,0,26300,Matt Jones,1
120,0,27408,Martin Kaymer,1,1
120,0,10860,Justin Leonard,1,1
120,0,26695,Michael Letzig,1
120,0,20634,Peter Lonard,1
120,0,26881,Jarrod Lyle,1
120,0,33199,Matteo Manassero,1
120,0,33413,Ben Martin,1
120,0,12680,Shigeki Maruyama,1
120,0,22961,David Mathis,1
120,0,10585,Scott McCarron,1
120,0,27933,John Merrick,1
120,0,31401,Zack Miller,1
120,0,25198,Francesco Molinari,1,1
120,0,24140,Sean O'Hair,1,1
120,0,21949,Joe Ogilvie,1,1
120,0,22056,Cameron Percy,1
120,0,24138,Ian Poulter,1
120,0,27072,Alvaro Quiros,1
120,0,20127,Chris Riley,1
120,0,26679,Kevin Stadler,1
120,0,12714,Chris Tidland,1
120,0,23788,D.J. Trahan,1
120,0,26668,Marc Turnesa,1
120,0,26951,Johnson Wagner,1,1
120,0,20160,Charlie Wi,1,1
120,0,20436,Garrett Willis,1
