RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,23135,Tim Clark,87.09,263,302,-0.41
2,0,08793,Tiger Woods,86.46,249,288,-0.61
3,0,21961,Charles Howell III,86.36,418,484,-0.47
4,0,01553,John Huston,86.10,322,374,-0.50
5,0,02214,Kirk Triplett,86.08,334,388,-0.45
6,0,21878,Mark Wilson,85.50,283,331,-0.37
7,0,01139,Olin Browne,85.13,372,437,-0.43
8,0,10809,Jim Furyk,84.91,315,371,-0.55
9,0,12662,Thomas Levet,84.88,320,377,-0.45
10,0,10885,Robert Allenby,84.83,274,323,-0.50
11,0,01361,Dan Forsman,84.82,352,415,-0.40
12,0,01887,Mark O'Meara,84.62,165,195,-0.36
13,0,01677,Tom Lehman,84.47,261,309,-0.47
14,0,24357,K.J. Choi,84.46,386,457,-0.50
15,0,02206,David Toms,84.15,276,328,-0.48
16,0,06595,Kevin Sutherland,84.12,302,359,-0.46
17,0,12510,Chad Campbell,84.06,348,414,-0.53
18,0,20548,Hidemichi Tanaka,84.04,416,495,-0.43
19,0,20157,Retief Goosen,83.97,220,262,-0.53
20,0,06078,Esteban Toledo,83.91,386,460,-0.42
21,0,01307,Joel Edwards,83.83,254,303,-0.41
22,0,01577,Lee Janzen,83.81,233,278,-0.48
23,0,20094,Jonathan Kaye,83.78,310,370,-0.41
24,0,08123,Jeff Brehaut,83.76,459,548,-0.47
25,0,02104,Jeff Sluman,83.70,380,454,-0.43
26,0,06515,Shaun Micheel,83.66,379,453,-0.43
27,0,12823,Carlos Franco,83.59,433,518,-0.49
28,0,01457,Jay Haas,83.58,280,335,-0.48
29,0,08537,J.P. Hayes,83.55,259,310,-0.48
30,0,06621,Joe Durant,83.45,373,447,-0.40
30,0,01723,Andrew Magee,83.45,373,447,-0.42
30,0,01945,Kenny Perry,83.45,343,411,-0.45
33,0,06034,Marco Dawson,83.38,311,373,-0.41
33,0,10585,Scott McCarron,83.38,276,331,-0.47
35,0,08075,Jerry Kelly,83.37,381,457,-0.49
36,0,01724,Jeff Maggert,83.33,305,366,-0.45
36,0,01761,Len Mattiace,83.33,260,312,-0.45
38,0,01797,Rocco Mediate,83.28,264,317,-0.40
39,0,02239,Scott Verplank,83.25,333,400,-0.47
