RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,46046,Scottie Scheffler,67.08,805,12
2,0,52955,Ludvig Åberg,67.36,741,11
3,0,29908,C.T. Pan,67.83,814,12
4,0,34098,Russell Henley,68.08,817,12
5,0,46717,Viktor Hovland,68.13,1090,16
6,0,27936,Martin Laird,68.17,818,12
7,0,50525,Collin Morikawa,68.18,1159,17
8,0,35532,Tom Hoge,68.26,1297,19
9,0,35450,Patrick Cantlay,68.33,820,12
10,0,36799,Stephan Jaeger,68.42,1779,26
11,0,48081,Xander Schauffele,68.44,1232,18
12,0,32102,Rickie Fowler,68.46,1643,24
13,0,24502,Adam Scott,68.63,1098,16
14,0,54591,Ben Griffin,68.64,1716,25
14,0,33399,Adam Hadwin,68.64,961,14
16,0,49771,J.T. Poston,68.67,824,12
16,0,52513,Carson Young,68.67,1030,15
18,0,52375,Doug Ghim,68.71,962,14
19,0,23320,Ryan Palmer,68.77,894,13
20,0,24140,Sean O'Hair,68.80,688,10
21,0,39997,Corey Conners,68.81,1101,16
22,0,40115,Adam Svensson,68.87,1033,15
23,0,27644,Brian Harman,68.88,1171,17
24,0,29535,Brice Garnett,68.92,1792,26
25,0,23108,Matt Kuchar,68.93,965,14
25,0,54783,Dylan Wu,68.93,965,14
27,0,45157,Cam Davis,69.00,1380,20
28,0,27129,Luke List,69.06,1174,17
29,0,54628,Lee Hodges,69.07,1036,15
30,0,32757,Patton Kizzire,69.09,1520,22
31,0,33204,Shane Lowry,69.10,691,10
32,0,39335,Kevin Roy,69.12,1175,17
33,0,47591,Eric Cole,69.15,2282,33
34,0,57366,Cameron Young,69.16,1314,19
35,0,58696,Peter Kuest,69.17,830,12
35,0,28237,Rory McIlroy,69.17,830,12
37,0,30911,Tommy Fleetwood,69.19,1107,16
37,0,39977,Max Homa,69.19,1107,16
37,0,30926,Chris Kirk,69.19,1107,16
40,0,55182,Tom Kim,69.20,1384,20
41,0,49960,Sepp Straka,69.21,969,14
42,0,56762,Will Gordon,69.22,1592,23
42,0,47128,Richy Werenski,69.22,623,9
44,0,29725,Tony Finau,69.24,1177,17
44,0,40162,Justin Lower,69.24,1454,21
46,0,46970,Jon Rahm,69.27,762,11
47,0,33948,Byeong Hun An,69.28,1732,25
48,0,30927,Brendon Todd,69.30,693,10
49,0,32816,Satoshi Kodaira,69.31,901,13
50,0,51766,Wyndham Clark,69.35,1179,17
51,0,36801,Mark Hubbard,69.37,1318,19
52,0,28775,Nate Lashley,69.38,1457,21
53,0,37455,Si Woo Kim,69.44,1250,18
53,0,34256,Andrew Putnam,69.44,1250,18
55,0,46435,Austin Cook,69.47,1320,19
55,0,37338,Zecheng Dou,69.47,1181,17
57,0,33653,Thomas Detry,69.50,1390,20
57,0,45242,Kevin Yu,69.50,834,12
59,0,47993,Denny McCarthy,69.52,1460,21
60,0,28252,Seamus Power,69.57,974,14
60,0,52374,Brandon Wu,69.57,1948,28
62,0,39546,Keith Mitchell,69.58,835,12
63,0,59018,Ryan Gerard,69.63,1323,19
63,0,49947,Taylor Moore,69.63,1114,16
65,0,39971,Sungjae Im,69.64,1532,22
66,0,48084,Wesley Bryan,69.67,836,12
66,0,48117,Kurt Kitayama,69.67,1254,18
68,0,45522,Christiaan Bezuidenhout,69.70,1394,20
69,0,57975,Harry Hall,69.71,1952,28
70,0,51634,Sahith Theegala,69.74,1604,23
71,0,55708,Hayden Buckley,69.75,837,12
71,0,37275,Sam Ryder,69.75,1395,20
73,0,25632,Jimmy Walker,69.77,907,13
74,0,57362,Austin Eckroat,69.78,1256,18
74,0,31577,Tano Goya,69.78,1605,23
76,0,30163,Henrik Norlander,69.79,977,14
77,0,34363,Tyrrell Hatton,69.80,1047,15
78,0,34255,Joseph Bramlett,69.82,768,11
79,0,28089,Jason Day,69.83,1257,18
80,0,35461,Beau Hossler,69.85,1816,26
80,0,47983,Chad Ramey,69.85,908,13
82,0,29420,Billy Horschel,69.88,1118,16
82,0,47347,Adam Schenk,69.88,1817,26
84,0,34099,Harris English,69.90,1398,20
85,0,34466,Peter Malnati,69.91,1538,22
85,0,46414,Aaron Rai,69.91,1608,23
85,0,50493,Justin Suh,69.91,1538,22
88,0,47988,Nick Hardy,69.93,1888,27
89,0,27554,Scott Harrington,69.94,1119,16
89,0,25818,Scott Piercy,69.94,1119,16
91,0,32839,Hideki Matsuyama,69.96,1679,24
92,0,47504,Sam Burns,70.00,1050,15
92,0,20229,Stewart Cink,70.00,980,14
92,0,34046,Jordan Spieth,70.00,1050,15
92,0,27963,Chris Stroud,70.00,630,9
92,0,40006,Erik van Rooyen,70.00,770,11
97,0,32333,Kevin Tway,70.04,1681,24
98,0,40098,Matt Fitzpatrick,70.06,1121,16
98,0,31646,Emiliano Grillo,70.06,1191,17
