RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
98,0,22405,Justin Rose,70.06,1261,18
101,0,54421,Garrick Higgo,70.07,981,14
102,0,56630,Akshay Bhatia,70.11,1262,18
102,0,25900,Lucas Glover,70.11,1332,19
102,0,26596,Ryan Moore,70.11,1332,19
102,0,55454,Carl Yuan,70.11,1332,19
106,0,36871,Matt NeSmith,70.12,1753,25
107,0,33141,Keegan Bradley,70.13,1052,15
107,0,36326,David Lipsky,70.13,1122,16
109,0,33413,Ben Martin,70.14,1543,22
109,0,35617,Martin Trainer,70.14,491,7
111,0,39954,Cody Gribble,70.15,912,13
111,0,36699,Patrick Rodgers,70.15,1403,20
111,0,39324,J.J. Spaun,70.15,912,13
111,0,33448,Justin Thomas,70.15,1403,20
111,0,58168,Davis Thompson,70.15,1824,26
116,0,35449,Adam Long,70.16,1754,25
117,0,27349,Alex Noren,70.20,1404,20
118,0,39067,MJ Daffue,70.22,1264,18
119,0,35879,Kelly Kraft,70.24,1756,25
119,0,46441,Robby Shelton,70.24,1475,21
119,0,27214,Kevin Streelman,70.24,1475,21
122,0,22371,Aaron Baddeley,70.27,1546,22
123,0,39975,Michael Kim,70.30,1617,23
123,0,51890,Greyson Sigg,70.30,1617,23
125,0,51070,Vincent Norrman,70.32,1758,25
126,0,31202,William McGirt,70.33,633,9
126,0,48887,Matt Wallace,70.33,1055,15
128,0,55789,Taylor Montgomery,70.34,2040,29
129,0,50095,Austin Smotherman,70.35,1618,23
130,0,35506,Mackenzie Hughes,70.37,1337,19
131,0,55893,Sam Stevens,70.38,1689,24
132,0,51997,Andrew Novak,70.39,1619,23
133,0,47079,Harrison Endycott,70.40,1056,15
133,0,34563,Chesson Hadley,70.40,1408,20
135,0,34076,Joel Dahmen,70.44,1268,18
136,0,33122,Russell Knox,70.47,1339,19
137,0,36724,Augusto Núñez,70.48,1762,25
138,0,48699,Callum Tarren,70.50,1833,26
139,0,53165,Doc Redman,70.56,1270,18
140,0,31323,Gary Woodland,70.57,988,14
141,0,33408,Tyson Alexander,70.58,1694,24
142,0,46442,Maverick McNealy,70.59,1200,17
143,0,32366,Kevin Chappell,70.67,1060,15
143,0,25493,Nick Taylor,70.67,1060,15
145,0,24024,Zach Johnson,70.71,1202,17
146,0,19803,Ryan Armour,70.73,1556,22
146,0,32448,James Hahn,70.73,778,11
148,0,52372,Cameron Champ,70.75,1132,16
148,0,26476,Chez Reavie,70.75,566,8
150,0,48867,Matti Schmid,70.80,1416,20
151,0,32791,K.H. Lee,70.83,1700,24
152,0,40058,Zac Blair,70.84,1346,19
152,0,49298,Kramer Hickok,70.84,1346,19
154,0,49766,Hank Lebioda,70.85,921,13
155,0,46340,Alex Smalley,70.88,1701,24
156,0,29289,S.Y. Noh,70.89,1276,18
157,0,46601,Trey Mullinax,70.92,851,12
158,0,47995,Davis Riley,70.93,1986,28
159,0,49453,Trevor Cone,71.00,1278,18
159,0,27974,Sung Kang,71.00,852,12
159,0,50188,S.H. Kim,71.00,1704,24
159,0,34431,Robert Streb,71.00,781,11
163,0,12716,Charley Hoffman,71.05,1350,19
164,0,58967,Trevor Werbylo,71.06,1208,17
165,0,51491,Brandon Matthews,71.09,782,11
166,0,31560,Brian Stuard,71.13,1138,16
167,0,30692,Scott Stallings,71.17,854,12
168,0,24925,Jonathan Byrd,71.20,1068,15
168,0,52453,Nicolai Hojgaard,71.20,712,10
170,0,34610,Matthias Schwab,71.22,1638,23
171,0,33597,Harry Higgs,71.28,1283,18
172,0,51349,Nico Echavarria,71.33,1284,18
173,0,25686,Jason Dufner,71.42,857,12
174,0,48119,Ben Taylor,71.50,1144,16
175,0,40250,Taylor Pendrith,71.52,1788,25
176,0,32640,Troy Merritt,71.53,1216,17
177,0,33410,Andrew Landry,71.63,573,8
177,0,51950,Max McGreevy,71.63,1934,27
179,0,22056,Cameron Percy,71.64,1003,14
179,0,52411,Kyle Westmoreland,71.64,1003,14
181,0,34409,David Lingmerth,71.65,1433,20
182,0,32662,Michael Gligic,71.67,860,12
182,0,31557,Jim Herman,71.67,215,3
184,0,32139,Danny Willett,71.70,717,10
185,0,45609,Tyler Duncan,71.71,502,7
186,0,51414,Brent Grant,71.86,1509,21
187,0,35310,Lanto Griffin,72.00,288,4
187,0,35901,Paul Haley II,72.00,864,12
189,0,29970,Dylan Frittelli,72.08,865,12
190,0,29221,Webb Simpson,72.17,866,12
191,0,27095,Nick Watney,72.18,794,11
192,0,39058,Lucas Herbert,72.43,507,7
193,0,28420,Ryan Brehm,73.18,805,11
