RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,38,01282,Trevor Dodds,45.05,91,202
1,38,02133,Craig Stadler,45.05,132,293
3,39,01550,Ed Humenik,44.78,120,268
4,39,01161,Mark Calcavecchia,43.99,128,291
5,39,01418,Bill Glasson,43.64,120,275
6,41,01522,Lon Hinkle,43.09,134,311
7,44,01098,Jay Don Blake,42.81,131,306
8,44,02321,Fuzzy Zoeller,42.67,99,232
9,44,01876,Greg Norman,42.66,93,218
10,44,01143,Brad Bryant,42.62,153,359
11,44,01226,Fred Couples,42.27,134,317
12,44,01006,John Adams,41.69,123,295
13,51,01887,Mark O'Meara,41.58,126,303
14,51,01042,Paul Azinger,41.27,130,315
15,55,01773,Ronnie McCann,40.80,82,201
16,55,01706,Davis Love III,40.68,120,295
17,56,01938,David Peoples,40.48,85,210
17,56,02049,Gene Sauers,40.48,117,289
17,56,02246,Duffy Waldorf,40.48,119,294
20,57,02101,Joey Sindelar,40.00,134,335
21,61,01385,Jim Gallagher Jr.,39.75,157,395
22,61,01468,Gary Hallberg,39.73,116,292
23,62,01571,Barry Jaeckel,39.64,88,222
23,62,02041,Bill Sander,39.64,134,338
25,62,01662,Greg Ladehoff,39.56,108,273
26,62,02146,Payne Stewart,39.51,113,286
27,62,01771,Blaine McCallister,39.26,137,349
28,63,01096,Phil Blackmar,39.16,112,286
29,63,01014,Fulton Allem,39.12,115,294
30,64,01777,John McComish,38.93,109,280
31,64,01569,Peter Jacobsen,38.91,114,293
32,65,02067,Ted Schulz,38.87,152,391
33,65,01884,Mac O'Grady,38.80,71,183
34,65,01958,Dan Pohl,38.75,93,240
35,65,02104,Jeff Sluman,38.63,107,277
36,65,01331,Rick Fehr,38.62,95,246
37,65,01599,Steve Jones,38.34,125,326
38,65,01984,Sam Randolph,37.97,71,187
39,65,02023,Clarence Rose,37.75,134,355
40,65,01499,Mark Hayes,37.67,113,300
41,65,01457,Jay Haas,37.54,113,301
41,65,01553,John Huston,37.54,110,293
41,65,01557,John Inman,37.54,116,309
44,65,01968,Nick Price,37.50,123,328
44,65,02279,Mark Wiebe,37.50,126,336
46,97,01068,Andy Bean,37.40,98,262
47,97,01197,Bobby Clampett,37.38,114,305
48,97,02241,Bobby Wadkins,37.33,134,359
49,97,01162,Rex Caldwell,37.23,86,231
50,97,01475,Donnie Hammond,37.21,112,301
51,97,01284,Mike Donald,37.08,145,391
52,98,02118,J.C. Snead,36.88,111,301
53,98,01926,Steve Pate,36.87,139,377
54,98,01945,Kenny Perry,36.77,107,291
55,98,02148,Ray Stewart,36.73,83,226
56,98,01310,Dave Eichelberger,36.66,125,341
57,98,01156,Curt Byrum,36.64,122,333
58,98,01151,Clark Burroughs,36.60,86,235
59,98,02256,Tom Watson,36.50,73,200
60,98,01639,Kenny Knox,36.46,136,373
61,98,02223,Bob Tway,36.45,117,321
62,98,01931,Rick Pearson,36.36,96,264
63,98,01414,Bob Gilder,36.33,113,311
64,98,01248,Rick Dalpos,36.32,85,234
65,98,01049,Ian Baker-Finch,36.27,70,193
66,98,01201,Lennie Clements,36.24,104,287
67,98,01444,Ken Green,36.14,103,285
68,99,06284,Jim Hallet,36.10,139,385
69,99,01443,Hubert Green,36.02,94,261
70,99,01133,Billy Ray Brown,36.00,117,325
71,99,01306,David Edwards,35.99,113,314
72,99,01766,Billy Mayfair,35.98,118,328
73,99,02190,Doug Tewell,35.97,100,278
74,99,01261,Jay Delsing,35.85,76,212
75,99,01633,Tom Kite,35.84,105,293
75,99,02033,Dave Rummells,35.84,124,346
77,99,01685,J.L. Lewis,35.80,58,162
78,100,01510,Nolan Henke,35.71,85,238
79,105,02303,Robert Wrenn,35.69,106,297
80,105,01549,Mike Hulbert,35.66,148,415
81,105,01960,Don Pooley,35.63,93,261
82,105,02170,Hal Sutton,35.61,120,337
83,105,01527,Scott Hoch,35.60,115,323
84,107,01690,Bruce Lietzke,35.53,97,273
84,107,02159,Curtis Strange,35.53,97,273
86,107,01469,Dan Halldorson,35.49,104,293
87,108,01797,Rocco Mediate,35.42,130,367
88,109,01086,Roy Biancalana,35.40,80,226
89,109,02201,Jim Thorpe,35.38,98,277
90,109,01715,Mark Lye,35.37,110,311
91,109,01723,Andrew Magee,35.36,122,345
92,109,01736,Roger Maltbie,35.32,95,269
93,109,01941,Tom Pernice Jr.,35.29,72,204
94,110,01106,Jim Booros,35.21,100,284
95,110,01072,Chip Beck,35.16,96,273
96,110,01175,Jim Carter,35.10,126,359
97,110,02099,Scott Simpson,35.08,87,248
98,110,02195,Leonard Thompson,35.00,112,320
99,112,01329,Brad Faxon,34.91,111,318
100,112,02292,Bob Wolcott,34.88,75,215
101,112,01378,David Frost,34.87,106,304
102,113,01112,Charlie Bowles,34.80,71,204
103,113,02242,Lanny Wadkins,34.69,102,294
104,113,01837,Gil Morgan,34.67,104,300
105,113,01682,Wayne Levi,34.63,107,309
106,114,02087,Don Shirey Jr.,34.59,101,292
107,114,01060,Dave Barr,34.58,111,321
108,114,01129,Bill Britton,34.52,126,365
109,114,01035,Tommy Armour III,34.49,129,374
110,114,01725,John Mahaffey,34.48,120,348
111,114,01846,Jodie Mudd,34.46,112,325
112,114,01717,Sandy Lyle,34.43,63,183
113,114,01313,Steve Elkington,34.42,116,337
114,114,01975,Tom Purtzer,34.16,96,281
115,114,01790,Pat McGowan,33.99,104,306
116,114,01925,Jerry Pate,33.91,59,174
117,114,01641,Gary Koch,33.89,81,239
118,114,02267,D.A. Weibring,33.73,86,255
119,114,02261,Doug Weaver,33.64,74,220
120,114,01943,Chris Perry,33.61,120,357
121,114,01614,Jack Kay Jr.,33.60,85,253
122,114,01507,Webb Heintzelman,33.53,115,343
123,114,01564,David Jackson,33.52,61,182
124,114,01891,David Ogrin,33.33,103,309
124,114,02095,Larry Silveira,33.33,92,276
124,114,02167,Mike Sullivan,33.33,89,267
127,143,02100,Tim Simpson,33.06,120,363
128,144,01533,P.H. Horgan III,32.99,96,291
129,144,01390,Buddy Gardner,32.98,125,379
130,144,02090,Tom Sieckmann,32.96,89,270
131,144,02225,Howard Twitty,32.76,96,293
132,144,01952,Billy Pierot,32.71,70,214
133,144,01813,Mike Miles,32.43,72,222
134,144,02007,Larry Rinker,32.36,100,309
135,146,01150,George Burns,32.16,64,199
136,147,02322,Richard Zokol,32.08,85,265
137,148,01783,Mark McCumber,32.02,73,228
138,149,01061,Ray Barr Jr.,31.96,70,219
139,149,01307,Joel Edwards,31.93,76,238
140,149,01928,Corey Pavin,31.69,103,325
141,149,01203,Russ Cochran,31.67,95,300
141,149,01323,Brad Fabel,31.67,95,300
143,149,01326,Nick Faldo,31.63,62,196
144,149,01361,Dan Forsman,31.60,91,288
145,149,02185,Lance Ten Broeck,31.58,90,285
146,150,02239,Scott Verplank,31.56,95,301
147,150,02186,Brian Tennyson,31.55,112,355
148,150,01823,Larry Mize,31.43,99,315
149,150,01864,Larry Nelson,31.31,62,198
150,150,01200,Keith Clearwater,31.25,105,336
151,154,01755,Dick Mast,31.23,94,301
152,154,01093,Ronnie Black,31.16,91,292
153,155,01346,Ed Fiori,30.81,110,357
153,155,01487,Jeff Hart,30.81,61,198
155,156,01666,Bernhard Langer,30.57,59,193
156,156,01320,Bob Estes,30.53,80,262
157,156,01489,Steve Hart,30.50,79,259
158,156,01381,Fred Funk,30.46,92,302
158,156,01701,Bob Lohr,30.46,99,325
160,156,01374,Robin Freeman,30.42,80,263
161,156,01033,George Archer,30.34,71,234
162,158,02222,Billy Tuten,30.00,72,240
163,166,01154,Bill Buttner,29.53,88,298
164,166,02010,Loren Roberts,29.52,116,393
165,168,01303,Bob Eastwood,29.35,86,293
166,168,02224,Greg Twiggs,29.30,75,256
167,168,01078,Jim Benepe,29.28,77,263
168,168,01168,David Canipe,29.21,92,315
169,168,02094,Tony Sills,29.19,87,298
170,168,01495,Morris Hatalsky,29.17,70,240
171,170,01559,Hale Irwin,29.05,61,210
172,171,01448,Tony Grimes,28.99,69,238
173,172,01992,Don Reese,28.94,90,311
174,173,01435,Wayne Grady,28.72,81,282
175,173,01355,Raymond Floyd,28.65,51,178
176,176,02294,Willie Wood,27.93,50,179
177,177,01935,Calvin Peete,27.47,50,182
178,177,01030,Isao Aoki,27.27,48,176
178,177,01235,Ben Crenshaw,27.27,72,264
180,177,01024,Billy Andrade,26.67,84,315
181,181,02196,Robert Thompson,26.23,64,244
182,181,01877,Tim Norris,26.09,78,299
183,181,01157,Tom Byrum,25.96,88,339
184,181,01132,Mark Brooks,25.84,77,298
185,182,01996,Mike Reid,25.00,61,244
186,274,01626,Karl Kimball,23.43,41,175
