RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
78,56,01925,Jerry Pate,303.0,909,3
79,56,01385,Jim Gallagher Jr.,303.4,2124,7
80,56,01783,Mark McCumber,306.0,1224,4
81,57,01093,Ronnie Black,308.4,1542,5
82,57,02261,Doug Weaver,310.5,1242,4
83,57,01797,Rocco Mediate,312.0,1872,6
84,57,02303,Robert Wrenn,313.2,1566,5
85,57,01248,Rick Dalpos,319.5,1278,4
86,57,01633,Tom Kite,320.4,1602,5
87,57,01203,Russ Cochran,324.0,1620,5
88,58,01614,Jack Kay Jr.,328.5,1314,4
89,58,01984,Sam Randolph,330.7,992,3
90,58,01331,Rick Fehr,333.0,1332,4
91,58,02067,Ted Schulz,342.0,2052,6
92,58,01864,Larry Nelson,348.0,1044,3
93,58,01489,Steve Hart,352.3,1409,4
94,58,02190,Doug Tewell,355.5,1422,4
95,58,02159,Curtis Strange,357.8,1431,4
96,58,01777,John McComish,360.0,1440,4
97,58,02090,Tom Sieckmann,364.5,1458,4
98,58,01326,Nick Faldo,366.0,1098,3
99,58,01771,Blaine McCallister,369.6,1848,5
100,58,02201,Jim Thorpe,371.0,1484,4
101,58,01112,Charlie Bowles,372.0,1116,3
101,58,01876,Greg Norman,372.0,1116,3
103,58,01143,Brad Bryant,374.4,1872,5
104,58,01507,Webb Heintzelman,378.0,1890,5
105,58,02146,Payne Stewart,379.5,1518,4
106,58,02292,Bob Wolcott,385.7,1157,3
107,58,01106,Jim Booros,387.0,1548,4
107,58,01569,Peter Jacobsen,387.0,1548,4
107,58,02118,J.C. Snead,387.0,1548,4
110,59,01086,Roy Biancalana,390.0,1170,3
110,59,01941,Tom Pernice Jr.,390.0,1170,3
112,59,01469,Dan Halldorson,396.0,1584,4
113,59,06284,Jim Hallet,399.6,1998,5
114,60,01715,Mark Lye,405.0,1620,4
114,60,01887,Mark O'Meara,405.0,1620,4
116,60,02010,Loren Roberts,406.8,2034,5
117,60,01790,Pat McGowan,409.5,1638,4
118,60,01060,Dave Barr,414.0,1656,4
118,60,01448,Tony Grimes,414.0,1242,3
118,60,01958,Dan Pohl,414.0,1242,3
121,60,01042,Paul Azinger,418.5,1674,4
122,60,01024,Billy Andrade,423.0,1692,4
123,63,02186,Brian Tennyson,459.0,1836,4
124,63,01072,Chip Beck,468.0,1404,3
124,63,01235,Ben Crenshaw,468.0,1404,3
124,63,01374,Robin Freeman,468.0,1404,3
124,63,01626,Karl Kimball,468.0,936,2
128,63,02167,Mike Sullivan,474.0,1422,3
129,63,01717,Sandy Lyle,474.5,949,2
130,63,02100,Tim Simpson,488.3,1953,4
131,63,01355,Raymond Floyd,495.0,990,2
132,63,01150,George Burns,502.0,1004,2
133,66,01682,Wayne Levi,516.0,1548,3
134,66,01132,Mark Brooks,520.7,1562,3
135,66,01006,John Adams,522.0,1566,3
135,66,02239,Scott Verplank,522.0,1566,3
137,66,02094,Tony Sills,537.0,1611,3
138,66,01306,David Edwards,540.0,1620,3
138,66,01457,Jay Haas,540.0,1620,3
140,66,01378,David Frost,546.0,1638,3
140,66,01992,Don Reese,546.0,1638,3
142,67,01033,George Archer,571.0,1142,2
143,67,01952,Billy Pierot,576.0,1152,2
144,67,01701,Bob Lohr,579.0,1737,3
145,67,01641,Gary Koch,585.0,1170,2
146,67,01813,Mike Miles,594.0,1188,2
147,68,01495,Morris Hatalsky,621.0,1242,2
148,68,02241,Bobby Wadkins,630.0,1890,3
149,69,01307,Joel Edwards,639.0,1278,2
150,69,02099,Scott Simpson,648.0,1296,2
151,69,01996,Mike Reid,675.0,1350,2
152,69,01960,Don Pooley,684.0,1368,2
153,69,02322,Richard Zokol,688.5,1377,2
154,69,01201,Lennie Clements,738.0,1476,2
155,69,01553,John Huston,760.5,1521,2
156,69,02007,Larry Rinker,783.0,1566,2
157,69,01877,Tim Norris,792.0,1584,2
158,69,01557,John Inman,801.0,1602,2
159,69,01168,David Canipe,828.0,1656,2
160,69,01823,Larry Mize,855.0,1710,2
161,69,01891,David Ogrin,864.0,1728,2
162,69,01156,Curt Byrum,873.0,1746,2
163,69,01928,Corey Pavin,891.0,1782,2
164,69,01346,Ed Fiori,900.0,1800,2
165,69,01935,Calvin Peete,912.0,912,1
166,69,01725,John Mahaffey,948.5,1897,2
167,69,02294,Willie Wood,954.0,954,1
168,69,01639,Kenny Knox,981.0,1962,2
169,69,01487,Jeff Hart,1062.0,1062,1
170,69,01938,David Peoples,1152.0,1152,1
171,69,02222,Billy Tuten,1296.0,1296,1
171,69,02224,Greg Twiggs,1296.0,1296,1
173,69,01510,Nolan Henke,1314.0,1314,1
174,69,02196,Robert Thompson,1323.0,1323,1
175,69,01443,Hubert Green,1332.0,1332,1
176,69,01736,Roger Maltbie,1386.0,1386,1
177,69,02225,Howard Twitty,1485.0,1485,1
178,69,02185,Lance Ten Broeck,1493.0,1493,1
179,69,01154,Bill Buttner,1566.0,1566,1
180,69,01381,Fred Funk,1602.0,1602,1
