RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,01958,Dan Pohl,.05,3,60
2,0,01388,Robert Gamez,.04,3,79
2,0,08277,Greg Lesher,.04,3,78
2,0,01755,Dick Mast,.04,3,73
2,0,01934,Dave Peege,.04,3,69
2,0,02063,Dave Schreyer,.04,2,53
2,0,02100,Tim Simpson,.04,3,69
8,0,01024,Billy Andrade,.03,3,86
8,0,01157,Tom Byrum,.03,2,76
8,0,01690,Bruce Lietzke,.03,2,66
8,0,01891,David Ogrin,.03,2,80
8,0,06383,E.J. Pfister,.03,2,58
8,0,02167,Mike Sullivan,.03,2,80
8,0,02226,Tray Tyner,.03,2,66
15,0,01006,John Adams,.02,2,92
15,0,01049,Ian Baker-Finch,.02,1,60
15,0,01072,Chip Beck,.02,2,88
15,0,01181,Jon Chaffee,.02,1,66
15,0,01203,Russ Cochran,.02,2,96
15,0,01214,Frank Conner,.02,2,87
15,0,01239,Michael Cunning,.02,2,82
15,0,06599,John Elliott,.02,1,57
15,0,01331,Rick Fehr,.02,2,85
15,0,01355,Raymond Floyd,.02,1,60
15,0,01361,Dan Forsman,.02,2,108
15,0,01458,Jerry Haas,.02,1,59
15,0,06575,Dudley Hart,.02,2,94
15,0,06012,Greg Kraft,.02,2,81
15,0,06332,Neal Lancaster,.02,2,114
15,0,01724,Jeff Maggert,.02,2,89
15,0,01748,Doug Martin,.02,2,85
15,0,01766,Billy Mayfair,.02,2,114
15,0,01946,Peter Persons,.02,2,98
15,0,02090,Tom Sieckmann,.02,2,93
15,0,02223,Bob Tway,.02,1,65
15,0,02224,Greg Twiggs,.02,1,52
15,0,02303,Robert Wrenn,.02,2,82
38,0,01014,Fulton Allem,.01,1,98
38,0,01035,Tommy Armour III,.01,1,81
38,0,01042,Paul Azinger,.01,1,86
38,0,06124,Patrick Burke,.01,1,90
38,0,01161,Mark Calcavecchia,.01,1,95
38,0,07569,Mark Carnevale,.01,1,83
38,0,01200,Keith Clearwater,.01,1,106
38,0,01249,John Daly,.01,1,78
38,0,01306,David Edwards,.01,1,94
38,0,01323,Brad Fabel,.01,1,94
38,0,01376,Bob Friend,.01,1,97
38,0,01378,David Frost,.01,1,81
38,0,01381,Fred Funk,.01,1,109
38,0,01385,Jim Gallagher Jr.,.01,1,105
38,0,01390,Buddy Gardner,.01,1,89
38,0,01408,Kelly Gibson,.01,1,93
38,0,01444,Ken Green,.01,1,86
38,0,01457,Jay Haas,.01,1,104
38,0,01510,Nolan Henke,.01,1,86
38,0,01550,Ed Humenik,.01,1,99
38,0,01553,John Huston,.01,1,105
38,0,01557,John Inman,.01,1,98
38,0,06128,Steve Lamontagne,.01,1,88
38,0,01701,Bob Lohr,.01,1,89
38,0,01725,John Mahaffey,.01,1,76
38,0,01783,Mark McCumber,.01,1,80
38,0,01797,Rocco Mediate,.01,1,81
38,0,01823,Larry Mize,.01,1,81
38,0,01837,Gil Morgan,.01,1,86
38,0,02002,John Riegger,.01,1,70
38,0,02007,Larry Rinker,.01,1,82
38,0,02101,Joey Sindelar,.01,1,107
38,0,02133,Craig Stadler,.01,1,82
38,0,02135,Mike Standly,.01,1,99
38,0,06048,Dicky Thompson,.01,1,70
38,0,02206,David Toms,.01,1,87
38,0,02214,Kirk Triplett,.01,1,69
38,0,02230,Stan Utley,.01,1,72
38,0,02242,Lanny Wadkins,.01,1,87
38,0,02313,Bruce Zabriski,.01,1,79
