RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,46046,Scottie Scheffler,69.10%,700,1013,-0.21
2,0,29908,C.T. Pan,68.49%,389,568,-0.17
3,0,33122,Russell Knox,68.07%,855,1256,-0.17
4,0,58696,Peter Kuest,67.59%,342,506,-0.22
5,0,39997,Corey Conners,67.48%,695,1030,-0.19
6,0,45242,Kevin Yu,67.26%,417,620,-0.18
7,0,50525,Collin Morikawa,66.59%,594,892,-0.21
8,0,53165,Doc Redman,66.53%,642,965,-0.16
9,0,45609,Tyler Duncan,66.51%,725,1090,-0.15
10,0,29535,Brice Garnett,66.45%,622,936,-0.19
10,0,26596,Ryan Moore,66.45%,616,927,-0.21
12,0,52375,Doug Ghim,66.41%,680,1024,-0.16
13,0,49960,Sepp Straka,66.40%,739,1113,-0.22
14,0,34098,Russell Henley,66.39%,727,1095,-0.20
14,0,39335,Kevin Roy,66.39%,488,735,-0.14
16,0,25900,Lucas Glover,66.32%,768,1158,-0.20
17,0,28775,Nate Lashley,66.31%,797,1202,-0.18
18,0,52955,Ludvig Åberg,66.27%,389,587,-0.21
19,0,34256,Andrew Putnam,65.89%,881,1337,-0.17
20,0,52513,Carson Young,65.86%,712,1081,-0.21
21,0,29725,Tony Finau,65.85%,669,1016,-0.20
22,0,27129,Luke List,65.74%,712,1083,-0.14
23,0,47988,Nick Hardy,65.68%,817,1244,-0.20
24,0,54783,Dylan Wu,65.66%,740,1127,-0.20
25,0,49771,J.T. Poston,65.59%,812,1238,-0.21
26,0,46970,Jon Rahm,65.55%,546,833,-0.24
27,0,46414,Aaron Rai,65.47%,819,1251,-0.17
28,0,56762,Will Gordon,65.33%,799,1223,-0.16
29,0,36799,Stephan Jaeger,65.30%,943,1444,-0.18
30,0,36871,Matt NeSmith,65.26%,776,1189,-0.17
31,0,34563,Chesson Hadley,65.21%,716,1098,-0.20
32,0,52453,Nicolai Hojgaard,65.20%,296,454,-0.21
32,0,32816,Satoshi Kodaira,65.20%,399,612,-0.15
34,0,51890,Greyson Sigg,65.09%,839,1289,-0.19
35,0,27974,Sung Kang,65.02%,290,446,-0.18
36,0,31323,Gary Woodland,64.84%,664,1024,-0.16
37,0,40250,Taylor Pendrith,64.83%,717,1106,-0.17
38,0,35450,Patrick Cantlay,64.82%,551,850,-0.23
39,0,55182,Tom Kim,64.71%,695,1074,-0.23
40,0,39324,J.J. Spaun,64.69%,753,1164,-0.17
41,0,51070,Vincent Norrman,64.58%,547,847,-0.13
42,0,46340,Alex Smalley,64.55%,863,1337,-0.18
43,0,36801,Mark Hubbard,64.49%,830,1287,-0.20
44,0,47347,Adam Schenk,64.48%,904,1402,-0.17
45,0,52372,Cameron Champ,64.46%,517,802,-0.17
46,0,40115,Adam Svensson,64.43%,942,1462,-0.20
47,0,32366,Kevin Chappell,64.42%,315,489,-0.14
48,0,56630,Akshay Bhatia,64.24%,512,797,-0.20
49,0,25686,Jason Dufner,64.21%,628,978,-0.14
50,0,19803,Ryan Armour,64.20%,660,1028,-0.18
51,0,48699,Callum Tarren,64.18%,688,1072,-0.19
52,0,32102,Rickie Fowler,64.11%,736,1148,-0.21
53,0,12716,Charley Hoffman,64.08%,496,774,-0.15
54,0,27936,Martin Laird,64.06%,615,960,-0.17
55,0,26476,Chez Reavie,64.00%,807,1261,-0.17
56,0,57362,Austin Eckroat,63.98%,636,994,-0.18
57,0,55708,Hayden Buckley,63.91%,595,931,-0.18
58,0,32448,James Hahn,63.89%,621,972,-0.17
59,0,33141,Keegan Bradley,63.86%,606,949,-0.26
60,0,22056,Cameron Percy,63.82%,404,633,-0.13
61,0,57366,Cameron Young,63.65%,555,872,-0.19
62,0,34255,Joseph Bramlett,63.59%,585,920,-0.17
62,0,33399,Adam Hadwin,63.59%,751,1181,-0.21
64,0,39975,Michael Kim,63.51%,618,973,-0.17
65,0,31646,Emiliano Grillo,63.46%,811,1278,-0.20
65,0,30926,Chris Kirk,63.46%,700,1103,-0.22
67,0,30163,Henrik Norlander,63.43%,621,979,-0.15
68,0,31557,Jim Herman,63.31%,585,924,-0.14
69,0,47993,Denny McCarthy,63.28%,834,1318,-0.21
70,0,28237,Rory McIlroy,63.27%,491,776,-0.25
71,0,46717,Viktor Hovland,63.24%,609,963,-0.24
71,0,58168,Davis Thompson,63.24%,745,1178,-0.15
73,0,48081,Xander Schauffele,63.19%,558,883,-0.25
74,0,49766,Hank Lebioda,63.18%,381,603,-0.13
75,0,22405,Justin Rose,63.14%,514,814,-0.20
76,0,27644,Brian Harman,63.12%,712,1128,-0.19
77,0,45157,Cam Davis,63.11%,691,1095,-0.16
78,0,35532,Tom Hoge,63.06%,775,1229,-0.24
79,0,27963,Chris Stroud,63.04%,377,598,-0.17
80,0,32791,K.H. Lee,62.99%,720,1143,-0.15
81,0,24140,Sean O'Hair,62.97%,284,451,-0.16
82,0,33413,Ben Martin,62.94%,720,1144,-0.20
83,0,33204,Shane Lowry,62.88%,503,800,-0.18
84,0,29289,S.Y. Noh,62.83%,409,651,-0.19
85,0,27214,Kevin Streelman,62.79%,761,1212,-0.16
86,0,51766,Wyndham Clark,62.73%,727,1159,-0.20
87,0,49298,Kramer Hickok,62.53%,696,1113,-0.14
88,0,49453,Trevor Cone,62.52%,497,795,-0.13
88,0,47983,Chad Ramey,62.52%,779,1246,-0.18
90,0,40162,Justin Lower,62.46%,732,1172,-0.20
91,0,24024,Zach Johnson,62.38%,519,832,-0.16
92,0,36724,Augusto Núñez,62.27%,482,774,-0.11
93,0,25493,Nick Taylor,62.23%,682,1096,-0.22
94,0,39546,Keith Mitchell,62.17%,608,978,-0.18
95,0,39977,Max Homa,62.14%,645,1038,-0.25
96,0,34363,Tyrrell Hatton,62.13%,571,919,-0.24
97,0,36326,David Lipsky,62.09%,724,1166,-0.16
98,0,40006,Erik van Rooyen,62.07%,468,754,-0.17
99,0,31577,Tano Goya,62.03%,557,898,-0.18
100,0,48867,Matti Schmid,62.02%,436,703,-0.20
101,0,52374,Brandon Wu,62.01%,733,1182,-0.20
102,0,31202,William McGirt,61.99%,349,563,-0.21
103,0,28089,Jason Day,61.92%,569,919,-0.21
103,0,50095,Austin Smotherman,61.92%,709,1145,-0.20
105,0,35879,Kelly Kraft,61.89%,656,1060,-0.19
106,0,37338,Zecheng Dou,61.84%,632,1022,-0.16
107,0,50493,Justin Suh,61.83%,894,1446,-0.22
108,0,54628,Lee Hodges,61.82%,795,1286,-0.18
109,0,27349,Alex Noren,61.81%,636,1029,-0.21
109,0,51997,Andrew Novak,61.81%,581,940,-0.17
111,0,28252,Seamus Power,61.76%,583,944,-0.19
112,0,29420,Billy Horschel,61.75%,465,753,-0.18
113,0,40058,Zac Blair,61.71%,564,914,-0.18
114,0,39954,Cody Gribble,61.68%,433,702,-0.16
115,0,35310,Lanto Griffin,61.67%,383,621,-0.13
116,0,32839,Hideki Matsuyama,61.66%,603,978,-0.20
116,0,47995,Davis Riley,61.66%,661,1072,-0.18
118,0,51414,Brent Grant,61.61%,451,732,-0.09
119,0,37275,Sam Ryder,61.60%,762,1237,-0.25
120,0,32333,Kevin Tway,61.50%,674,1096,-0.14
121,0,34099,Harris English,61.43%,747,1216,-0.20
122,0,23320,Ryan Palmer,61.42%,538,876,-0.15
123,0,47591,Eric Cole,61.41%,947,1542,-0.24
124,0,39971,Sungjae Im,61.40%,727,1184,-0.20
125,0,20229,Stewart Cink,61.30%,556,907,-0.16
126,0,37455,Si Woo Kim,61.29%,733,1196,-0.18
127,0,23108,Matt Kuchar,61.28%,687,1121,-0.16
128,0,34431,Robert Streb,61.26%,536,875,-0.15
129,0,45522,Christiaan Bezuidenhout,61.20%,705,1152,-0.21
130,0,22371,Aaron Baddeley,61.11%,539,882,-0.22
131,0,30927,Brendon Todd,61.07%,786,1287,-0.24
132,0,34076,Joel Dahmen,60.95%,629,1032,-0.16
133,0,54591,Ben Griffin,60.94%,774,1270,-0.20
134,0,55893,Sam Stevens,60.84%,668,1098,-0.19
135,0,51349,Nico Echavarria,60.77%,474,780,-0.15
136,0,32757,Patton Kizzire,60.74%,704,1159,-0.18
137,0,30692,Scott Stallings,60.70%,556,916,-0.15
138,0,54421,Garrick Higgo,60.69%,741,1221,-0.17
139,0,49947,Taylor Moore,60.65%,692,1141,-0.19
139,0,33448,Justin Thomas,60.65%,541,892,-0.17
141,0,55454,Carl Yuan,60.64%,547,902,-0.20
