RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,31202,William McGirt,96.00%,24,25,-0.38
2,0,33122,Russell Knox,91.21%,83,91,-0.30
3,0,36326,David Lipsky,91.14%,72,79,-0.46
4,0,24925,Jonathan Byrd,90.63%,29,32,-0.24
5,0,46046,Scottie Scheffler,90.00%,63,70,-0.35
6,0,33399,Adam Hadwin,89.19%,66,74,-0.36
7,0,29725,Tony Finau,88.89%,64,72,-0.30
7,0,52375,Doug Ghim,88.89%,80,90,-0.25
9,0,49771,J.T. Poston,88.75%,71,80,-0.46
10,0,24024,Zach Johnson,88.24%,60,68,-0.38
11,0,30927,Brendon Todd,88.00%,88,100,-0.40
12,0,19803,Ryan Armour,87.84%,65,74,-0.42
13,0,58696,Peter Kuest,87.76%,43,49,-0.35
14,0,29420,Billy Horschel,87.27%,48,55,-0.29
15,0,20229,Stewart Cink,87.18%,68,78,-0.44
16,0,23108,Matt Kuchar,87.10%,81,93,-0.32
17,0,34098,Russell Henley,87.06%,74,85,-0.36
18,0,52955,Ludvig Åberg,86.49%,64,74,-0.39
19,0,35901,Paul Haley II,86.32%,82,95,-0.27
20,0,29289,S.Y. Noh,86.27%,44,51,-0.36
21,0,50493,Justin Suh,86.17%,81,94,-0.37
22,0,48117,Kurt Kitayama,85.71%,36,42,-0.17
22,0,32839,Hideki Matsuyama,85.71%,66,77,-0.47
24,0,30163,Henrik Norlander,85.51%,59,69,-0.29
25,0,45242,Kevin Yu,85.00%,51,60,-0.33
26,0,47993,Denny McCarthy,84.93%,62,73,-0.42
27,0,25493,Nick Taylor,84.85%,56,66,-0.45
28,0,55182,Tom Kim,84.62%,55,65,-0.18
28,0,48081,Xander Schauffele,84.62%,44,52,-0.36
30,0,26476,Chez Reavie,84.34%,70,83,-0.26
31,0,39997,Corey Conners,84.09%,74,88,-0.41
31,0,27963,Chris Stroud,84.09%,37,44,-0.32
33,0,40162,Justin Lower,84.00%,63,75,-0.38
34,0,39954,Cody Gribble,83.93%,47,56,-0.30
35,0,25900,Lucas Glover,83.84%,83,99,-0.37
36,0,33413,Ben Martin,83.78%,62,74,-0.35
