RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,32366,Kevin Chappell,62.07%,216,348
2,0,27129,Luke List,61.65%,389,631
3,0,49453,Trevor Cone,60.94%,323,530
4,0,31577,Tano Goya,60.91%,293,481
5,0,39954,Cody Gribble,60.78%,234,385
6,0,36724,Augusto Núñez,60.66%,313,516
7,0,45242,Kevin Yu,60.26%,229,380
8,0,58696,Peter Kuest,59.76%,150,251
9,0,46046,Scottie Scheffler,59.27%,275,464
10,0,24140,Sean O'Hair,59.19%,161,272
11,0,52955,Ludvig Åberg,58.92%,142,241
12,0,52453,Nicolai Hojgaard,58.54%,185,316
13,0,52411,Kyle Westmoreland,58.16%,335,576
14,0,39067,MJ Daffue,58.12%,347,597
15,0,36799,Stephan Jaeger,57.92%,413,713
16,0,54783,Dylan Wu,57.83%,336,581
17,0,56630,Akshay Bhatia,57.82%,244,422
18,0,51414,Brent Grant,57.75%,246,426
19,0,39335,Kevin Roy,57.73%,254,440
20,0,32448,James Hahn,57.51%,226,393
21,0,48867,Matti Schmid,57.47%,254,442
22,0,55893,Sam Stevens,57.38%,373,650
23,0,28775,Nate Lashley,57.34%,336,586
24,0,25686,Jason Dufner,57.12%,305,534
25,0,56762,Will Gordon,57.02%,337,591
26,0,27963,Chris Stroud,56.96%,180,316
27,0,49766,Hank Lebioda,56.86%,199,350
28,0,53165,Doc Redman,56.83%,233,410
29,0,35461,Beau Hossler,56.74%,366,645
30,0,32333,Kevin Tway,56.67%,378,667
31,0,29535,Brice Garnett,56.47%,240,425
32,0,46340,Alex Smalley,56.41%,361,640
33,0,32791,K.H. Lee,56.33%,338,600
34,0,22056,Cameron Percy,56.30%,192,341
35,0,39324,J.J. Spaun,56.29%,291,517
36,0,51491,Brandon Matthews,56.25%,243,432
37,0,52513,Carson Young,56.21%,267,475
38,0,34255,Joseph Bramlett,56.20%,299,532
39,0,27554,Scott Harrington,56.17%,296,527
40,0,46970,Jon Rahm,56.09%,235,419
41,0,34431,Robert Streb,56.06%,273,487
42,0,40250,Taylor Pendrith,56.05%,343,612
43,0,33413,Ben Martin,55.97%,300,536
44,0,23108,Matt Kuchar,55.77%,261,468
45,0,28420,Ryan Brehm,55.70%,342,614
46,0,58967,Trevor Werbylo,55.56%,310,558
47,0,33122,Russell Knox,55.41%,328,592
47,0,36871,Matt NeSmith,55.41%,287,518
49,0,47591,Eric Cole,55.39%,442,798
49,0,39997,Corey Conners,55.39%,257,464
51,0,48699,Callum Tarren,55.38%,376,679
52,0,35310,Lanto Griffin,55.36%,160,289
53,0,47988,Nick Hardy,55.35%,388,701
54,0,35450,Patrick Cantlay,55.33%,192,347
55,0,39975,Michael Kim,55.32%,307,555
56,0,54591,Ben Griffin,55.31%,401,725
57,0,28252,Seamus Power,55.27%,262,474
58,0,29908,C.T. Pan,55.21%,159,288
59,0,57362,Austin Eckroat,55.19%,266,482
60,0,52375,Doug Ghim,55.16%,230,417
61,0,51766,Wyndham Clark,55.13%,349,633
62,0,59018,Ryan Gerard,54.96%,194,353
63,0,30163,Henrik Norlander,54.89%,264,481
64,0,48084,Wesley Bryan,54.87%,169,308
65,0,32816,Satoshi Kodaira,54.76%,138,252
66,0,34563,Chesson Hadley,54.64%,300,549
66,0,12716,Charley Hoffman,54.64%,271,496
68,0,24925,Jonathan Byrd,54.63%,177,324
68,0,52372,Cameron Champ,54.63%,236,432
68,0,24502,Adam Scott,54.63%,242,443
71,0,31323,Gary Woodland,54.51%,260,477
72,0,51890,Greyson Sigg,54.34%,307,565
73,0,55708,Hayden Buckley,54.30%,221,407
73,0,40006,Erik van Rooyen,54.30%,246,453
75,0,25900,Lucas Glover,54.25%,236,435
76,0,45609,Tyler Duncan,54.21%,232,428
76,0,40162,Justin Lower,54.21%,335,618
78,0,28237,Rory McIlroy,54.20%,226,417
79,0,20229,Stewart Cink,54.18%,285,526
80,0,34363,Tyrrell Hatton,54.09%,238,440
81,0,49298,Kramer Hickok,53.94%,267,495
82,0,47347,Adam Schenk,53.79%,397,738
83,0,19803,Ryan Armour,53.66%,198,369
84,0,36326,David Lipsky,53.54%,280,523
85,0,27974,Sung Kang,53.50%,176,329
86,0,55454,Carl Yuan,53.47%,285,533
87,0,35879,Kelly Kraft,53.35%,223,418
88,0,23320,Ryan Palmer,53.33%,224,420
89,0,33597,Harry Higgs,53.32%,289,542
89,0,51070,Vincent Norrman,53.32%,265,497
91,0,34610,Matthias Schwab,53.26%,294,552
92,0,51349,Nico Echavarria,53.21%,232,436
93,0,26596,Ryan Moore,53.18%,184,346
93,0,49771,J.T. Poston,53.18%,293,551
95,0,40115,Adam Svensson,53.17%,327,615
96,0,36801,Mark Hubbard,53.12%,332,625
97,0,47079,Harrison Endycott,53.10%,248,467
98,0,46414,Aaron Rai,53.07%,242,456
99,0,34256,Andrew Putnam,53.03%,289,545
100,0,32662,Michael Gligic,53.01%,255,481
100,0,33448,Justin Thomas,53.01%,238,449
102,0,45157,Cam Davis,52.93%,298,563
