RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,46046,Scottie Scheffler,80.32%,200,249,-0.21
2,0,46970,Jon Rahm,79.58%,152,191,-0.26
3,0,55182,Tom Kim,79.31%,161,203,-0.25
4,0,34256,Andrew Putnam,79.17%,209,264,-0.22
5,0,34098,Russell Henley,78.93%,191,242,-0.28
6,0,29725,Tony Finau,77.63%,177,228,-0.24
7,0,30163,Henrik Norlander,77.18%,159,206,-0.20
8,0,30926,Chris Kirk,77.11%,192,249,-0.26
9,0,32816,Satoshi Kodaira,76.92%,90,117,-0.21
10,0,46414,Aaron Rai,76.78%,205,267,-0.20
11,0,29908,C.T. Pan,76.61%,95,124,-0.22
12,0,33122,Russell Knox,76.41%,217,284,-0.22
13,0,52453,Nicolai Hojgaard,76.40%,68,89,-0.28
14,0,31202,William McGirt,76.03%,92,121,-0.26
15,0,25900,Lucas Glover,75.70%,190,251,-0.22
16,0,57366,Cameron Young,75.56%,170,225,-0.21
17,0,26596,Ryan Moore,75.38%,147,195,-0.26
18,0,48867,Matti Schmid,75.29%,131,174,-0.19
19,0,29535,Brice Garnett,75.23%,161,214,-0.18
20,0,53165,Doc Redman,75.12%,151,201,-0.11
21,0,36801,Mark Hubbard,74.90%,191,255,-0.25
22,0,27963,Chris Stroud,74.81%,101,135,-0.14
23,0,36799,Stephan Jaeger,74.78%,258,345,-0.22
24,0,39997,Corey Conners,74.77%,160,214,-0.23
25,0,33204,Shane Lowry,74.73%,136,182,-0.22
25,0,33448,Justin Thomas,74.73%,136,182,-0.21
27,0,47993,Denny McCarthy,74.65%,215,288,-0.23
28,0,47988,Nick Hardy,74.48%,216,290,-0.24
29,0,49960,Sepp Straka,74.31%,188,253,-0.29
30,0,45522,Christiaan Bezuidenhout,74.29%,182,245,-0.25
31,0,52513,Carson Young,74.18%,181,244,-0.22
32,0,32448,James Hahn,74.14%,172,232,-0.21
33,0,31577,Tano Goya,74.07%,160,216,-0.25
33,0,24140,Sean O'Hair,74.07%,80,108,-0.15
35,0,54783,Dylan Wu,74.06%,197,266,-0.24
36,0,40250,Taylor Pendrith,73.91%,187,253,-0.14
37,0,31560,Brian Stuard,73.83%,110,149,-0.25
38,0,34363,Tyrrell Hatton,73.74%,132,179,-0.28
39,0,52375,Doug Ghim,73.61%,159,216,-0.20
40,0,50525,Collin Morikawa,73.60%,145,197,-0.22
41,0,34076,Joel Dahmen,73.54%,164,223,-0.13
42,0,48699,Callum Tarren,73.33%,165,225,-0.21
43,0,51890,Greyson Sigg,73.31%,228,311,-0.23
44,0,39977,Max Homa,73.27%,159,217,-0.33
45,0,25686,Jason Dufner,73.09%,163,223,-0.18
46,0,40115,Adam Svensson,72.84%,228,313,-0.22
47,0,36871,Matt NeSmith,72.69%,181,249,-0.22
48,0,27936,Martin Laird,72.60%,151,208,-0.23
49,0,49766,Hank Lebioda,72.58%,90,124,-0.18
50,0,54591,Ben Griffin,72.56%,193,266,-0.22
51,0,29289,S.Y. Noh,72.54%,103,142,-0.29
52,0,28775,Nate Lashley,72.53%,198,273,-0.17
53,0,27974,Sung Kang,72.45%,71,98,-0.20
54,0,46340,Alex Smalley,72.31%,222,307,-0.23
55,0,52955,Ludvig Åberg,72.27%,86,119,-0.23
56,0,49771,J.T. Poston,72.22%,195,270,-0.31
57,0,45157,Cam Davis,72.10%,168,233,-0.20
58,0,56762,Will Gordon,72.01%,211,293,-0.19
59,0,39324,J.J. Spaun,71.89%,179,249,-0.17
60,0,28252,Seamus Power,71.77%,150,209,-0.24
61,0,22371,Aaron Baddeley,71.59%,126,176,-0.29
61,0,47079,Harrison Endycott,71.59%,126,176,-0.21
63,0,39546,Keith Mitchell,71.50%,143,200,-0.17
64,0,36326,David Lipsky,71.48%,183,256,-0.25
65,0,49298,Kramer Hickok,71.43%,175,245,-0.14
66,0,50095,Austin Smotherman,71.37%,187,262,-0.22
67,0,39975,Michael Kim,71.36%,152,213,-0.21
68,0,29420,Billy Horschel,71.33%,102,143,-0.19
69,0,45609,Tyler Duncan,71.32%,184,258,-0.21
70,0,34563,Chesson Hadley,71.15%,180,253,-0.27
71,0,57362,Austin Eckroat,71.07%,140,197,-0.19
72,0,40058,Zac Blair,71.01%,120,169,-0.22
73,0,19803,Ryan Armour,71.00%,142,200,-0.22
73,0,23108,Matt Kuchar,71.00%,164,231,-0.14
75,0,47347,Adam Schenk,70.97%,242,341,-0.21
76,0,32102,Rickie Fowler,70.90%,190,268,-0.21
77,0,47591,Eric Cole,70.85%,226,319,-0.23
78,0,31323,Gary Woodland,70.81%,148,209,-0.15
79,0,31557,Jim Herman,70.73%,145,205,-0.19
80,0,34099,Harris English,70.70%,181,256,-0.21
81,0,55708,Hayden Buckley,70.68%,135,191,-0.27
82,0,35450,Patrick Cantlay,70.67%,147,208,-0.24
83,0,56630,Akshay Bhatia,70.62%,125,177,-0.23
84,0,35879,Kelly Kraft,70.54%,158,224,-0.20
85,0,28089,Jason Day,70.48%,148,210,-0.30
86,0,27644,Brian Harman,70.40%,157,223,-0.22
87,0,33399,Adam Hadwin,70.39%,164,233,-0.33
88,0,37275,Sam Ryder,70.36%,178,253,-0.29
89,0,46435,Austin Cook,70.25%,111,158,-0.14
90,0,23320,Ryan Palmer,70.10%,136,194,-0.17
91,0,49453,Trevor Cone,70.06%,117,167,-0.12
92,0,30911,Tommy Fleetwood,69.95%,128,183,-0.28
93,0,57975,Harry Hall,69.91%,151,216,-0.25
94,0,35310,Lanto Griffin,69.84%,88,126,-0.17
95,0,35532,Tom Hoge,69.71%,191,274,-0.28
95,0,32791,K.H. Lee,69.71%,168,241,-0.14
97,0,33141,Keegan Bradley,69.51%,155,223,-0.35
