RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,01943,Chris Perry,23.00,23,1
2,0,01706,Davis Love III,24.00,24,1
2,0,02206,David Toms,24.00,24,1
4,0,23621,Rory Sabbatini,24.50,49,2
5,0,23125,Brad Elder,25.00,25,1
5,0,10809,Jim Furyk,25.00,25,1
5,0,06515,Shaun Micheel,25.00,25,1
5,0,02218,Ted Tryba,25.00,50,2
9,0,01320,Bob Estes,25.50,51,2
10,0,01374,Robin Freeman,26.00,52,2
10,0,06514,Kevin Johnson,26.00,26,1
10,0,06012,Greg Kraft,26.00,26,1
10,0,21949,Joe Ogilvie,26.00,52,2
10,0,02101,Joey Sindelar,26.00,26,1
10,0,02279,Mark Wiebe,26.00,26,1
16,0,01619,Skip Kendall,26.50,53,2
16,0,12753,David Morland IV,26.50,53,2
18,0,21633,Steve Allan,27.00,27,1
18,0,20098,Stuart Appleby,27.00,54,2
18,0,12652,Cameron Beckman,27.00,54,2
18,0,01161,Mark Calcavecchia,27.00,27,1
18,0,06621,Joe Durant,27.00,27,1
18,0,09011,David Duval,27.00,27,1
18,0,01381,Fred Funk,27.00,54,2
18,0,01388,Robert Gamez,27.00,27,1
18,0,10201,Matt Gogel,27.00,27,1
18,0,21961,Charles Howell III,27.00,27,1
18,0,06573,Brandt Jobe,27.00,27,1
18,0,07547,Craig Kanada,27.00,27,1
18,0,06332,Neal Lancaster,27.00,27,1
18,0,01685,J.L. Lewis,27.00,27,1
18,0,01945,Kenny Perry,27.00,27,1
18,0,02010,Loren Roberts,27.00,27,1
18,0,06527,Steve Stricker,27.00,27,1
18,0,02245,Grant Waite,27.00,27,1
36,0,10885,Robert Allenby,27.50,55,2
36,0,01766,Billy Mayfair,27.50,55,2
36,0,02223,Bob Tway,27.50,55,2
39,0,23614,Rich Beem,28.00,28,1
39,0,01098,Jay Don Blake,28.00,56,2
39,0,01132,Mark Brooks,28.00,28,1
39,0,01203,Russ Cochran,28.00,56,2
39,0,01219,John Cook,28.00,56,2
39,0,01226,Fred Couples,28.00,56,2
39,0,08931,Glen Day,28.00,56,2
39,0,06251,Chris DiMarco,28.00,28,1
39,0,01307,Joel Edwards,28.00,28,1
39,0,21805,Harrison Frazar,28.00,28,1
39,0,01378,David Frost,28.00,28,1
39,0,19846,Brian Gay,28.00,28,1
39,0,12645,Brent Geiberger,28.00,28,1
39,0,20574,Mathew Goggin,28.00,28,1
39,0,01457,Jay Haas,28.00,28,1
39,0,10565,Ian Leggatt,28.00,28,1
39,0,10860,Justin Leonard,28.00,56,2
39,0,11032,Frank Lickliter II,28.00,28,1
39,0,01724,Jeff Maggert,28.00,56,2
39,0,12680,Shigeki Maruyama,28.00,28,1
39,0,01771,Blaine McCallister,28.00,28,1
39,0,06373,José María Olazábal,28.00,28,1
39,0,20127,Chris Riley,28.00,28,1
39,0,06595,Kevin Sutherland,28.00,56,2
39,0,02214,Kirk Triplett,28.00,56,2
39,0,20436,Garrett Willis,28.00,28,1
65,0,22892,Jason Gore,28.50,57,2
65,0,10585,Scott McCarron,28.50,57,2
65,0,02239,Scott Verplank,28.50,57,2
65,0,08057,Brian Wilson,28.50,57,2
69,0,07867,Woody Austin,29.00,29,1
69,0,20593,Greg Chalmers,29.00,58,2
69,0,01329,Brad Faxon,29.00,29,1
69,0,06643,Paul Goydos,29.00,29,1
69,0,06617,Brian Henninger,29.00,29,1
69,0,01677,Tom Lehman,29.00,29,1
69,0,02104,Jeff Sluman,29.00,29,1
69,0,08375,Paul Stankowski,29.00,58,2
69,0,02170,Hal Sutton,29.00,29,1
69,0,20566,Kaname Yokoo,29.00,29,1
79,0,19881,Robert Damron,29.50,59,2
79,0,01577,Lee Janzen,29.50,59,2
81,0,01139,Olin Browne,30.00,60,2
81,0,20229,Stewart Cink,30.00,30,1
81,0,07457,Steve Flesch,30.00,30,1
81,0,01475,Donnie Hammond,30.00,30,1
81,0,01487,Jeff Hart,30.00,30,1
81,0,20094,Jonathan Kaye,30.00,60,2
81,0,08075,Jerry Kelly,30.00,30,1
81,0,08339,Spike McRoy,30.00,30,1
81,0,19817,Michael Muehr,30.00,30,1
81,0,01920,Craig Parry,30.00,30,1
81,0,20095,Carl Paulson,30.00,30,1
81,0,02099,Scott Simpson,30.00,30,1
93,0,22122,Andrew McLardy,30.50,61,2
94,0,01042,Paul Azinger,31.00,31,1
94,0,06809,Bob Burns,31.00,31,1
94,0,01175,Jim Carter,31.00,31,1
94,0,19972,José Coceres,31.00,31,1
94,0,01249,John Daly,31.00,31,1
94,0,23353,J.J. Henry,31.00,31,1
94,0,06315,Pete Jordan,31.00,31,1
94,0,01938,David Peoples,31.00,31,1
94,0,01941,Tom Pernice Jr.,31.00,62,2
103,0,06004,Stephen Ames,31.50,63,2
104,0,08881,Tripp Isenhour,32.00,32,1
104,0,01723,Andrew Magee,32.00,32,1
104,0,12660,Jesper Parnevik,32.00,32,1
107,0,06350,Bob May,33.00,33,1
107,0,02106,Chris Smith,33.00,33,1
109,0,01014,Fulton Allem,34.00,34,1
109,0,01024,Billy Andrade,34.00,34,1
109,0,01157,Tom Byrum,34.00,34,1
