RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,21528,Henrik Stenson,2,1,1
2,0,34265,Will Wilcox,6,2,4
3,0,31557,Jim Herman,11,9,2
4,0,25364,Paul Casey,13,8,5
4,0,22405,Justin Rose,13,4,9
6,0,25900,Lucas Glover,21,11,10
7,0,27436,Graham DeLaet,27,5,22
8,0,24502,Adam Scott,31,15,16
9,0,32839,Hideki Matsuyama,33,12,21
10,0,29420,Billy Horschel,36,18,18
11,0,30946,Alex Prugh,40,29,11
11,0,26476,Chez Reavie,40,25,15
13,0,27214,Kevin Streelman,41,16,25
14,0,40026,Daniel Berger,48,18,30
15,0,25198,Francesco Molinari,49,43,6
15,0,34264,Hudson Swafford,49,10,39
17,0,29518,Brendan Steele,56,16,40
18,0,25686,Jason Dufner,58,34,24
19,0,36689,Brooks Koepka,59,42,17
19,0,33418,Shawn Stefani,59,27,32
21,0,33141,Keegan Bradley,63,3,60
21,0,25804,Bubba Watson,63,44,19
23,0,33122,Russell Knox,65,58,7
24,0,28089,Jason Day,67,60,7
25,0,33448,Justin Thomas,68,41,27
26,0,28780,Nicholas Thompson,69,33,36
27,0,35541,John Peterson,72,31,41
28,0,29221,Webb Simpson,73,20,53
29,0,24924,Bill Haas,75,44,31
30,0,34098,Russell Henley,76,7,69
30,0,34431,Robert Streb,76,53,23
32,0,26329,Louis Oosthuizen,77,34,43
33,0,01706,Davis Love III,78,14,64
34,0,10809,Jim Furyk,80,66,14
35,0,22892,Jason Gore,81,20,61
36,0,24024,Zach Johnson,86,49,37
37,0,27466,Spencer Levin,89,44,45
38,0,33413,Ben Martin,90,56,34
38,0,20645,John Senden,90,22,68
40,0,26951,Johnson Wagner,92,66,26
41,0,21209,Sergio Garcia,93,34,59
42,0,26289,Boo Weekley,94,39,55
43,0,37273,Derek Ernst,100,12,88
43,0,27933,John Merrick,100,44,56
45,0,34046,Jordan Spieth,101,52,49
46,0,23353,J.J. Henry,102,89,13
47,0,24507,Jason Bohn,108,80,28
48,0,12510,Chad Campbell,109,74,35
48,0,20691,Greg Owen,109,89,20
50,0,33667,Carlos Ortiz,112,38,74
51,0,27095,Nick Watney,119,53,66
52,0,36699,Patrick Rodgers,121,44,77
52,0,20396,Lee Westwood,121,32,89
54,0,24925,Jonathan Byrd,122,57,65
55,0,32334,Charlie Beljan,123,6,117
56,0,28486,Michael Putnam,124,112,12
57,0,23548,Bill Lunde,126,93,33
58,0,32102,Rickie Fowler,128,22,106
59,0,29478,Kevin Kisner,129,34,95
59,0,30944,Jason Kokrak,129,62,67
59,0,24361,Pat Perez,129,81,48
62,0,32366,Kevin Chappell,130,27,103
63,0,30925,Dustin Johnson,132,62,70
64,0,23320,Ryan Palmer,133,58,75
65,0,33399,Adam Hadwin,134,49,85
66,0,20229,Stewart Cink,135,132,3
67,0,34099,Harris English,139,69,70
67,0,29725,Tony Finau,139,82,57
67,0,31202,William McGirt,139,89,50
70,0,23638,Brendon de Jonge,140,78,62
71,0,28500,Martin Flores,142,101,41
72,0,27936,Martin Laird,145,51,94
73,0,27644,Brian Harman,147,66,81
73,0,30711,Colt Knost,147,84,63
75,0,25818,Scott Piercy,149,69,80
76,0,21961,Charles Howell III,150,112,38
76,0,31323,Gary Woodland,150,71,79
78,0,29223,Sam Saunders,151,26,125
79,0,26331,Charl Schwartzel,152,24,128
80,0,20771,Steven Alker,159,75,84
81,0,32448,James Hahn,160,62,98
81,0,34409,David Lingmerth,160,30,130
