RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,01876,Greg Norman,34.57,2178,63
2,0,02321,Fuzzy Zoeller,34.67,2531,73
3,0,01690,Bruce Lietzke,34.69,2047,59
4,0,01677,Tom Lehman,34.79,2818,81
4,0,01783,Mark McCumber,34.79,2644,76
6,0,01320,Bob Estes,34.81,3307,95
7,0,01810,Phil Mickelson,34.83,2264,65
8,0,01837,Gil Morgan,34.85,2265,65
9,0,01201,Lennie Clements,34.93,2934,84
10,0,02010,Loren Roberts,34.94,2690,77
11,0,01226,Fred Couples,34.98,1784,51
12,0,01418,Bill Glasson,34.99,2624,75
12,0,02135,Mike Standly,34.99,3254,93
14,0,01060,Dave Barr,35.04,3294,94
15,0,01378,David Frost,35.05,2734,78
15,0,06128,Steve Lamontagne,35.05,2769,79
17,0,01527,Scott Hoch,35.11,3300,94
18,0,01968,Nick Price,35.13,2108,60
19,0,01475,Donnie Hammond,35.14,2917,83
20,0,01219,John Cook,35.18,2814,80
21,0,01457,Jay Haas,35.19,3589,102
21,0,01559,Hale Irwin,35.19,2604,74
23,0,01161,Mark Calcavecchia,35.20,2957,84
23,0,02159,Curtis Strange,35.20,2922,83
25,0,01928,Corey Pavin,35.21,2394,68
26,0,01024,Billy Andrade,35.22,3064,87
26,0,02214,Kirk Triplett,35.22,3170,90
28,0,01266,Clark Dennis,35.23,3453,98
28,0,01945,Kenny Perry,35.23,3488,99
28,0,02239,Scott Verplank,35.23,2255,64
31,0,01098,Jay Don Blake,35.24,3066,87
32,0,01306,David Edwards,35.26,2891,82
33,0,06809,Bob Burns,35.28,2434,69
34,0,01132,Mark Brooks,35.29,3952,112
34,0,01633,Tom Kite,35.29,2753,78
36,0,02267,D.A. Weibring,35.30,2224,63
37,0,01553,John Huston,35.33,2968,84
38,0,01196,Brian Claar,35.34,3499,99
38,0,01920,Craig Parry,35.34,2191,62
38,0,02170,Hal Sutton,35.34,3428,97
41,0,01143,Brad Bryant,35.35,3853,109
41,0,01771,Blaine McCallister,35.35,3358,95
43,0,01329,Brad Faxon,35.37,3254,92
44,0,01569,Peter Jacobsen,35.40,2407,68
45,0,01824,Yoshinori Mizumaki,35.41,2160,61
45,0,02206,David Toms,35.41,3258,92
47,0,01468,Gary Hallberg,35.42,2763,78
47,0,01724,Jeff Maggert,35.42,3117,88
47,0,02133,Craig Stadler,35.42,2444,69
47,0,06527,Steve Stricker,35.42,3294,93
51,0,01235,Ben Crenshaw,35.43,3047,86
51,0,01975,Tom Purtzer,35.43,2409,68
53,0,01330,David Feherty,35.44,2410,68
54,0,01203,Russ Cochran,35.45,3332,94
54,0,07235,John Morse,35.45,2694,76
54,0,06567,Vijay Singh,35.45,2375,67
57,0,01971,Dillard Pruitt,35.47,3121,88
58,0,01093,Ronnie Black,35.49,2839,80
58,0,01156,Curt Byrum,35.49,2875,81
58,0,08931,Glen Day,35.49,3336,94
58,0,01331,Rick Fehr,35.49,2733,77
58,0,06332,Neal Lancaster,35.49,3372,95
58,0,01823,Larry Mize,35.49,2662,75
64,0,01701,Bob Lohr,35.50,3124,88
64,0,02067,Ted Schulz,35.50,2769,78
64,0,02256,Tom Watson,35.50,1917,54
67,0,01072,Chip Beck,35.51,3054,86
68,0,01707,Steve Lowery,35.52,3339,94
69,0,10809,Jim Furyk,35.53,3375,95
70,0,01414,Bob Gilder,35.54,2914,82
70,0,01549,Mike Hulbert,35.54,3661,103
70,0,01905,Joe Ozaki,35.54,2168,61
70,0,12660,Jesper Parnevik,35.54,1990,56
74,0,01381,Fred Funk,35.55,3733,105
74,0,02049,Gene Sauers,35.55,2915,82
74,0,02225,Howard Twitty,35.55,3128,88
74,0,02241,Bobby Wadkins,35.55,2382,67
78,0,06034,Marco Dawson,35.56,3023,85
79,0,01723,Andrew Magee,35.57,3166,89
79,0,02100,Tim Simpson,35.57,3237,91
79,0,02131,Mike Springer,35.57,2988,84
82,0,01261,Jay Delsing,35.58,3131,88
82,0,01282,Trevor Dodds,35.58,2811,79
82,0,02223,Bob Tway,35.58,2846,80
85,0,06609,Rob Boldt,35.59,2100,59
86,0,01385,Jim Gallagher Jr.,35.61,2956,83
86,0,02099,Scott Simpson,35.61,2493,70
88,0,08375,Paul Stankowski,35.62,2743,77
89,0,01510,Nolan Henke,35.63,2815,79
89,0,01891,David Ogrin,35.63,3207,90
91,0,01288,Ed Dougherty,35.64,3493,98
91,0,01887,Mark O'Meara,35.64,3243,91
91,0,07101,Dave Stockton Jr.,35.64,3208,90
94,0,06020,Steve Brodie,35.65,3030,85
94,0,01313,Steve Elkington,35.65,2210,62
94,0,01361,Dan Forsman,35.65,2424,68
94,0,06012,Greg Kraft,35.65,3066,86
94,0,06657,Steve Rintoul,35.65,2852,80
94,0,02033,Dave Rummells,35.65,3565,100
94,0,06577,John Wilson,35.65,2995,84
101,0,01495,Morris Hatalsky,35.66,2710,76
101,0,06315,Pete Jordan,35.66,3138,88
101,0,01927,Dennis Paulson,35.66,2746,77
104,0,06197,Michael Allen,35.67,3496,98
104,0,01374,Robin Freeman,35.67,3246,91
104,0,01890,Brett Ogle,35.67,2069,58
107,0,01577,Lee Janzen,35.69,3141,88
107,0,01706,Davis Love III,35.69,3248,91
107,0,02190,Doug Tewell,35.69,2998,84
110,0,06617,Brian Henninger,35.70,2463,69
110,0,01996,Mike Reid,35.70,2392,67
112,0,06214,Guy Boros,35.72,3322,93
113,0,01766,Billy Mayfair,35.74,3538,99
114,0,01682,Wayne Levi,35.75,2967,83
115,0,06643,Paul Goydos,35.76,3719,104
115,0,02146,Payne Stewart,35.76,2718,76
117,0,01926,Steve Pate,35.77,3327,93
117,0,01938,David Peoples,35.77,3148,88
119,0,06575,Dudley Hart,35.78,2898,81
119,0,01864,Larry Nelson,35.78,1968,55
119,0,02101,Joey Sindelar,35.78,2326,65
119,0,02104,Jeff Sluman,35.78,3292,92
123,0,06078,Esteban Toledo,35.79,2792,78
124,0,01116,Michael Bradley,35.80,3186,89
124,0,01388,Robert Gamez,35.80,2721,76
126,0,01755,Dick Mast,35.82,3009,84
126,0,02218,Ted Tryba,35.82,3869,108
128,0,01444,Ken Green,35.83,3081,86
129,0,01607,Brian Kamm,35.84,3369,94
130,0,01185,Brandel Chamblee,35.85,3083,86
130,0,01353,Bruce Fleisher,35.85,2940,82
130,0,06090,Jim McGovern,35.85,3406,95
130,0,06791,Mark Wurtz,35.85,2904,81
134,0,06088,Steve Gotsche,35.86,2008,56
134,0,06140,Sean Murphy,35.86,3048,85
134,0,02167,Mike Sullivan,35.86,2546,71
134,0,02246,Duffy Waldorf,35.86,2869,80
138,0,01129,Bill Britton,35.88,2440,68
138,0,02230,Stan Utley,35.88,2619,73
140,0,07569,Mark Carnevale,35.90,3087,86
141,0,06251,Chris DiMarco,35.91,3088,86
141,0,02201,Jim Thorpe,35.91,2729,76
143,0,12663,Phil Tataurangi,35.92,2371,66
143,0,02322,Richard Zokol,35.92,2658,74
145,0,01307,Joel Edwards,35.93,3054,85
145,0,01748,Doug Martin,35.93,2910,81
147,0,02294,Willie Wood,35.94,2767,77
148,0,06589,Jeff Woodland,35.96,2985,83
149,0,01408,Kelly Gibson,35.97,3345,93
150,0,01435,Wayne Grady,35.98,2015,56
151,0,01139,Olin Browne,35.99,3275,91
152,0,01557,John Inman,36.03,3639,101
153,0,01629,Eddie Kirby,36.04,1874,52
153,0,02007,Larry Rinker,36.04,2667,74
155,0,01014,Fulton Allem,36.05,2956,82
155,0,06016,Brad Lardon,36.05,1983,55
155,0,10213,Dicky Pride,36.05,2668,74
158,0,08337,Mike Heinen,36.06,2849,79
159,0,01006,John Adams,36.11,2925,81
160,0,01200,Keith Clearwater,36.12,3215,89
160,0,01550,Ed Humenik,36.12,3215,89
162,0,02090,Tom Sieckmann,36.13,2854,79
163,0,02095,Larry Silveira,36.14,2783,77
164,0,01725,John Mahaffey,36.17,2713,75
164,0,02245,Grant Waite,36.17,2532,70
166,0,01648,Billy Kratzert,36.26,2502,69
166,0,06062,Charles Raulerson,36.26,2248,62
168,0,01096,Phil Blackmar,36.27,2430,67
168,0,02303,Robert Wrenn,36.27,1886,52
170,0,01986,Joey Rassett,36.28,2576,71
170,0,06591,Rocky Walcher,36.28,2322,64
172,0,06058,John Flannery,36.29,3411,94
173,0,02242,Lanny Wadkins,36.30,2432,67
174,0,06350,Bob May,36.31,2832,78
175,0,12661,Todd Barranger,36.37,2437,67
176,0,01392,Tom Garner,36.43,2040,56
177,0,07781,Ty Armstrong,36.54,2156,59
178,0,01133,Billy Ray Brown,36.55,2047,56
179,0,02224,Greg Twiggs,36.81,2356,64
