RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,30925,Dustin Johnson,4.70,348,74
2,0,22405,Justin Rose,4.53,299,66
3,0,46970,Jon Rahm,4.44,293,66
4,0,33448,Justin Thomas,4.34,356,82
5,0,30911,Tommy Fleetwood,4.32,285,66
6,0,01810,Phil Mickelson,4.31,375,87
7,0,47959,Bryson DeChambeau,4.20,391,93
8,0,36689,Brooks Koepka,4.19,260,62
9,0,28089,Jason Day,4.18,284,68
10,0,34046,Jordan Spieth,4.16,316,76
11,0,29725,Tony Finau,4.13,405,98
12,0,49964,Aaron Wise,4.11,362,88
13,0,39546,Keith Mitchell,4.09,397,97
14,0,24846,Ricky Barnes,4.07,240,59
15,0,08793,Tiger Woods,4.03,274,68
16,0,29223,Sam Saunders,4.01,297,74
17,0,32102,Rickie Fowler,4.00,296,74
17,0,28237,Rory McIlroy,4.00,244,61
19,0,26851,Marc Leishman,3.96,356,90
19,0,34213,Grayson Murray,3.96,285,72
21,0,34563,Chesson Hadley,3.94,390,99
21,0,35421,Brandon Harkins,3.94,374,95
21,0,32839,Hideki Matsuyama,3.94,284,72
21,0,23320,Ryan Palmer,3.94,248,63
25,0,46435,Austin Cook,3.92,419,107
25,0,46501,Ollie Schniederjans,3.92,341,87
27,0,29420,Billy Horschel,3.91,321,82
27,0,50526,Tom Lovelady,3.91,317,81
27,0,25396,Kevin Na,3.91,336,86
27,0,39324,J.J. Spaun,3.91,309,79
27,0,23325,Vaughn Taylor,3.91,309,79
32,0,31646,Emiliano Grillo,3.89,358,92
32,0,27936,Martin Laird,3.89,253,65
34,0,30944,Jason Kokrak,3.88,384,99
35,0,24024,Zach Johnson,3.86,336,87
35,0,27129,Luke List,3.86,367,95
37,0,24361,Pat Perez,3.85,289,75
38,0,37275,Sam Ryder,3.84,307,80
39,0,35450,Patrick Cantlay,3.83,306,80
39,0,29926,Danny Lee,3.83,329,86
39,0,24781,Hunter Mahan,3.83,241,63
39,0,46601,Trey Mullinax,3.83,264,69
43,0,19846,Brian Gay,3.82,386,101
43,0,30110,Kyle Stanley,3.82,336,88
45,0,29268,Bronson Burgoon,3.81,263,69
