RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,30925,Dustin Johnson,22.52,184,817
2,0,22405,Justin Rose,21.17,152,718
3,0,49964,Aaron Wise,20.54,197,959
4,0,33448,Justin Thomas,20.48,188,918
5,0,46970,Jon Rahm,20.08,146,727
6,0,01810,Phil Mickelson,20.06,192,957
7,0,30911,Tommy Fleetwood,20.05,148,738
8,0,36689,Brooks Koepka,19.80,141,712
9,0,28237,Rory McIlroy,19.77,135,683
10,0,28089,Jason Day,19.60,146,745
11,0,08793,Tiger Woods,19.50,147,754
12,0,29725,Tony Finau,19.42,209,1076
12,0,24024,Zach Johnson,19.42,186,958
14,0,32839,Hideki Matsuyama,19.40,154,794
15,0,47959,Bryson DeChambeau,19.26,198,1028
16,0,27644,Brian Harman,19.15,193,1008
17,0,46501,Ollie Schniederjans,19.05,181,950
18,0,23320,Ryan Palmer,18.92,130,687
19,0,50526,Tom Lovelady,18.86,165,875
20,0,24781,Hunter Mahan,18.85,125,663
21,0,27958,Ryan Blaum,18.83,161,855
22,0,25396,Kevin Na,18.82,179,951
23,0,34046,Jordan Spieth,18.77,159,847
24,0,29221,Webb Simpson,18.73,194,1036
25,0,24358,Robert Garrigus,18.67,151,809
26,0,34360,Patrick Reed,18.65,174,933
27,0,35421,Brandon Harkins,18.62,192,1031
28,0,26476,Chez Reavie,18.58,173,931
29,0,34409,David Lingmerth,18.57,156,840
30,0,37454,Whee Kim,18.53,176,950
30,0,29926,Danny Lee,18.53,171,923
32,0,32102,Rickie Fowler,18.51,154,832
33,0,34213,Grayson Murray,18.46,139,753
34,0,39546,Keith Mitchell,18.41,195,1059
35,0,25198,Francesco Molinari,18.37,144,784
36,0,32366,Kevin Chappell,18.36,150,817
37,0,35532,Tom Hoge,18.35,185,1008
38,0,39324,J.J. Spaun,18.26,160,876
39,0,34563,Chesson Hadley,18.25,196,1074
40,0,27095,Nick Watney,18.23,177,971
41,0,30110,Kyle Stanley,18.17,177,974
42,0,29908,C.T. Pan,18.16,196,1079
43,0,26300,Matt Jones,18.11,123,679
43,0,25818,Scott Piercy,18.11,159,878
45,0,40009,Dominic Bozzelli,18.09,129,713
45,0,30926,Chris Kirk,18.09,206,1139
47,0,27936,Martin Laird,18.05,126,698
48,0,49771,J.T. Poston,18.03,139,771
49,0,31323,Gary Woodland,17.94,181,1009
50,0,34466,Peter Malnati,17.87,161,901
50,0,24361,Pat Perez,17.87,148,828
50,0,25804,Bubba Watson,17.87,156,873
53,0,33399,Adam Hadwin,17.81,172,966
54,0,20229,Stewart Cink,17.80,170,955
55,0,37278,Nicholas Lindheim,17.78,133,748
56,0,26851,Marc Leishman,17.70,177,1000
57,0,29479,Scott Brown,17.69,188,1063
57,0,34076,Joel Dahmen,17.69,164,927
59,0,27649,Brandt Snedeker,17.68,160,905
60,0,33410,Andrew Landry,17.65,156,884
60,0,37275,Sam Ryder,17.65,152,861
62,0,35450,Patrick Cantlay,17.62,157,891
63,0,39997,Corey Conners,17.57,178,1013
64,0,46435,Austin Cook,17.56,207,1179
65,0,21528,Henrik Stenson,17.48,108,618
66,0,19846,Brian Gay,17.46,194,1111
67,0,46601,Trey Mullinax,17.44,131,751
68,0,26499,Rafa Cabrera Bello,17.42,135,775
69,0,35461,Beau Hossler,17.36,196,1129
70,0,34098,Russell Henley,17.34,142,819
71,0,39327,Ben Silverman,17.27,157,909
72,0,30978,Kiradech Aphibarnrat,17.25,89,516
73,0,31646,Emiliano Grillo,17.23,174,1010
73,0,29461,Jamie Lovemark,17.23,163,946
73,0,27963,Chris Stroud,17.23,137,795
76,0,35310,Lanto Griffin,17.22,139,807
77,0,35506,Mackenzie Hughes,17.21,142,825
77,0,29484,Peter Uihlein,17.21,147,854
79,0,48081,Xander Schauffele,17.18,178,1036
80,0,32640,Troy Merritt,17.16,157,915
81,0,12716,Charley Hoffman,17.14,150,875
82,0,27129,Luke List,17.12,177,1034
83,0,31420,Anirban Lahiri,17.11,155,906
84,0,33122,Russell Knox,17.09,168,983
84,0,35891,Cameron Smith,17.09,147,860
86,0,23325,Vaughn Taylor,17.07,149,873
87,0,23108,Matt Kuchar,17.03,147,863
88,0,29223,Sam Saunders,17.02,138,811
89,0,33413,Ben Martin,16.98,117,689
90,0,22371,Aaron Baddeley,16.96,143,843
91,0,27141,J.B. Holmes,16.94,136,803
91,0,34174,John Huh,16.94,166,980
91,0,22056,Cameron Percy,16.94,92,543
91,0,34264,Hudson Swafford,16.94,122,720
95,0,26758,David Hearn,16.85,109,647
95,0,29420,Billy Horschel,16.85,151,896
97,0,26596,Ryan Moore,16.82,144,856
98,0,26951,Johnson Wagner,16.78,124,739
99,0,33948,Byeong Hun An,16.77,156,930
99,0,25364,Paul Casey,16.77,131,781
101,0,35545,Blayne Barber,16.76,124,740
102,0,27556,Ted Potter Jr.,16.75,160,955
103,0,30944,Jason Kokrak,16.71,180,1077
104,0,23541,Ben Crane,16.69,106,635
104,0,29974,Branden Grace,16.69,114,683
106,0,36699,Patrick Rodgers,16.68,167,1001
107,0,45526,Abraham Ancer,16.67,174,1044
107,0,34363,Tyrrell Hatton,16.67,101,606
