RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,30925,Dustin Johnson,27.25,363,1332
2,0,22405,Justin Rose,25.42,302,1188
3,0,33448,Justin Thomas,25.27,373,1476
4,0,46970,Jon Rahm,25.25,300,1188
5,0,30911,Tommy Fleetwood,24.75,294,1188
6,0,01810,Phil Mickelson,24.71,387,1566
7,0,47959,Bryson DeChambeau,24.13,404,1674
8,0,36689,Brooks Koepka,24.01,268,1116
9,0,29725,Tony Finau,23.87,421,1764
10,0,28089,Jason Day,23.61,289,1224
10,0,34046,Jordan Spieth,23.61,323,1368
12,0,39546,Keith Mitchell,23.25,406,1746
13,0,49964,Aaron Wise,23.23,368,1584
14,0,24846,Ricky Barnes,23.07,245,1062
15,0,28237,Rory McIlroy,23.04,253,1098
16,0,32839,Hideki Matsuyama,22.99,298,1296
17,0,08793,Tiger Woods,22.88,280,1224
18,0,32102,Rickie Fowler,22.75,303,1332
19,0,35421,Brandon Harkins,22.69,388,1710
20,0,34563,Chesson Hadley,22.62,403,1782
21,0,34213,Grayson Murray,22.61,293,1296
22,0,29223,Sam Saunders,22.60,301,1332
23,0,23320,Ryan Palmer,22.57,256,1134
24,0,26851,Marc Leishman,22.47,364,1620
25,0,50526,Tom Lovelady,22.36,326,1458
26,0,25396,Kevin Na,22.35,346,1548
27,0,30944,Jason Kokrak,22.33,398,1782
28,0,29420,Billy Horschel,22.29,329,1476
29,0,27936,Martin Laird,22.22,260,1170
30,0,46501,Ollie Schniederjans,22.09,346,1566
31,0,39324,J.J. Spaun,22.01,313,1422
32,0,31323,Gary Woodland,21.98,360,1638
33,0,24024,Zach Johnson,21.97,344,1566
34,0,46435,Austin Cook,21.96,423,1926
35,0,23325,Vaughn Taylor,21.94,312,1422
36,0,27129,Luke List,21.93,375,1710
37,0,29268,Bronson Burgoon,21.90,272,1242
38,0,35450,Patrick Cantlay,21.88,315,1440
39,0,26499,Rafa Cabrera Bello,21.83,275,1260
40,0,37275,Sam Ryder,21.81,314,1440
41,0,31646,Emiliano Grillo,21.80,361,1656
42,0,22056,Cameron Percy,21.78,196,900
43,0,29926,Danny Lee,21.71,336,1548
44,0,46601,Trey Mullinax,21.66,269,1242
44,0,25804,Bubba Watson,21.66,308,1422
46,0,27958,Ryan Blaum,21.65,304,1404
47,0,19846,Brian Gay,21.62,393,1818
48,0,35461,Beau Hossler,21.58,404,1872
48,0,34360,Patrick Reed,21.58,334,1548
48,0,29485,Brett Stegmaier,21.58,237,1098
51,0,35532,Tom Hoge,21.57,361,1674
51,0,48081,Xander Schauffele,21.57,361,1674
53,0,24361,Pat Perez,21.56,291,1350
54,0,32366,Kevin Chappell,21.55,287,1332
54,0,35310,Lanto Griffin,21.55,287,1332
56,0,30110,Kyle Stanley,21.53,341,1584
56,0,32333,Kevin Tway,21.53,403,1872
58,0,25364,Paul Casey,21.52,275,1278
58,0,24781,Hunter Mahan,21.52,244,1134
60,0,30926,Chris Kirk,21.49,410,1908
61,0,23621,Rory Sabbatini,21.47,344,1602
62,0,29908,C.T. Pan,21.43,378,1764
63,0,32757,Patton Kizzire,21.41,343,1602
64,0,29461,Jamie Lovemark,21.40,339,1584
65,0,34409,David Lingmerth,21.37,300,1404
66,0,25198,Francesco Molinari,21.35,269,1260
67,0,35545,Blayne Barber,21.31,257,1206
67,0,34076,Joel Dahmen,21.31,326,1530
69,0,34174,John Huh,21.30,345,1620
69,0,24502,Adam Scott,21.30,299,1404
71,0,49771,J.T. Poston,21.28,272,1278
72,0,24358,Robert Garrigus,21.27,291,1368
73,0,32640,Troy Merritt,21.24,325,1530
74,0,33141,Keegan Bradley,21.15,354,1674
75,0,27644,Brian Harman,21.11,342,1620
76,0,26476,Chez Reavie,21.06,326,1548
77,0,34466,Peter Malnati,21.02,314,1494
78,0,20229,Stewart Cink,21.01,329,1566
78,0,29974,Branden Grace,21.01,242,1152
78,0,29221,Webb Simpson,21.01,348,1656
78,0,35891,Cameron Smith,21.01,295,1404
82,0,34264,Hudson Swafford,20.98,253,1206
83,0,29484,Peter Uihlein,20.94,294,1404
84,0,24138,Ian Poulter,20.92,241,1152
85,0,39997,Corey Conners,20.91,350,1674
85,0,36699,Patrick Rodgers,20.91,350,1674
87,0,26300,Matt Jones,20.88,233,1116
88,0,34098,Russell Henley,20.87,278,1332
89,0,26951,Johnson Wagner,20.85,259,1242
90,0,33948,Byeong Hun An,20.83,315,1512
90,0,39327,Ben Silverman,20.83,315,1512
92,0,27649,Brandt Snedeker,20.80,307,1476
92,0,27095,Nick Watney,20.80,337,1620
94,0,32150,Michael Thompson,20.79,217,1044
95,0,27141,J.B. Holmes,20.74,280,1350
96,0,21528,Henrik Stenson,20.73,209,1008
97,0,37454,Whee Kim,20.72,332,1602
97,0,33418,Shawn Stefani,20.72,276,1332
99,0,25818,Scott Piercy,20.69,298,1440
100,0,19803,Ryan Armour,20.66,398,1926
100,0,34099,Harris English,20.66,290,1404
102,0,26758,David Hearn,20.65,223,1080
103,0,35506,Mackenzie Hughes,20.61,282,1368
104,0,32448,James Hahn,20.60,304,1476
105,0,25632,Jimmy Walker,20.56,285,1386
106,0,37278,Nicholas Lindheim,20.53,255,1242
107,0,28252,Seamus Power,20.51,288,1404
108,0,45526,Abraham Ancer,20.49,354,1728
109,0,34256,Andrew Putnam,20.47,328,1602
110,0,34021,Bud Cauley,20.44,195,954
111,0,33399,Adam Hadwin,20.35,326,1602
111,0,12716,Charley Hoffman,20.35,293,1440
113,0,27556,Ted Potter Jr.,20.31,318,1566
114,0,32254,Xinjun Zhang,20.30,274,1350
115,0,28500,Martin Flores,20.28,314,1548
116,0,40009,Dominic Bozzelli,20.26,237,1170
117,0,29479,Scott Brown,20.24,357,1764
118,0,33413,Ben Martin,20.23,233,1152
119,0,40058,Zac Blair,20.21,211,1044
120,0,37455,Si Woo Kim,20.19,378,1872
121,0,40026,Daniel Berger,20.18,276,1368
122,0,28307,Matt Every,20.15,272,1350
123,0,23108,Matt Kuchar,20.14,290,1440
124,0,31420,Anirban Lahiri,20.12,297,1476
