RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,41.49,322,776,+0.006
2,0,19846,Brian Gay,29.70,357,1202,+0.017
3,0,20623,Gavin Coles,25.82,158,612,+0.076
4,0,10505,Shane Bertsch,24.36,305,1252,+0.030
5,0,07547,Craig Kanada,24.35,187,768,+0.075
6,0,12826,Paul Claxton,23.99,167,696,+0.150
7,0,20443,Jin Park,23.82,232,974,+0.103
8,0,01139,Olin Browne,23.72,231,974,+0.156
9,0,25720,Chad Collins,23.69,208,878,+0.120
10,0,12680,Shigeki Maruyama,23.41,136,581,+0.096
10,0,25190,Jeff Quinney,23.41,239,1021,+0.033
12,0,20382,Stephen Leaney,23.25,146,628,+0.151
13,0,06012,Greg Kraft,23.07,161,698,+0.174
14,0,23108,Matt Kuchar,22.65,222,980,+0.014
15,0,22348,Nick O'Hern,21.98,218,992,+0.069
16,0,08385,Omar Uresti,21.64,190,878,+0.116
17,0,06643,Paul Goydos,21.41,201,939,+0.050
18,0,19913,Ron Whittaker,20.70,118,570,+0.110
19,0,08931,Glen Day,20.67,161,779,+0.056
20,0,08075,Jerry Kelly,20.16,208,1032,+0.101
21,0,06090,Jim McGovern,19.59,172,878,+0.169
22,0,24024,Zach Johnson,19.34,193,998,+0.005
23,0,01388,Robert Gamez,19.33,191,988,+0.131
24,0,25349,Tim Wilkinson,19.05,213,1118,+0.089
25,0,20127,Chris Riley,18.88,105,556,+0.086
26,0,27060,John Mallinger,18.82,220,1169,+0.045
27,0,06575,Dudley Hart,18.66,175,938,+0.097
28,0,12602,Dean Wilson,18.60,241,1296,+0.075
29,0,21753,Brian Davis,18.50,263,1422,+0.129
30,0,26420,Richard Johnson,18.48,126,682,+0.127
31,0,22806,Doug LaBelle II,18.35,131,714,+0.015
32,0,22293,Heath Slocum,18.25,219,1200,+0.114
33,0,01577,Lee Janzen,17.93,187,1043,+0.134
34,0,01142,Bart Bryant,17.88,167,934,+0.054
35,0,27613,David Lutterus,17.55,122,695,+0.148
36,0,21350,Ryuji Imada,17.51,166,948,-0.030
37,0,02223,Bob Tway,17.38,138,794,+0.029
38,0,01941,Tom Pernice Jr.,17.30,236,1364,+0.110
39,0,20472,Alex Cejka,17.11,143,836,+0.147
40,0,10733,Kent Jones,17.10,131,766,+0.023
41,0,06251,Chris DiMarco,16.98,180,1060,+0.089
42,0,26500,Alejandro Cañizares,16.84,96,570,+0.115
43,0,01024,Billy Andrade,16.82,145,862,+0.207
44,0,02239,Scott Verplank,16.78,153,912,-0.026
45,0,26668,Marc Turnesa,16.70,177,1060,+0.079
46,0,24912,Will MacKenzie,16.29,129,792,+0.163
47,0,01320,Bob Estes,16.19,194,1198,+0.052
48,0,12823,Carlos Franco,16.17,142,878,+0.162
49,0,12705,Cliff Kresge,16.14,164,1016,+0.189
50,0,23718,Nathan Green,16.11,204,1266,+0.196
51,0,12652,Cameron Beckman,16.00,165,1031,+0.145
52,0,08845,Scott Sterling,15.99,165,1032,+0.085
53,0,09011,David Duval,15.91,91,572,+0.176
54,0,01797,Rocco Mediate,15.87,153,964,+0.163
55,0,20498,Briny Baird,15.77,211,1338,+0.028
56,0,25396,Kevin Na,15.68,199,1269,+0.101
57,0,26476,Chez Reavie,15.65,196,1252,+0.066
58,0,24227,Justin Bolli,15.36,157,1022,+0.108
59,0,10649,Tom Scherrer,15.31,94,614,+0.138
60,0,06004,Stephen Ames,15.28,141,923,+0.043
61,0,23135,Tim Clark,15.26,156,1022,+0.109
62,0,01313,Steve Elkington,15.23,155,1018,+0.019
63,0,26631,Cody Freeman,14.97,115,768,+0.165
64,0,25632,Jimmy Walker,14.93,129,864,+0.116
65,0,10425,Jay Williamson,14.85,166,1118,+0.054
66,0,08537,J.P. Hayes,14.81,130,878,+0.185
67,0,07457,Steve Flesch,14.60,165,1130,+0.067
68,0,24925,Jonathan Byrd,14.59,157,1076,+0.013
69,0,20634,Peter Lonard,14.54,162,1114,+0.068
70,0,10860,Justin Leonard,14.52,149,1026,+0.027
