RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,25364,Paul Casey,103.31,604,28,596
2,0,08375,Paul Stankowski,102.67,749,42,727
3,0,06004,Stephen Ames,102.19,960,45,936
4,0,12602,Dean Wilson,101.99,652,27,638
5,0,25720,Chad Collins,101.83,1036,45,1010
6,0,25345,Carl Pettersson,101.82,1152,47,1126
7,0,20766,Padraig Harrington,101.74,634,21,624
8,0,23983,Luke Donald,101.50,731,24,718
9,0,01313,Steve Elkington,101.41,849,27,834
9,0,06527,Steve Stricker,101.41,778,29,760
11,0,20593,Greg Chalmers,101.35,1189,43,1162
12,0,28475,Jeff Overton,101.33,977,37,953
13,0,11123,Chris Couch,101.32,832,35,808
14,0,25190,Jeff Quinney,101.17,1111,37,1087
15,0,19846,Brian Gay,101.15,1132,36,1109
16,0,26882,Michael Sim,101.07,746,27,727
17,0,24507,Jason Bohn,101.04,1061,39,1033
18,0,23320,Ryan Palmer,101.02,977,32,955
19,0,25562,Andres Romero,100.99,1008,42,976
20,0,24024,Zach Johnson,100.96,1041,43,1008
21,0,25396,Kevin Na,100.94,1064,46,1028
22,0,23800,Bryce Molder,100.88,1019,43,985
23,0,29221,Webb Simpson,100.84,1304,43,1272
24,0,26300,Matt Jones,100.81,1118,40,1087
25,0,23541,Ben Crane,100.76,925,37,895
25,0,32640,Troy Merritt,100.76,1053,43,1018
27,0,29910,Blake Adams,100.73,1100,45,1063
28,0,10809,Jim Furyk,100.70,858,26,838
29,0,20157,Retief Goosen,100.69,729,20,714
30,0,28089,Jason Day,100.60,996,41,961
31,0,21350,Ryuji Imada,100.59,1184,38,1153
32,0,01329,Brad Faxon,100.58,684,30,658
33,0,21731,Freddie Jacobson,100.55,1090,42,1054
34,0,27797,Derek Lamely,100.54,923,36,892
35,0,23673,Michael Connell,100.47,1067,36,1036
35,0,23409,James Driscoll,100.47,1061,34,1032
37,0,10885,Robert Allenby,100.46,871,36,839
37,0,26951,Johnson Wagner,100.46,1080,44,1041
39,0,22046,Geoff Ogilvy,100.44,681,20,664
40,0,10585,Scott McCarron,100.42,1186,39,1152
41,0,12714,Chris Tidland,100.41,972,43,933
42,0,23325,Vaughn Taylor,100.36,1123,39,1088
43,0,20070,Matt Bettencourt,100.31,982,33,952
44,0,02206,David Toms,100.30,998,33,968
45,0,25818,Scott Piercy,100.27,1131,44,1090
45,0,26289,Boo Weekley,100.27,1093,44,1052
47,0,06515,Shaun Micheel,100.26,759,31,730
48,0,24357,K.J. Choi,100.23,879,39,842
49,0,07749,Brett Quigley,100.16,1289,49,1242
49,0,23623,Bo Van Pelt,100.16,1228,41,1189
51,0,23638,Brendon de Jonge,100.15,1319,38,1283
51,0,29285,Brent Delahoussaye,100.15,670,23,648
53,0,24663,Y.E. Yang,100.12,801,31,771
54,0,20229,Stewart Cink,100.11,939,35,905
55,0,23718,Nathan Green,100.09,1137,35,1103
56,0,08725,Tom Gillis,100.08,1259,46,1214
56,0,21961,Charles Howell III,100.08,1294,32,1263
58,0,22621,Ben Curtis,100.00,965,26,939
58,0,26420,Richard Johnson,100.00,1070,45,1025
58,0,01619,Skip Kendall,100.00,694,17,677
58,0,23548,Bill Lunde,100.00,996,35,961
58,0,31560,Brian Stuard,100.00,1015,39,976
58,0,02239,Scott Verplank,100.00,794,22,772
64,0,23353,J.J. Henry,99.91,1147,30,1116
64,0,22913,John Rollins,99.91,1073,36,1036
66,0,22405,Justin Rose,99.90,983,34,948
67,0,20850,Daniel Chopra,99.89,952,31,920
68,0,23613,Rich Barcelo,99.88,834,26,807
68,0,12652,Cameron Beckman,99.88,855,29,825
70,0,26881,Jarrod Lyle,99.85,661,14,646
71,0,27466,Spencer Levin,99.79,1431,40,1388
71,0,24138,Ian Poulter,99.79,480,11,468
73,0,22371,Aaron Baddeley,99.76,1244,42,1199
73,0,01941,Tom Pernice Jr.,99.76,846,27,817
75,0,26301,James Nitties,99.74,1136,35,1098
76,0,27936,Martin Laird,99.73,1128,31,1094
77,0,10860,Justin Leonard,99.71,1032,32,997
78,0,27095,Nick Watney,99.69,976,29,944
79,0,12510,Chad Campbell,99.66,1181,28,1149
79,0,32617,Jerod Turner,99.66,581,18,561
81,0,26596,Ryan Moore,99.65,860,17,840
82,0,06522,Ernie Els,99.62,796,25,768
82,0,01945,Kenny Perry,99.62,797,24,770
84,0,28307,Matt Every,99.58,709,27,679
85,0,24361,Pat Perez,99.57,1172,38,1129
86,0,20127,Chris Riley,99.56,904,26,874
87,0,27649,Brandt Snedeker,99.52,1031,27,999
88,0,01810,Phil Mickelson,99.51,817,19,794
89,0,24781,Hunter Mahan,99.47,952,28,919
90,0,32102,Rickie Fowler,99.41,1187,27,1153
91,0,26287,Roland Thatcher,99.39,990,29,955
92,0,30946,Alex Prugh,99.38,1135,30,1098
93,0,12716,Charley Hoffman,99.36,1100,32,1061
93,0,20160,Charlie Wi,99.36,1241,43,1190
95,0,23108,Matt Kuchar,99.33,1046,24,1015
95,0,28620,Aron Price,99.33,890,27,857
97,0,28237,Rory McIlroy,99.31,576,20,552
97,0,21878,Mark Wilson,99.31,1152,40,1104
99,0,20645,John Senden,99.29,1264,36,1219
100,0,08537,J.P. Hayes,99.27,960,31,922
101,0,27933,John Merrick,99.26,1360,32,1318
102,0,22378,Trevor Immelman,99.21,631,20,606
103,0,12782,Tim Herron,99.20,1001,35,958
104,0,24358,Robert Garrigus,99.19,865,25,833
105,0,25900,Lucas Glover,99.17,846,24,815
106,0,22293,Heath Slocum,99.16,1067,24,1034
107,0,10423,Mike Weir,99.14,579,11,563
108,0,01320,Bob Estes,99.13,1034,31,994
109,0,06251,Chris DiMarco,99.12,1135,33,1092
109,0,01948,Tim Petrovic,99.12,1370,37,1321
109,0,27963,Chris Stroud,99.12,1026,28,989
112,0,25804,Bubba Watson,99.07,967,26,932
113,0,23135,Tim Clark,99.05,946,21,916
113,0,26695,Michael Letzig,99.05,1155,35,1109
115,0,27436,Graham DeLaet,99.02,1124,39,1074
116,0,30925,Dustin Johnson,99.01,906,31,866
116,0,25632,Jimmy Walker,99.01,1007,26,971
118,0,27120,Troy Matteson,98.98,1175,35,1128
118,0,06595,Kevin Sutherland,98.98,1175,32,1131
120,0,24490,George McNeill,98.97,972,28,934
121,0,06012,Greg Kraft,98.95,571,13,552
122,0,07867,Woody Austin,98.91,1192,37,1142
123,0,28087,Kris Blanks,98.90,1094,26,1056
123,0,01707,Steve Lowery,98.90,818,22,787
125,0,22946,Henrik Bjornstad,98.87,882,24,848
126,0,01577,Lee Janzen,98.82,1021,27,982
126,0,27770,Camilo Villegas,98.82,845,27,808
128,0,12705,Cliff Kresge,98.81,673,18,647
129,0,20848,Ángel Cabrera,98.79,744,18,717
130,0,25892,Steve Wheatcroft,98.78,820,24,786
131,0,20663,Brenden Pappas,98.76,804,21,773
131,0,25240,D.A. Points,98.76,1125,36,1075
131,0,10425,Jay Williamson,98.76,886,23,852
134,0,20098,Stuart Appleby,98.74,1273,32,1225
134,0,09011,David Duval,98.74,794,26,758
134,0,24924,Bill Haas,98.74,1108,27,1067
137,0,24140,Sean O'Hair,98.72,938,28,898
138,0,21209,Sergio Garcia,98.71,543,14,522
138,0,21949,Joe Ogilvie,98.71,1241,40,1185
140,0,23322,Brett Wetterich,98.70,767,24,733
141,0,01116,Michael Bradley,98.69,993,28,952
142,0,24925,Jonathan Byrd,98.67,1201,38,1147
143,0,26851,Marc Leishman,98.66,1041,24,1003
143,0,28158,Steve Marino,98.66,897,24,861
145,0,27141,J.B. Holmes,98.64,1253,35,1201
146,0,20498,Briny Baird,98.61,1152,24,1112
147,0,08385,Omar Uresti,98.60,928,20,895
148,0,07457,Steve Flesch,98.59,921,22,886
148,0,01706,Davis Love III,98.59,990,30,946
150,0,33419,Cameron Tringale,98.55,690,22,658
151,0,23349,Charles Warren,98.51,807,25,770
152,0,22122,Andrew McLardy,98.44,641,15,616
153,0,23621,Rory Sabbatini,98.43,958,32,911
153,0,20686,Jeev Milkha Singh,98.43,765,23,730
155,0,21959,Ted Purdy,98.38,1108,34,1056
156,0,20572,Rod Pampling,98.36,1039,20,1002
157,0,20436,Garrett Willis,98.34,1025,26,982
158,0,06621,Joe Durant,98.32,835,24,797
159,0,21753,Brian Davis,98.27,1271,30,1219
160,0,20574,Mathew Goggin,98.23,1127,33,1074
161,0,06643,Paul Goydos,98.19,939,20,902
162,0,20472,Alex Cejka,98.18,991,26,947
162,0,08075,Jerry Kelly,98.18,1212,29,1161
162,0,27060,John Mallinger,98.18,932,19,896
165,0,27330,Josh Teater,98.16,1359,33,1301
166,0,01249,John Daly,98.11,689,24,652
167,0,06567,Vijay Singh,98.03,862,24,821
168,0,27214,Kevin Streelman,98.01,1157,30,1104
169,0,28500,Martin Flores,97.95,927,23,885
170,0,26679,Kevin Stadler,97.85,1071,33,1015
171,0,24912,Will MacKenzie,97.82,1008,33,953
172,0,24846,Ricky Barnes,97.74,1193,27,1139
173,0,12755,Vance Veazey,97.69,693,15,662
174,0,23788,D.J. Trahan,97.65,1232,32,1171
175,0,01797,Rocco Mediate,97.59,912,21,869
