RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,20869,Raymond Russell,$126116,126116
2,0,09011,David Duval,$112653,2591031
3,0,01226,Fred Couples,$97081,1650389
4,0,01887,Mark O'Meara,$94036,1786698
5,0,08793,Tiger Woods,$92055,1841116
6,0,06567,Vijay Singh,$86115,2238997
7,0,02257,Brian Watts,$83933,335735
8,0,01810,Phil Mickelson,$76551,1837245
9,0,20396,Lee Westwood,$74948,599586
10,0,01706,Davis Love III,$73388,1541152
11,0,10809,Jim Furyk,$73369,2054334
12,0,02256,Tom Watson,$65105,976585
13,0,12660,Jesper Parnevik,$64541,1290822
14,0,06527,Steve Stricker,$62568,1313947
15,0,01553,John Huston,$61764,1544109
16,0,02170,Hal Sutton,$61291,1838739
17,0,10860,Justin Leonard,$59707,1671823
18,0,02146,Payne Stewart,$56856,1193995
19,0,01968,Nick Price,$56633,1019403
20,0,06522,Ernie Els,$50918,763782
21,0,01161,Mark Calcavecchia,$50687,1368553
22,0,08931,Glen Day,$49362,1283415
23,0,01577,Lee Janzen,$48138,1155313
24,0,01118,Gordon Brand Jr.,$47705,47705
25,0,01766,Billy Mayfair,$47469,1281684
26,0,01527,Scott Hoch,$45816,1237052
27,0,02239,Scott Verplank,$45312,1223436
28,0,01677,Tom Lehman,$44942,1033673
29,0,01219,John Cook,$44058,1145510
30,0,01313,Steve Elkington,$43485,695774
31,0,06014,Eric Booker,$42144,84288
32,0,01724,Jeff Maggert,$41373,992964
33,0,08635,Colin Montgomerie,$40227,321823
34,0,12546,Peter Baker,$38904,38904
34,0,11246,Des Smyth,$38904,38904
36,0,02223,Bob Tway,$38337,1073447
37,0,02104,Jeff Sluman,$38279,1148375
38,0,01690,Bruce Lietzke,$37718,377188
39,0,07137,Ashley Chinner,$35444,35444
40,0,01381,Fred Funk,$35062,1121987
41,0,01320,Bob Estes,$34066,987929
42,0,01723,Andrew Magee,$33251,964302
43,0,20098,Stuart Appleby,$32634,717962
44,0,01599,Steve Jones,$32241,741543
45,0,10944,Thomas Bjørn,$30946,92838
46,0,01185,Brandel Chamblee,$30237,755935
47,0,01926,Steve Pate,$30096,782503
48,0,06373,José María Olazábal,$29783,208485
49,0,20229,Stewart Cink,$29773,833648
50,0,01418,Bill Glasson,$29435,353222
51,0,06573,Brandt Jobe,$28571,114284
52,0,01572,Mark James,$28326,28326
53,0,01282,Trevor Dodds,$27287,791339
54,0,06621,Joe Durant,$27158,651803
55,0,07457,Steve Flesch,$26799,777185
56,0,01619,Skip Kendall,$26552,796563
57,0,01116,Michael Bradley,$26204,576501
58,0,01042,Paul Azinger,$25828,568232
59,0,01869,Jack Nicklaus,$25631,128157
60,0,08537,J.P. Hayes,$25239,555271
61,0,02206,David Toms,$24425,635073
62,0,01139,Olin Browne,$23609,590239
63,0,01943,Chris Perry,$23553,730171
64,0,01024,Billy Andrade,$23514,705434
65,0,02099,Scott Simpson,$22488,449776
66,0,06004,Stephen Ames,$22366,357858
67,0,06575,Dudley Hart,$22149,553729
68,0,12645,Brent Geiberger,$22042,573098
69,0,08547,John Maginnes,$21520,172165
70,0,10885,Robert Allenby,$21318,191866
71,0,02010,Loren Roberts,$21240,467284
72,0,01457,Jay Haas,$20618,515453
73,0,02207,Sam Torrance,$20529,20529
74,0,19825,Darren Clarke,$20271,121627
75,0,06350,Bob May,$20064,40129
76,0,01035,Tommy Armour III,$19808,554649
77,0,07267,Allen Doyle,$19657,39315
78,0,01920,Craig Parry,$19544,312710
79,0,01945,Kenny Perry,$19502,487551
80,0,02133,Craig Stadler,$19449,350091
81,0,01823,Larry Mize,$19345,464293
82,0,01941,Tom Pernice Jr.,$19274,520399
83,0,20565,Shinichi Yokota,$19125,38250
84,0,20925,Mitsutaka Kusakabe,$19050,19050
85,0,02214,Kirk Triplett,$18885,472145
86,0,11032,Frank Lickliter II,$18776,600847
87,0,07269,Greg Turner,$18651,74604
88,0,08633,Per-Ulrik Johansson,$18649,149192
89,0,12782,Tim Herron,$18116,525372
90,0,20997,Keoke Cotner,$18000,18000
91,0,01510,Nolan Henke,$17782,444561
92,0,21805,Harrison Frazar,$17755,461632
