RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
1,0,33948,Byeong Hun An,.631,38.504,61
2,0,34021,Bud Cauley,.577,42.673,74
3,0,27649,Brandt Snedeker,.480,38.408,80
4,0,22371,Aaron Baddeley,.460,19.309,42
5,0,36799,Stephan Jaeger,.365,20.783,57
6,0,35450,Patrick Cantlay,.356,20.291,57
7,0,25396,Kevin Na,.355,15.617,44
8,0,26300,Matt Jones,.352,23.225,66
8,0,33448,Justin Thomas,.352,19.729,56
10,0,24502,Adam Scott,.351,15.457,44
11,0,24924,Bill Haas,.350,21.342,61
12,0,32839,Hideki Matsuyama,.347,25.337,73
13,0,24361,Pat Perez,.335,13.736,41
14,0,34360,Patrick Reed,.332,24.253,73
15,0,30911,Tommy Fleetwood,.329,16.466,50
16,0,21961,Charles Howell III,.328,23.940,73
17,0,25632,Jimmy Walker,.322,18.360,57
18,0,37455,Si Woo Kim,.305,17.982,59
19,0,28237,Rory McIlroy,.297,16.939,57
20,0,29221,Webb Simpson,.294,20.269,69
21,0,34363,Tyrrell Hatton,.286,12.031,42
21,0,35891,Cameron Smith,.286,15.172,53
23,0,39971,Sungjae Im,.285,28.510,100
24,0,06522,Ernie Els,.282,8.454,30
25,0,27349,Alex Noren,.280,12.023,43
26,0,29974,Branden Grace,.278,12.511,45
26,0,20572,Rod Pampling,.278,11.417,41
28,0,26329,Louis Oosthuizen,.270,12.954,48
29,0,24138,Ian Poulter,.267,11.756,44
30,0,23621,Rory Sabbatini,.263,19.987,76
31,0,51766,Wyndham Clark,.261,19.033,73
31,0,48822,Sebastián Muñoz,.261,16.708,64
33,0,40115,Adam Svensson,.259,14.240,55
34,0,32333,Kevin Tway,.249,16.670,67
35,0,34046,Jordan Spieth,.246,16.260,66
36,0,27644,Brian Harman,.245,17.377,71
36,0,49298,Kramer Hickok,.245,14.446,59
38,0,30925,Dustin Johnson,.234,13.098,56
39,0,28679,Fabián Gómez,.222,10.660,48
40,0,48081,Xander Schauffele,.211,11.199,53
41,0,24925,Jonathan Byrd,.205,7.375,36
42,0,35732,Wes Roach,.197,9.646,49
43,0,30978,Kiradech Aphibarnrat,.194,8.736,45
43,0,40098,Matt Fitzpatrick,.194,7.189,37
45,0,31560,Brian Stuard,.190,14.652,77
46,0,29908,C.T. Pan,.180,10.805,60
47,0,34261,Scott Langley,.179,11.465,64
48,0,32139,Danny Willett,.154,7.700,50
49,0,39975,Michael Kim,.150,6.772,45
50,0,29970,Dylan Frittelli,.149,10.152,68
50,0,47993,Denny McCarthy,.149,10.248,69
52,0,28252,Seamus Power,.147,9.095,62
53,0,25900,Lucas Glover,.145,11.722,81
54,0,26851,Marc Leishman,.135,7.719,57
55,0,34099,Harris English,.134,10.559,79
56,0,25364,Paul Casey,.133,7.329,55
56,0,33418,Shawn Stefani,.133,8.276,62
58,0,33122,Russell Knox,.129,7.596,59
58,0,32058,José de Jesús Rodríguez,.129,6.343,49
60,0,25686,Jason Dufner,.124,7.063,57
61,0,33419,Cameron Tringale,.123,6.260,51
62,0,34431,Robert Streb,.122,7.316,60
63,0,32102,Rickie Fowler,.120,7.548,63
64,0,10809,Jim Furyk,.114,6.524,57
