RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,28237,Rory McIlroy,1.195,68.124,57
2,0,27064,Jhonattan Vegas,.753,45.956,61
3,0,25804,Bubba Watson,.743,37.171,50
4,0,30925,Dustin Johnson,.703,39.360,56
5,0,46970,Jon Rahm,.692,36.684,53
6,0,52372,Cameron Champ,.657,44.682,68
6,0,39546,Keith Mitchell,.657,40.068,61
8,0,39997,Corey Conners,.653,45.081,69
9,0,25364,Paul Casey,.614,33.761,55
10,0,45526,Abraham Ancer,.575,40.830,71
11,0,30944,Jason Kokrak,.550,41.269,75
12,0,30911,Tommy Fleetwood,.545,27.235,50
13,0,28089,Jason Day,.535,25.143,47
14,0,49964,Aaron Wise,.533,28.799,54
15,0,29518,Brendan Steele,.518,26.393,51
16,0,27129,Luke List,.481,26.461,55
17,0,33448,Justin Thomas,.479,26.831,56
18,0,35450,Patrick Cantlay,.475,27.052,57
19,0,31323,Gary Woodland,.472,30.689,65
20,0,31646,Emiliano Grillo,.470,25.847,55
21,0,36689,Brooks Koepka,.468,27.146,58
22,0,48081,Xander Schauffele,.456,24.184,53
23,0,29725,Tony Finau,.439,28.547,65
24,0,47959,Bryson DeChambeau,.421,27.760,66
25,0,27214,Kevin Streelman,.383,26.403,69
26,0,32839,Hideki Matsuyama,.381,27.796,73
27,0,30946,Alex Prugh,.379,21.625,57
28,0,49960,Sepp Straka,.378,21.948,58
29,0,33948,Byeong Hun An,.351,21.391,61
30,0,21209,Sergio Garcia,.350,13.284,38
31,0,40026,Daniel Berger,.344,20.280,59
32,0,47856,Seth Reeves,.343,18.158,53
33,0,39971,Sungjae Im,.341,34.064,100
33,0,46601,Trey Mullinax,.341,21.463,63
35,0,40098,Matt Fitzpatrick,.338,12.492,37
35,0,45486,Joaquin Niemann,.338,27.054,80
37,0,25900,Lucas Glover,.337,27.274,81
38,0,49298,Kramer Hickok,.336,19.812,59
39,0,27644,Brian Harman,.312,22.147,71
40,0,33399,Adam Hadwin,.310,19.224,62
41,0,26300,Matt Jones,.304,20.060,66
42,0,23621,Rory Sabbatini,.300,22.833,76
43,0,24502,Adam Scott,.285,12.557,44
44,0,29535,Brice Garnett,.281,18.285,65
45,0,47504,Sam Burns,.277,18.832,68
46,0,29970,Dylan Frittelli,.272,18.522,68
47,0,25818,Scott Piercy,.270,18.927,70
48,0,25686,Jason Dufner,.264,15.030,57
49,0,21961,Charles Howell III,.262,19.126,73
49,0,24781,Hunter Mahan,.262,12.326,47
51,0,37189,Harold Varner III,.260,19.227,74
52,0,23320,Ryan Palmer,.255,13.022,51
53,0,26476,Chez Reavie,.254,17.799,70
54,0,34076,Joel Dahmen,.249,18.945,76
55,0,32102,Rickie Fowler,.247,15.541,63
56,0,33141,Keegan Bradley,.238,15.976,67
57,0,46435,Austin Cook,.236,12.510,53
58,0,39977,Max Homa,.213,14.714,69
58,0,40115,Adam Svensson,.213,11.740,55
60,0,27141,J.B. Holmes,.210,10.097,48
61,0,31557,Jim Herman,.203,7.707,38
62,0,29479,Scott Brown,.199,13.564,68
63,0,45157,Cam Davis,.197,11.201,57
64,0,46523,Joey Garber,.191,8.223,43
65,0,33410,Andrew Landry,.185,12.017,65
66,0,26499,Rafa Cabrera Bello,.180,8.617,48
67,0,22405,Justin Rose,.179,8.760,49
68,0,33667,Carlos Ortiz,.177,12.725,72
69,0,34363,Tyrrell Hatton,.176,7.399,42
70,0,27974,Sung Kang,.165,11.577,70
71,0,39327,Ben Silverman,.164,9.177,56
72,0,36699,Patrick Rodgers,.157,7.066,45
73,0,45609,Tyler Duncan,.156,10.169,65
74,0,29478,Kevin Kisner,.149,10.605,71
75,0,29420,Billy Horschel,.145,10.030,69
75,0,34360,Patrick Reed,.145,10.557,73
77,0,34098,Russell Henley,.137,8.336,61
78,0,25493,Nick Taylor,.135,11.582,86
79,0,26329,Louis Oosthuizen,.130,6.251,48
80,0,32791,K.H. Lee,.125,7.721,62
81,0,35376,Roberto Díaz,.118,6.017,51
82,0,26596,Ryan Moore,.114,7.161,63
83,0,32139,Danny Willett,.108,5.421,50
84,0,25198,Francesco Molinari,.105,4.425,42
85,0,27936,Martin Laird,.100,7.304,73
86,0,49766,Hank Lebioda,.085,4.946,58
86,0,29926,Danny Lee,.085,6.137,72
88,0,51766,Wyndham Clark,.084,6.121,73
89,0,27349,Alex Noren,.083,3.574,43
90,0,27330,Josh Teater,.081,4.281,53
91,0,47347,Adam Schenk,.080,6.537,82
92,0,35732,Wes Roach,.079,3.884,49
93,0,37455,Si Woo Kim,.066,3.921,59
94,0,23108,Matt Kuchar,.063,4.190,66
95,0,47993,Denny McCarthy,.061,4.207,69
96,0,47128,Richy Werenski,.057,4.134,73
97,0,29268,Bronson Burgoon,.054,2.556,47
98,0,24024,Zach Johnson,.053,2.822,53
99,0,12716,Charley Hoffman,.049,2.321,47
100,0,28679,Fabián Gómez,.048,2.312,48
100,0,35461,Beau Hossler,.048,3.239,68
102,0,36852,Jim Knous,.041,1.589,39
103,0,37275,Sam Ryder,.038,2.259,60
104,0,30110,Kyle Stanley,.037,2.027,55
105,0,49771,J.T. Poston,.032,2.855,88
106,0,35421,Brandon Harkins,.030,2.091,69
107,0,29974,Branden Grace,.024,1.093,45
108,0,28259,Sangmoon Bae,.020,.785,40
109,0,33122,Russell Knox,.013,.742,59
109,0,37340,Chase Wright,.013,.757,57
111,0,27095,Nick Watney,.010,.669,69
112,0,30692,Scott Stallings,.009,.581,68
113,0,27895,Jonas Blixt,-.003,-.220,64
114,0,29221,Webb Simpson,-.007,-.517,69
115,0,30978,Kiradech Aphibarnrat,-.015,-.692,45
116,0,34099,Harris English,-.024,-1.920,79
117,0,47990,Kyle Jones,-.030,-1.617,54
118,0,35449,Adam Long,-.036,-2.474,68
119,0,32150,Michael Thompson,-.045,-2.893,65
120,0,39324,J.J. Spaun,-.046,-2.931,64
121,0,34264,Hudson Swafford,-.047,-2.199,47
122,0,48822,Sebastián Muñoz,-.048,-3.068,64
123,0,27958,Ryan Blaum,-.052,-3.745,72
124,0,32640,Troy Merritt,-.054,-3.003,56
125,0,32058,José de Jesús Rodríguez,-.067,-3.259,49
126,0,35506,Mackenzie Hughes,-.068,-4.503,66
127,0,10809,Jim Furyk,-.072,-4.110,57
127,0,33486,Roger Sloan,-.072,-5.064,70
129,0,35617,Martin Trainer,-.075,-3.744,50
130,0,26851,Marc Leishman,-.077,-4.361,57
131,0,24138,Ian Poulter,-.078,-3.445,44
132,0,24924,Bill Haas,-.083,-5.045,61
133,0,20472,Alex Cejka,-.092,-3.668,40
134,0,23353,J.J. Henry,-.099,-4.047,41
134,0,32333,Kevin Tway,-.099,-6.619,67
136,0,19803,Ryan Armour,-.103,-7.737,75
137,0,33419,Cameron Tringale,-.108,-5.519,51
138,0,34306,John Chin,-.112,-4.245,38
139,0,29908,C.T. Pan,-.114,-6.824,60
140,0,35891,Cameron Smith,-.123,-6.539,53
141,0,29223,Sam Saunders,-.136,-9.094,67
142,0,26758,David Hearn,-.158,-5.384,34
143,0,34021,Bud Cauley,-.163,-12.025,74
144,0,35532,Tom Hoge,-.179,-12.856,72
145,0,25632,Jimmy Walker,-.181,-10.290,57
146,0,20572,Rod Pampling,-.187,-7.679,41
147,0,27649,Brandt Snedeker,-.193,-15.455,80
148,0,26951,Johnson Wagner,-.200,-9.414,47
149,0,23325,Vaughn Taylor,-.205,-16.819,82
150,0,40009,Dominic Bozzelli,-.236,-11.573,49
151,0,36799,Stephan Jaeger,-.239,-13.620,57
151,0,31560,Brian Stuard,-.239,-18.430,77
153,0,46402,Talor Gooch,-.240,-11.523,48
154,0,28775,Nate Lashley,-.247,-13.603,55
154,0,28252,Seamus Power,-.247,-15.291,62
156,0,27556,Ted Potter Jr.,-.253,-15.204,60
157,0,34431,Robert Streb,-.256,-15.348,60
158,0,49303,Anders Albertson,-.265,-13.757,52
159,0,25396,Kevin Na,-.282,-12.391,44
160,0,30191,Julián Etulain,-.284,-14.489,51
161,0,46501,Ollie Schniederjans,-.285,-17.406,61
162,0,19846,Brian Gay,-.286,-20.626,72
163,0,21528,Henrik Stenson,-.293,-12.307,42
164,0,33418,Shawn Stefani,-.303,-18.794,62
165,0,35879,Kelly Kraft,-.307,-19.944,65
165,0,01810,Phil Mickelson,-.307,-15.345,50
167,0,32816,Satoshi Kodaira,-.311,-15.857,51
168,0,34563,Chesson Hadley,-.336,-20.167,60
169,0,39954,Cody Gribble,-.374,-21.708,58
170,0,32200,Roberto Castro,-.382,-23.695,62
171,0,34466,Peter Malnati,-.410,-31.155,76
172,0,25572,Graeme McDowell,-.426,-21.296,50
173,0,31420,Anirban Lahiri,-.431,-25.415,59
174,0,30786,Brady Schnell,-.439,-17.107,39
175,0,29484,Peter Uihlein,-.442,-25.653,58
176,0,34046,Jordan Spieth,-.452,-29.813,66
177,0,22371,Aaron Baddeley,-.460,-19.321,42
178,0,06522,Ernie Els,-.463,-13.889,30
179,0,32757,Patton Kizzire,-.489,-25.933,53
180,0,24361,Pat Perez,-.498,-20.408,41
181,0,37380,Curtis Luck,-.546,-24.035,44
182,0,27963,Chris Stroud,-.557,-28.975,52
183,0,34261,Scott Langley,-.593,-37.966,64
184,0,21731,Freddie Jacobson,-.639,-25.559,40
184,0,34256,Andrew Putnam,-.639,-35.778,56
186,0,24925,Jonathan Byrd,-.758,-27.300,36
