RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,47993,Denny McCarthy,.926,63.890,69
2,0,34046,Jordan Spieth,.862,56.900,66
3,0,40009,Dominic Bozzelli,.847,41.522,49
4,0,25572,Graeme McDowell,.731,36.555,50
5,0,34256,Andrew Putnam,.700,39.180,56
6,0,22371,Aaron Baddeley,.654,27.451,42
7,0,32757,Patton Kizzire,.642,34.050,53
8,0,51766,Wyndham Clark,.640,46.752,73
9,0,23325,Vaughn Taylor,.636,52.113,82
10,0,35461,Beau Hossler,.619,42.084,68
11,0,29221,Webb Simpson,.608,41.957,69
12,0,27649,Brandt Snedeker,.592,47.330,80
13,0,32102,Rickie Fowler,.541,34.066,63
14,0,24361,Pat Perez,.535,21.954,41
15,0,34099,Harris English,.527,41.671,79
16,0,29420,Billy Horschel,.522,36.051,69
17,0,22405,Justin Rose,.504,24.682,49
18,0,26951,Johnson Wagner,.488,22.959,47
19,0,34466,Peter Malnati,.467,35.469,76
20,0,29478,Kevin Kisner,.450,31.952,71
21,0,37380,Curtis Luck,.446,19.604,44
22,0,36699,Patrick Rodgers,.428,19.240,45
23,0,37275,Sam Ryder,.427,25.592,60
24,0,28237,Rory McIlroy,.425,24.221,57
24,0,24138,Ian Poulter,.425,18.695,44
26,0,35450,Patrick Cantlay,.386,22.027,57
27,0,37340,Chase Wright,.379,21.623,57
28,0,47959,Bryson DeChambeau,.372,24.564,66
29,0,47504,Sam Burns,.369,25.125,68
30,0,28089,Jason Day,.356,16.735,47
31,0,24502,Adam Scott,.348,15.321,44
32,0,29484,Peter Uihlein,.345,19.997,58
33,0,47347,Adam Schenk,.341,27.941,82
34,0,32150,Michael Thompson,.339,22.056,65
35,0,30978,Kiradech Aphibarnrat,.337,15.167,45
36,0,46970,Jon Rahm,.336,17.793,53
37,0,19846,Brian Gay,.335,24.096,72
38,0,25493,Nick Taylor,.330,28.376,86
39,0,39971,Sungjae Im,.323,32.264,100
40,0,28775,Nate Lashley,.304,16.727,55
41,0,23108,Matt Kuchar,.302,19.924,66
41,0,26851,Marc Leishman,.302,17.219,57
43,0,21961,Charles Howell III,.291,21.214,73
44,0,34360,Patrick Reed,.261,19.054,73
45,0,33399,Adam Hadwin,.252,15.644,62
46,0,48081,Xander Schauffele,.244,12.949,53
47,0,34563,Chesson Hadley,.230,13.772,60
48,0,36689,Brooks Koepka,.226,13.106,58
49,0,28259,Sangmoon Bae,.217,8.680,40
50,0,49771,J.T. Poston,.212,18.687,88
51,0,33419,Cameron Tringale,.204,10.396,51
52,0,27958,Ryan Blaum,.194,13.937,72
53,0,19803,Ryan Armour,.190,14.227,75
54,0,31560,Brian Stuard,.176,13.515,77
55,0,30911,Tommy Fleetwood,.169,8.441,50
55,0,26329,Louis Oosthuizen,.169,8.113,48
57,0,25900,Lucas Glover,.164,13.324,81
58,0,35376,Roberto Díaz,.162,8.239,51
59,0,35891,Cameron Smith,.157,8.323,53
60,0,23621,Rory Sabbatini,.154,11.699,76
61,0,32058,José de Jesús Rodríguez,.151,7.422,49
62,0,46501,Ollie Schniederjans,.147,8.996,61
63,0,25818,Scott Piercy,.146,10.237,70
64,0,21731,Freddie Jacobson,.142,5.671,40
65,0,27895,Jonas Blixt,.130,8.329,64
65,0,34261,Scott Langley,.130,8.317,64
67,0,26300,Matt Jones,.120,7.926,66
68,0,31420,Anirban Lahiri,.116,6.873,59
69,0,10809,Jim Furyk,.113,6.449,57
70,0,46402,Talor Gooch,.111,5.336,48
71,0,21528,Henrik Stenson,.106,4.442,42
72,0,24781,Hunter Mahan,.102,4.772,47
73,0,33486,Roger Sloan,.101,7.085,70
74,0,30925,Dustin Johnson,.096,5.378,56
75,0,29535,Brice Garnett,.091,5.928,65
76,0,27644,Brian Harman,.090,6.376,71
77,0,25396,Kevin Na,.089,3.925,44
78,0,32640,Troy Merritt,.085,4.773,56
79,0,33667,Carlos Ortiz,.079,5.723,72
80,0,48822,Sebastián Muñoz,.076,4.856,64
81,0,47128,Richy Werenski,.074,5.430,73
82,0,29479,Scott Brown,.073,4.993,68
83,0,30786,Brady Schnell,.065,2.539,39
84,0,26596,Ryan Moore,.062,3.885,63
84,0,26476,Chez Reavie,.062,4.306,70
86,0,28252,Seamus Power,.057,3.529,62
87,0,49960,Sepp Straka,.056,3.255,58
88,0,24924,Bill Haas,.055,3.354,61
89,0,35879,Kelly Kraft,.054,3.507,65
90,0,30191,Julián Etulain,.048,2.462,51
91,0,26499,Rafa Cabrera Bello,.043,2.058,48
92,0,37454,Whee Kim,.042,1.995,47
93,0,23320,Ryan Palmer,.041,2.076,51
94,0,27963,Chris Stroud,.022,1.165,52
95,0,27936,Martin Laird,.019,1.373,73
96,0,27095,Nick Watney,.012,.829,69
97,0,32839,Hideki Matsuyama,.011,.811,73
98,0,06522,Ernie Els,.010,.296,30
99,0,35732,Wes Roach,.000,-.019,49
100,0,39977,Max Homa,-.006,-.380,69
101,0,35506,Mackenzie Hughes,-.014,-.901,66
102,0,27330,Josh Teater,-.017,-.884,53
103,0,30944,Jason Kokrak,-.018,-1.332,75
104,0,39324,J.J. Spaun,-.021,-1.328,64
105,0,34264,Hudson Swafford,-.031,-1.471,47
106,0,39954,Cody Gribble,-.033,-1.902,58
107,0,35617,Martin Trainer,-.041,-2.036,50
108,0,40026,Daniel Berger,-.043,-2.510,59
109,0,34021,Bud Cauley,-.052,-3.883,74
110,0,40098,Matt Fitzpatrick,-.054,-1.986,37
111,0,37455,Si Woo Kim,-.060,-3.516,59
112,0,29908,C.T. Pan,-.062,-3.710,60
113,0,45526,Abraham Ancer,-.065,-4.642,71
114,0,21209,Sergio Garcia,-.078,-2.954,38
115,0,32200,Roberto Castro,-.079,-4.903,62
116,0,29223,Sam Saunders,-.082,-5.518,67
117,0,24024,Zach Johnson,-.087,-4.633,53
118,0,46435,Austin Cook,-.088,-4.658,53
118,0,27974,Sung Kang,-.088,-6.194,70
120,0,36799,Stephan Jaeger,-.091,-5.176,57
121,0,25364,Paul Casey,-.092,-5.058,55
122,0,32791,K.H. Lee,-.096,-5.935,62
123,0,52372,Cameron Champ,-.099,-6.720,68
124,0,34076,Joel Dahmen,-.102,-7.756,76
125,0,29725,Tony Finau,-.103,-6.720,65
126,0,39327,Ben Silverman,-.112,-6.283,56
127,0,25632,Jimmy Walker,-.130,-7.430,57
127,0,32139,Danny Willett,-.130,-6.500,50
129,0,32333,Kevin Tway,-.131,-8.786,67
130,0,31323,Gary Woodland,-.143,-9.277,65
131,0,28679,Fabián Gómez,-.144,-6.909,48
132,0,49964,Aaron Wise,-.146,-7.897,54
133,0,33410,Andrew Landry,-.153,-9.937,65
134,0,31557,Jim Herman,-.154,-5.854,38
135,0,27064,Jhonattan Vegas,-.156,-9.523,61
136,0,26758,David Hearn,-.157,-5.323,34
137,0,12716,Charley Hoffman,-.158,-7.438,47
138,0,33418,Shawn Stefani,-.159,-9.845,62
139,0,01810,Phil Mickelson,-.160,-8.025,50
140,0,29970,Dylan Frittelli,-.169,-11.465,68
141,0,45486,Joaquin Niemann,-.170,-13.561,80
142,0,33122,Russell Knox,-.176,-10.397,59
143,0,39975,Michael Kim,-.185,-8.333,45
144,0,33448,Justin Thomas,-.186,-10.419,56
145,0,34363,Tyrrell Hatton,-.192,-8.063,42
146,0,37189,Harold Varner III,-.202,-14.976,74
147,0,45157,Cam Davis,-.204,-11.600,57
148,0,25198,Francesco Molinari,-.211,-8.870,42
149,0,27556,Ted Potter Jr.,-.216,-12.987,60
150,0,47990,Kyle Jones,-.217,-11.701,54
151,0,46523,Joey Garber,-.234,-10.074,43
152,0,34431,Robert Streb,-.237,-14.217,60
153,0,29926,Danny Lee,-.240,-17.247,72
154,0,36852,Jim Knous,-.249,-9.716,39
155,0,27214,Kevin Streelman,-.251,-17.312,69
