RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
75,0,30946,Alex Prugh,.278,.379,.222,-.323,57
76,0,32333,Kevin Tway,.274,-.099,.124,.249,67
77,0,48822,Sebastián Muñoz,.268,-.048,.054,.261,64
78,0,46402,Talor Gooch,.259,-.240,.604,-.104,48
79,0,27644,Brian Harman,.256,.312,-.301,.245,71
80,0,33418,Shawn Stefani,.252,-.303,.421,.133,62
81,0,30692,Scott Stallings,.251,.009,.259,-.017,68
82,0,25198,Francesco Molinari,.250,.105,.040,.105,42
83,0,29478,Kevin Kisner,.221,.149,.257,-.186,71
84,0,28775,Nate Lashley,.219,-.247,.487,-.021,55
85,0,31560,Brian Stuard,.217,-.239,.266,.190,77
86,0,12716,Charley Hoffman,.216,.049,.396,-.230,47
87,0,27936,Martin Laird,.204,.100,.075,.029,73
88,0,37455,Si Woo Kim,.194,.066,-.177,.305,59
89,0,25632,Jimmy Walker,.192,-.181,.051,.322,57
90,0,34076,Joel Dahmen,.187,.249,.141,-.204,76
91,0,46601,Trey Mullinax,.181,.341,.134,-.293,63
92,0,35891,Cameron Smith,.167,-.123,.004,.286,53
93,0,35732,Wes Roach,.166,.079,-.110,.197,49
94,0,47347,Adam Schenk,.146,.080,.142,-.075,82
95,0,33410,Andrew Landry,.142,.185,.200,-.244,65
96,0,25493,Nick Taylor,.122,.135,-.051,.038,86
97,0,27095,Nick Watney,.121,.010,.071,.040,69
98,0,29908,C.T. Pan,.120,-.114,.054,.180,60
99,0,27974,Sung Kang,.118,.165,.036,-.083,70
100,0,29926,Danny Lee,.102,.085,.156,-.139,72
101,0,24924,Bill Haas,.098,-.083,-.169,.350,61
102,0,23325,Vaughn Taylor,.096,-.205,.269,.032,82
103,0,35421,Brandon Harkins,.092,.030,.042,.019,69
104,0,33399,Adam Hadwin,.091,.310,.008,-.227,62
105,0,32200,Roberto Castro,.088,-.382,.432,.039,62
106,0,39977,Max Homa,.087,.213,.179,-.304,69
106,0,32150,Michael Thompson,.087,-.045,.018,.113,65
108,0,39324,J.J. Spaun,.051,-.046,.094,.003,64
109,0,33667,Carlos Ortiz,.046,.177,-.072,-.060,72
110,0,35532,Tom Hoge,.039,-.179,.381,-.163,72
111,0,37275,Sam Ryder,.035,.038,.158,-.161,60
112,0,19803,Ryan Armour,.001,-.103,-.002,.106,75
113,0,36799,Stephan Jaeger,-.002,-.239,-.127,.365,57
113,0,25396,Kevin Na,-.002,-.282,-.076,.355,44
115,0,27349,Alex Noren,-.003,.083,-.366,.280,43
116,0,27895,Jonas Blixt,-.008,-.003,-.039,.034,64
117,0,32791,K.H. Lee,-.011,.125,-.011,-.124,62
118,0,28679,Fabián Gómez,-.016,.048,-.286,.222,48
119,0,29518,Brendan Steele,-.027,.518,-.316,-.228,51
120,0,35506,Mackenzie Hughes,-.030,-.068,.032,.006,66
121,0,35449,Adam Long,-.049,-.036,.138,-.151,68
122,0,29268,Bronson Burgoon,-.053,.054,-.033,-.074,47
123,0,29479,Scott Brown,-.077,.199,-.083,-.194,68
124,0,33486,Roger Sloan,-.081,-.072,.096,-.105,70
125,0,34466,Peter Malnati,-.088,-.410,.225,.097,76
126,0,36852,Jim Knous,-.123,.041,.111,-.275,39
127,0,29535,Brice Garnett,-.125,.281,-.253,-.153,65
128,0,34256,Andrew Putnam,-.164,-.639,.414,.061,56
129,0,34264,Hudson Swafford,-.167,-.047,.119,-.239,47
130,0,34431,Robert Streb,-.187,-.256,-.053,.122,60
131,0,45609,Tyler Duncan,-.193,.156,-.152,-.197,65
132,0,36699,Patrick Rodgers,-.197,.157,-.383,.029,45
133,0,49303,Anders Albertson,-.213,-.265,.165,-.113,52
134,0,47128,Richy Werenski,-.221,.057,-.163,-.114,73
135,0,51766,Wyndham Clark,-.227,.084,-.572,.261,73
136,0,46435,Austin Cook,-.232,.236,-.095,-.372,53
136,0,31557,Jim Herman,-.232,.203,-.110,-.325,38
138,0,47993,Denny McCarthy,-.239,.061,-.448,.149,69
139,0,39327,Ben Silverman,-.245,.164,-.330,-.079,56
140,0,24361,Pat Perez,-.248,-.498,-.085,.335,41
141,0,30978,Kiradech Aphibarnrat,-.254,-.015,-.433,.194,45
142,0,52372,Cameron Champ,-.276,.657,-.335,-.597,68
143,0,01810,Phil Mickelson,-.278,-.307,-.065,.094,50
144,0,29223,Sam Saunders,-.283,-.136,.100,-.247,67
145,0,35376,Roberto Díaz,-.285,.118,-.466,.063,51
146,0,47504,Sam Burns,-.320,.277,-.293,-.304,68
147,0,34099,Harris English,-.327,-.024,-.437,.134,79
148,0,27958,Ryan Blaum,-.338,-.052,-.292,.006,72
149,0,22371,Aaron Baddeley,-.340,-.460,-.340,.460,42
150,0,25572,Graeme McDowell,-.346,-.426,-.016,.096,50
151,0,24925,Jonathan Byrd,-.349,-.758,.204,.205,36
152,0,34563,Chesson Hadley,-.357,-.336,.231,-.252,60
153,0,20472,Alex Cejka,-.362,-.092,-.014,-.257,40
154,0,37340,Chase Wright,-.369,.013,-.069,-.313,57
155,0,20572,Rod Pampling,-.382,-.187,-.473,.278,41
156,0,32058,José de Jesús Rodríguez,-.392,-.067,-.455,.129,49
157,0,34046,Jordan Spieth,-.403,-.452,-.198,.246,66
158,0,47990,Kyle Jones,-.417,-.030,-.403,.016,54
159,0,46523,Joey Garber,-.450,.191,-.501,-.140,43
160,0,26758,David Hearn,-.458,-.158,.009,-.309,34
161,0,30191,Julián Etulain,-.482,-.284,-.289,.091,51
162,0,26951,Johnson Wagner,-.483,-.200,-.015,-.268,47
163,0,29484,Peter Uihlein,-.526,-.442,-.168,.085,58
164,0,23353,J.J. Henry,-.535,-.099,-.273,-.163,41
165,0,06522,Ernie Els,-.536,-.463,-.355,.282,30
166,0,19846,Brian Gay,-.613,-.286,-.392,.065,72
167,0,46501,Ollie Schniederjans,-.618,-.285,-.308,-.025,61
168,0,27556,Ted Potter Jr.,-.727,-.253,-.140,-.335,60
169,0,32757,Patton Kizzire,-.740,-.489,-.132,-.120,53
170,0,27963,Chris Stroud,-.752,-.557,-.229,.035,52
171,0,35879,Kelly Kraft,-.769,-.307,-.189,-.273,65
172,0,28252,Seamus Power,-.776,-.247,-.676,.147,62
173,0,35461,Beau Hossler,-.797,.048,-.765,-.080,68
174,0,30786,Brady Schnell,-.828,-.439,-.318,-.071,39
175,0,28259,Sangmoon Bae,-.851,.020,-.568,-.302,40
176,0,31420,Anirban Lahiri,-.869,-.431,-.298,-.139,59
177,0,24781,Hunter Mahan,-.875,.262,-.563,-.574,47
178,0,34261,Scott Langley,-.897,-.593,-.483,.179,64
179,0,47856,Seth Reeves,-.964,.343,-.941,-.366,53
180,0,21731,Freddie Jacobson,-.968,-.639,-.151,-.178,40
181,0,39954,Cody Gribble,-.994,-.374,-.427,-.193,58
182,0,40009,Dominic Bozzelli,-.997,-.236,-.766,.005,49
183,0,32816,Satoshi Kodaira,-1.124,-.311,-.399,-.414,51
184,0,34306,John Chin,-1.237,-.112,-.760,-.366,38
185,0,37454,Whee Kim,-1.332,-1.035,-.217,-.080,47
186,0,35617,Martin Trainer,-1.390,-.075,-1.378,.063,50
187,0,37380,Curtis Luck,-1.550,-.546,-.847,-.157,44
188,0,39975,Michael Kim,-1.950,-1.556,-.545,.150,45
