RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,28237,Rory McIlroy,2.126,1.195,.633,.297,57
2,0,33448,Justin Thomas,1.817,.479,.985,.352,56
3,0,32839,Hideki Matsuyama,1.487,.381,.759,.347,73
4,0,24502,Adam Scott,1.483,.285,.846,.351,44
5,0,35450,Patrick Cantlay,1.471,.475,.640,.356,57
6,0,25364,Paul Casey,1.453,.614,.706,.133,55
7,0,33948,Byeong Hun An,1.402,.351,.420,.631,61
8,0,30925,Dustin Johnson,1.225,.703,.288,.234,56
9,0,39997,Corey Conners,1.196,.653,.665,-.123,69
10,0,46970,Jon Rahm,1.170,.692,.405,.073,53
11,0,48081,Xander Schauffele,1.149,.456,.481,.211,53
12,0,36689,Brooks Koepka,1.140,.468,.636,.036,58
13,0,30911,Tommy Fleetwood,1.110,.545,.235,.329,50
14,0,30944,Jason Kokrak,1.054,.550,.745,-.241,75
15,0,31646,Emiliano Grillo,1.051,.470,.926,-.345,55
16,0,31323,Gary Woodland,1.025,.472,.545,.008,65
17,0,40115,Adam Svensson,.981,.213,.509,.259,55
18,0,40098,Matt Fitzpatrick,.941,.338,.409,.194,37
19,0,27214,Kevin Streelman,.919,.383,.479,.058,69
20,0,29221,Webb Simpson,.899,-.007,.613,.294,69
21,0,29725,Tony Finau,.871,.439,.384,.048,65
22,0,21528,Henrik Stenson,.866,-.293,1.149,.010,42
23,0,45486,Joaquin Niemann,.840,.338,.484,.018,80
24,0,21209,Sergio Garcia,.824,.350,.525,-.051,38
25,0,25900,Lucas Glover,.812,.337,.330,.145,81
26,0,10809,Jim Furyk,.784,-.072,.741,.114,57
27,0,27064,Jhonattan Vegas,.782,.753,.219,-.190,61
28,0,26596,Ryan Moore,.765,.114,.596,.055,63
29,0,26476,Chez Reavie,.762,.254,.625,-.117,70
30,0,23108,Matt Kuchar,.760,.063,.591,.105,66
31,0,22405,Justin Rose,.739,.179,.525,.036,49
32,0,33122,Russell Knox,.726,.013,.585,.129,59
33,0,39971,Sungjae Im,.700,.341,.075,.285,100
34,0,34363,Tyrrell Hatton,.681,.176,.218,.286,42
35,0,23621,Rory Sabbatini,.667,.300,.103,.263,76
36,0,33141,Keegan Bradley,.663,.238,.567,-.142,67
37,0,47959,Bryson DeChambeau,.641,.421,.236,-.016,66
38,0,25804,Bubba Watson,.624,.743,-.052,-.067,50
39,0,34360,Patrick Reed,.615,.145,.138,.332,73
40,0,34021,Bud Cauley,.610,-.163,.196,.577,74
41,0,29970,Dylan Frittelli,.608,.272,.186,.149,68
41,0,26329,Louis Oosthuizen,.608,.130,.208,.270,48
43,0,39546,Keith Mitchell,.592,.657,.037,-.102,61
44,0,45526,Abraham Ancer,.580,.575,.011,-.005,71
45,0,24024,Zach Johnson,.546,.053,.398,.095,53
46,0,26851,Marc Leishman,.531,-.077,.472,.135,57
47,0,32102,Rickie Fowler,.525,.247,.158,.120,63
48,0,21961,Charles Howell III,.518,.262,-.072,.328,73
49,0,32139,Danny Willett,.513,.108,.250,.154,50
50,0,26300,Matt Jones,.508,.304,-.148,.352,66
51,0,49960,Sepp Straka,.496,.378,.309,-.191,58
52,0,25818,Scott Piercy,.485,.270,.147,.067,70
53,0,27129,Luke List,.482,.481,-.005,.006,55
54,0,25686,Jason Dufner,.479,.264,.091,.124,57
55,0,28089,Jason Day,.477,.535,-.083,.025,47
56,0,49964,Aaron Wise,.475,.533,-.085,.026,54
57,0,34098,Russell Henley,.466,.137,.334,-.005,61
58,0,49766,Hank Lebioda,.447,.085,.281,.081,58
59,0,23320,Ryan Palmer,.434,.255,.395,-.216,51
60,0,37189,Harold Varner III,.429,.260,.093,.076,74
61,0,29974,Branden Grace,.413,.024,.110,.278,45
62,0,26499,Rafa Cabrera Bello,.376,.180,.089,.107,48
63,0,27649,Brandt Snedeker,.370,-.193,.083,.480,80
64,0,33419,Cameron Tringale,.342,-.108,.327,.123,51
65,0,45157,Cam Davis,.340,.197,.165,-.021,57
66,0,24138,Ian Poulter,.339,-.078,.150,.267,44
67,0,32640,Troy Merritt,.336,-.054,.366,.041,56
68,0,40026,Daniel Berger,.322,.344,.007,-.029,59
69,0,49298,Kramer Hickok,.317,.336,-.264,.245,59
70,0,29420,Billy Horschel,.307,.145,.147,.014,69
71,0,27141,J.B. Holmes,.302,.210,.079,.012,48
72,0,49771,J.T. Poston,.294,.032,.223,.038,88
73,0,30110,Kyle Stanley,.285,.037,.309,-.062,55
74,0,27330,Josh Teater,.279,.081,.361,-.162,53
