RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
55,0,23409,James Driscoll,.139,8.767,63
55,0,26596,Ryan Moore,.139,7.911,57
57,0,22792,Peter Hanson,.138,4.570,33
58,0,20645,John Senden,.130,7.938,61
59,0,21528,Henrik Stenson,.128,5.616,44
60,0,08725,Tom Gillis,.126,7.581,60
60,0,25345,Carl Pettersson,.126,8.032,64
62,0,08075,Jerry Kelly,.125,8.031,64
63,0,25336,Alistair Presnell,.123,5.672,46
64,0,28500,Martin Flores,.118,8.992,76
65,0,22046,Geoff Ogilvy,.117,4.923,42
66,0,29518,Brendan Steele,.105,8.081,77
67,0,30926,Chris Kirk,.099,8.041,81
68,0,27644,Brian Harman,.096,7.329,76
69,0,02206,David Toms,.095,3.024,32
70,0,22378,Trevor Immelman,.094,5.806,62
71,0,32366,Kevin Chappell,.077,5.148,67
72,0,32102,Rickie Fowler,.074,4.364,59
73,0,21878,Mark Wilson,.072,3.615,50
74,0,25834,Daniel Summerhays,.067,5.198,78
74,0,32150,Michael Thompson,.067,3.562,53
76,0,26331,Charl Schwartzel,.061,3.297,54
77,0,35539,Luke Guthrie,.055,3.550,65
77,0,24502,Adam Scott,.055,2.412,44
79,0,27933,John Merrick,.051,3.445,68
80,0,24781,Hunter Mahan,.050,3.425,68
81,0,24024,Zach Johnson,.047,3.124,67
82,0,20691,Greg Owen,.036,2.346,66
83,0,23638,Brendon de Jonge,.032,3.121,97
83,0,28237,Rory McIlroy,.032,1.327,41
85,0,30944,Jason Kokrak,.029,2.114,72
86,0,20443,Jin Park,.016,.674,43
87,0,34360,Patrick Reed,.011,.792,74
88,0,23541,Ben Crane,.005,.276,55
89,0,23497,Tag Ridings,.003,.182,58
89,0,22295,Darron Stiles,.003,.145,42
89,0,34431,Robert Streb,.003,.210,62
92,0,10213,Dicky Pride,.002,.145,59
92,0,23621,Rory Sabbatini,.002,.125,72
94,0,25818,Scott Piercy,-.006,-.365,62
95,0,27214,Kevin Streelman,-.008,-.560,68
96,0,26851,Marc Leishman,-.009,-.604,64
97,0,29479,Scott Brown,-.014,-.749,55
98,0,28092,D.H. Lee,-.015,-.882,58
99,0,23788,D.J. Trahan,-.018,-.695,38
100,0,06567,Vijay Singh,-.021,-1.007,48
101,0,34409,David Lingmerth,-.022,-1.278,57
102,0,28679,Fabián Gómez,-.026,-1.454,56
103,0,24490,George McNeill,-.030,-1.915,64
104,0,12510,Chad Campbell,-.033,-2.406,72
105,0,32448,James Hahn,-.034,-2.279,67
106,0,35139,Richard Lee,-.043,-3.107,72
107,0,23135,Tim Clark,-.049,-2.100,43
108,0,27556,Ted Potter Jr.,-.052,-2.873,55
109,0,24361,Pat Perez,-.055,-3.519,64
110,0,20229,Stewart Cink,-.058,-3.247,56
110,0,27936,Martin Laird,-.058,-3.100,53
112,0,20848,Ángel Cabrera,-.059,-3.358,57
113,0,25572,Graeme McDowell,-.061,-2.238,37
114,0,25804,Bubba Watson,-.065,-3.810,59
115,0,01116,Michael Bradley,-.068,-2.930,43
116,0,29420,Billy Horschel,-.069,-5.689,83
117,0,24494,Erik Compton,-.076,-4.953,65
118,0,34099,Harris English,-.077,-6.298,82
119,0,25900,Lucas Glover,-.083,-4.300,52
120,0,10885,Robert Allenby,-.085,-4.445,52
121,0,23353,J.J. Henry,-.089,-6.603,74
122,0,30925,Dustin Johnson,-.090,-4.566,51
123,0,22056,Cameron Percy,-.092,-5.220,57
124,0,24507,Jason Bohn,-.095,-6.294,66
124,0,27770,Camilo Villegas,-.095,-6.089,64
126,0,27129,Luke List,-.097,-5.030,52
127,0,23623,Bo Van Pelt,-.100,-5.405,54
128,0,20593,Greg Chalmers,-.102,-7.142,70
129,0,25686,Jason Dufner,-.103,-6.276,61
129,0,22913,John Rollins,-.103,-6.974,68
131,0,22961,David Mathis,-.105,-6.535,62
132,0,26679,Kevin Stadler,-.110,-7.620,69
133,0,26758,David Hearn,-.119,-8.698,73
134,0,31560,Brian Stuard,-.125,-7.879,63
135,0,27330,Josh Teater,-.133,-8.094,61
136,0,24663,Y.E. Yang,-.137,-5.615,41
137,0,12716,Charley Hoffman,-.145,-10.578,73
138,0,06004,Stephen Ames,-.147,-6.488,44
139,0,29740,Brad Fritsch,-.152,-10.307,68
140,0,30163,Henrik Norlander,-.155,-9.146,59
140,0,33418,Shawn Stefani,-.155,-7.742,50
142,0,27436,Graham DeLaet,-.159,-12.880,81
143,0,30852,Ryo Ishikawa,-.165,-9.062,55
144,0,01724,Jeff Maggert,-.166,-9.477,57
145,0,31557,Jim Herman,-.176,-7.759,44
146,0,20104,Ken Duke,-.178,-13.386,75
147,0,26476,Chez Reavie,-.184,-12.310,67
148,0,27503,Steve LeBrun,-.185,-9.811,53
149,0,24399,Scott Gardiner,-.190,-9.900,52
150,0,06573,Brandt Jobe,-.191,-10.100,53
151,0,24140,Sean O'Hair,-.198,-10.106,51
152,0,24227,Justin Bolli,-.210,-9.644,46
152,0,22806,Doug LaBelle II,-.210,-12.367,59
154,0,28455,Will Claxton,-.215,-12.012,56
155,0,26289,Boo Weekley,-.221,-18.324,83
156,0,24846,Ricky Barnes,-.227,-14.745,65
157,0,34098,Russell Henley,-.233,-15.408,66
158,0,28307,Matt Every,-.234,-18.696,80
159,0,30711,Colt Knost,-.242,-14.033,58
160,0,23325,Vaughn Taylor,-.247,-9.887,40
161,0,28780,Nicholas Thompson,-.288,-24.746,86
162,0,32334,Charlie Beljan,-.306,-16.854,55
163,0,29425,Andrew Svoboda,-.308,-10.768,35
164,0,27095,Nick Watney,-.317,-23.138,73
165,0,23320,Ryan Palmer,-.323,-22.279,69
166,0,32698,Bobby Gates,-.331,-12.560,38
167,0,27408,Martin Kaymer,-.335,-14.052,42
168,0,36884,Ben Kohles,-.354,-21.921,62
169,0,28259,Sangmoon Bae,-.376,-27.050,72
170,0,28475,Jeff Overton,-.384,-28.398,74
171,0,30692,Scott Stallings,-.392,-25.839,66
171,0,31323,Gary Woodland,-.392,-32.529,83
173,0,30750,Tommy Gainey,-.411,-30.803,75
174,0,26951,Johnson Wagner,-.436,-22.672,52
175,0,33869,Eric Meierdierks,-.501,-18.539,37
176,0,37273,Derek Ernst,-.526,-25.791,49
177,0,24358,Robert Garrigus,-.528,-25.848,49
178,0,23452,Nicolas Colsaerts,-.563,-20.271,36
179,0,25444,Justin Hicks,-.600,-39.626,66
180,0,30110,Kyle Stanley,-.708,-42.496,60
