RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,01051,Seve Ballesteros,4.85,305057,6292100
2,0,01042,Paul Azinger,3.75,754479,20107380
3,0,02159,Curtis Strange,3.65,750937,20577433
4,0,02256,Tom Watson,3.52,592347,16806670
5,0,01876,Greg Norman,3.29,501449,15256670
6,0,02099,Scott Simpson,2.98,581030,19518670
7,0,01823,Larry Mize,2.92,514405,17615433
8,0,02242,Lanny Wadkins,2.85,483725,16991390
9,0,01235,Ben Crenshaw,2.76,532191,19306670
10,0,01666,Bernhard Langer,2.67,349429,13092100
10,0,01864,Larry Nelson,2.67,474290,17765433
12,0,01633,Tom Kite,2.64,495513,18765433
13,0,01717,Sandy Lyle,2.63,286174,10891390
14,0,01072,Chip Beck,2.46,501002,20330713
15,0,02170,Hal Sutton,2.42,460492,19027433
16,0,01161,Mark Calcavecchia,2.41,494396,20556670
17,0,02146,Payne Stewart,2.38,490023,20615433
18,0,01378,David Frost,2.30,482069,20956670
19,0,01928,Corey Pavin,2.27,478405,21056670
20,0,01958,Dan Pohl,2.17,433267,20006670
21,0,01960,Don Pooley,2.16,431001,19977433
22,0,01014,Fulton Allem,2.08,88734,4264570
23,0,01226,Fred Couples,1.99,415023,20839570
24,0,02267,D.A. Weibring,1.91,375360,19618670
25,0,01192,T.C. Chen,1.86,203974,10992100
26,0,01527,Scott Hoch,1.85,368745,19910333
27,0,01706,Davis Love III,1.74,297377,17124043
28,0,01135,Ken Brown,1.73,234365,13539323
29,0,01783,Mark McCumber,1.68,371383,22068670
30,0,01968,Nick Price,1.66,315666,19031423
31,0,01996,Mike Reid,1.57,348831,22251570
32,0,01887,Mark O'Meara,1.55,312247,20130713
33,0,01219,John Cook,1.51,333183,22068670
34,0,02133,Craig Stadler,1.47,235829,16056670
35,0,02241,Bobby Wadkins,1.44,317168,22042713
36,0,01444,Ken Green,1.43,273267,19056670
37,0,02104,Jeff Sluman,1.42,321087,22600613
38,0,01884,Mac O'Grady,1.39,271108,19568670
38,0,02321,Fuzzy Zoeller,1.39,222920,16092713
40,0,01200,Keith Clearwater,1.37,320003,23313613
41,0,01926,Steve Pate,1.35,320226,23725613
42,0,01457,Jay Haas,1.34,270341,20231670
43,0,01964,Greg Powers,1.32,58958,4475000
44,0,02303,Robert Wrenn,1.27,203555,16026323
45,0,01837,Gil Morgan,1.25,133978,10699043
46,0,02118,J.C. Snead,1.19,234836,19800613
47,0,02255,Denis Watson,1.14,231072,20292713
48,0,01510,Nolan Henke,1.13,9071,800000
48,0,02223,Bob Tway,1.13,212360,18830713
