RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,23108,Matt Kuchar,100.0,6
1,0,24138,Ian Poulter,100.0,3
1,0,08793,Tiger Woods,100.0,1
4,0,23541,Ben Crane,90.0,9
5,0,24925,Jonathan Byrd,88.9,8
5,0,22621,Ben Curtis,88.9,8
5,0,21209,Sergio Garcia,88.9,8
8,0,23135,Tim Clark,87.5,7
8,0,20574,Mathew Goggin,87.5,7
8,0,12782,Tim Herron,87.5,7
8,0,26596,Ryan Moore,87.5,7
8,0,22405,Justin Rose,87.5,7
13,0,06004,Stephen Ames,85.7,6
13,0,24357,K.J. Choi,85.7,6
13,0,26679,Kevin Stadler,85.7,6
13,0,12602,Dean Wilson,85.7,6
17,0,12705,Cliff Kresge,83.3,5
17,0,21878,Mark Wilson,83.3,10
19,0,24503,Jeff Klauk,81.8,9
19,0,06595,Kevin Sutherland,81.8,9
19,0,10425,Jay Williamson,81.8,9
22,0,24846,Ricky Barnes,80.0,8
22,0,25190,Jeff Quinney,80.0,8
22,0,27770,Camilo Villegas,80.0,8
25,0,23983,Luke Donald,77.8,7
25,0,06522,Ernie Els,77.8,7
25,0,01473,Todd Hamilton,77.8,7
28,0,20104,Ken Duke,76.9,10
28,0,21961,Charles Howell III,76.9,10
30,0,10885,Robert Allenby,75.0,6
30,0,23638,Brendon de Jonge,75.0,9
30,0,30925,Dustin Johnson,75.0,6
30,0,01706,Davis Love III,75.0,9
30,0,28158,Steve Marino,75.0,6
30,0,24490,George McNeill,75.0,6
30,0,20572,Rod Pampling,75.0,3
30,0,23621,Rory Sabbatini,75.0,6
30,0,24502,Adam Scott,75.0,3
39,0,01948,Tim Petrovic,72.7,8
39,0,28780,Nicholas Thompson,72.7,8
41,0,22371,Aaron Baddeley,71.4,5
41,0,28089,Jason Day,71.4,5
41,0,23353,J.J. Henry,71.4,10
41,0,26851,Marc Leishman,71.4,5
41,0,22348,Nick O'Hern,71.4,10
41,0,25818,Scott Piercy,71.4,5
41,0,08845,Scott Sterling,71.4,5
48,0,27120,Troy Matteson,70.0,7
48,0,25345,Carl Pettersson,70.0,7
50,0,23048,Eric Axley,66.7,4
50,0,20498,Briny Baird,66.7,4
50,0,28087,Kris Blanks,66.7,4
50,0,20848,Ángel Cabrera,66.7,4
50,0,08931,Glen Day,66.7,6
50,0,01320,Bob Estes,66.7,6
50,0,31416,Derek Fathauer,66.7,4
50,0,10809,Jim Furyk,66.7,6
50,0,19846,Brian Gay,66.7,10
50,0,24924,Bill Haas,66.7,4
50,0,06012,Greg Kraft,66.7,2
50,0,20127,Chris Riley,66.7,8
50,0,25562,Andres Romero,66.7,6
50,0,25919,Brian Vranesh,66.7,4
50,0,26951,Johnson Wagner,66.7,8
50,0,26289,Boo Weekley,66.7,8
66,0,23718,Nathan Green,64.3,9
66,0,21959,Ted Purdy,64.3,9
68,0,23778,Brad Adamonis,63.6,7
68,0,24781,Hunter Mahan,63.6,7
68,0,22961,David Mathis,63.6,7
68,0,06567,Vijay Singh,63.6,7
68,0,02239,Scott Verplank,63.6,7
68,0,24663,Y.E. Yang,63.6,7
74,0,06197,Michael Allen,62.5,5
74,0,23614,Rich Beem,62.5,5
74,0,01132,Mark Brooks,62.5,5
74,0,23497,Tag Ridings,62.5,5
74,0,20645,John Senden,62.5,5
79,0,12510,Chad Campbell,61.5,8
79,0,25240,D.A. Points,61.5,8
81,0,20472,Alex Cejka,60.0,6
81,0,20593,Greg Chalmers,60.0,6
81,0,06251,Chris DiMarco,60.0,9
81,0,01313,Steve Elkington,60.0,6
81,0,06643,Paul Goydos,60.0,6
81,0,08075,Jerry Kelly,60.0,6
81,0,01724,Jeff Maggert,60.0,3
81,0,24140,Sean O'Hair,60.0,3
81,0,24361,Pat Perez,60.0,6
81,0,07749,Brett Quigley,60.0,6
81,0,27095,Nick Watney,60.0,6
81,0,26498,Matt Weibring,60.0,3
81,0,10423,Mike Weir,60.0,6
94,0,12652,Cameron Beckman,58.3,7
94,0,26695,Michael Letzig,58.3,7
96,0,01161,Mark Calcavecchia,57.1,4
96,0,06621,Joe Durant,57.1,4
96,0,25900,Lucas Glover,57.1,4
96,0,10117,Bob Heintz,57.1,4
96,0,10585,Scott McCarron,57.1,8
96,0,01810,Phil Mickelson,57.1,4
96,0,21949,Joe Ogilvie,57.1,4
96,0,25804,Bubba Watson,57.1,4
104,0,01035,Tommy Armour III,55.6,5
104,0,07867,Woody Austin,55.6,5
104,0,25686,Jason Dufner,55.6,5
104,0,07457,Steve Flesch,55.6,5
104,0,01577,Lee Janzen,55.6,5
104,0,27466,Spencer Levin,55.6,5
104,0,23548,Bill Lunde,55.6,5
104,0,01928,Corey Pavin,55.6,5
104,0,22548,Patrick Sheehan,55.6,5
104,0,26668,Marc Turnesa,55.6,5
104,0,23623,Bo Van Pelt,55.6,5
115,0,21805,Harrison Frazar,54.5,6
115,0,20691,Greg Owen,54.5,6
115,0,27963,Chris Stroud,54.5,6
115,0,23788,D.J. Trahan,54.5,6
119,0,21350,Ryuji Imada,53.8,7
120,0,01226,Fred Couples,50.0,3
120,0,24358,Robert Garrigus,50.0,5
120,0,20766,Padraig Harrington,50.0,2
120,0,24024,Zach Johnson,50.0,2
120,0,26300,Matt Jones,50.0,5
120,0,27936,Martin Laird,50.0,3
120,0,10860,Justin Leonard,50.0,5
120,0,01707,Steve Lowery,50.0,6
120,0,24912,Will MacKenzie,50.0,2
120,0,23320,Ryan Palmer,50.0,4
120,0,28620,Aron Price,50.0,7
120,0,27214,Kevin Streelman,50.0,7
120,0,02206,David Toms,50.0,5
120,0,25632,Jimmy Walker,50.0,5
120,0,23349,Charles Warren,50.0,4
135,0,01797,Rocco Mediate,46.7,7
136,0,27060,John Mallinger,45.5,5
136,0,25396,Kevin Na,45.5,5
136,0,01945,Kenny Perry,45.5,5
139,0,12716,Charley Hoffman,44.4,4
139,0,22293,Heath Slocum,44.4,4
139,0,20160,Charlie Wi,44.4,4
142,0,27141,J.B. Holmes,42.9,3
142,0,27649,Brandt Snedeker,42.9,3
144,0,24507,Jason Bohn,41.7,5
145,0,23800,Bryce Molder,40.0,2
145,0,29221,Webb Simpson,40.0,4
145,0,23325,Vaughn Taylor,40.0,4
148,0,20070,Matt Bettencourt,38.5,5
149,0,20229,Stewart Cink,37.5,3
149,0,30711,Colt Knost,37.5,3
149,0,01677,Tom Lehman,37.5,3
149,0,26497,Casey Wittenberg,37.5,3
153,0,20634,Peter Lonard,36.4,4
153,0,27933,John Merrick,36.4,4
155,0,20850,Daniel Chopra,33.3,3
155,0,20157,Retief Goosen,33.3,2
155,0,10733,Kent Jones,33.3,3
155,0,22046,Geoff Ogilvy,33.3,2
155,0,01941,Tom Pernice Jr.,33.3,4
155,0,06539,Rick Price,33.3,2
155,0,06527,Steve Stricker,33.3,1
162,0,01142,Bart Bryant,30.0,3
162,0,21731,Freddie Jacobson,30.0,3
164,0,24449,Parker McLachlin,28.6,2
164,0,26301,James Nitties,28.6,2
166,0,22892,Jason Gore,27.3,3
167,0,20098,Stuart Appleby,25.0,3
167,0,21753,Brian Davis,25.0,3
167,0,29718,Anthony Kim,25.0,2
167,0,01766,Billy Mayfair,25.0,2
171,0,26420,Richard Johnson,22.2,2
171,0,28475,Jeff Overton,22.2,2
173,0,09011,David Duval,20.0,1
173,0,26476,Chez Reavie,20.0,2
173,0,31323,Gary Woodland,20.0,1
176,0,22913,John Rollins,18.2,2
177,0,01329,Brad Faxon,16.7,1
178,0,02214,Kirk Triplett,14.3,1
179,0,26881,Jarrod Lyle,12.5,1
180,0,07223,Brian Bateman,.0,0
180,0,27683,Leif Olson,.0,0
180,0,22295,Darron Stiles,.0,0
180,0,30927,Brendon Todd,.0,0
180,0,28118,Peter Tomasulo,.0,0
