RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,01072,Chip Beck,2.31,376,163
2,0,01633,Tom Kite,2.02,335,166
3,0,02146,Payne Stewart,1.91,423,221
4,0,01235,Ben Crenshaw,1.89,377,199
5,0,01226,Fred Couples,1.88,425,226
6,0,01527,Scott Hoch,1.87,423,226
7,0,01864,Larry Nelson,1.84,265,144
8,0,01042,Paul Azinger,1.78,378,212
8,0,01060,Dave Barr,1.78,339,190
8,0,01378,David Frost,1.78,327,184
11,0,01876,Greg Norman,1.72,211,123
12,0,01783,Mark McCumber,1.70,297,175
12,0,02159,Curtis Strange,1.70,332,195
12,0,02256,Tom Watson,1.70,234,138
15,0,02242,Lanny Wadkins,1.69,365,216
16,0,01457,Jay Haas,1.65,347,210
16,0,01717,Sandy Lyle,1.65,246,149
18,0,01690,Bruce Lietzke,1.64,318,194
18,0,01958,Dan Pohl,1.64,318,194
20,0,01161,Mark Calcavecchia,1.63,478,293
20,0,01444,Ken Green,1.63,407,250
22,0,02321,Fuzzy Zoeller,1.62,288,178
23,0,01926,Steve Pate,1.61,378,235
24,0,02101,Joey Sindelar,1.56,427,273
25,0,01968,Nick Price,1.55,319,206
25,0,02223,Bob Tway,1.55,407,262
27,0,01823,Larry Mize,1.54,275,178
27,0,02033,Dave Rummells,1.54,438,284
29,0,01132,Mark Brooks,1.52,344,227
29,0,01725,John Mahaffey,1.52,369,243
29,0,01887,Mark O'Meara,1.52,337,221
32,0,01355,Raymond Floyd,1.51,237,157
32,0,02104,Jeff Sluman,1.51,423,281
34,0,01682,Wayne Levi,1.50,318,212
34,0,02049,Gene Sauers,1.50,390,260
36,0,01569,Peter Jacobsen,1.49,303,203
37,0,01858,Tommy Nakajima,1.48,195,132
37,0,01960,Don Pooley,1.48,285,192
37,0,02279,Mark Wiebe,1.48,437,295
40,0,01346,Ed Fiori,1.47,379,258
40,0,01837,Gil Morgan,1.47,275,187
40,0,02241,Bobby Wadkins,1.47,415,283
43,0,01701,Bob Lohr,1.43,409,286
43,0,01935,Calvin Peete,1.43,251,175
43,0,02267,D.A. Weibring,1.43,264,185
46,0,01475,Donnie Hammond,1.42,369,260
46,0,02133,Craig Stadler,1.42,284,200
46,0,02303,Robert Wrenn,1.42,368,260
49,0,02190,Doug Tewell,1.41,272,193
50,0,01006,John Adams,1.40,219,156
50,0,02100,Tim Simpson,1.40,332,237
52,0,01385,Jim Gallagher Jr.,1.39,235,169
52,0,01846,Jodie Mudd,1.39,377,272
52,0,01975,Tom Purtzer,1.39,284,205
55,0,01418,Bill Glasson,1.38,324,234
55,0,02010,Loren Roberts,1.38,314,228
57,0,01435,Wayne Grady,1.37,207,151
57,0,01755,Dick Mast,1.37,355,260
57,0,01928,Corey Pavin,1.37,289,211
60,0,01414,Bob Gilder,1.36,324,239
60,0,01996,Mike Reid,1.36,240,176
62,0,01495,Morris Hatalsky,1.35,245,181
63,0,01157,Tom Byrum,1.34,413,309
63,0,01361,Dan Forsman,1.34,485,361
65,0,01203,Russ Cochran,1.32,363,276
65,0,01219,John Cook,1.32,335,254
65,0,01723,Andrew Magee,1.32,326,247
68,0,01641,Gary Koch,1.31,262,200
69,0,01706,Davis Love III,1.30,324,250
70,0,01098,Jay Don Blake,1.29,385,298
70,0,01313,Steve Elkington,1.29,322,250
70,0,01736,Roger Maltbie,1.29,269,208
70,0,01797,Rocco Mediate,1.29,385,298
70,0,01877,Tim Norris,1.29,272,211
70,0,01945,Kenny Perry,1.29,364,283
76,0,01329,Brad Faxon,1.28,336,262
76,0,02239,Scott Verplank,1.28,347,271
78,0,01549,Mike Hulbert,1.27,405,318
78,0,02023,Clarence Rose,1.27,391,308
80,0,01035,Tommy Armour III,1.26,341,271
80,0,01061,Ray Barr Jr.,1.26,206,163
80,0,01306,David Edwards,1.26,243,193
83,0,01129,Bill Britton,1.25,339,271
83,0,01390,Buddy Gardner,1.25,361,288
85,0,06284,Jim Hallet,1.24,380,306
85,0,01891,David Ogrin,1.24,319,258
