RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,02190,Doug Tewell,18,710,0
2,0,01150,George Burns,15,557,0
2,0,01984,Sam Randolph,15,772,0
4,0,01151,Clark Burroughs,12,907,0
5,0,01468,Gary Hallberg,10,602,0
5,0,01858,Tommy Nakajima,10,440,0
7,0,01310,Dave Eichelberger,9,978,0
7,0,01851,Bob Murphy,9,782,0
9,0,01971,Dillard Pruitt,8,886,0
9,0,02311,Kim Young,8,746,0
9,0,02313,Bruce Zabriski,8,840,0
12,0,01093,Ronnie Black,7,810,0
12,0,01361,Dan Forsman,7,1266,0
12,0,01715,Mark Lye,7,901,0
12,0,01935,Calvin Peete,7,763,0
12,0,01943,Chris Perry,7,1056,0
17,0,01197,Bobby Clampett,6,920,0
17,0,01214,Frank Conner,6,644,0
17,0,01527,Scott Hoch,6,1026,0
17,0,01682,Wayne Levi,6,830,0
17,0,01892,Aki Ohmachi,6,920,0
17,0,02159,Curtis Strange,6,760,0
23,0,02148,Ray Stewart,5,974,0
23,0,02180,Harry Taylor,5,554,0
23,0,02195,Leonard Thompson,5,1060,0
26,0,01435,Wayne Grady,4,660,0
26,0,01938,David Peoples,4,1049,0
26,0,02255,Denis Watson,4,698,0
29,0,01132,Mark Brooks,3,1028,0
29,0,02229,Brett Upper,3,822,0
31,0,01024,Billy Andrade,2,1038,0
31,0,01035,Tommy Armour III,2,952,0
31,0,01042,Paul Azinger,2,848,0
31,0,01157,Tom Byrum,2,1134,0
31,0,01161,Mark Calcavecchia,2,1097,0
31,0,01444,Ken Green,2,939,0
31,0,01457,Jay Haas,2,938,0
31,0,01599,Steve Jones,2,836,0
31,0,01797,Rocco Mediate,2,1100,0
31,0,01926,Steve Pate,2,966,0
31,0,01986,Joey Rassett,2,738,0
31,0,02241,Bobby Wadkins,2,1074,0
31,0,02294,Willie Wood,2,822,0
31,0,02303,Robert Wrenn,2,948,0
45,0,01033,George Archer,1,958,0
45,0,01077,Mike Bender,1,846,0
45,0,01094,Mike Blackburn,1,852,0
45,0,01096,Phil Blackmar,1,761,0
45,0,01098,Jay Don Blake,1,1046,0
45,0,01127,Danny Briggs,1,640,0
45,0,01129,Bill Britton,1,920,0
45,0,01133,Billy Ray Brown,1,1056,0
45,0,01154,Bill Buttner,1,910,0
45,0,01156,Curt Byrum,1,1000,0
45,0,01168,David Canipe,1,889,0
45,0,01185,Brandel Chamblee,1,794,0
45,0,01226,Fred Couples,1,932,0
45,0,01261,Jay Delsing,1,838,0
45,0,01288,Ed Dougherty,1,928,0
45,0,01313,Steve Elkington,1,919,0
45,0,01331,Rick Fehr,1,800,0
45,0,06284,Jim Hallet,1,1078,0
45,0,01476,Mike Hammond,1,760,0
45,0,01569,Peter Jacobsen,1,794,0
45,0,01571,Barry Jaeckel,1,808,0
45,0,01639,Kenny Knox,1,1070,0
45,0,01641,Gary Koch,1,728,0
45,0,01701,Bob Lohr,1,1128,0
45,0,01706,Davis Love III,1,834,0
45,0,01723,Andrew Magee,1,900,0
45,0,01736,Roger Maltbie,1,818,0
45,0,01737,Mark Maness,1,612,0
45,0,01755,Dick Mast,1,902,0
45,0,01846,Jodie Mudd,1,989,0
45,0,01861,Jim Nelford,1,732,0
45,0,01877,Tim Norris,1,846,0
45,0,01887,Mark O'Meara,1,768,0
45,0,01928,Corey Pavin,1,780,0
45,0,01970,Bob Proben,1,814,0
45,0,01975,Tom Purtzer,1,796,0
45,0,02041,Bill Sander,1,886,0
45,0,02049,Gene Sauers,1,1056,0
45,0,02090,Tom Sieckmann,1,802,0
45,0,02100,Tim Simpson,1,954,0
45,0,02104,Jeff Sluman,1,1120,0
45,0,02118,J.C. Snead,1,834,0
45,0,02133,Craig Stadler,1,638,0
45,0,02146,Payne Stewart,1,916,0
45,0,02170,Hal Sutton,1,774,0
45,0,02215,Paul Trittler,1,684,0
45,0,02225,Howard Twitty,1,1100,0
45,0,02242,Lanny Wadkins,1,862,0
45,0,02244,Fred Wadsworth,1,757,0
45,0,02279,Mark Wiebe,1,1112,0
