RANK,MOVEMENT,PLAYER_ID,PLAYER,VICTORIES
43,0,46955,Haydn Barron,0
43,0,35490,Wil Bateman,0
43,0,48001,Zach Bauchou,0
43,0,52633,Alex Beach,0
43,0,12652,Cameron Beckman,0
43,0,31678,Oliver Bekker,0
43,0,32334,Charlie Beljan,0
43,0,49117,Isidro Benitez,0
43,0,59652,Sam Bennett,0
43,0,55411,Jacob Bergeron,0
43,0,27909,Wil Besseling,0
43,0,66121,Oliver Betschart,0
43,0,45522,Christiaan Bezuidenhout,0
43,0,56869,Taylor Bibbs,0
43,0,55930,Fred Biondi,0
43,0,34310,Alexander Björk,0
43,0,40058,Zac Blair,0
43,0,54788,Chandler Blanchet,0
43,0,45836,Richard Bland,0
43,0,27958,Ryan Blaum,0
43,0,49884,Cody Blick,0
43,0,55888,Devon Bling,0
43,0,27895,Jonas Blixt,0
43,0,22764,Michael Block,0
43,0,54608,Dillon Board,0
43,0,24507,Jason Bohn,0
43,0,54871,Grant Booth,0
43,0,06214,Guy Boros,0
43,0,39460,Cyril Bouniol,0
43,0,64826,Celine Boutier,0
43,0,40009,Dominic Bozzelli,0
43,0,63459,Dan Bradbury,0
43,0,34255,Joseph Bramlett,0
43,0,28420,Ryan Brehm,0
43,0,61522,Michael Brennan,0
43,0,60004,Jacob Bridgeman,0
43,0,52095,Christoffer Bring,0
43,0,63342,Barclay Brown,0
43,0,57259,Daniel Brown,0
43,0,29479,Scott Brown,0
43,0,36892,Olin Browne Jr.,0
43,0,36837,Julien Brun,0
43,0,48084,Wesley Bryan,0
43,0,51363,George Bryan IV,0
43,0,55708,Hayden Buckley,0
43,0,59014,Connor Burgess,0
43,0,33974,Dean Burmester,0
43,0,24925,Jonathan Byrd,0
43,0,58816,Marcus Byrd,0
43,0,26499,Rafa Cabrera Bello,0
43,0,64754,Matt Cahill,0
43,0,58716,Ethan Cairns,0
43,0,36389,Robi Calvesbert,0
43,0,12510,Chad Campbell,0
43,0,32367,Jorge Campillo,0
43,0,32070,Rafael Campos,0
43,0,26500,Alejandro Cañizares,0
43,0,34362,Laurie Canter,0
43,0,35450,Patrick Cantlay,0
43,0,61256,Tim Cantwell,0
43,0,34697,Yi Cao,0
43,0,49590,Frankie Capan III,0
43,0,48898,David Carey,0
43,0,55895,Brian Carlson,0
43,0,60006,Ben Carr,0
43,0,60499,Luis Carrera,0
43,0,64266,Michael Castillo,0
43,0,59440,Ricky Castillo,0
43,0,45734,John Catlin,0
43,0,58945,Christian Cavaliere,0
43,0,20593,Greg Chalmers,0
43,0,52372,Cameron Champ,0
43,0,32366,Kevin Chappell,0
43,0,33605,Gunn Charoenkul,0
43,0,51671,Alex Chiarella,0
43,0,24357,K.J. Choi,0
43,0,55460,Sam Choi,0
43,0,20850,Daniel Chopra,0
43,0,65071,Tiger Christensen,0
43,0,54530,Henry Chung,0
43,0,20229,Stewart Cink,0
43,0,19825,Darren Clarke,0
43,0,60008,Ford Clegg,0
43,0,51151,Todd Clements,0
43,0,35557,Aaron Cockerill,0
43,0,47591,Eric Cole,0
43,0,51895,Ryan Cole,0
43,0,59570,Tyler Collet,0
43,0,25720,Chad Collins,0
43,0,55649,Cougar Collins,0
43,0,23452,Nicolas Colsaerts,0
43,0,24494,Erik Compton,0
43,0,49453,Trevor Cone,0
43,0,47154,Martin Contini,0
43,0,59442,Parker Coody,0
43,0,59836,Pierceson Coody,0
43,0,46435,Austin Cook,0
43,0,59547,Anthony Cordes,0
43,0,64818,Allisen Corpuz,0
43,0,01226,Fred Couples,0
43,0,56284,Patrick Cover,0
43,0,65344,Trey Cox,0
43,0,23541,Ben Crane,0
43,0,39436,Joshua Creel,0
43,0,56555,Myles Creighton,0
43,0,34308,Brandon Crick,0
43,0,39524,Sean Crocker,0
43,0,54288,Harrison Crowe,0
43,0,52514,Trace Crowe,0
43,0,58605,Quade Cummins,0
43,0,39067,MJ Daffue,0
43,0,34076,Joel Dahmen,0
43,0,01249,John Daly,0
43,0,33459,Jens Dantorp,0
43,0,60009,Reid Davenport,0
43,0,66098,Billy Davis,0
43,0,21753,Brian Davis,0
43,0,45157,Cam Davis,0
43,0,58694,Ryan Davis,0
43,0,58380,Scott de Borba,0
43,0,31681,Louis de Jager,0
43,0,47959,Bryson DeChambeau,0
43,0,50762,Alejandro Del Rey,0
43,0,39859,Cristobal Del Solar,0
43,0,63964,Derek Deminsky,0
43,0,55412,Mickey DeMorat,0
43,0,59608,Morgan Deneen,0
43,0,33653,Thomas Detry,0
43,0,35376,Roberto Díaz,0
43,0,51690,Taylor Dickson,0
43,0,58121,Jarryd Dillas,0
43,0,63196,Wenyi Ding,0
43,0,51680,Alistair Docherty,0
43,0,23983,Luke Donald,0
43,0,25369,Jamie Donaldson,0
43,0,58600,Cooper Dossey,0
43,0,37338,Zecheng Dou,0
43,0,35110,Brett Drewitt,0
43,0,54954,Jesse Droemer,0
43,0,50527,Jared du Toit,0
43,0,25686,Jason Dufner,0
43,0,60975,Michael Duncan,0
43,0,45609,Tyler Duncan,0
43,0,59866,Nick Dunlap,0
43,0,60792,Taylor Durham,0
43,0,09011,David Duval,0
43,0,35133,Bryce Easton,0
43,0,57362,Austin Eckroat,0
43,0,58429,Blake Elliott,0
43,0,06522,Ernie Els,0
43,0,39201,Nacho Elvira,0
43,0,47079,Harrison Endycott,0
43,0,34099,Harris English,0
43,0,59656,Hunter Epson,0
43,0,37273,Derek Ernst,0
43,0,30191,Julián Etulain,0
43,0,55954,Lukas Euler,0
43,0,28307,Matt Every,0
43,0,32594,Oliver Farr,0
43,0,34136,Armando Favela,0
43,0,58767,Clay Feagler,0
43,0,50223,Ewen Ferguson,0
43,0,54278,Mateo Fernandez de Oliveira,0
43,0,36735,Jorge Fernández Valdés,0
43,0,51776,Michael Feuerstein,0
43,0,28166,Pedro Figueiredo,0
43,0,36299,Edward Figueroa,0
43,0,39412,Zack Fischer,0
43,0,27896,Ross Fisher,0
43,0,57123,Steven Fisk,0
43,0,55721,Alex Fitzpatrick,0
43,0,30911,Tommy Fleetwood,0
43,0,65256,David Ford,0
43,0,66144,Maxwell Ford,0
43,0,37066,Grant Forrest,0
43,0,47960,Simon Forsström,0
43,0,29936,Ryan Fox,0
43,0,12823,Carlos Franco,0
43,0,47966,Jeremy Freiburghaus,0
43,0,54338,Chris French,0
43,0,29970,Dylan Frittelli,0
43,0,51830,Taylor Funk,0
43,0,56149,Wilson Furr,0
43,0,10809,Jim Furyk,0
43,0,64576,Nick Gabrelcik,0
43,0,30750,Tommy Gainey,0
43,0,47081,Daniel Gale,0
43,0,01388,Robert Gamez,0
43,0,45477,Manu Gandas,0
43,0,21209,Sergio Garcia,0
43,0,48098,Sebastian Garcia Rodriguez,0
43,0,29535,Brice Garnett,0
43,0,24358,Robert Garrigus,0
43,0,47499,Alex Gaugert,0
43,0,46033,Daniel Gavins,0
43,0,19846,Brian Gay,0
43,0,59018,Ryan Gerard,0
43,0,56266,Deon Germishuys,0
43,0,52375,Doug Ghim,0
43,0,65135,Jay Giannetto,0
43,0,32618,Rhein Gibson,0
43,0,59647,Tommy Gibson,0
43,0,59091,Thomas Giroux,0
43,0,32662,Michael Gligic,0
43,0,47667,Conner Godsey,0
43,0,60750,Mark Goetz,0
43,0,28679,Fabián Gómez,0
43,0,46402,Talor Gooch,0
43,0,55165,Noah Goodwin,0
43,0,56762,Will Gordon,0
43,0,57550,Tanner Gore,0
43,0,59095,Chris Gotterup,0
43,0,31577,Tano Goya,0
43,0,29974,Branden Grace,0
43,0,51414,Brent Grant,0
43,0,61143,Austin Greaser,0
43,0,31273,Gavin Green,0
43,0,51865,J.J. Grey,0
43,0,39954,Cody Gribble,0
43,0,54591,Ben Griffin,0
43,0,35310,Lanto Griffin,0
43,0,64755,Russell Grove,0
43,0,46301,Juan Jose Guerra,0
43,0,28340,Julien Guerrier,0
43,0,49790,Danny Guise,0
43,0,51989,Jordan Gumberg,0
43,0,24980,Scott Gutschewski,0
43,0,24924,Bill Haas,0
43,0,34563,Chesson Hadley,0
43,0,33399,Adam Hadwin,0
43,0,46550,Brandon Hagy,0
43,0,32448,James Hahn,0
43,0,32865,Shunyat Hak,0
43,0,60767,Blaine Hale Jr.,0
43,0,35901,Paul Haley II,0
43,0,57975,Harry Hall,0
43,0,60065,Ryan Hall,0
43,0,46724,Jeong Woo Ham,0
43,0,56743,Chad Hambright,0
43,0,47987,Cole Hammer,0
43,0,27324,Seungsu Han,0
43,0,63659,Joseph Hanko,0
43,0,52462,Chase Hanna,0
43,0,35421,Brandon Harkins,0
43,0,20766,Padraig Harrington,0
43,0,27554,Scott Harrington,0
43,0,59105,Blake Hathcoat,0
43,0,34363,Tyrrell Hatton,0
43,0,49938,Dylan Healey,0
43,0,26758,David Hearn,0
43,0,48372,Marcus Helligkilde,0
43,0,50675,Brooke Henderson,0
43,0,55419,Bryce Hendrix,0
43,0,23353,J.J. Henry,0
43,0,31121,Berry Henson,0
43,0,39058,Lucas Herbert,0
43,0,31557,Jim Herman,0
43,0,58785,Michael Herrera,0
43,0,49298,Kramer Hickok,0
43,0,63774,Caleb Hicks,0
43,0,25444,Justin Hicks,0
43,0,64594,Angel Hidalgo Portillo,0
43,0,35778,Kazuki Higa,0
43,0,54421,Garrick Higgo,0
43,0,33597,Harry Higgs,0
43,0,55707,Calum Hill,0
43,0,60111,Charlie Hillier,0
43,0,49813,Daniel Hillier,0
43,0,49120,Kensei Hirata,0
43,0,54781,Grant Hirschman,0
43,0,51287,Ryo Hisatsune,0
43,0,60531,Derek Hitchner,0
43,0,58547,Austin Hitt,0
43,0,33490,Bo Hoag,0
43,0,35409,Craig Hocknull,0
43,0,51696,Rico Hoey,0
43,0,12716,Charley Hoffman,0
43,0,58663,Noah Hofman,0
43,0,35532,Tom Hoge,0
43,0,52453,Nicolai Hojgaard,0
43,0,52686,Rasmus Hojgaard,0
43,0,27141,J.B. Holmes,0
43,0,26284,Steve Holmes,0
43,0,59485,Van Holmgren,0
43,0,34296,Wes Homan,0
43,0,47336,Michael Hopper,0
43,0,34656,Mikumu Horikawa,0
43,0,29420,Billy Horschel,0
43,0,30909,David Horsey,0
43,0,47056,Rikuya Hoshino,0
43,0,35461,Beau Hossler,0
43,0,59243,Connor Howe,0
43,0,36801,Mark Hubbard,0
43,0,34174,John Huh,0
43,0,31400,Daan Huizing,0
43,0,64815,Charley Hull,0
43,0,48433,Oliver Hundeboll,0
43,0,56926,Keenan Huskey,0
43,0,39971,Sungjae Im,0
43,0,21350,Ryuji Imada,0
43,0,32775,Shugo Imahira,0
43,0,36514,Yuki Inamori,0
43,0,62846,Colin Inglis,0
43,0,30852,Ryo Ishikawa,0
43,0,59681,Jose Cristobal Islas,0
43,0,59743,Aguri Iwasaki,0
43,0,27747,Hiroshi Iwata,0
43,0,30050,Sean Jacklin,0
43,0,63457,Palmer Jackson,0
43,0,36799,Stephan Jaeger,0
43,0,57869,Benjamin James,0
43,0,31138,Scott Jamieson,0
43,0,47238,Jazz Janewattananond,0
43,0,61560,Aaron Jarvis,0
43,0,54995,Brendon Jelley,0
43,0,35437,Carter Jenkins,0
43,0,54869,Chase Johnson,0
43,0,30925,Dustin Johnson,0
43,0,59569,Kamaiu Johnson,0
43,0,34643,Michael Johnson,0
43,0,26420,Richard Johnson,0
43,0,12195,Tom Johnson,0
43,0,24024,Zach Johnson,0
43,0,64053,Nick Jones,0
43,0,55955,Matthew Jordan,0
43,0,63371,Chanmin Jung,0
43,0,01604,Steve Jurgensen,0
43,0,48018,Sadom Kaewkanjana,0
43,0,47917,Takumi Kanaya,0
43,0,47393,Jeffrey Kang,0
43,0,25883,Kyung Nam Kang,0
43,0,27974,Sung Kang,0
43,0,46879,Naoyuki Kataoka,0
43,0,48632,Yuto Katsuragawa,0
43,0,51366,Riki Kawamoto,0
43,0,32815,Masahiro Kawamura,0
43,0,20094,Jonathan Kaye,0
43,0,27408,Martin Kaymer,0
43,0,08075,Jerry Kelly,0
43,0,55752,Ben Kern,0
43,0,64804,Megan Khang,0
43,0,54299,Taichi Kho,0
43,0,30957,Maximilian Kieffer,0
43,0,31558,J.J. Killeen,0
43,0,35087,Bio Kim,0
43,0,46103,Daniel Kim,0
43,0,60436,Justin Kim,0
43,0,39975,Michael Kim,0
43,0,50188,S.H. Kim,0
43,0,32369,Sihwan Kim,0
43,0,32776,Yeongsu Kim,0
43,0,45426,Nathan Kimsey,0
43,0,63768,Harrison Kingsley,0
43,0,46404,Marcus Kinhult,0
43,0,29478,Kevin Kisner,0
43,0,32757,Patton Kizzire,0
43,0,22986,Søren Kjeldsen,0
43,0,58658,Peter Knade,0
43,0,47420,Jake Knapp,0
43,0,30959,Alexander Knappe,0
43,0,63671,William Knauth,0
43,0,64812,Cheyenne Knight,0
43,0,54813,Philip Knowles,0
43,0,33122,Russell Knox,0
43,0,56987,Jeong Weon Ko,0
43,0,57427,Lydia Ko,0
43,0,59871,Greg Koch,0
43,0,54652,David Kocher,0
43,0,32816,Satoshi Kodaira,0
43,0,36884,Ben Kohles,0
43,0,30944,Jason Kokrak,0
43,0,61412,Nelly Korda,0
43,0,47461,Andrew Kozan,0
43,0,35879,Kelly Kraft,0
43,0,23108,Matt Kuchar,0
43,0,58696,Peter Kuest,0
43,0,60547,Tommy Kuhl,0
43,0,34317,Joakim Lagergren,0
43,0,31420,Anirban Lahiri,0
43,0,59495,Eddy Lai,0
43,0,27936,Martin Laird,0
43,0,59125,Davis Lamb,0
43,0,27797,Derek Lamely,0
43,0,54422,Christo Lamprecht,0
43,0,33410,Andrew Landry,0
43,0,54604,Joey Lane,0
43,0,37250,Romain Langasque,0
43,0,01666,Bernhard Langer,0
43,0,51569,Peter Lansburgh,0
43,0,29670,Pablo Larrazabal,0
43,0,65310,Anders Larson,0
43,0,28775,Nate Lashley,0
43,0,34364,David Law,0
43,0,45523,Thriston Lawrence,0
43,0,49766,Hank Lebioda,0
43,0,37124,Roberto Lebrija,0
43,0,60215,Alex Lee,0
43,0,64810,Andrea Lee,0
43,0,29926,Danny Lee,0
43,0,54468,Joshua Lee,0
43,0,32791,K.H. Lee,0
43,0,37378,Min Woo Lee,0
43,0,37187,Tain Lee,0
43,0,52373,Walker Lee,0
43,0,49337,Thomas Lehman,0
43,0,27466,Spencer Levin,0
43,0,34579,Alexander Levy,0
43,0,35296,Haotong Li,0
43,0,11032,Frank Lickliter II,0
43,0,51441,KK Limbhasut,0
43,0,46837,Yuxin Lin,0
43,0,48293,Mikael Lindberg,0
43,0,37278,Nicholas Lindheim,0
43,0,34409,David Lingmerth,0
43,0,36326,David Lipsky,0
43,0,37447,Zander Lombard,0
43,0,35449,Adam Long,0
43,0,55509,Hurly Long,0
43,0,59131,Luke Long,0
43,0,58936,Thomas Longbella,0
43,0,01706,Davis Love III,0
43,0,63958,Taylor Lowe,0
43,0,40162,Justin Lower,0
43,0,33204,Shane Lowry,0
43,0,28300,Joost Luiten,0
43,0,39830,Xuewen Luo,0
43,0,01717,Sandy Lyle,0
43,0,51379,John Lyras,0
43,0,46368,Stuart Macdonald,0
43,0,52215,Robert MacIntyre,0
43,0,50006,Willie Mack III,0
43,0,65373,Alex Maguire,0
43,0,64803,Leona Maguire,0
43,0,34466,Peter Malnati,0
43,0,59137,RJ Manke,0
43,0,54190,Richard Mansell,0
43,0,60422,Enrique Marin Santander,0
43,0,58693,George Markham,0
43,0,33413,Ben Martin,0
43,0,65252,Kyle Martin,0
43,0,51927,Reid Martin,0
43,0,39489,Bobby Massa,0
43,0,64136,Jesse Massie,0
43,0,32839,Hideki Matsuyama,0
43,0,51491,Brandon Matthews,0
43,0,35675,Nyasha Mauchaza,0
43,0,64577,Kyle Maxwell,0
43,0,60203,Jon Mayer,0
43,0,60015,Logan McAllister,0
43,0,47993,Denny McCarthy,0
43,0,59141,Matt McCarty,0
43,0,57736,Matthew McClean,0
43,0,47737,Logan McCracken,0
43,0,55421,Chip McDaniel,0
43,0,31202,William McGirt,0
43,0,51950,Max McGreevy,0
43,0,50823,Tom McKibbin,0
43,0,53914,Connor McKinney,0
43,0,24449,Parker McLachlin,0
43,0,46442,Maverick McNealy,0
43,0,56353,Callum McNeill,0
43,0,24490,George McNeill,0
43,0,58944,Blake McShea,0
43,0,59143,Mac Meissner,0
43,0,33674,Adrian Meronk,0
43,0,32640,Troy Merritt,0
43,0,36754,Andre Metzger,0
43,0,52330,Dylan Meyer,0
43,0,06515,Shaun Micheel,0
43,0,47102,David Micheluzzi,0
43,0,01810,Phil Mickelson,0
43,0,39834,Guido Migliozzi,0
43,0,39546,Keith Mitchell,0
43,0,01823,Larry Mize,0
43,0,57860,Maxwell Moldovan,0
43,0,23814,Edoardo Molinari,0
43,0,25198,Francesco Molinari,0
43,0,55789,Taylor Montgomery,0
43,0,26596,Ryan Moore,0
43,0,64690,Omar Morales,0
43,0,29256,James Morrison,0
43,0,63121,William Mouw,0
43,0,28593,Jesse Mueller,0
43,0,50489,Kyle Mueller,0
43,0,46601,Trey Mullinax,0
43,0,48822,Sebastián Muñoz,0
43,0,59146,Sam Murphy,0
43,0,34213,Grayson Murray,0
43,0,25396,Kevin Na,0
43,0,39537,Chris Naegel,0
43,0,28521,Ryutaro Nagano,0
43,0,49228,Keita Nakajima,0
43,0,32344,Lukas Nemecz,0
43,0,45729,Drew Nesbitt,0
43,0,36871,Matt NeSmith,0
43,0,58188,James Nicholas,0
43,0,51635,Chris Nido,0
43,0,45486,Joaquin Niemann,0
43,0,56272,Wilco Nienaber,0
43,0,56320,Bryson Nimmer,0
43,0,29289,S.Y. Noh,0
43,0,27349,Alex Noren,0
43,0,65280,Niklas Norgaard,0
43,0,30163,Henrik Norlander,0
43,0,51997,Andrew Novak,0
43,0,36724,Augusto Núñez,0
43,0,64431,David Nyfjall,0
43,0,24140,Sean O'Hair,0
43,0,52575,Paul O'Hara,0
43,0,22046,Geoff Ogilvy,0
43,0,58164,Kohei Okada,0
43,0,06373,José María Olazábal,0
43,0,33968,Thorbjørn Olesen,0
43,0,55623,Kaito Onishi,0
43,0,26329,Louis Oosthuizen,0
43,0,27942,Rob Oppenheim,0
43,0,39262,Alvaro Ortiz,0
43,0,33667,Carlos Ortiz,0
43,0,34575,Adrian Otaegui,0
43,0,31016,Tomoharu Otsuki,0
43,0,28475,Jeff Overton,0
43,0,59160,John Pak,0
43,0,23320,Ryan Palmer,0
43,0,29908,C.T. Pan,0
43,0,55892,Étienne Papineau,0
43,0,32797,Sanghyun Park,0
43,0,50490,Chase Parker,0
43,0,28723,John Parry,0
43,0,50582,Jeremy Paul,0
43,0,48051,Yannik Paul,0
43,0,48153,Matthieu Pavon,0
43,0,54916,Rhadames Pena,0
43,0,40250,Taylor Pendrith,0
43,0,51003,Marco Penge,0
43,0,34709,Eddie Pepperell,0
43,0,22056,Cameron Percy,0
43,0,47806,Raul Pereda,0
43,0,48129,Corey Pereira,0
43,0,47529,Mito Pereira,0
43,0,47679,Victor Perez,0
43,0,54792,Chris Petefish,0
43,0,25345,Carl Pettersson,0
43,0,57900,Chandler Phillips,0
43,0,57625,Trent Phillips,0
43,0,25818,Scott Piercy,0
43,0,33293,Thomas Pieters,0
43,0,51316,Kenny Pigman,0
43,0,25240,D.A. Points,0
43,0,60365,Charles Porter,0
43,0,49771,J.T. Poston,0
43,0,63343,Aldrich Potgieter,0
43,0,27556,Ted Potter Jr.,0
43,0,66099,Thomas Power Horan,0
43,0,61193,David Puig,0
43,0,32394,Tapio Pulkkanen,0
43,0,21959,Ted Purdy,0
43,0,34256,Andrew Putnam,0
43,0,46414,Aaron Rai,0
43,0,58594,Spencer Ralston,0
43,0,47983,Chad Ramey,0
43,0,29531,Richie Ramsay,0
43,0,52287,David Ravetto,0
43,0,26476,Chez Reavie,0
43,0,58623,Garett Reband,0
43,0,53165,Doc Redman,0
43,0,34360,Patrick Reed,0
43,0,64912,Mel Reid,0
43,0,29476,Kyle Reifers,0
43,0,33735,Gabe Reynolds,0
43,0,63011,Quinn Riley,0
43,0,45847,JC Ritchie,0
43,0,45165,Graeme Robertson,0
43,0,65374,Brandon Robinson Thompson,0
43,0,36699,Patrick Rodgers,0
43,0,32058,José de Jesús Rodríguez,0
43,0,50673,Martin Rohwer,0
43,0,64751,Eric Rolland,0
43,0,22913,John Rollins,0
43,0,39335,Kevin Roy,0
43,0,66122,Scott Roy,0
43,0,46646,Antoine Rozner,0
43,0,39251,Ryan Ruffels,0
43,0,45538,Matt Ryan,0
43,0,37275,Sam Ryder,0
43,0,64457,Diego Saavedra-Davila,0
43,0,23621,Rory Sabbatini,0
43,0,34371,Adrien Saddier,0
43,0,64863,Madelene Sagstrom,0
43,0,56781,Isaiah Salinda,0
43,0,33568,Kalle Samooja,0
43,0,64753,Chris Sanger,0
43,0,64442,Gordon Sargent,0
43,0,29223,Sam Saunders,0
43,0,45582,Jared Sawada,0
43,0,55670,Alex Schaake,0
43,0,57737,Jayden Schaper,0
43,0,48081,Xander Schauffele,0
43,0,47347,Adam Schenk,0
43,0,48867,Matti Schmid,0
43,0,31242,Marcel Schneider,0
43,0,58690,Freddy Schott,0
43,0,27986,Jesse Schutte,0
43,0,34610,Matthias Schwab,0
43,0,26331,Charl Schwartzel,0
43,0,48156,Robin Sciot-Siegrist,0
43,0,24502,Adam Scott,0
43,0,31569,Jason Scrivener,0
43,0,39953,Chase Seiffert,0
43,0,47888,Taiga Semikawa,0
43,0,49022,Yoseop Seo,0
43,0,39113,Shubhankar Sharma,0
43,0,59548,Matt Sharpstene,0
43,0,63181,Braden Shattuck,0
43,0,46441,Robby Shelton,0
43,0,52583,Sanghun Shin,0
43,0,46035,Callum Shinkwin,0
43,0,58601,Davis Shore,0
43,0,23481,Marcel Siem,0
43,0,63548,Chase Sienkiewicz,0
43,0,51890,Greyson Sigg,0
43,0,37410,Hiram Silfa,0
43,0,39327,Ben Silverman,0
43,0,60586,Isaac Simmons,0
43,0,37052,Martin Simonsen,0
43,0,29221,Webb Simpson,0
43,0,26490,Michael Sims,0
43,0,06567,Vijay Singh,0
43,0,33486,Roger Sloan,0
43,0,46340,Alex Smalley,0
43,0,35891,Cameron Smith,0
43,0,46464,Jordan Smith,0
43,0,50095,Austin Smotherman,0
43,0,47078,Travis Smyth,0
43,0,27649,Brandt Snedeker,0
43,0,46405,Sebastian Soderberg,0
43,0,58669,Jacob Solomon,0
43,0,56297,John Somers,0
43,0,36521,Young-han Song,0
43,0,26757,Greg Sonnier,0
43,0,40181,Clément Sordet,0
43,0,35174,Matthew Southgate,0
43,0,39324,J.J. Spaun,0
43,0,50717,Josh Speight,0
43,0,58190,Andy Spencer,0
43,0,34046,Jordan Spieth,0
43,0,50484,Hayden Springer,0
43,0,59191,Vijay Srinivasan,0
43,0,26679,Kevin Stadler,0
43,0,30692,Scott Stallings,0
43,0,54364,Stephen Stallings Jr.,0
43,0,30110,Kyle Stanley,0
43,0,29518,Brendan Steele,0
43,0,63455,Ross Steelman,0
43,0,29485,Brett Stegmaier,0
43,0,21528,Henrik Stenson,0
43,0,55893,Sam Stevens,0
43,0,35913,Michael Stewart,0
43,0,34431,Robert Streb,0
43,0,27214,Kevin Streelman,0
43,0,06527,Steve Stricker,0
43,0,27963,Chris Stroud,0
43,0,33023,Ockie Strydom,0
43,0,31560,Brian Stuard,0
43,0,60019,Jackson Suber,0
43,0,50493,Justin Suh,0
43,0,35314,Andy Sullivan,0
43,0,25834,Daniel Summerhays,0
43,0,57298,Preston Summerhays,0
43,0,45478,Julian Suri,0
43,0,64054,Caleb Surratt,0
43,0,29425,Andrew Svoboda,0
43,0,11563,Kim Swan,0
43,0,60594,James Swash,0
43,0,50584,Connor Syme,0
43,0,35725,Sebastian Szirmak,0
43,0,48699,Callum Tarren,0
43,0,48929,Santiago Tarrio,0
43,0,48119,Ben Taylor,0
43,0,23325,Vaughn Taylor,0
43,0,27330,Josh Teater,0
43,0,33448,Justin Thomas,0
43,0,10381,Curtis Thompson,0
43,0,58168,Davis Thompson,0
43,0,40027,Lexi Thompson,0
43,0,32150,Michael Thompson,0
43,0,57364,Michael Thorbjornsen,0
43,0,52144,Braden Thornberry,0
43,0,47286,Jacob Tilton,0
43,0,30927,Brendon Todd,0
43,0,35807,José Toledo,0
43,0,38991,Alejandro Tosti,0
43,0,56490,Travis Trace,0
43,0,23788,D.J. Trahan,0
43,0,35617,Martin Trainer,0
43,0,60020,Johnny Travale,0
43,0,45733,Austen Truslow,0
43,0,32333,Kevin Tway,0
43,0,08385,Omar Uresti,0
43,0,65110,Brendan Valdes,0
43,0,52666,Sami Valimaki,0
43,0,32659,Darius Van Driel,0
43,0,23623,Bo Van Pelt,0
43,0,65443,Caleb VanArragon,0
43,0,55573,John VanDerLaan,0
43,0,37189,Harold Varner III,0
43,0,35469,Sebastián Vázquez,0
43,0,48640,Johannes Veerman,0
43,0,27064,Jhonattan Vegas,0
43,0,58619,Kevin Velo,0
43,0,35658,Kris Ventura,0
43,0,63123,Travis Vick,0
43,0,54304,Karl Vilips,0
