RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,06251,Chris DiMarco,27.73,721,26
2,0,01723,Andrew Magee,28.04,757,27
2,0,20127,Chris Riley,28.04,729,26
4,0,01329,Brad Faxon,28.05,617,22
5,0,10117,Bob Heintz,28.07,786,28
6,0,23903,Stephen Gangluff,28.11,759,27
7,0,02206,David Toms,28.12,703,25
8,0,01042,Paul Azinger,28.16,535,19
9,0,01619,Skip Kendall,28.17,845,30
10,0,01024,Billy Andrade,28.18,789,28
10,0,19846,Brian Gay,28.18,930,33
12,0,23800,Bryce Molder,28.19,592,21
13,0,01378,David Frost,28.21,818,29
14,0,10107,Deane Pappas,28.27,933,33
15,0,23135,Tim Clark,28.29,594,21
15,0,19958,Miguel Angel Jiménez,28.29,481,17
17,0,01249,John Daly,28.33,510,18
17,0,09011,David Duval,28.33,595,21
17,0,08993,Franklin Langham,28.33,680,24
20,0,12680,Shigeki Maruyama,28.35,652,23
20,0,01810,Phil Mickelson,28.35,652,23
22,0,06078,Esteban Toledo,28.37,851,30
23,0,01139,Olin Browne,28.38,908,32
24,0,20157,Retief Goosen,28.46,370,13
25,0,01941,Tom Pernice Jr.,28.47,854,30
26,0,23108,Matt Kuchar,28.50,741,26
26,0,20572,Rod Pampling,28.50,798,28
26,0,02257,Brian Watts,28.50,570,20
29,0,06373,José María Olazábal,28.53,485,17
30,0,21805,Harrison Frazar,28.54,799,28
31,0,23614,Rich Beem,28.55,828,29
31,0,01928,Corey Pavin,28.55,628,22
33,0,12753,David Morland IV,28.57,600,21
34,0,08553,Lee Porter,28.61,887,31
35,0,01313,Steve Elkington,28.62,601,21
35,0,24361,Pat Perez,28.62,830,29
37,0,08793,Tiger Woods,28.63,458,16
38,0,24357,K.J. Choi,28.64,716,25
39,0,19972,José Coceres,28.67,430,15
40,0,01549,Mike Hulbert,28.68,545,19
41,0,10912,Craig Perks,28.69,746,26
42,0,06012,Greg Kraft,28.70,861,30
42,0,06332,Neal Lancaster,28.70,861,30
44,0,01098,Jay Don Blake,28.73,948,33
44,0,01707,Steve Lowery,28.73,747,26
46,0,02002,John Riegger,28.74,776,27
46,0,06527,Steve Stricker,28.74,546,19
48,0,23541,Ben Crane,28.75,805,28
48,0,02239,Scott Verplank,28.75,690,24
50,0,21633,Steve Allan,28.76,834,29
50,0,01185,Brandel Chamblee,28.76,834,29
50,0,01553,John Huston,28.76,719,25
50,0,01569,Peter Jacobsen,28.76,604,21
54,0,24925,Jonathan Byrd,28.77,892,31
55,0,01527,Scott Hoch,28.79,547,19
56,0,01968,Nick Price,28.81,461,16
57,0,01203,Russ Cochran,28.82,634,22
58,0,08537,J.P. Hayes,28.83,663,23
59,0,20098,Stuart Appleby,28.84,721,25
59,0,20029,Notah Begay III,28.84,721,25
61,0,01797,Rocco Mediate,28.85,577,20
62,0,01457,Jay Haas,28.86,635,22
63,0,07749,Brett Quigley,28.87,895,31
64,0,01175,Jim Carter,28.89,809,28
64,0,10565,Ian Leggatt,28.89,809,28
66,0,06809,Bob Burns,28.90,838,29
66,0,07457,Steve Flesch,28.90,867,30
68,0,01706,Davis Love III,28.91,665,23
68,0,10423,Mike Weir,28.91,665,23
70,0,02010,Loren Roberts,28.92,694,24
71,0,06522,Ernie Els,28.93,434,15
72,0,01388,Robert Gamez,28.95,608,21
72,0,23621,Rory Sabbatini,28.95,608,21
74,0,20094,Jonathan Kaye,28.96,724,25
75,0,01948,Tim Petrovic,28.97,840,29
75,0,22293,Heath Slocum,28.97,898,31
77,0,01307,Joel Edwards,29.00,812,28
77,0,23125,Brad Elder,29.00,725,25
77,0,10585,Scott McCarron,29.00,725,25
77,0,06515,Shaun Micheel,29.00,841,29
77,0,10213,Dicky Pride,29.00,464,16
77,0,02104,Jeff Sluman,29.00,899,31
77,0,06613,Tommy Tolles,29.00,580,20
77,0,02245,Grant Waite,29.00,870,30
85,0,10425,Jay Williamson,29.03,871,30
86,0,19881,Robert Damron,29.04,784,27
87,0,06643,Paul Goydos,29.05,581,20
87,0,01887,Mark O'Meara,29.05,639,22
89,0,12663,Phil Tataurangi,29.08,698,24
90,0,01132,Mark Brooks,29.10,902,31
90,0,01381,Fred Funk,29.10,844,29
90,0,20548,Hidemichi Tanaka,29.10,873,30
93,0,06567,Vijay Singh,29.12,728,25
94,0,20229,Stewart Cink,29.13,699,24
94,0,02214,Kirk Triplett,29.13,670,23
96,0,01666,Bernhard Langer,29.14,408,14
97,0,20095,Carl Paulson,29.15,787,27
98,0,06575,Dudley Hart,29.17,700,24
98,0,10860,Justin Leonard,29.17,671,23
98,0,08375,Paul Stankowski,29.17,875,30
101,0,23338,David Gossett,29.18,817,28
102,0,20574,Mathew Goggin,29.20,584,20
102,0,20663,Brenden Pappas,29.20,730,25
104,0,12652,Cameron Beckman,29.21,701,24
104,0,10201,Matt Gogel,29.21,701,24
106,0,08633,Per-Ulrik Johansson,29.22,789,27
106,0,02110,Jerry Smith,29.22,935,32
108,0,06004,Stephen Ames,29.23,760,26
108,0,01577,Lee Janzen,29.23,760,26
110,0,07721,Pat Bates,29.25,819,28
111,0,01142,Bart Bryant,29.26,556,19
112,0,20593,Greg Chalmers,29.27,878,30
112,0,22913,John Rollins,29.27,966,33
114,0,21209,Sergio Garcia,29.28,527,18
115,0,19824,Craig Barlow,29.29,615,21
115,0,01475,Donnie Hammond,29.29,498,17
115,0,08339,Spike McRoy,29.29,703,24
118,0,07223,Brian Bateman,29.30,879,30
118,0,01320,Bob Estes,29.30,674,23
118,0,08075,Jerry Kelly,29.30,791,27
118,0,21949,Joe Ogilvie,29.30,586,20
122,0,12645,Brent Geiberger,29.32,821,28
123,0,08931,Glen Day,29.33,880,30
124,0,12782,Tim Herron,29.34,851,29
125,0,02223,Bob Tway,29.35,763,26
126,0,01035,Tommy Armour III,29.37,793,27
126,0,01761,Len Mattiace,29.37,793,27
128,0,19817,Michael Muehr,29.38,764,26
129,0,12826,Paul Claxton,29.41,853,29
130,0,11011,Mike Sposa,29.42,971,33
131,0,06315,Pete Jordan,29.43,883,30
131,0,01766,Billy Mayfair,29.43,824,28
133,0,08123,Jeff Brehaut,29.45,854,29
133,0,01161,Mark Calcavecchia,29.45,648,22
135,0,02322,Richard Zokol,29.47,560,19
