RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,01810,Phil Mickelson,23.86,335,1404
2,0,06527,Steve Stricker,23.76,201,846
3,0,08793,Tiger Woods,23.33,252,1080
4,0,23621,Rory Sabbatini,23.17,342,1476
5,0,26331,Charl Schwartzel,22.79,279,1224
6,0,27649,Brandt Snedeker,22.57,321,1422
7,0,28237,Rory McIlroy,22.53,223,990
8,0,12716,Charley Hoffman,22.49,340,1512
8,0,34046,Jordan Spieth,22.49,332,1476
10,0,23320,Ryan Palmer,22.36,318,1422
11,0,30926,Chris Kirk,22.35,358,1602
12,0,29420,Billy Horschel,22.28,385,1728
13,0,33461,Morgan Hoffmann,22.22,256,1152
13,0,22405,Justin Rose,22.22,240,1080
15,0,26679,Kevin Stadler,22.15,315,1422
16,0,28259,Sangmoon Bae,22.09,330,1494
17,0,34099,Harris English,21.93,375,1710
18,0,30925,Dustin Johnson,21.90,276,1260
19,0,21528,Henrik Stenson,21.70,250,1152
20,0,27436,Graham DeLaet,21.69,367,1692
21,0,28307,Matt Every,21.66,347,1602
22,0,24358,Robert Garrigus,21.62,253,1170
23,0,29221,Webb Simpson,21.59,342,1584
24,0,33141,Keegan Bradley,21.58,338,1566
25,0,25804,Bubba Watson,21.54,283,1314
26,0,25632,Jimmy Walker,21.43,324,1512
27,0,31323,Gary Woodland,21.30,345,1620
28,0,24502,Adam Scott,21.20,229,1080
29,0,26758,David Hearn,21.15,335,1584
29,0,25834,Daniel Summerhays,21.15,316,1494
31,0,23325,Vaughn Taylor,21.14,175,828
32,0,32448,James Hahn,21.10,281,1332
33,0,25562,Andres Romero,21.09,224,1062
34,0,34098,Russell Henley,21.08,296,1404
35,0,24507,Jason Bohn,21.03,265,1260
36,0,21753,Brian Davis,21.00,344,1638
37,0,21961,Charles Howell III,20.98,321,1530
38,0,23800,Bryce Molder,20.97,302,1440
38,0,20160,Charlie Wi,20.97,268,1278
40,0,30944,Jason Kokrak,20.94,294,1404
41,0,27770,Camilo Villegas,20.89,282,1350
42,0,23983,Luke Donald,20.88,218,1044
42,0,34360,Patrick Reed,20.88,312,1494
44,0,29740,Brad Fritsch,20.85,289,1386
44,0,24361,Pat Perez,20.85,259,1242
46,0,23409,James Driscoll,20.83,270,1296
47,0,23108,Matt Kuchar,20.82,326,1566
48,0,21209,Sergio Garcia,20.81,236,1134
49,0,25274,Steven Bowditch,20.77,243,1170
50,0,25818,Scott Piercy,20.74,280,1350
51,0,24781,Hunter Mahan,20.72,317,1530
52,0,26300,Matt Jones,20.68,309,1494
53,0,34409,David Lingmerth,20.67,253,1224
54,0,23638,Brendon de Jonge,20.61,408,1980
55,0,32102,Rickie Fowler,20.57,274,1332
56,0,28089,Jason Day,20.49,295,1440
57,0,22913,John Rollins,20.40,268,1314
58,0,32200,Roberto Castro,20.39,356,1746
59,0,28475,Jeff Overton,20.37,286,1404
60,0,27095,Nick Watney,20.35,315,1548
61,0,20593,Greg Chalmers,20.32,267,1314
62,0,28780,Nicholas Thompson,20.31,362,1782
63,0,24024,Zach Johnson,20.28,303,1494
64,0,22371,Aaron Baddeley,20.20,240,1188
64,0,25686,Jason Dufner,20.20,280,1386
66,0,27330,Josh Teater,20.19,298,1476
67,0,27963,Chris Stroud,20.14,319,1584
68,0,10860,Justin Leonard,20.09,311,1548
69,0,28500,Martin Flores,20.08,300,1494
70,0,26289,Boo Weekley,20.06,361,1800
71,0,32366,Kevin Chappell,20.00,288,1440
72,0,35539,Luke Guthrie,19.99,295,1476
72,0,25240,D.A. Points,19.99,313,1566
74,0,28679,Fabián Gómez,19.91,233,1170
75,0,31557,Jim Herman,19.90,197,990
76,0,20229,Stewart Cink,19.87,254,1278
77,0,30692,Scott Stallings,19.83,282,1422
78,0,10809,Jim Furyk,19.80,278,1404
79,0,28092,D.H. Lee,19.74,231,1170
80,0,23788,D.J. Trahan,19.69,163,828
81,0,26596,Ryan Moore,19.64,251,1278
82,0,25444,Justin Hicks,19.63,265,1350
83,0,30163,Henrik Norlander,19.61,240,1224
84,0,22806,Doug LaBelle II,19.60,247,1260
85,0,27214,Kevin Streelman,19.51,302,1548
85,0,33419,Cameron Tringale,19.51,281,1440
87,0,34021,Bud Cauley,19.49,221,1134
88,0,20848,Ángel Cabrera,19.48,256,1314
88,0,31202,William McGirt,19.48,263,1350
88,0,27933,John Merrick,19.48,277,1422
91,0,24924,Bill Haas,19.44,294,1512
91,0,02206,David Toms,19.44,154,792
93,0,27129,Luke List,19.40,213,1098
93,0,27556,Ted Potter Jr.,19.40,213,1098
95,0,29518,Brendan Steele,19.38,286,1476
96,0,28135,Aaron Watkins,19.32,153,792
97,0,27503,Steve LeBrun,19.27,215,1116
98,0,29289,S.Y. Noh,19.24,232,1206
98,0,20396,Lee Westwood,19.24,239,1242
100,0,25900,Lucas Glover,19.23,225,1170
101,0,23623,Bo Van Pelt,19.21,242,1260
102,0,24490,George McNeill,19.20,235,1224
103,0,20691,Greg Owen,19.17,245,1278
104,0,24494,Erik Compton,19.14,255,1332
104,0,26476,Chez Reavie,19.14,248,1296
106,0,27644,Brian Harman,19.08,292,1530
107,0,25345,Carl Pettersson,19.03,274,1440
108,0,34174,John Huh,19.00,301,1584
109,0,22792,Peter Hanson,18.99,147,774
110,0,21731,Freddie Jacobson,18.98,205,1080
111,0,23497,Tag Ridings,18.97,222,1170
112,0,08075,Jerry Kelly,18.96,256,1350
112,0,01724,Jeff Maggert,18.96,215,1134
114,0,34431,Robert Streb,18.94,242,1278
115,0,30750,Tommy Gainey,18.92,286,1512
116,0,32334,Charlie Beljan,18.91,211,1116
117,0,01320,Bob Estes,18.86,224,1188
117,0,22056,Cameron Percy,18.86,224,1188
119,0,06522,Ernie Els,18.82,210,1116
120,0,33418,Shawn Stefani,18.78,213,1134
121,0,20098,Stuart Appleby,18.72,283,1512
121,0,24357,K.J. Choi,18.72,283,1512
123,0,06004,Stephen Ames,18.71,165,882
124,0,35139,Richard Lee,18.69,259,1386
125,0,20104,Ken Duke,18.65,292,1566
125,0,20572,Rod Pampling,18.65,141,756
127,0,24399,Scott Gardiner,18.64,198,1062
128,0,29479,Scott Brown,18.63,218,1170
129,0,10423,Mike Weir,18.58,194,1044
130,0,12510,Chad Campbell,18.57,254,1368
131,0,26851,Marc Leishman,18.54,257,1386
131,0,30110,Kyle Stanley,18.54,237,1278
133,0,20645,John Senden,18.52,260,1404
134,0,19846,Brian Gay,18.50,263,1422
135,0,27408,Martin Kaymer,18.49,193,1044
136,0,10213,Dicky Pride,18.41,222,1206
137,0,06573,Brandt Jobe,18.39,192,1044
