RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,25834,Daniel Summerhays,27.82,1252,45,22
2,0,34466,Peter Malnati,28.07,2330,83,22
2,0,25396,Kevin Na,28.07,2414,86,22
4,0,48084,Wesley Bryan,28.10,1883,67,23
5,0,01810,Phil Mickelson,28.11,2446,87,22
6,0,40009,Dominic Bozzelli,28.18,1832,65,23
7,0,28089,Jason Day,28.24,1920,68,22
8,0,24846,Ricky Barnes,28.25,1667,59,22
8,0,19846,Brian Gay,28.25,2853,101,23
10,0,20593,Greg Chalmers,28.31,1472,52,21
11,0,34360,Patrick Reed,28.33,2436,86,24
11,0,33448,Justin Thomas,28.33,2323,82,23
13,0,25632,Jimmy Walker,28.34,2182,77,23
14,0,35891,Cameron Smith,28.36,2212,78,22
15,0,46501,Ollie Schniederjans,28.44,2474,87,23
16,0,35532,Tom Hoge,28.45,2646,93,23
16,0,27556,Ted Potter Jr.,28.45,2475,87,23
18,0,31416,Derek Fathauer,28.46,2277,80,23
18,0,28237,Rory McIlroy,28.46,1736,61,23
20,0,30925,Dustin Johnson,28.47,2107,74,23
20,0,29221,Webb Simpson,28.47,2619,92,22
22,0,08793,Tiger Woods,28.49,1937,68,23
23,0,34409,David Lingmerth,28.50,2223,78,22
24,0,20472,Alex Cejka,28.52,1968,69,24
24,0,32876,Martin Piller,28.52,2196,77,22
26,0,39975,Michael Kim,28.54,1998,70,23
27,0,29926,Danny Lee,28.56,2456,86,24
28,0,34021,Bud Cauley,28.58,1515,53,22
28,0,33413,Ben Martin,28.58,1829,64,21
30,0,24024,Zach Johnson,28.62,2490,87,24
31,0,34358,Jonathan Randolph,28.63,1861,65,23
31,0,27649,Brandt Snedeker,28.63,2348,82,22
33,0,29461,Jamie Lovemark,28.64,2520,88,23
34,0,26951,Johnson Wagner,28.65,1977,69,20
35,0,22405,Justin Rose,28.67,1892,66,23
36,0,28252,Seamus Power,28.68,2237,78,23
37,0,23541,Ben Crane,28.69,1693,59,24
38,0,37454,Whee Kim,28.70,2554,89,23
39,0,46435,Austin Cook,28.72,3073,107,22
40,0,10809,Jim Furyk,28.73,1379,48,24
40,0,29223,Sam Saunders,28.73,2126,74,24
42,0,32640,Troy Merritt,28.74,2443,85,24
42,0,26331,Charl Schwartzel,28.74,1667,58,23
42,0,39327,Ben Silverman,28.74,2414,84,22
45,0,34099,Harris English,28.76,2243,78,22
45,0,36689,Brooks Koepka,28.76,1783,62,23
47,0,27963,Chris Stroud,28.78,2101,73,22
48,0,34174,John Huh,28.82,2594,90,23
49,0,27936,Martin Laird,28.83,1874,65,21
50,0,22371,Aaron Baddeley,28.85,2250,78,22
50,0,23108,Matt Kuchar,28.85,2308,80,24
52,0,35421,Brandon Harkins,28.86,2742,95,23
