RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
72,0,59866,Nick Dunlap,67.23%,201927.7,300365
74,0,52215,Robert MacIntyre,67.20%,201527.8,299906
74,0,46442,Maverick McNealy,67.20%,240872.1,358462
76,0,52453,Nicolai HÃ¸jgaard,67.19%,140810.1,209568
76,0,30926,Chris Kirk,67.19%,215506.9,320733
78,0,34563,Chesson Hadley,67.16%,188248.9,280317
79,0,47420,Jake Knapp,67.14%,212391.3,316332
80,0,32757,Patton Kizzire,67.13%,161894.7,241161
81,0,58168,Davis Thompson,67.11%,250831.3,373763
82,0,34466,Peter Malnati,67.05%,210819.1,314409
83,0,51997,Andrew Novak,67.02%,234369.9,349689
84,0,48319,Tom Whitney,66.99%,151871.5,226724
85,0,33141,Keegan Bradley,66.98%,229052.4,341954
86,0,34021,Bud Cauley,66.96%,149553.7,223349
86,0,27214,Kevin Streelman,66.96%,175991.2,262833
88,0,23320,Ryan Palmer,66.93%,109326.9,163354
89,0,34374,Erik Barnes,66.92%,134995.9,201740
90,0,32839,Hideki Matsuyama,66.88%,202480.5,302762
91,0,28089,Jason Day,66.87%,186854.4,279432
91,0,34587,Chan Kim,66.87%,214542.9,320838
93,0,35310,Lanto Griffin,66.82%,172540.2,258206
93,0,27330,Josh Teater,66.82%,115152.3,172323
95,0,33486,Roger Sloan,66.81%,159330.3,238498
96,0,34076,Joel Dahmen,66.80%,223522.5,334608
97,0,33408,Tyson Alexander,66.79%,182274.1,272905
98,0,33399,Adam Hadwin,66.78%,218342.2,326974
99,0,55708,Hayden Buckley,66.77%,184314.4,276059
99,0,39971,Sungjae Im,66.77%,249378.6,373501
99,0,50188,S.H. Kim,66.77%,274227.5,410727
102,0,45157,Cam Davis,66.76%,228687.8,342560
103,0,59442,Parker Coody,66.74%,146818.1,219970
104,0,47591,Eric Cole,66.67%,296156.7,444211
105,0,35506,Mackenzie Hughes,66.59%,256611.8,385365
106,0,29221,Webb Simpson,66.58%,147502.3,221530
107,0,57362,Austin Eckroat,66.55%,243776.9,366315
108,0,32791,K.H. Lee,66.54%,209888.0,315421
109,0,32102,Rickie Fowler,66.53%,209818.9,315363
110,0,50493,Justin Suh,66.52%,190523.5,286427
111,0,34099,Harris English,66.46%,243076.3,365738
112,0,33653,Thomas Detry,66.43%,202867.2,305400
112,0,33968,ThorbjÃ¸rn Olesen,66.43%,122332.0,184141
114,0,39977,Max Homa,66.37%,213737.1,322035
114,0,48153,Matthieu Pavon,66.37%,168952.0,254569
116,0,57900,Chandler Phillips,66.31%,225739.1,340444
117,0,40098,Matt Fitzpatrick,66.30%,194855.1,293900
118,0,27139,David Skinns,66.29%,205603.8,310181
119,0,59143,Mac Meissner,66.23%,198555.5,299817
119,0,22405,Justin Rose,66.23%,169768.5,256339
121,0,55182,Tom Kim,66.22%,228722.3,345393
122,0,51349,Nico Echavarria,66.21%,210931.7,318593
123,0,54591,Ben Griffin,66.20%,279177.4,421732
123,0,49771,J.T. Poston,66.20%,238866.6,360811
125,0,29420,Billy Horschel,66.17%,213540.7,322734
125,0,37455,Si Woo Kim,66.17%,246750.2,372919
127,0,32640,Troy Merritt,66.16%,174034.9,263059
127,0,40115,Adam Svensson,66.16%,304605.1,460394
127,0,52666,Sami Valimaki,66.16%,171694.2,259501
127,0,48887,Matt Wallace,66.16%,174004.9,262997
131,0,48119,Ben Taylor,66.12%,164873.2,249360
132,0,33204,Shane Lowry,66.11%,194193.3,293721
133,0,52375,Doug Ghim,66.10%,233650.4,353476
134,0,40026,Daniel Berger,66.05%,181486.5,274757
134,0,30911,Tommy Fleetwood,66.05%,201065.8,304428
136,0,30163,Henrik Norlander,66.04%,141781.2,214692
137,0,51287,Ryo Hisatsune,66.02%,208357.7,315600
137,0,36871,Matt NeSmith,66.02%,189401.9,286881
139,0,47679,Victor Perez,66.01%,190020.4,287860
140,0,50525,Collin Morikawa,65.97%,215635.4,326853
141,0,47983,Chad Ramey,65.96%,206183.1,312579
141,0,54783,Dylan Wu,65.96%,210627.7,319329
143,0,35532,Tom Hoge,65.95%,282891.8,428973
144,0,54628,Lee Hodges,65.93%,254430.0,385906
145,0,27644,Brian Harman,65.92%,242215.1,367448
145,0,39327,Ben Silverman,65.92%,214729.1,325764
147,0,28252,Seamus Power,65.91%,274803.3,416956
148,0,52513,Carson Young,65.87%,217862.3,330749
149,0,29908,C.T. Pan,65.85%,173038.7,262786
149,0,47483,Will Zalatoris,65.85%,184304.6,279897
151,0,25493,Nick Taylor,65.82%,234663.3,356509
152,0,52374,Brandon Wu,65.81%,186459.5,283325
153,0,49960,Sepp Straka,65.79%,205949.5,313018
154,0,36326,David Lipsky,65.69%,174434.1,265545
154,0,51890,Greyson Sigg,65.69%,197825.5,301130
156,0,36801,Mark Hubbard,65.68%,265252.4,403838
157,0,37275,Sam Ryder,65.64%,179502.0,273465
158,0,27770,Camilo Villegas,65.62%,131568.9,200507
159,0,28775,Nate Lashley,65.61%,184534.9,281246
160,0,47806,Raul Pereda,65.52%,107293.4,163758
161,0,40162,Justin Lower,65.44%,248265.7,379378
162,0,25900,Lucas Glover,65.34%,230536.7,352836
163,0,34098,Russell Henley,65.33%,199995.3,306110
164,0,32367,Jorge Campillo,65.30%,126444.7,193637
164,0,31646,Emiliano Grillo,65.30%,238818.2,365747
166,0,27936,Martin Laird,65.28%,169723.6,259975
167,0,47993,Denny McCarthy,65.25%,240925.3,369220
168,0,27349,Alex Noren,65.24%,185450.9,284262
169,0,46441,Robby Shelton,65.19%,191131.6,293176
170,0,55789,Taylor Montgomery,65.12%,133337.5,204763
171,0,46414,Aaron Rai,65.03%,231712.5,356293
172,0,36884,Ben Kohles,64.89%,218150.2,336196
173,0,23108,Matt Kuchar,64.88%,202671.1,312389
174,0,45522,Christiaan Bezuidenhout,64.83%,220529.7,340183
175,0,29535,Brice Garnett,64.55%,128771.4,199498
176,0,24024,Zach Johnson,64.51%,131661.2,204110
177,0,26596,Ryan Moore,64.49%,188985.4,293066
178,0,26476,Chez Reavie,64.21%,160858.2,250515
179,0,27649,Brandt Snedeker,64.14%,148629.6,231725
180,0,40058,Zac Blair,64.13%,223054.4,347805
181,0,22371,Aaron Baddeley,64.10%,169102.4,263817
181,0,29478,Kevin Kisner,64.10%,140224.2,218764
183,0,30927,Brendon Todd,63.65%,266830.0,419201
184,0,34256,Andrew Putnam,63.32%,216870.9,342491
