RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,01996,Mike Reid,12.90,216,1674
2,0,01378,David Frost,12.96,210,1620
3,0,01235,Ben Crenshaw,13.30,170,1278
4,0,01042,Paul Azinger,13.33,204,1530
5,0,01725,John Mahaffey,13.51,231,1710
6,0,01633,Tom Kite,13.68,192,1404
7,0,01527,Scott Hoch,13.73,210,1530
7,0,02242,Lanny Wadkins,13.73,178,1296
9,0,01226,Fred Couples,13.78,196,1422
10,0,01559,Hale Irwin,13.81,169,1224
11,0,01958,Dan Pohl,13.82,209,1512
12,0,02099,Scott Simpson,14.10,198,1404
13,0,01998,Jack Renner,14.18,217,1530
14,0,02256,Tom Watson,14.22,151,1062
15,0,02322,Richard Zokol,14.35,155,1080
16,0,01457,Jay Haas,14.39,259,1800
17,0,01928,Corey Pavin,14.40,197,1368
18,0,02159,Curtis Strange,14.41,223,1548
19,0,01960,Don Pooley,14.46,216,1494
20,0,01666,Bernhard Langer,14.56,131,900
21,0,02223,Bob Tway,14.57,215,1476
22,0,01690,Bruce Lietzke,14.65,182,1242
23,0,01887,Mark O'Meara,14.68,214,1458
24,0,02146,Payne Stewart,14.69,230,1566
25,0,01935,Calvin Peete,14.70,164,1116
26,0,02100,Tim Simpson,14.78,282,1908
27,0,02241,Bobby Wadkins,14.88,241,1620
28,0,02267,D.A. Weibring,14.94,207,1386
29,0,01876,Greg Norman,14.95,148,990
30,0,01093,Ronnie Black,14.98,248,1656
31,0,01346,Ed Fiori,14.99,224,1494
32,0,01060,Dave Barr,15.03,230,1530
32,0,01837,Gil Morgan,15.03,119,792
34,0,01305,Danny Edwards,15.07,198,1314
35,0,02170,Hal Sutton,15.18,224,1476
36,0,01306,David Edwards,15.23,170,1116
37,0,01288,Ed Dougherty,15.24,214,1404
37,0,02321,Fuzzy Zoeller,15.24,192,1260
39,0,01219,John Cook,15.25,247,1620
40,0,01783,Mark McCumber,15.32,251,1638
41,0,01390,Buddy Gardner,15.33,287,1872
41,0,01926,Steve Pate,15.33,298,1944
43,0,01823,Larry Mize,15.44,189,1224
44,0,02133,Craig Stadler,15.51,201,1296
45,0,01156,Curt Byrum,15.55,305,1962
46,0,02118,J.C. Snead,15.60,233,1494
47,0,01682,Wayne Levi,15.66,234,1494
48,0,01864,Larry Nelson,15.68,175,1116
49,0,01203,Russ Cochran,15.90,292,1836
50,0,01943,Chris Perry,16.00,288,1800
51,0,02225,Howard Twitty,16.02,271,1692
52,0,01444,Ken Green,16.04,257,1602
53,0,02190,Doug Tewell,16.07,214,1332
54,0,01355,Raymond Floyd,16.08,165,1026
55,0,02104,Jeff Sluman,16.13,302,1872
56,0,02160,Ron Streck,16.18,268,1656
57,0,01846,Jodie Mudd,16.25,272,1674
58,0,01968,Nick Price,16.29,217,1332
59,0,01072,Chip Beck,16.34,253,1548
60,0,01098,Jay Don Blake,16.43,275,1674
61,0,01736,Roger Maltbie,16.46,237,1440
62,0,01436,David Graham,16.47,166,1008
62,0,02023,Clarence Rose,16.47,332,2016
64,0,02049,Gene Sauers,16.49,285,1728
65,0,02033,Dave Rummells,16.51,309,1872
66,0,01706,Davis Love III,16.53,241,1458
67,0,02094,Tony Sills,16.54,256,1548
68,0,02303,Robert Wrenn,16.59,209,1260
69,0,01569,Peter Jacobsen,16.60,239,1440
70,0,01201,Lennie Clements,16.67,222,1332
70,0,02196,Robert Thompson,16.67,207,1242
70,0,02294,Willie Wood,16.67,291,1746
73,0,01975,Tom Purtzer,16.73,262,1566
74,0,01135,Ken Brown,16.75,190,1134
75,0,01755,Dick Mast,16.78,287,1710
76,0,01161,Mark Calcavecchia,16.88,234,1386
76,0,02180,Harry Taylor,16.88,234,1386
78,0,01723,Andrew Magee,16.98,275,1620
79,0,01214,Frank Conner,17.01,147,864
79,0,01871,Mike Nicolette,17.01,147,864
81,0,01175,Jim Carter,17.03,282,1656
82,0,01952,Billy Pierot,17.09,163,954
82,0,02101,Joey Sindelar,17.09,323,1890
84,0,01303,Bob Eastwood,17.12,262,1530
85,0,01132,Mark Brooks,17.18,269,1566
85,0,01715,Mark Lye,17.18,303,1764
87,0,01006,John Adams,17.19,294,1710
88,0,01129,Bill Britton,17.24,242,1404
88,0,01361,Dan Forsman,17.24,363,2106
90,0,01418,Bill Glasson,17.25,267,1548
90,0,01549,Mike Hulbert,17.25,323,1872
92,0,01150,George Burns,17.26,292,1692
93,0,01771,Blaine McCallister,17.27,317,1836
94,0,02255,Denis Watson,17.28,280,1620
95,0,01200,Keith Clearwater,17.30,330,1908
96,0,01571,Barry Jaeckel,17.33,287,1656
97,0,01475,Donnie Hammond,17.39,241,1386
98,0,01469,Dan Halldorson,17.45,267,1530
99,0,01168,David Canipe,17.50,252,1440
100,0,01329,Brad Faxon,17.52,287,1638
101,0,02007,Larry Rinker,17.63,292,1656
102,0,01284,Mike Donald,17.70,344,1944
102,0,01313,Steve Elkington,17.70,309,1746
104,0,01157,Tom Byrum,17.72,319,1800
105,0,01192,T.C. Chen,17.76,163,918
106,0,01414,Bob Gilder,17.80,298,1674
106,0,01717,Sandy Lyle,17.80,157,882
108,0,02010,Loren Roberts,17.84,244,1368
109,0,01877,Tim Norris,17.87,283,1584
110,0,01797,Rocco Mediate,17.93,297,1656
111,0,01323,Brad Fabel,17.96,236,1314
111,0,01599,Steve Jones,17.96,291,1620
113,0,01639,Kenny Knox,18.00,311,1728
114,0,01984,Sam Randolph,18.02,240,1332
115,0,01197,Bobby Clampett,18.09,267,1476
115,0,01501,Vance Heafner,18.09,254,1404
115,0,01892,Aki Ohmachi,18.09,241,1332
118,0,01648,Billy Kratzert,18.16,268,1476
119,0,02195,Leonard Thompson,18.17,327,1800
119,0,02279,Mark Wiebe,18.17,363,1998
121,0,01278,Andy Dillard,18.21,259,1422
122,0,01206,Bobby Cole,18.22,305,1674
123,0,01179,Antonio Cerda,18.29,293,1602
124,0,01884,Mac O'Grady,18.30,247,1350
125,0,01557,John Inman,18.32,300,1638
126,0,01782,Mike McCullough,18.33,221,1206
127,0,01891,David Ogrin,18.39,278,1512
128,0,01468,Gary Hallberg,18.40,298,1620
129,0,01495,Morris Hatalsky,18.45,259,1404
130,0,02067,Ted Schulz,18.49,233,1260
130,0,02111,Mike Smith,18.49,233,1260
132,0,02239,Scott Verplank,18.52,270,1458
