RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,28237,Rory McIlroy,2.347,1.072,1.002,.273,40
2,0,08793,Tiger Woods,1.971,.553,1.224,.194,48
3,0,25804,Bubba Watson,1.809,1.485,.265,.059,51
4,0,22405,Justin Rose,1.762,.355,.840,.567,53
5,0,10809,Jim Furyk,1.329,.225,.830,.275,65
6,0,30925,Dustin Johnson,1.324,.720,.638,-.035,53
7,0,24502,Adam Scott,1.302,.605,.494,.203,41
8,0,25686,Jason Dufner,1.293,.553,.519,.222,64
9,0,24358,Robert Garrigus,1.212,.797,.680,-.264,74
10,0,30110,Kyle Stanley,1.181,.786,.439,-.043,70
11,0,06567,Vijay Singh,1.167,.435,.520,.212,81
12,0,06527,Steve Stricker,1.161,.116,.898,.147,54
13,0,20396,Lee Westwood,1.143,.628,.681,-.166,40
14,0,26329,Louis Oosthuizen,.980,.496,.478,.006,49
15,0,26289,Boo Weekley,.973,.668,.466,-.162,58
16,0,20645,John Senden,.960,.503,.473,-.016,62
17,0,23638,Brendon de Jonge,.939,.185,.754,.000,102
18,0,29221,Webb Simpson,.912,.222,.319,.371,66
19,0,23108,Matt Kuchar,.910,.110,.490,.309,66
20,0,20766,Padraig Harrington,.908,.193,.331,.384,45
21,0,23623,Bo Van Pelt,.895,.450,.665,-.220,65
22,0,01810,Phil Mickelson,.860,-.103,.566,.398,60
23,0,26331,Charl Schwartzel,.840,.356,.445,.039,40
24,0,23983,Luke Donald,.824,-.188,.582,.430,48
25,0,21528,Henrik Stenson,.809,.343,.297,.169,42
26,0,01706,Davis Love III,.803,.206,.635,-.038,52
27,0,33141,Keegan Bradley,.791,.680,.238,-.127,71
28,0,06522,Ernie Els,.727,.272,.462,-.006,65
29,0,32102,Rickie Fowler,.720,.458,.228,.034,66
30,0,20691,Greg Owen,.714,.336,.367,.012,77
31,0,12510,Chad Campbell,.708,-.040,.751,-.004,73
