RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,52955,Ludvig Åberg,20.6,84603.000,114
2,0,36724,Augusto Núñez,21.2,110041.000,144
2,0,46970,Jon Rahm,21.2,114605.000,150
2,0,48867,Matti Schmid,21.2,113733.000,149
5,0,35450,Patrick Cantlay,21.4,138499.000,180
5,0,51070,Vincent Norrman,21.4,135526.000,176
7,0,39335,Kevin Roy,21.6,91174.000,117
8,0,28237,Rory McIlroy,21.7,121974.000,156
9,0,23320,Ryan Palmer,22.1,133694.000,168
9,0,45242,Kevin Yu,22.1,110454.000,139
11,0,36871,Matt NeSmith,22.2,148635.000,186
12,0,55789,Taylor Montgomery,22.3,144008.000,179
13,0,39971,Sungjae Im,22.4,173509.000,215
13,0,58696,Peter Kuest,22.4,93727.000,116
15,0,39067,MJ Daffue,22.5,176755.000,218
15,0,50525,Collin Morikawa,22.5,109244.000,135
15,0,46340,Alex Smalley,22.5,161414.000,199
18,0,31577,Tano Goya,22.6,126119.000,155
18,0,54783,Dylan Wu,22.6,141030.000,173
20,0,35532,Tom Hoge,22.7,146983.000,180
20,0,47995,Davis Riley,22.7,135417.000,166
20,0,24502,Adam Scott,22.7,114467.000,140
23,0,46601,Trey Mullinax,22.8,137013.000,167
23,0,55893,Sam Stevens,22.8,155766.000,190
25,0,45157,Cam Davis,22.9,165493.000,201
25,0,32333,Kevin Tway,22.9,153560.000,186
25,0,31323,Gary Woodland,22.9,163765.000,199
28,0,27554,Scott Harrington,23.0,134828.000,163
28,0,46046,Scottie Scheffler,23.0,169895.000,205
30,0,57362,Austin Eckroat,23.1,147269.000,177
30,0,27644,Brian Harman,23.1,123274.000,148
30,0,28775,Nate Lashley,23.1,148895.000,179
33,0,19803,Ryan Armour,23.2,74181.000,89
33,0,47988,Nick Hardy,23.2,177047.000,212
33,0,55182,Tom Kim,23.2,156892.000,188
33,0,33204,Shane Lowry,23.2,110968.000,133
33,0,29221,Webb Simpson,23.2,99294.000,119
38,0,33141,Keegan Bradley,23.3,134416.000,160
38,0,33653,Thomas Detry,23.3,119947.000,143
40,0,49453,Trevor Cone,23.4,151774.000,180
40,0,25900,Lucas Glover,23.4,126145.000,150
40,0,23108,Matt Kuchar,23.4,127455.000,151
40,0,24140,Sean O'Hair,23.4,48005.000,57
44,0,32662,Michael Gligic,23.5,107378.000,127
44,0,56762,Will Gordon,23.5,214540.000,254
44,0,40006,Erik van Rooyen,23.5,125820.000,149
47,0,30911,Tommy Fleetwood,23.6,122552.000,144
47,0,33122,Russell Knox,23.6,108535.000,128
47,0,51491,Brandon Matthews,23.6,102786.000,121
47,0,52513,Carson Young,23.6,125549.000,148
51,0,52372,Cameron Champ,23.7,150186.000,176
51,0,54421,Garrick Higgo,23.7,206288.000,242
53,0,48119,Ben Taylor,23.8,139057.000,162
54,0,29725,Tony Finau,23.9,160232.000,186
54,0,34563,Chesson Hadley,23.9,152366.000,177
54,0,46717,Viktor Hovland,23.9,168429.000,196
54,0,34431,Robert Streb,23.9,113444.000,132
54,0,27963,Chris Stroud,23.9,64449.000,75
54,0,58168,Davis Thompson,23.9,209338.000,243
60,0,34098,Russell Henley,24.0,89824.000,104
61,0,28089,Jason Day,24.1,141319.000,163
61,0,32102,Rickie Fowler,24.1,164621.000,190
61,0,49947,Taylor Moore,24.1,151015.000,174
61,0,55454,Carl Yuan,24.1,158064.000,182
65,0,22405,Justin Rose,24.2,85429.000,98
66,0,48117,Kurt Kitayama,24.3,98807.000,113
66,0,27129,Luke List,24.3,233830.000,267
66,0,39324,J.J. Spaun,24.3,173088.000,198
66,0,52411,Kyle Westmoreland,24.3,126961.000,145
70,0,12716,Charley Hoffman,24.4,120976.000,138
70,0,29289,S.Y. Noh,24.4,72942.000,83
70,0,34046,Jordan Spieth,24.4,138023.000,157
70,0,47128,Richy Werenski,24.4,151822.000,173
74,0,56630,Akshay Bhatia,24.5,136088.000,154
74,0,28420,Ryan Brehm,24.5,145515.000,165
74,0,51766,Wyndham Clark,24.5,187092.000,212
74,0,34076,Joel Dahmen,24.5,136554.000,155
74,0,31646,Emiliano Grillo,24.5,176465.000,200
74,0,52453,Nicolai Hojgaard,24.5,71384.000,81
74,0,39977,Max Homa,24.5,172538.000,196
74,0,36326,David Lipsky,24.5,148832.000,169
74,0,47983,Chad Ramey,24.5,179837.000,204
74,0,50493,Justin Suh,24.5,147340.000,167
74,0,32139,Danny Willett,24.5,83671.000,95
85,0,39997,Corey Conners,24.6,161920.000,183
85,0,37338,Zecheng Dou,24.6,170851.000,193
85,0,32791,K.H. Lee,24.6,172916.000,195
85,0,57366,Cameron Young,24.6,171127.000,193
89,0,39954,Cody Gribble,24.7,102979.000,116
89,0,46414,Aaron Rai,24.7,189693.000,213
91,0,52375,Doug Ghim,24.8,159852.000,179
91,0,36799,Stephan Jaeger,24.8,254012.000,285
91,0,31202,William McGirt,24.8,55463.000,62
91,0,48081,Xander Schauffele,24.8,132858.000,149
91,0,27214,Kevin Streelman,24.8,152025.000,170
91,0,48699,Callum Tarren,24.8,186312.000,209
97,0,34255,Joseph Bramlett,24.9,166775.000,186
97,0,47079,Harrison Endycott,24.9,130129.000,145
97,0,35461,Beau Hossler,24.9,193517.000,216
97,0,40250,Taylor Pendrith,24.9,174186.000,194
97,0,37275,Sam Ryder,24.9,158696.000,177
97,0,46441,Robby Shelton,24.9,147188.000,164
103,0,32366,Kevin Chappell,25.0,79184.000,88
103,0,47591,Eric Cole,25.0,212177.000,236
103,0,40098,Matt Fitzpatrick,25.0,135880.000,151
103,0,32448,James Hahn,25.0,138790.000,154
103,0,34466,Peter Malnati,25.0,148225.000,165
103,0,51950,Max McGreevy,25.0,118882.000,132
103,0,30163,Henrik Norlander,25.0,120662.000,134
103,0,40115,Adam Svensson,25.0,216752.000,241
111,0,35310,Lanto Griffin,25.1,103090.000,114
111,0,36699,Patrick Rodgers,25.1,171520.000,190
111,0,52374,Brandon Wu,25.1,173271.000,192
114,0,25686,Jason Dufner,25.2,140633.000,155
114,0,34099,Harris English,25.2,160568.000,177
114,0,35506,Mackenzie Hughes,25.2,154141.000,170
114,0,47347,Adam Schenk,25.2,180224.000,199
114,0,27095,Nick Watney,25.2,89781.000,99
119,0,55708,Hayden Buckley,25.3,131814.000,145
119,0,45609,Tyler Duncan,25.3,171433.000,188
119,0,30926,Chris Kirk,25.3,134594.000,148
119,0,47993,Denny McCarthy,25.3,134558.000,148
119,0,51997,Andrew Novak,25.3,140462.000,154
119,0,25632,Jimmy Walker,25.3,151947.000,167
125,0,54591,Ben Griffin,25.4,173996.000,190
125,0,32757,Patton Kizzire,25.4,168143.000,184
125,0,49960,Sepp Straka,25.4,146227.000,160
128,0,40058,Zac Blair,25.5,93552.000,102
128,0,35901,Paul Haley II,25.5,87181.000,95
128,0,36801,Mark Hubbard,25.5,192806.000,210
128,0,35879,Kelly Kraft,25.5,129453.000,141
132,0,33948,Byeong Hun An,25.6,201514.000,219
132,0,45522,Christiaan Bezuidenhout,25.6,131610.000,143
132,0,33399,Adam Hadwin,25.6,156832.000,170
132,0,33597,Harry Higgs,25.6,112235.000,122
132,0,54628,Lee Hodges,25.6,191416.000,208
137,0,24925,Jonathan Byrd,25.7,72240.000,78
137,0,49298,Kramer Hickok,25.7,141589.000,153
137,0,26596,Ryan Moore,25.7,114672.000,124
140,0,27936,Martin Laird,25.8,143777.000,155
140,0,32839,Hideki Matsuyama,25.8,146606.000,158
140,0,50095,Austin Smotherman,25.8,168018.000,181
143,0,33408,Tyson Alexander,25.9,146287.000,157
144,0,22371,Aaron Baddeley,26.0,100296.000,107
144,0,46435,Austin Cook,26.0,67357.000,72
144,0,31557,Jim Herman,26.0,99192.000,106
144,0,40162,Justin Lower,26.0,146111.000,156
144,0,26476,Chez Reavie,26.0,145115.000,155
144,0,30692,Scott Stallings,26.0,157146.000,168
150,0,48084,Wesley Bryan,26.1,66767.000,71
150,0,39975,Michael Kim,26.1,128881.000,137
150,0,50188,S.H. Kim,26.1,239937.000,255
150,0,39546,Keith Mitchell,26.1,178559.000,190
154,0,35449,Adam Long,26.2,160269.000,170
155,0,51349,Nico Echavarria,26.3,119264.000,126
156,0,33448,Justin Thomas,26.4,175618.000,185
157,0,51414,Brent Grant,26.5,160298.000,168
157,0,53165,Doc Redman,26.5,105869.000,111
159,0,59018,Ryan Gerard,26.6,116699.000,122
159,0,27974,Sung Kang,26.6,63098.000,66
159,0,37455,Si Woo Kim,26.6,207097.000,216
159,0,34256,Andrew Putnam,26.6,156368.000,163
159,0,25493,Nick Taylor,26.6,135796.000,142
164,0,49766,Hank Lebioda,26.7,77850.000,81
164,0,32640,Troy Merritt,26.7,139228.000,145
164,0,51890,Greyson Sigg,26.7,184369.000,192
167,0,47504,Sam Burns,26.9,172239.000,178
167,0,39058,Lucas Herbert,26.9,127093.000,131
167,0,46442,Maverick McNealy,26.9,104626.000,108
167,0,49771,J.T. Poston,26.9,167781.000,173
167,0,28252,Seamus Power,26.9,143157.000,148
172,0,48887,Matt Wallace,27.0,143137.000,147
173,0,29535,Brice Garnett,27.1,117091.000,120
173,0,29908,C.T. Pan,27.1,86003.000,88
175,0,34610,Matthias Schwab,27.2,168633.000,172
176,0,33413,Ben Martin,27.4,173375.000,176
176,0,58967,Trevor Werbylo,27.4,141878.000,144
178,0,29420,Billy Horschel,27.5,110886.000,112
178,0,51634,Sahith Theegala,27.5,214769.000,217
180,0,29970,Dylan Frittelli,27.6,134906.000,136
180,0,34363,Tyrrell Hatton,27.6,144202.000,145
180,0,34409,David Lingmerth,27.6,85308.000,86
183,0,22056,Cameron Percy,27.7,91665.000,92
184,0,24024,Zach Johnson,27.9,83282.000,83
184,0,27349,Alex Noren,27.9,164729.000,164
184,0,25818,Scott Piercy,27.9,143695.000,143
187,0,57975,Harry Hall,28.0,158444.000,157
187,0,32816,Satoshi Kodaira,28.0,82634.000,82
