RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,35450,Patrick Cantlay,76.17%,179,56,-120,-14
2,0,39067,MJ Daffue,74.91%,215,72,-122,+8
3,0,46717,Viktor Hovland,74.52%,196,67,-92,-1
4,0,45242,Kevin Yu,73.63%,134,48,-78,+1
5,0,56762,Will Gordon,73.33%,253,92,-135,+1
6,0,27129,Luke List,72.80%,257,96,-132,+22
7,0,52372,Cameron Champ,72.69%,173,65,-96,+16
8,0,51070,Vincent Norrman,72.57%,172,65,-115,-4
9,0,48867,Matti Schmid,72.41%,147,56,-85,+19
10,0,46046,Scottie Scheffler,72.20%,200,77,-129,-11
11,0,28237,Rory McIlroy,71.98%,149,58,-97,+10
12,0,58696,Peter Kuest,71.90%,110,43,-64,-11
13,0,51491,Brandon Matthews,71.70%,114,45,-53,+2
14,0,27554,Scott Harrington,71.62%,159,63,-98,+3
15,0,57366,Cameron Young,71.26%,186,75,-106,-5
16,0,36799,Stephan Jaeger,70.93%,283,116,-178,-1
17,0,51414,Brent Grant,70.35%,159,67,-88,-2
18,0,39971,Sungjae Im,69.81%,215,93,-142,-17
19,0,58168,Davis Thompson,69.57%,240,105,-151,-8
20,0,28089,Jason Day,69.07%,163,73,-93,+6
21,0,37455,Si Woo Kim,68.91%,215,97,-123,-5
22,0,55454,Carl Yuan,68.56%,181,83,-96,+5
23,0,45157,Cam Davis,68.40%,197,91,-140,+2
24,0,56630,Akshay Bhatia,67.84%,154,73,-86,-2
25,0,34046,Jordan Spieth,67.53%,156,75,-95,-6
26,0,34255,Joseph Bramlett,67.29%,179,87,-90,-5
27,0,29725,Tony Finau,67.27%,185,90,-116,-3
28,0,39058,Lucas Herbert,67.20%,127,62,-56,+11
29,0,49453,Trevor Cone,67.06%,169,83,-105,-5
30,0,33448,Justin Thomas,67.04%,181,89,-114,-5
31,0,31323,Gary Woodland,67.01%,195,96,-100,-4
32,0,48081,Xander Schauffele,66.67%,150,75,-98,-4
33,0,23320,Ryan Palmer,66.40%,168,85,-94,-8
34,0,24502,Adam Scott,66.35%,138,70,-88,+1
35,0,39546,Keith Mitchell,66.20%,188,96,-91,+6
36,0,37338,Zecheng Dou,66.10%,193,99,-108,-2
36,0,39977,Max Homa,66.10%,195,100,-117,-11
38,0,52955,Ludvig Åberg,65.88%,112,58,-89,E
39,0,54421,Garrick Higgo,65.84%,239,124,-147,-12
40,0,40006,Erik van Rooyen,65.78%,148,77,-85,+2
41,0,50188,S.H. Kim,65.63%,252,132,-147,+1
42,0,46970,Jon Rahm,65.35%,149,79,-103,-10
43,0,39997,Corey Conners,65.12%,183,98,-99,-16
44,0,35617,Martin Trainer,65.10%,97,52,-56,+7
45,0,47504,Sam Burns,64.84%,177,96,-94,-10
46,0,51634,Sahith Theegala,64.26%,214,119,-125,+13
47,0,33204,Shane Lowry,64.25%,133,74,-76,-6
48,0,46414,Aaron Rai,63.96%,213,120,-132,-14
49,0,30911,Tommy Fleetwood,63.84%,143,81,-100,-9
50,0,51766,Wyndham Clark,63.69%,207,118,-129,-8
51,0,47988,Nick Hardy,63.47%,212,122,-104,-3
52,0,48699,Callum Tarren,63.44%,203,117,-92,+12
53,0,57362,Austin Eckroat,63.21%,177,103,-99,E
54,0,33948,Byeong Hun An,63.14%,209,122,-125,+13
55,0,59018,Ryan Gerard,62.89%,122,72,-71,-12
56,0,35461,Beau Hossler,62.68%,215,128,-127,-2
57,0,40250,Taylor Pendrith,62.66%,193,115,-114,+5
58,0,32102,Rickie Fowler,62.58%,189,113,-120,-15
59,0,55182,Tom Kim,62.46%,188,113,-120,-22
60,0,40098,Matt Fitzpatrick,62.34%,149,90,-93,-11
61,0,36724,Augusto Núñez,62.22%,140,85,-86,+10
62,0,33141,Keegan Bradley,62.11%,159,97,-86,-7
63,0,40115,Adam Svensson,61.95%,241,148,-134,-20
64,0,34099,Harris English,61.89%,177,109,-97,-9
65,0,12716,Charley Hoffman,61.88%,138,85,-71,+5
65,0,39324,J.J. Spaun,61.88%,198,122,-112,-12
67,0,32662,Michael Gligic,61.76%,126,78,-77,+10
68,0,28420,Ryan Brehm,61.69%,161,100,-99,+10
69,0,54628,Lee Hodges,61.61%,207,129,-113,-7
70,0,45609,Tyler Duncan,61.44%,188,118,-92,-10
71,0,36801,Mark Hubbard,61.40%,210,132,-123,+2
72,0,47128,Richy Werenski,61.13%,173,110,-97,-15
73,0,30692,Scott Stallings,61.09%,168,107,-87,-1
74,0,29221,Webb Simpson,61.03%,119,76,-71,-6
75,0,51349,Nico Echavarria,60.87%,126,81,-54,-1
75,0,51997,Andrew Novak,60.87%,154,99,-86,+1
77,0,32366,Kevin Chappell,60.69%,88,57,-55,-1
78,0,36699,Patrick Rodgers,60.58%,189,123,-111,-3
79,0,58967,Trevor Werbylo,60.43%,139,91,-76,-3
80,0,35506,Mackenzie Hughes,60.28%,170,112,-104,-5
81,0,52375,Doug Ghim,60.27%,179,118,-104,-15
82,0,46601,Trey Mullinax,60.14%,166,110,-94,+10
83,0,32333,Kevin Tway,60.07%,182,121,-116,E
84,0,33408,Tyson Alexander,59.70%,157,106,-71,+1
85,0,52374,Brandon Wu,59.63%,192,130,-112,-8
86,0,31577,Tano Goya,59.62%,155,105,-91,-5
87,0,31646,Emiliano Grillo,59.52%,200,136,-96,-14
88,0,35310,Lanto Griffin,59.38%,114,78,-64,-2
89,0,39954,Cody Gribble,59.18%,116,80,-55,-2
89,0,49947,Taylor Moore,59.18%,174,120,-102,-10
91,0,48084,Wesley Bryan,58.68%,71,50,-43,-5
91,0,55893,Sam Stevens,58.68%,186,131,-104,-3
93,0,52411,Kyle Westmoreland,58.56%,130,92,-73,+6
94,0,50525,Collin Morikawa,58.44%,135,96,-92,-10
95,0,32791,K.H. Lee,58.43%,194,138,-121,-20
96,0,34563,Chesson Hadley,58.42%,177,126,-94,-8
97,0,52453,Nicolai Hojgaard,58.33%,77,55,-52,-4
98,0,48117,Kurt Kitayama,58.25%,113,81,-60,-2
98,0,47995,Davis Riley,58.25%,166,119,-92,+1
100,0,32839,Hideki Matsuyama,58.09%,158,114,-86,-28
101,0,55708,Hayden Buckley,58.06%,144,104,-65,-9
