RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,52955,Ludvig Åberg,72.81%,83,114,-94,E
2,0,30911,Tommy Fleetwood,68.06%,98,144,-103,-9.00
3,0,31202,William McGirt,67.74%,42,62,-45,-1.00
4,0,22405,Justin Rose,67.35%,66,98,-73,+1.00
5,0,40058,Zac Blair,66.67%,68,102,-72,-35.00
6,0,27644,Brian Harman,66.22%,98,148,-103,-18.00
7,0,55789,Taylor Montgomery,65.92%,118,179,-134,-14.00
8,0,32757,Patton Kizzire,65.76%,121,184,-128,-2.00
9,0,57975,Harry Hall,65.61%,103,157,-110,-23.00
10,0,39971,Sungjae Im,65.58%,141,215,-151,-17.00
11,0,51070,Vincent Norrman,65.34%,115,176,-122,-4.00
12,0,35450,Patrick Cantlay,65.00%,117,180,-123,-14.00
13,0,55182,Tom Kim,64.89%,122,188,-128,-22.00
14,0,50525,Collin Morikawa,64.44%,87,135,-96,-10.00
15,0,24502,Adam Scott,64.29%,90,140,-94,+1.00
16,0,28775,Nate Lashley,64.25%,115,179,-122,-34.00
17,0,23108,Matt Kuchar,64.24%,97,151,-103,-32.00
18,0,54591,Ben Griffin,64.21%,122,190,-129,-10.00
19,0,29725,Tony Finau,63.98%,119,186,-122,-3.00
20,0,45157,Cam Davis,63.68%,128,201,-141,+2.00
21,0,34363,Tyrrell Hatton,63.45%,92,145,-100,-12.00
22,0,48887,Matt Wallace,63.27%,93,147,-98,-6.00
23,0,36799,Stephan Jaeger,63.16%,180,285,-188,-1.00
24,0,32791,K.H. Lee,63.08%,123,195,-128,-20.00
25,0,28237,Rory McIlroy,62.82%,98,156,-103,+10.00
26,0,51766,Wyndham Clark,62.74%,133,212,-140,-8.00
27,0,47591,Eric Cole,62.71%,148,236,-159,-24.00
28,0,46970,Jon Rahm,62.67%,94,150,-106,-10.00
28,0,48081,Xander Schauffele,62.67%,94,150,-105,-4.00
30,0,32102,Rickie Fowler,62.63%,119,190,-128,-15.00
31,0,54421,Garrick Higgo,62.40%,151,242,-160,-12.00
32,0,39335,Kevin Roy,62.39%,73,117,-80,-5.00
33,0,47993,Denny McCarthy,62.16%,92,148,-100,-18.00
33,0,33448,Justin Thomas,62.16%,115,185,-123,-5.00
35,0,33399,Adam Hadwin,61.76%,105,170,-108,-16.00
36,0,52453,Nicolai Hojgaard,61.73%,50,81,-55,-4.00
37,0,46414,Aaron Rai,61.50%,131,213,-139,-14.00
38,0,46046,Scottie Scheffler,61.46%,126,205,-135,-11.00
39,0,29221,Webb Simpson,61.34%,73,119,-81,-6.00
40,0,58168,Davis Thompson,61.32%,149,243,-158,-8.00
41,0,25686,Jason Dufner,61.29%,95,155,-99,+1.00
42,0,35449,Adam Long,61.18%,104,170,-113,-29.00
43,0,30927,Brendon Todd,61.11%,77,126,-82,-44.00
44,0,40098,Matt Fitzpatrick,60.93%,92,151,-98,-11.00
45,0,25818,Scott Piercy,60.84%,87,143,-91,-11.00
46,0,30926,Chris Kirk,60.81%,90,148,-97,-6.00
47,0,47347,Adam Schenk,60.80%,121,199,-127,-14.00
48,0,47983,Chad Ramey,60.78%,124,204,-130,-12.00
49,0,29420,Billy Horschel,60.71%,68,112,-71,-3.00
50,0,37455,Si Woo Kim,60.65%,131,216,-135,-5.00
51,0,34046,Jordan Spieth,60.51%,95,157,-101,-6.00
52,0,40006,Erik van Rooyen,60.40%,90,149,-94,+2.00
53,0,54783,Dylan Wu,60.34%,105,174,-110,-17.00
54,0,46340,Alex Smalley,60.30%,120,199,-130,-13.00
55,0,27554,Scott Harrington,60.12%,98,163,-104,+3.00
55,0,49771,J.T. Poston,60.12%,104,173,-113,-22.00
57,0,47079,Harrison Endycott,60.00%,87,145,-92,E
57,0,29535,Brice Garnett,60.00%,72,120,-74,-6.00
57,0,35506,Mackenzie Hughes,60.00%,102,170,-109,-5.00
57,0,50188,S.H. Kim,60.00%,153,255,-159,+1.00
57,0,32640,Troy Merritt,60.00%,87,145,-91,-5.00
62,0,59018,Ryan Gerard,59.84%,73,122,-81,-12.00
62,0,33597,Harry Higgs,59.84%,73,122,-78,-6.00
64,0,40250,Taylor Pendrith,59.79%,116,194,-120,+5.00
64,0,35617,Martin Trainer,59.79%,58,97,-64,+7.00
66,0,51997,Andrew Novak,59.74%,92,154,-95,+1.00
67,0,32333,Kevin Tway,59.68%,111,186,-126,E
68,0,28089,Jason Day,59.51%,97,163,-101,+6.00
69,0,49453,Trevor Cone,59.44%,107,180,-114,-5.00
70,0,31577,Tano Goya,59.35%,92,155,-93,-5.00
71,0,40115,Adam Svensson,59.34%,143,241,-151,-20.00
72,0,48119,Ben Taylor,59.26%,96,162,-100,-9.00
73,0,48084,Wesley Bryan,59.15%,42,71,-48,-5.00
73,0,46441,Robby Shelton,59.15%,97,164,-103,-20.00
75,0,32366,Kevin Chappell,59.09%,52,88,-59,-1.00
75,0,29908,C.T. Pan,59.09%,52,88,-59,-8.00
77,0,47504,Sam Burns,58.99%,105,178,-109,-10.00
78,0,28420,Ryan Brehm,58.79%,97,165,-107,+10.00
79,0,39067,MJ Daffue,58.72%,128,218,-133,+8.00
