RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
80,0,34076,Joel Dahmen,58.71%,91,155,-94,-3.00
81,0,25632,Jimmy Walker,58.68%,98,167,-101,-20.00
82,0,52375,Doug Ghim,58.66%,105,179,-112,-15.00
83,0,36801,Mark Hubbard,58.57%,123,210,-129,+2.00
84,0,51634,Sahith Theegala,58.53%,127,217,-132,+13.00
85,0,36699,Patrick Rodgers,58.42%,111,190,-118,-3.00
86,0,32839,Hideki Matsuyama,58.23%,92,158,-96,-28.00
87,0,39977,Max Homa,58.16%,114,196,-122,-11.00
88,0,34409,David Lingmerth,58.14%,50,86,-50,-19.00
89,0,46601,Trey Mullinax,58.08%,97,167,-99,+10.00
89,0,50493,Justin Suh,58.08%,97,167,-99,-19.00
91,0,49947,Taylor Moore,58.05%,101,174,-107,-10.00
92,0,57366,Cameron Young,58.03%,112,193,-114,-5.00
93,0,33948,Byeong Hun An,57.99%,127,219,-136,+13.00
94,0,56762,Will Gordon,57.87%,147,254,-157,+1.00
95,0,29289,S.Y. Noh,57.83%,48,83,-51,-2.00
96,0,33122,Russell Knox,57.81%,74,128,-76,-15.00
97,0,25493,Nick Taylor,57.75%,82,142,-88,-27.00
98,0,24925,Jonathan Byrd,57.69%,45,78,-47,-5.00
99,0,39975,Michael Kim,57.66%,79,137,-86,-15.00
100,0,34466,Peter Malnati,57.58%,95,165,-102,-11.00
100,0,39324,J.J. Spaun,57.58%,114,198,-120,-12.00
102,0,37338,Zecheng Dou,57.51%,111,193,-118,-2.00
103,0,49960,Sepp Straka,57.50%,92,160,-97,-20.00
104,0,32662,Michael Gligic,57.48%,73,127,-80,+10.00
105,0,33653,Thomas Detry,57.34%,82,143,-88,+9.00
106,0,47995,Davis Riley,57.23%,95,166,-104,+1.00
106,0,47128,Richy Werenski,57.23%,99,173,-106,-15.00
108,0,23320,Ryan Palmer,57.14%,96,168,-102,-8.00
109,0,34256,Andrew Putnam,57.06%,93,163,-96,-39.00
110,0,40162,Justin Lower,57.05%,89,156,-94,-27.00
110,0,48867,Matti Schmid,57.05%,85,149,-95,+19.00
112,0,36724,Augusto Núñez,56.94%,82,144,-90,+10.00
113,0,52372,Cameron Champ,56.82%,100,176,-104,+16.00
113,0,33413,Ben Martin,56.82%,100,176,-104,-24.00
113,0,51950,Max McGreevy,56.82%,75,132,-81,+19.00
116,0,26476,Chez Reavie,56.77%,88,155,-95,-8.00
117,0,34098,Russell Henley,56.73%,59,104,-62,-37.00
118,0,30163,Henrik Norlander,56.72%,76,134,-81,-17.00
119,0,55454,Carl Yuan,56.59%,103,182,-109,+5.00
120,0,56630,Akshay Bhatia,56.49%,87,154,-95,-2.00
121,0,33141,Keegan Bradley,56.25%,90,160,-93,-7.00
122,0,19803,Ryan Armour,56.18%,50,89,-54,-21.00
123,0,35310,Lanto Griffin,56.14%,64,114,-70,-2.00
123,0,24140,Sean O'Hair,56.14%,32,57,-32,-8.00
125,0,45242,Kevin Yu,56.12%,78,139,-84,+1.00
126,0,35879,Kelly Kraft,56.03%,79,141,-84,-8.00
127,0,35461,Beau Hossler,56.02%,121,216,-133,-2.00
128,0,34563,Chesson Hadley,55.93%,99,177,-106,-8.00
129,0,27214,Kevin Streelman,55.88%,95,170,-99,-11.00
130,0,53165,Doc Redman,55.86%,62,111,-63,-23.00
131,0,52374,Brandon Wu,55.73%,107,192,-119,-8.00
132,0,26596,Ryan Moore,55.65%,69,124,-73,-26.00
133,0,33204,Shane Lowry,55.64%,74,133,-82,-6.00
134,0,35532,Tom Hoge,55.56%,100,180,-108,-23.00
134,0,46442,Maverick McNealy,55.56%,60,108,-62,+5.00
136,0,22056,Cameron Percy,55.43%,51,92,-52,-14.00
137,0,57362,Austin Eckroat,55.37%,98,177,-105,E
137,0,34099,Harris English,55.37%,98,177,-102,-9.00
139,0,30692,Scott Stallings,55.36%,93,168,-98,-1.00
140,0,45522,Christiaan Bezuidenhout,55.24%,79,143,-88,-16.00
141,0,58696,Peter Kuest,55.17%,64,116,-71,-11.00
141,0,52411,Kyle Westmoreland,55.17%,80,145,-85,+6.00
143,0,48117,Kurt Kitayama,54.87%,62,113,-65,-2.00
144,0,58967,Trevor Werbylo,54.86%,79,144,-85,-3.00
145,0,37275,Sam Ryder,54.80%,97,177,-101,-23.00
146,0,35901,Paul Haley II,54.74%,52,95,-56,-19.00
146,0,32139,Danny Willett,54.74%,52,95,-55,E
148,0,28252,Seamus Power,54.73%,81,148,-85,-9.00
149,0,39997,Corey Conners,54.64%,100,183,-109,-16.00
150,0,46717,Viktor Hovland,54.59%,107,196,-111,-1.00
151,0,27974,Sung Kang,54.55%,36,66,-38,-3.00
152,0,36326,David Lipsky,54.44%,92,169,-99,-21.00
153,0,36871,Matt NeSmith,54.30%,101,186,-110,-6.00
154,0,31560,Brian Stuard,54.24%,32,59,-34,-23.00
155,0,39546,Keith Mitchell,54.21%,103,190,-108,+6.00
155,0,55893,Sam Stevens,54.21%,103,190,-109,-3.00
157,0,51414,Brent Grant,54.17%,91,168,-102,-2.00
157,0,51890,Greyson Sigg,54.17%,104,192,-112,-14.00
159,0,12716,Charley Hoffman,53.96%,75,139,-79,+5.00
160,0,34431,Robert Streb,53.79%,71,132,-79,-3.00
161,0,31557,Jim Herman,53.77%,57,106,-57,-5.00
162,0,20229,Stewart Cink,53.59%,82,153,-89,+1.00
162,0,50095,Austin Smotherman,53.59%,97,181,-104,-20.00
164,0,27129,Luke List,53.18%,142,267,-151,+22.00
165,0,49766,Hank Lebioda,53.09%,43,81,-44,-4.00
166,0,31646,Emiliano Grillo,53.00%,106,200,-109,-14.00
167,0,29970,Dylan Frittelli,52.94%,72,136,-76,-1.00
167,0,49298,Kramer Hickok,52.94%,81,153,-87,-11.00
169,0,25900,Lucas Glover,52.67%,79,150,-85,-23.00
170,0,39954,Cody Gribble,52.59%,61,116,-63,-2.00
171,0,32816,Satoshi Kodaira,52.44%,43,82,-46,-15.00
172,0,54628,Lee Hodges,52.40%,109,208,-120,-7.00
173,0,22371,Aaron Baddeley,52.34%,56,107,-59,-11.00
174,0,31323,Gary Woodland,52.26%,104,199,-110,-4.00
175,0,34255,Joseph Bramlett,52.15%,97,186,-101,-5.00
176,0,52513,Carson Young,52.03%,77,148,-80,-18.00
177,0,34610,Matthias Schwab,51.74%,89,172,-96,-4.00
178,0,27936,Martin Laird,51.61%,80,155,-82,-14.00
179,0,33408,Tyson Alexander,51.59%,81,157,-84,+1.00
180,0,27095,Nick Watney,51.52%,51,99,-56,+7.00
181,0,33410,Andrew Landry,51.28%,60,117,-60,-15.00
182,0,45609,Tyler Duncan,51.06%,96,188,-101,-10.00
183,0,47988,Nick Hardy,50.94%,108,212,-117,-3.00
184,0,27349,Alex Noren,50.61%,83,164,-89,-3.00
185,0,51491,Brandon Matthews,50.41%,61,121,-65,+2.00
186,0,46435,Austin Cook,50.00%,36,72,-39,-27.00
187,0,48699,Callum Tarren,49.76%,104,209,-108,+12.00
188,0,39058,Lucas Herbert,49.62%,65,131,-67,+11.00
189,0,24024,Zach Johnson,49.40%,41,83,-43,-21.00
190,0,32448,James Hahn,49.35%,76,154,-82,-11.00
191,0,27963,Chris Stroud,49.33%,37,75,-39,-11.00
192,0,55708,Hayden Buckley,48.28%,70,145,-79,-9.00
193,0,51349,Nico Echavarria,47.62%,60,126,-62,-1.00
