RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,28237,Rory McIlroy,15
2,0,48081,Xander Schauffele,14
3,0,46717,Viktor Hovland,12
4,1,35506,Mackenzie Hughes,9
4,0,37455,Si Woo Kim,9
4,1,46970,Jon Rahm,9
7,0,34099,Harris English,8
7,0,34360,Patrick Reed,8
9,-2,26329,Louis Oosthuizen,7
9,-2,29518,Brendan Steele,7
9,-2,27214,Kevin Streelman,7
9,4,33448,Justin Thomas,7
9,-2,08793,Tiger Woods,7
14,-1,20472,Alex Cejka,6
14,-1,46435,Austin Cook,6
14,5,35310,Lanto Griffin,6
14,5,29478,Kevin Kisner,6
14,-1,47993,Denny McCarthy,6
14,5,23320,Ryan Palmer,6
14,5,46046,Scottie Scheffler,6
14,-1,47347,Adam Schenk,6
14,5,35891,Cameron Smith,6
14,-1,56278,Matthew Wolff,6
24,-5,33404,Chris Baker,5
24,8,40026,Daniel Berger,5
24,-5,25364,Paul Casey,5
24,-5,27644,Brian Harman,5
24,-5,34098,Russell Henley,5
24,-5,36801,Mark Hubbard,5
24,8,30925,Dustin Johnson,5
24,-5,35449,Adam Long,5
24,8,32839,Hideki Matsuyama,5
24,-5,27349,Alex Noren,5
24,-5,36699,Patrick Rodgers,5
24,8,29221,Webb Simpson,5
36,-4,48084,Wesley Bryan,4
36,-4,45157,Cam Davis,4
36,-4,30911,Tommy Fleetwood,4
36,-4,31646,Emiliano Grillo,4
36,-4,27936,Martin Laird,4
36,-4,52215,Robert MacIntyre,4
36,7,48822,Sebastián Muñoz,4
36,-4,25804,Bubba Watson,4
44,-1,45609,Tyler Duncan,3
44,-1,32662,Michael Gligic,3
44,-1,46402,Talor Gooch,3
44,12,34363,Tyrrell Hatton,3
44,-1,34656,Mikumu Horikawa,3
44,-1,30944,Jason Kokrak,3
44,-1,33410,Andrew Landry,3
44,-1,49481,Tae Hee Lee,3
44,-1,29772,Michael Lorenzo-Vera,3
44,12,25396,Kevin Na,3
44,-1,24138,Ian Poulter,3
44,-1,24502,Adam Scott,3
44,12,30927,Brendon Todd,3
44,-1,29484,Peter Uihlein,3
44,-1,29454,Bernd Wiesberger,3
59,0,45526,Abraham Ancer,2
59,-3,31395,Yosuke Asaji,2
59,0,52372,Cameron Champ,2
59,-3,46154,Yi Keun Chang,2
59,-3,32366,Kevin Chappell,2
59,-3,39997,Corey Conners,2
59,0,47959,Bryson DeChambeau,2
59,0,29725,Tony Finau,2
59,-3,56762,Will Gordon,2
59,-3,34563,Chesson Hadley,2
59,-3,28938,Justin Harding,2
59,-3,23063,Scott Hend,2
59,-3,33597,Harry Higgs,2
59,0,29420,Billy Horschel,2
59,-3,47056,Rikuya Hoshino,2
59,-3,21961,Charles Howell III,2
59,0,39971,Sungjae Im,2
59,-3,24024,Zach Johnson,2
59,-3,26300,Matt Jones,2
59,-3,08075,Jerry Kelly,2
59,-3,30926,Chris Kirk,2
59,-3,32757,Patton Kizzire,2
59,-3,33122,Russell Knox,2
59,-3,23108,Matt Kuchar,2
59,-3,29926,Danny Lee,2
59,0,26851,Marc Leishman,2
59,-3,35296,Haotong Li,2
59,-3,37447,Zander Lombard,2
59,-3,28300,Joost Luiten,2
59,-3,34466,Peter Malnati,2
59,-3,46442,Maverick McNealy,2
59,-3,32640,Troy Merritt,2
59,0,50525,Collin Morikawa,2
59,0,45486,Joaquin Niemann,2
59,-3,35947,John Oda,2
59,-3,27942,Rob Oppenheim,2
59,-3,32797,Sanghyun Park,2
59,-3,47679,Victor Perez,2
59,-3,25818,Scott Piercy,2
59,-3,49771,J.T. Poston,2
59,-3,28252,Seamus Power,2
59,-3,47995,Davis Riley,2
59,-3,46441,Robby Shelton,2
59,-3,33486,Roger Sloan,2
59,-3,40006,Erik van Rooyen,2
59,-3,35658,Kris Ventura,2
59,-3,47128,Richy Werenski,2
