RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
80,0,02239,Scott Verplank,5.88,34,0,2
83,0,07003,David Berganio Jr.,5.56,18,0,1
83,0,23125,Brad Elder,5.56,18,0,1
83,0,19846,Brian Gay,5.56,18,0,1
86,0,20498,Briny Baird,5.41,37,1,1
87,0,01014,Fulton Allem,5.26,19,0,1
87,0,10885,Robert Allenby,5.26,38,0,2
87,0,20094,Jonathan Kaye,5.26,19,1
87,0,02110,Jerry Smith,5.26,19,0,1
91,0,02214,Kirk Triplett,5.00,20,1
92,0,06621,Joe Durant,4.76,21,0,1
92,0,01329,Brad Faxon,4.76,42,0,2
92,0,10565,Ian Leggatt,4.76,21,0,1
92,0,01887,Mark O'Meara,4.76,21,0,1
96,0,01157,Tom Byrum,4.55,22,1
97,0,01378,David Frost,4.35,23,0,1
97,0,06595,Kevin Sutherland,4.35,23,0,1
97,0,06078,Esteban Toledo,4.35,23,0,1
100,0,01723,Andrew Magee,3.85,26,0,1
100,0,06515,Shaun Micheel,3.85,26,0,1
100,0,02245,Grant Waite,3.85,26,0,1
103,0,20574,Mathew Goggin,3.57,28,0,1
104,0,10809,Jim Furyk,3.45,29,0,1
104,0,01771,Blaine McCallister,3.45,29,0,1
104,0,02218,Ted Tryba,3.45,29,0,1
107,0,09011,David Duval,2.94,34,0,1
108,0,01706,Davis Love III,1.92,52,0,1
109,0,01024,Billy Andrade,.00,13,0
109,0,12652,Cameron Beckman,.00,26,0
109,0,01161,Mark Calcavecchia,.00,18,0
109,0,01203,Russ Cochran,.00,19,0
109,0,19881,Robert Damron,.00,20,0
109,0,01307,Joel Edwards,.00,25,0
109,0,01313,Steve Elkington,.00,14,0
109,0,12823,Carlos Franco,.00,10,0
109,0,01374,Robin Freeman,.00,10,0
109,0,21209,Sergio Garcia,.00,27,0
109,0,01418,Bill Glasson,.00,18,0
109,0,22892,Jason Gore,.00,10,0
109,0,21806,Paul Gow,.00,10,0
109,0,10963,Jimmy Green,.00,24,0
109,0,01527,Scott Hoch,.00,22,0
109,0,10962,Bradley Hughes,.00,23,0
109,0,01599,Steve Jones,.00,10,0
109,0,11032,Frank Lickliter II,.00,40,0
109,0,12680,Shigeki Maruyama,.00,20,0
109,0,01761,Len Mattiace,.00,22,0
109,0,22122,Andrew McLardy,.00,11,0
109,0,08339,Spike McRoy,.00,18,0
109,0,01823,Larry Mize,.00,25,0
109,0,10457,Frank Nobilo,.00,15,0
109,0,21949,Joe Ogilvie,.00,17,0
109,0,20095,Carl Paulson,.00,18,0
109,0,01938,David Peoples,.00,43,0
109,0,02010,Loren Roberts,.00,17,0
109,0,06527,Steve Stricker,.00,17,0
109,0,02170,Hal Sutton,.00,33,0
109,0,20436,Garrett Willis,.00,19,0
109,0,08057,Brian Wilson,.00,14,0
