RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
92,0,35617,Martin Trainer,40.49%,230,568,-0.117
93,0,40098,Matt Fitzpatrick,40.44%,351,868,-0.219
94,0,33399,Adam Hadwin,40.40%,400,990,-0.150
95,0,34587,Chan Kim,40.39%,395,978,-0.200
96,0,45609,Tyler Duncan,40.00%,312,780,-0.144
97,0,27139,David Skinns,39.87%,374,938,-0.168
98,0,29420,Billy Horschel,39.33%,365,928,-0.121
99,0,48887,Matt Wallace,39.30%,316,804,-0.244
100,0,52666,Sami Valimaki,39.03%,306,784,-0.147
101,0,32757,Patton Kizzire,39.02%,288,738,-0.295
102,0,33204,Shane Lowry,38.99%,333,854,-0.189
103,0,59143,Mac Meissner,38.98%,350,898,-0.263
104,0,57362,Austin Eckroat,38.95%,423,1086,-0.123
104,0,50493,Justin Suh,38.95%,335,860,-0.221
106,0,60004,Jacob Bridgeman,38.94%,324,832,-0.253
106,0,51997,Andrew Novak,38.94%,412,1058,-0.238
108,0,35506,Mackenzie Hughes,38.85%,453,1166,-0.260
109,0,30911,Tommy Fleetwood,38.73%,347,896,-0.176
110,0,47591,Eric Cole,38.70%,517,1336,-0.190
111,0,33968,Thorbjørn Olesen,38.69%,212,548,-0.179
112,0,34466,Peter Malnati,38.56%,364,944,-0.107
113,0,39971,Sungjae Im,38.45%,423,1100,-0.220
114,0,48119,Ben Taylor,38.00%,285,750,-0.168
115,0,34099,Harris English,37.73%,412,1092,-0.197
116,0,40026,Daniel Berger,37.53%,313,834,-0.252
117,0,48319,Tom Whitney,37.43%,259,692,-0.243
118,0,23320,Ryan Palmer,36.99%,182,492,-0.170
119,0,27214,Kevin Streelman,36.78%,292,794,-0.209
120,0,32791,K.H. Lee,36.71%,344,937,-0.241
121,0,27330,Josh Teater,35.93%,189,526,-0.101
122,0,28252,Seamus Power,35.86%,444,1238,-0.178
123,0,35532,Tom Hoge,35.41%,449,1268,-0.196
124,0,32102,Rickie Fowler,35.37%,336,950,-0.128
125,0,49960,Sepp Straka,35.28%,326,924,-0.086
126,0,55708,Hayden Buckley,35.25%,294,834,-0.153
127,0,34021,Bud Cauley,35.03%,248,708,-0.198
128,0,22405,Justin Rose,34.54%,257,744,-0.074
129,0,33486,Roger Sloan,34.45%,257,746,-0.140
130,0,50525,Collin Morikawa,34.41%,331,962,-0.236
131,0,36871,Matt NeSmith,34.11%,294,862,-0.211
132,0,55182,Tom Kim,33.93%,342,1008,-0.202
133,0,49771,J.T. Poston,33.83%,366,1082,-0.254
134,0,37455,Si Woo Kim,33.21%,360,1084,-0.142
135,0,40115,Adam Svensson,32.97%,459,1392,-0.159
136,0,51287,Ryo Hisatsune,32.92%,318,966,-0.230
137,0,29221,Webb Simpson,32.70%,223,682,-0.179
138,0,47806,Raul Pereda,32.46%,161,496,-0.149
139,0,51890,Greyson Sigg,32.13%,293,912,-0.191
140,0,27349,Alex Noren,32.09%,267,832,-0.202
141,0,47983,Chad Ramey,32.04%,305,952,-0.272
142,0,51349,Nico Echavarria,31.89%,310,972,-0.145
143,0,52375,Doug Ghim,31.83%,347,1090,-0.268
144,0,54628,Lee Hodges,31.61%,378,1196,-0.156
145,0,40162,Justin Lower,31.44%,360,1145,-0.178
146,0,54591,Ben Griffin,31.40%,395,1258,-0.258
146,0,54783,Dylan Wu,31.40%,304,968,-0.234
148,0,34076,Joel Dahmen,31.32%,317,1012,-0.233
149,0,32367,Jorge Campillo,31.18%,179,574,-0.218
150,0,57900,Chandler Phillips,30.43%,314,1032,-0.210
151,0,52513,Carson Young,30.23%,309,1022,-0.217
152,0,30163,Henrik Norlander,29.56%,201,680,-0.323
153,0,32640,Troy Merritt,29.16%,235,806,-0.183
154,0,27644,Brian Harman,29.08%,321,1104,-0.143
155,0,47993,Denny McCarthy,28.88%,320,1108,-0.172
155,0,25493,Nick Taylor,28.88%,305,1056,-0.180
157,0,34098,Russell Henley,28.56%,257,900,-0.202
158,0,46414,Aaron Rai,28.28%,293,1036,-0.266
159,0,29908,C.T. Pan,27.97%,221,790,-0.276
160,0,31646,Emiliano Grillo,27.88%,300,1076,-0.220
161,0,36801,Mark Hubbard,27.83%,339,1218,-0.195
162,0,37275,Sam Ryder,27.76%,231,832,-0.195
163,0,52374,Brandon Wu,27.63%,242,876,-0.145
164,0,39327,Ben Silverman,27.14%,266,980,-0.237
165,0,55789,Taylor Montgomery,27.08%,176,650,-0.261
166,0,27936,Martin Laird,26.61%,215,808,-0.163
167,0,28775,Nate Lashley,25.76%,221,858,-0.213
168,0,27770,Camilo Villegas,25.36%,157,619,-0.210
169,0,45522,Christiaan Bezuidenhout,25.22%,253,1003,-0.083
170,0,36326,David Lipsky,24.94%,201,806,-0.229
171,0,46441,Robby Shelton,24.40%,223,914,-0.170
172,0,25900,Lucas Glover,24.16%,260,1076,-0.250
173,0,36884,Ben Kohles,23.34%,236,1011,-0.157
174,0,26596,Ryan Moore,20.14%,178,884,-0.236
175,0,23108,Matt Kuchar,19.78%,184,930,-0.250
176,0,26476,Chez Reavie,18.81%,146,776,-0.212
177,0,22371,Aaron Baddeley,18.18%,148,814,-0.135
178,0,29535,Brice Garnett,17.06%,102,598,-0.245
179,0,29478,Kevin Kisner,16.82%,110,654,-0.091
180,0,24024,Zach Johnson,15.33%,92,600,-0.207
181,0,40058,Zac Blair,15.27%,157,1028,-0.191
182,0,30927,Brendon Todd,13.41%,166,1238,-0.253
183,0,34256,Andrew Putnam,12.43%,130,1046,-0.231
184,0,27649,Brandt Snedeker,11.50%,83,722,-0.157
