RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,21.09,158,749,+0.127
2,0,01329,Brad Faxon,15.26,110,721,+0.300
3,0,23048,Eric Axley,10.50,86,819,+0.419
4,0,20127,Chris Riley,10.49,98,934,+0.031
5,0,24449,Parker McLachlin,10.47,98,936,+0.316
6,0,30927,Brendon Todd,10.37,68,656,+0.206
7,0,26420,Richard Johnson,10.35,107,1034,+0.019
8,0,01132,Mark Brooks,10.09,56,555,+0.107
9,0,08845,Scott Sterling,9.93,55,554,+0.127
10,0,06012,Greg Kraft,9.90,57,576,+0.281
11,0,12602,Dean Wilson,9.86,96,974,+0.083
12,0,28620,Aron Price,9.81,105,1070,+0.019
13,0,01677,Tom Lehman,9.26,45,486,-0.044
14,0,27466,Spencer Levin,9.03,84,930,+0.048
15,0,25190,Jeff Quinney,9.00,89,989,+0.225
16,0,23778,Brad Adamonis,8.61,73,848,+0.041
16,0,20593,Greg Chalmers,8.61,85,987,+0.153
18,0,01142,Bart Bryant,8.44,61,723,+0.230
19,0,27060,John Mallinger,8.23,81,984,+0.160
20,0,26668,Marc Turnesa,8.17,81,992,+0.099
21,0,09011,David Duval,8.16,50,613,+0.280
22,0,06251,Chris DiMarco,8.09,98,1212,+0.122
23,0,08931,Glen Day,7.88,70,888,+0.271
24,0,20160,Charlie Wi,7.82,86,1100,+0.081
25,0,23718,Nathan Green,7.81,100,1281,+0.230
26,0,07457,Steve Flesch,7.67,67,873,+0.060
27,0,10733,Kent Jones,7.65,65,850,-0.015
28,0,22348,Nick O'Hern,7.61,90,1182,+0.156
29,0,19846,Brian Gay,7.59,87,1146,-0.034
30,0,01577,Lee Janzen,7.56,64,847,+0.156
31,0,12705,Cliff Kresge,7.52,70,931,+0.186
32,0,24502,Adam Scott,7.46,44,590,+0.205
33,0,01320,Bob Estes,7.28,70,962,+0.186
34,0,22961,David Mathis,7.20,69,958,+0.290
35,0,23983,Luke Donald,7.03,60,854,+0.183
36,0,01313,Steve Elkington,6.98,60,859,+0.067
37,0,26951,Johnson Wagner,6.97,72,1033,+0.153
38,0,30711,Colt Knost,6.94,54,778,+0.074
39,0,24503,Jeff Klauk,6.87,84,1222,+0.107
40,0,23548,Bill Lunde,6.81,71,1042,+0.070
41,0,23800,Bryce Molder,6.75,51,756,+0.059
