RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,30925,Dustin Johnson,301.7,270931,898
2,0,27141,J.B. Holmes,298.6,255641,856
3,0,25562,Andres Romero,297.7,180397,606
4,0,29718,Anthony Kim,297.2,250833,844
5,0,01810,Phil Mickelson,296.8,199474,672
6,0,25804,Bubba Watson,295.7,234793,794
7,0,27095,Nick Watney,295.4,279455,946
8,0,23497,Tag Ridings,294.5,167867,570
9,0,24358,Robert Garrigus,294.2,295051,1003
10,0,31323,Gary Woodland,293.9,151370,515
11,0,20848,Ángel Cabrera,293.8,156299,532
12,0,12716,Charley Hoffman,291.3,353095,1212
13,0,27936,Martin Laird,290.8,251820,866
13,0,24140,Sean O'Hair,290.8,236679,814
15,0,06567,Vijay Singh,290.1,208307,718
16,0,20850,Daniel Chopra,290.0,337876,1165
17,0,21805,Harrison Frazar,289.9,338874,1169
18,0,27120,Troy Matteson,289.8,354743,1224
18,0,23349,Charles Warren,289.8,214437,740
20,0,24781,Hunter Mahan,289.7,304181,1050
21,0,01226,Fred Couples,288.8,169212,586
21,0,01706,Davis Love III,288.8,312518,1082
21,0,22046,Geoff Ogilvy,288.8,235622,816
24,0,28089,Jason Day,288.5,201405,698
25,0,26851,Marc Leishman,288.4,337978,1172
26,0,25818,Scott Piercy,288.2,304874,1058
27,0,27770,Camilo Villegas,288.0,226951,788
28,0,22913,John Rollins,287.7,316809,1101
29,0,21209,Sergio Garcia,287.5,177087,616
29,0,23621,Rory Sabbatini,287.5,268513,934
31,0,28158,Steve Marino,287.3,336731,1172
31,0,27214,Kevin Streelman,287.3,348170,1212
33,0,28475,Jeff Overton,286.9,304090,1060
34,0,25900,Lucas Glover,286.8,316020,1102
34,0,01945,Kenny Perry,286.8,293123,1022
34,0,08793,Tiger Woods,286.8,192760,672
37,0,23320,Ryan Palmer,286.7,280966,980
37,0,28780,Nicholas Thompson,286.7,346959,1210
39,0,24925,Jonathan Byrd,286.6,315583,1101
39,0,20229,Stewart Cink,286.6,237900,830
41,0,21959,Ted Purdy,286.4,356279,1244
42,0,20070,Matt Bettencourt,286.3,346651,1211
43,0,20157,Retief Goosen,286.2,223251,780
44,0,26300,Matt Jones,286.1,179085,626
44,0,27683,Leif Olson,286.1,171397,599
46,0,21961,Charles Howell III,285.9,331124,1158
47,0,24924,Bill Haas,285.7,325688,1140
48,0,24502,Adam Scott,285.5,168417,590
49,0,26596,Ryan Moore,285.0,297777,1045
49,0,26289,Boo Weekley,285.0,259360,910
51,0,26695,Michael Letzig,284.6,339832,1194
52,0,12782,Tim Herron,284.5,320089,1125
53,0,23623,Bo Van Pelt,284.4,323680,1138
54,0,23788,D.J. Trahan,284.3,317865,1118
55,0,24846,Ricky Barnes,284.1,202869,714
55,0,28118,Peter Tomasulo,284.1,181566,639
57,0,20766,Padraig Harrington,284.0,190815,672
57,0,24663,Y.E. Yang,284.0,277706,978
59,0,27933,John Merrick,283.9,269677,950
60,0,20645,John Senden,283.8,364447,1284
61,0,06522,Ernie Els,283.6,215561,760
61,0,01724,Jeff Maggert,283.6,287852,1015
63,0,22892,Jason Gore,283.4,244532,863
63,0,26679,Kevin Stadler,283.4,213092,752
65,0,22371,Aaron Baddeley,283.2,229948,812
66,0,21949,Joe Ogilvie,283.1,302357,1068
67,0,12510,Chad Campbell,283.0,280170,990
68,0,10885,Robert Allenby,282.9,221763,784
68,0,20574,Mathew Goggin,282.9,235693,833
68,0,23353,J.J. Henry,282.9,331520,1172
71,0,26301,James Nitties,282.8,300079,1061
72,0,24490,George McNeill,282.7,298778,1057
73,0,23548,Bill Lunde,282.6,294488,1042
74,0,20098,Stuart Appleby,282.3,255780,906
74,0,24361,Pat Perez,282.3,244476,866
76,0,01707,Steve Lowery,282.1,302440,1072
76,0,20691,Greg Owen,282.1,323013,1145
78,0,06595,Kevin Sutherland,282.0,286561,1016
79,0,24912,Will MacKenzie,281.8,240392,853
80,0,25345,Carl Pettersson,281.7,292378,1038
81,0,01035,Tommy Armour III,281.5,203492,723
82,0,06004,Stephen Ames,281.4,222840,792
83,0,23638,Brendon de Jonge,281.3,308344,1096
84,0,01161,Mark Calcavecchia,280.9,242980,865
84,0,20572,Rod Pampling,280.9,251143,894
86,0,24138,Ian Poulter,280.8,165091,588
87,0,25919,Brian Vranesh,280.7,168409,600
88,0,28087,Kris Blanks,280.5,183136,653
88,0,29221,Webb Simpson,280.5,340584,1214
90,0,27963,Chris Stroud,280.3,296554,1058
91,0,26881,Jarrod Lyle,280.2,195287,697
92,0,31416,Derek Fathauer,279.9,198699,710
92,0,22405,Justin Rose,279.9,223348,798
94,0,22293,Heath Slocum,279.8,330222,1180
95,0,25686,Jason Dufner,279.7,303236,1084
95,0,02206,David Toms,279.7,311583,1114
97,0,23778,Brad Adamonis,279.5,237005,848
97,0,06197,Michael Allen,279.5,226393,810
99,0,07223,Brian Bateman,279.4,186897,669
100,0,06527,Steve Stricker,279.3,240793,862
100,0,26497,Casey Wittenberg,279.3,209511,750
102,0,23614,Rich Beem,279.1,224359,804
102,0,07749,Brett Quigley,279.1,290512,1041
102,0,26951,Johnson Wagner,279.1,288261,1033
105,0,09011,David Duval,279.0,171023,613
105,0,02214,Kirk Triplett,279.0,212061,760
107,0,12652,Cameron Beckman,278.9,291182,1044
107,0,25632,Jimmy Walker,278.9,248483,891
109,0,01797,Rocco Mediate,278.8,255932,918
110,0,23108,Matt Kuchar,278.7,275358,988
111,0,07867,Woody Austin,278.6,294739,1058
111,0,21731,Freddie Jacobson,278.6,284739,1022
113,0,01313,Steve Elkington,278.5,239245,859
113,0,26498,Matt Weibring,278.5,213868,768
115,0,23325,Vaughn Taylor,278.3,306733,1102
