RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
116,0,21753,Brian Davis,278.0,352189,1267
117,0,23541,Ben Crane,277.8,309437,1114
117,0,21878,Mark Wilson,277.8,339700,1223
119,0,24507,Jason Bohn,277.6,317040,1142
120,0,22621,Ben Curtis,277.5,182577,658
120,0,24024,Zach Johnson,277.5,307430,1108
120,0,01766,Billy Mayfair,277.5,266634,961
123,0,01473,Todd Hamilton,277.4,247699,893
124,0,10860,Justin Leonard,277.3,291741,1052
125,0,24357,K.J. Choi,277.2,194572,702
126,0,07457,Steve Flesch,277.1,241901,873
126,0,10585,Scott McCarron,277.1,312585,1128
128,0,10425,Jay Williamson,277.0,219926,794
129,0,10423,Mike Weir,276.8,259040,936
130,0,10809,Jim Furyk,276.5,250507,906
130,0,10117,Bob Heintz,276.5,196293,710
130,0,08075,Jerry Kelly,276.5,296457,1072
133,0,25396,Kevin Na,276.4,299385,1083
133,0,20160,Charlie Wi,276.4,304003,1100
135,0,23800,Bryce Molder,276.2,208773,756
135,0,25240,D.A. Points,276.2,331120,1199
137,0,01948,Tim Petrovic,276.0,330105,1196
137,0,02239,Scott Verplank,276.0,305001,1105
139,0,23718,Nathan Green,275.9,353376,1281
140,0,20104,Ken Duke,275.8,272533,988
141,0,22961,David Mathis,275.6,263979,958
142,0,24449,Parker McLachlin,275.2,257620,936
142,0,22295,Darron Stiles,275.2,161295,586
144,0,06621,Joe Durant,275.1,178254,648
145,0,20472,Alex Cejka,275.0,272296,990
145,0,23135,Tim Clark,275.0,226015,822
145,0,08845,Scott Sterling,275.0,152362,554
148,0,21350,Ryuji Imada,274.9,264982,964
149,0,23048,Eric Axley,274.8,225090,819
149,0,22548,Patrick Sheehan,274.8,149485,544
151,0,20593,Greg Chalmers,274.7,271115,987
152,0,20498,Briny Baird,274.6,275161,1002
152,0,12705,Cliff Kresge,274.6,255683,931
154,0,06539,Rick Price,274.5,156438,570
154,0,27649,Brandt Snedeker,274.5,249241,908
156,0,26476,Chez Reavie,274.4,269438,982
157,0,01577,Lee Janzen,274.3,232307,847
157,0,01941,Tom Pernice Jr.,274.3,285284,1040
159,0,10733,Kent Jones,274.1,232972,850
160,0,27060,John Mallinger,273.8,269429,984
161,0,06643,Paul Goydos,273.7,248517,908
161,0,20634,Peter Lonard,273.7,293183,1071
163,0,06251,Chris DiMarco,273.4,331324,1212
164,0,30711,Colt Knost,272.9,212335,778
164,0,06012,Greg Kraft,272.9,157208,576
166,0,01320,Bob Estes,272.8,262387,962
166,0,24503,Jeff Klauk,272.8,333307,1222
168,0,27466,Spencer Levin,272.7,253643,930
168,0,28620,Aron Price,272.7,291787,1070
170,0,26668,Marc Turnesa,272.6,270397,992
171,0,23983,Luke Donald,271.7,232066,854
172,0,22348,Nick O'Hern,271.4,320829,1182
173,0,08931,Glen Day,270.9,240546,888
174,0,25190,Jeff Quinney,270.3,267337,989
175,0,01677,Tom Lehman,270.0,131220,486
176,0,01142,Bart Bryant,269.9,195145,723
177,0,30927,Brendon Todd,269.2,176582,656
178,0,20127,Chris Riley,269.0,251256,934
178,0,12602,Dean Wilson,269.0,261979,974
180,0,26420,Richard Johnson,268.2,277350,1034
181,0,19846,Brian Gay,267.3,306286,1146
182,0,01132,Mark Brooks,267.0,148196,555
183,0,01329,Brad Faxon,263.9,190307,721
184,0,01928,Corey Pavin,255.9,191665,749
