RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,30925,Dustin Johnson,27.84,250,898,-0.104
2,0,25562,Andres Romero,27.56,167,606,-0.222
3,0,29718,Anthony Kim,27.37,231,844,-0.117
4,0,12716,Charley Hoffman,26.90,326,1212,-0.178
5,0,27095,Nick Watney,26.53,251,946,-0.151
6,0,20848,Ángel Cabrera,26.13,139,532,-0.115
7,0,01810,Phil Mickelson,24.85,167,672,-0.084
8,0,25818,Scott Piercy,24.67,261,1058,-0.149
9,0,27936,Martin Laird,24.48,212,866,-0.132
10,0,01226,Fred Couples,24.40,143,586,-0.147
11,0,28158,Steve Marino,24.06,282,1172,-0.124
12,0,28089,Jason Day,23.93,167,698,-0.210
13,0,21805,Harrison Frazar,23.87,279,1169,-0.151
14,0,24358,Robert Garrigus,23.83,239,1003,-0.100
15,0,27120,Troy Matteson,23.53,288,1224,-0.115
16,0,24781,Hunter Mahan,23.52,247,1050,-0.206
17,0,23621,Rory Sabbatini,23.34,218,934,-0.261
18,0,25804,Bubba Watson,23.05,183,794,-0.126
19,0,27141,J.B. Holmes,23.01,197,856,-0.005
20,0,21209,Sergio Garcia,22.73,140,616,-0.136
21,0,27214,Kevin Streelman,22.61,274,1212,-0.128
22,0,23349,Charles Warren,22.43,166,740,-0.139
23,0,24846,Ricky Barnes,22.27,159,714,-0.164
24,0,28475,Jeff Overton,22.26,236,1060,-0.178
25,0,26851,Marc Leishman,22.01,258,1172,-0.151
26,0,22913,John Rollins,21.98,242,1101,-0.211
27,0,23497,Tag Ridings,21.93,125,570,-0.040
28,0,20850,Daniel Chopra,21.80,254,1165,-0.106
29,0,01706,Davis Love III,21.44,232,1082,-0.073
30,0,22046,Geoff Ogilvy,21.32,174,816,-0.149
31,0,23548,Bill Lunde,21.31,222,1042,-0.122
32,0,28118,Peter Tomasulo,21.28,136,639,-0.199
33,0,31323,Gary Woodland,21.17,109,515,+0.046
34,0,27770,Camilo Villegas,20.94,165,788,-0.158
35,0,06567,Vijay Singh,20.89,150,718,-0.080
36,0,26596,Ryan Moore,20.86,218,1045,-0.257
37,0,28780,Nicholas Thompson,20.83,252,1210,-0.190
38,0,21961,Charles Howell III,20.64,239,1158,-0.163
38,0,24140,Sean O'Hair,20.64,168,814,-0.095
40,0,26300,Matt Jones,20.61,129,626,-0.147
41,0,20070,Matt Bettencourt,20.56,249,1211,-0.092
42,0,25900,Lucas Glover,20.42,225,1102,-0.107
43,0,24925,Jonathan Byrd,20.16,222,1101,-0.194
