RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,16.92,22,130,-0.05
2,0,01329,Brad Faxon,10.17,12,118,+0.25
3,0,01132,Mark Brooks,9.57,9,94,+0.44
4,0,12602,Dean Wilson,6.49,10,154,+0.60
5,0,25190,Jeff Quinney,6.41,10,156,+0.40
6,0,01677,Tom Lehman,5.81,5,86,-0.20
7,0,08931,Glen Day,5.63,8,142,+0.25
8,0,06012,Greg Kraft,5.56,5,90,+0.60
9,0,06643,Paul Goydos,5.48,8,146,+0.38
10,0,19846,Brian Gay,5.11,9,176,+0.11
11,0,09011,David Duval,5.00,5,100,+0.60
12,0,23048,Eric Axley,4.62,6,130,+0.50
13,0,26420,Richard Johnson,4.38,7,160,-0.43
14,0,27060,John Mallinger,4.27,7,164,+0.43
15,0,27466,Spencer Levin,4.23,6,142,+0.33
15,0,24449,Parker McLachlin,4.23,6,142,+0.50
17,0,06539,Rick Price,4.17,4,96,+0.75
18,0,10425,Jay Williamson,4.10,5,122,+0.60
19,0,10423,Mike Weir,4.05,6,148,+0.17
20,0,21350,Ryuji Imada,4.00,6,150,E
21,0,20593,Greg Chalmers,3.90,6,154,-0.17
22,0,23983,Luke Donald,3.79,5,132,+0.20
22,0,27141,J.B. Holmes,3.79,5,132,+1.00
24,0,01142,Bart Bryant,3.70,4,108,+0.75
25,0,22348,Nick O'Hern,3.49,6,172,-0.17
25,0,08845,Scott Sterling,3.49,3,86,+1.00
27,0,24502,Adam Scott,3.41,3,88,E
28,0,26668,Marc Turnesa,3.25,5,154,+0.80
29,0,25919,Brian Vranesh,3.19,3,94,+0.67
30,0,12652,Cameron Beckman,3.09,5,162,+0.40
31,0,20634,Peter Lonard,3.05,5,164,+0.20
32,0,27936,Martin Laird,3.03,4,132,+0.50
33,0,21949,Joe Ogilvie,3.01,5,166,+0.20
34,0,23718,Nathan Green,3.00,6,200,+0.33
35,0,02239,Scott Verplank,2.98,5,168,+0.40
36,0,30927,Brendon Todd,2.94,3,102,+0.33
37,0,23614,Rich Beem,2.90,4,138,+0.50
38,0,25396,Kevin Na,2.87,5,174,+0.40
39,0,24361,Pat Perez,2.86,4,140,+0.75
40,0,20127,Chris Riley,2.82,4,142,+0.75
41,0,07223,Brian Bateman,2.73,3,110,+0.67
42,0,22961,David Mathis,2.63,4,152,+0.75
42,0,01948,Tim Petrovic,2.63,5,190,+0.20
44,0,23108,Matt Kuchar,2.56,4,156,E
45,0,01724,Jeff Maggert,2.53,4,158,+0.75
46,0,22405,Justin Rose,2.50,3,120,E
47,0,28620,Aron Price,2.47,4,162,-0.25
48,0,22371,Aaron Baddeley,2.46,3,122,+1.33
48,0,27770,Camilo Villegas,2.46,3,122,+0.33
50,0,08075,Jerry Kelly,2.44,4,164,+0.50
51,0,30711,Colt Knost,2.38,3,126,E
52,0,20850,Daniel Chopra,2.25,4,178,+0.25
52,0,21961,Charles Howell III,2.25,4,178,+0.25
54,0,01797,Rocco Mediate,2.24,3,134,E
55,0,25562,Andres Romero,2.22,2,90,+1.00
56,0,20574,Mathew Goggin,2.21,3,136,E
56,0,01577,Lee Janzen,2.21,3,136,E
58,0,23353,J.J. Henry,2.20,4,182,+1.25
59,0,22892,Jason Gore,2.17,3,138,E
60,0,06251,Chris DiMarco,2.15,4,186,E
61,0,12705,Cliff Kresge,2.08,3,144,E
61,0,23621,Rory Sabbatini,2.08,3,144,+0.33
63,0,21753,Brian Davis,2.02,4,198,+0.25
64,0,21731,Freddie Jacobson,1.95,3,154,+0.67
65,0,01320,Bob Estes,1.92,3,156,E
65,0,23320,Ryan Palmer,1.92,3,156,+0.33
67,0,20498,Briny Baird,1.90,3,158,E
68,0,26301,James Nitties,1.88,3,160,+0.67
69,0,06621,Joe Durant,1.85,2,108,+0.50
70,0,01941,Tom Pernice Jr.,1.83,3,164,+0.33
71,0,24846,Ricky Barnes,1.82,2,110,+0.50
71,0,20766,Padraig Harrington,1.82,2,110,+0.50
71,0,10117,Bob Heintz,1.82,2,110,E
74,0,01707,Steve Lowery,1.81,3,166,+1.00
75,0,24024,Zach Johnson,1.79,3,168,-0.33
75,0,28475,Jeff Overton,1.79,3,168,+1.33
75,0,23325,Vaughn Taylor,1.79,3,168,+0.67
78,0,23800,Bryce Molder,1.75,2,114,+1.50
78,0,06567,Vijay Singh,1.75,2,114,+0.50
80,0,23638,Brendon de Jonge,1.74,3,172,+0.33
80,0,25686,Jason Dufner,1.74,3,172,+0.33
82,0,25900,Lucas Glover,1.72,3,174,-0.33
83,0,20691,Greg Owen,1.69,3,178,+0.33
84,0,02214,Kirk Triplett,1.67,2,120,-0.50
85,0,27120,Troy Matteson,1.65,3,182,+0.67
86,0,26497,Casey Wittenberg,1.64,2,122,+1.00
87,0,25240,D.A. Points,1.61,3,186,E
88,0,20070,Matt Bettencourt,1.60,3,188,+0.67
88,0,29221,Webb Simpson,1.60,3,188,+0.33
90,0,20157,Retief Goosen,1.59,2,126,-0.50
91,0,06004,Stephen Ames,1.54,2,130,+0.50
91,0,10733,Kent Jones,1.54,2,130,E
93,0,06527,Steve Stricker,1.49,2,134,E
94,0,23778,Brad Adamonis,1.47,2,136,+0.50
94,0,25632,Jimmy Walker,1.47,2,136,-0.50
96,0,24912,Will MacKenzie,1.45,2,138,+0.50
97,0,10809,Jim Furyk,1.41,2,142,E
98,0,30925,Dustin Johnson,1.35,2,148,+2.00
99,0,20472,Alex Cejka,1.30,2,154,+0.50
100,0,12510,Chad Campbell,1.28,2,156,-0.50
101,0,26596,Ryan Moore,1.23,2,162,+0.50
101,0,26951,Johnson Wagner,1.23,2,162,+0.50
103,0,24781,Hunter Mahan,1.22,2,164,+0.50
103,0,27963,Chris Stroud,1.22,2,164,E
105,0,20848,Ángel Cabrera,1.19,1,84,-1.00
105,0,07749,Brett Quigley,1.19,2,168,E
107,0,22548,Patrick Sheehan,1.16,1,86,E
108,0,23497,Tag Ridings,1.14,1,88,E
108,0,23788,D.J. Trahan,1.14,2,176,-0.50
110,0,23541,Ben Crane,1.12,2,178,+0.50
110,0,22293,Heath Slocum,1.12,2,178,E
112,0,21209,Sergio Garcia,1.09,1,92,E
112,0,24138,Ian Poulter,1.09,1,92,-1.00
112,0,22295,Darron Stiles,1.09,1,92,+1.00
115,0,21959,Ted Purdy,1.08,2,186,-1.00
115,0,27214,Kevin Streelman,1.08,2,186,+0.50
117,0,27683,Leif Olson,1.06,1,94,+1.00
118,0,24503,Jeff Klauk,1.05,2,190,+0.50
118,0,21878,Mark Wilson,1.05,2,190,+0.50
120,0,28118,Peter Tomasulo,.94,1,106,E
121,0,24357,K.J. Choi,.89,1,112,+1.00
122,0,31416,Derek Fathauer,.88,1,114,E
122,0,26881,Jarrod Lyle,.88,1,114,E
124,0,01035,Tommy Armour III,.86,1,116,E
125,0,24140,Sean O'Hair,.78,1,128,+2.00
126,0,20572,Rod Pampling,.75,1,134,E
127,0,20098,Stuart Appleby,.74,1,136,+1.00
128,0,06197,Michael Allen,.72,1,138,E
129,0,01473,Todd Hamilton,.70,1,142,+1.00
130,0,07457,Steve Flesch,.68,1,146,+1.00
130,0,01766,Billy Mayfair,.68,1,146,E
132,0,26476,Chez Reavie,.67,1,150,E
133,0,27095,Nick Watney,.66,1,152,-1.00
134,0,24663,Y.E. Yang,.65,1,154,+2.00
135,0,25345,Carl Pettersson,.64,1,156,E
136,0,20104,Ken Duke,.63,1,158,E
136,0,24358,Robert Garrigus,.63,1,158,+1.00
136,0,01945,Kenny Perry,.63,1,158,+1.00
139,0,25818,Scott Piercy,.62,1,162,+1.00
140,0,07867,Woody Austin,.60,1,168,E
140,0,10860,Justin Leonard,.60,1,166,E
140,0,06595,Kevin Sutherland,.60,1,166,E
143,0,24507,Jason Bohn,.57,1,176,+1.00
143,0,24924,Bill Haas,.57,1,174,-1.00
143,0,12782,Tim Herron,.57,1,174,+2.00
143,0,26851,Marc Leishman,.57,1,174,+1.00
147,0,21805,Harrison Frazar,.56,1,178,+1.00
147,0,02206,David Toms,.56,1,180,+1.00
147,0,23623,Bo Van Pelt,.56,1,180,E
150,0,10585,Scott McCarron,.55,1,182,E
151,0,26695,Michael Letzig,.54,1,184,+1.00
152,0,12716,Charley Hoffman,.53,1,190,-1.00
152,0,28780,Nicholas Thompson,.53,1,188,E
154,0,10885,Robert Allenby,.00,0,120,E
154,0,28087,Kris Blanks,.00,0,108,E
154,0,24925,Jonathan Byrd,.00,0,170,E
154,0,01161,Mark Calcavecchia,.00,0,136,E
154,0,20229,Stewart Cink,.00,0,126,E
154,0,23135,Tim Clark,.00,0,136,E
154,0,01226,Fred Couples,.00,0,104,E
154,0,22621,Ben Curtis,.00,0,104,E
154,0,28089,Jason Day,.00,0,106,E
154,0,01313,Steve Elkington,.00,0,140,E
154,0,06522,Ernie Els,.00,0,116,E
