RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
154,0,26300,Matt Jones,.00,0,98,E
154,0,29718,Anthony Kim,.00,0,128,E
154,0,01706,Davis Love III,.00,0,166,E
154,0,23548,Bill Lunde,.00,0,162,E
154,0,28158,Steve Marino,.00,0,180,E
154,0,24490,George McNeill,.00,0,156,E
154,0,27933,John Merrick,.00,0,154,E
154,0,01810,Phil Mickelson,.00,0,110,E
154,0,22046,Geoff Ogilvy,.00,0,124,E
154,0,22913,John Rollins,.00,0,176,E
154,0,20645,John Senden,.00,0,196,E
154,0,27649,Brandt Snedeker,.00,0,142,E
154,0,26679,Kevin Stadler,.00,0,114,E
154,0,23349,Charles Warren,.00,0,114,E
154,0,25804,Bubba Watson,.00,0,126,E
154,0,26289,Boo Weekley,.00,0,138,E
154,0,26498,Matt Weibring,.00,0,118,E
154,0,20160,Charlie Wi,.00,0,180,E
154,0,31323,Gary Woodland,.00,0,86,E
154,0,08793,Tiger Woods,.00,0,104,E
