RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,48084,Wesley Bryan,4' 5",5.540,104,102
2,0,57900,Chandler Phillips,4' 10",12.224,210,29
3,0,35506,Mackenzie Hughes,4' 11",16.398,277,15
3,0,28237,Rory McIlroy,4' 11",9.893,169,17
5,0,27936,Martin Laird,5' 0",9.715,161,63
6,0,35450,Patrick Cantlay,5' 1",11.086,181,22
6,0,29725,Tony Finau,5' 1",12.135,198,122
6,0,46441,Robby Shelton,5' 1",10.945,179,88
6,0,33486,Roger Sloan,5' 1",8.977,147,48
10,0,39971,Sungjae Im,5' 2",14.564,234,26
10,0,32839,Hideki Matsuyama,5' 2",11.619,187,2
10,0,46046,Scottie Scheffler,5' 2",11.768,191,5
10,0,33448,Justin Thomas,5' 2",12.330,198,45
14,0,34587,Chan Kim,5' 3",12.273,194,19
14,0,46442,Maverick McNealy,5' 3",13.598,216,10
14,0,49771,J.T. Poston,5' 3",14.414,230,83
17,0,34374,Erik Barnes,5' 4",7.921,124,147
17,0,52514,Trace Crowe,5' 4",8.715,137,142
17,0,24024,Zach Johnson,5' 4",7.396,116,55
17,0,46414,Aaron Rai,5' 4",13.326,208,30
17,0,58168,Davis Thompson,5' 4",15.240,239,68
22,0,60004,Jacob Bridgeman,5' 5",10.395,161,60
22,0,32367,Jorge Campillo,5' 5",7.530,116,59
22,0,48117,Kurt Kitayama,5' 5",13.629,211,37
22,0,47993,Denny McCarthy,5' 5",16.838,259,6
22,0,32640,Troy Merritt,5' 5",11.389,174,120
22,0,39546,Keith Mitchell,5' 5",13.422,206,78
22,0,51997,Andrew Novak,5' 5",12.273,189,34
22,0,50095,Austin Smotherman,5' 5",5.753,89,94
30,0,51696,Rico Hoey,5' 6",11.733,177,86
30,0,55182,Tom Kim,5' 6",13.850,211,124
30,0,30927,Brendon Todd,5' 6",18.457,279,50
30,0,38991,Alejandro Tosti,5' 6",11.119,168,180
34,0,47591,Eric Cole,5' 7",19.088,285,56
34,0,45157,Cam Davis,5' 7",13.340,198,136
